osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry,width
384685294,,,secondary_link,60,False,True,14.497,,2,"LINESTRING (27.2415749 54.1567518, 27.2415524 54.1568046, 27.2415551 54.1568344, 27.2415675 54.1568462, 27.241611 54.156866)",
25717979,,,secondary_link,60,True,False,35.205,,2,"LINESTRING (27.2421015 54.1567352, 27.2417549 54.15684, 27.241611 54.156866)",
384685293,Н9119,Полацкая вуліца,tertiary,60,False,False,300.537,,2,"LINESTRING (27.242451 54.1567262, 27.2425121 54.1568636, 27.2427393 54.1575958, 27.2427994 54.1579309, 27.2429905 54.1591496, 27.2430361 54.1592693, 27.2430922 54.1593984)",
384685295,Н9119,,tertiary,60,True,False,25.211,,2,"LINESTRING (27.242451 54.1567262, 27.2424193 54.1567017, 27.2423845 54.1566958, 27.2422692 54.1566923, 27.2421015 54.1567352)",
25717979,,,secondary_link,60,True,False,31.169,,2,"LINESTRING (27.241611 54.156866, 27.241283 54.1569523, 27.2411685 54.1569715)",
384685294,,,secondary_link,60,False,False,14.497,,2,"LINESTRING (27.241611 54.156866, 27.2415675 54.1568462, 27.2415551 54.1568344, 27.2415524 54.1568046, 27.2415749 54.1567518)",
"[381700786, 381700787, 25717987]",,Зарэчная вуліца,residential,,False,True,324.123,yes,"['1', '2']","LINESTRING (27.239474 54.1614701, 27.2394851 54.161357, 27.2394739 54.1612255, 27.239475 54.161138, 27.2394385 54.1609361, 27.2393858 54.1607699, 27.2393154 54.1605966, 27.2392563 54.1604909, 27.2391914 54.1604142, 27.2390445 54.1602429, 27.2388508 54.1600064, 27.2387932 54.1598966, 27.2387244 54.1597503, 27.238526 54.1592753, 27.2383386 54.1589165, 27.2382097 54.1587655, 27.2381332 54.158697)",
590569863,,,residential,,False,True,266.86,,1,"LINESTRING (27.239474 54.1614701, 27.2398065 54.161361, 27.2401582 54.1612104, 27.2405555 54.1609794, 27.2406842 54.1609007, 27.2408128 54.1607852, 27.2409043 54.1606262, 27.2410044 54.1604203, 27.241093 54.1602195, 27.2411673 54.1600387, 27.2412302 54.1599098, 27.2413231 54.15981, 27.2414583 54.1596992, 27.2416207 54.1595372)",
384685292,Н9119,Полацкая вуліца,tertiary,,True,False,36.744,,1,"LINESTRING (27.242442 54.1563958, 27.242451 54.1567262)",2
25717979,,,secondary_link,60,True,False,44.971000000000004,,2,"LINESTRING (27.242442 54.1563958, 27.2423111 54.1566028, 27.2422231 54.1566833, 27.2421015 54.1567352)",
736729877,,вуліца Ракасоўскага,residential,,False,True,27.547,,,"LINESTRING (27.2413261 54.1621513, 27.2413932 54.1623959)",
736729877,,вуліца Ракасоўскага,residential,,False,False,27.547,,,"LINESTRING (27.2413932 54.1623959, 27.2413261 54.1621513)",
736773298,,завулак Ракасоўскага,residential,,False,True,117.721,,,"LINESTRING (27.2413932 54.1623959, 27.2423277 54.1623346, 27.2431765 54.1622287)",
25717999,,Кастрычніцкі завулак,residential,,False,False,31.001,,,"LINESTRING (27.2353641 54.1634069, 27.2349528 54.1632664)",
