osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry,width
381701543,Н8964,Савецкая вуліца,secondary,40,False,False,36.014,,,"LINESTRING (27.2411685 54.1569715, 27.2415749 54.1567518)",
"[381701544, 37190434, 381701543]",Н8964,Савецкая вуліца,secondary,40,False,True,146.682,yes,2,"LINESTRING (27.2411685 54.1569715, 27.2408114 54.1571633, 27.2403692 54.15742, 27.2395477 54.1578875)",
25717980,Н9119,Полацкая вуліца,secondary_link,60,True,False,30.873,,2,"LINESTRING (27.2422973 54.1561456, 27.242406 54.1562164, 27.2424382 54.1562736, 27.242442 54.1563958)",
381701543,Н8964,Савецкая вуліца,secondary,40,False,True,82.238,,,"LINESTRING (27.2422973 54.1561456, 27.2419067 54.1564922, 27.2418789 54.1565168, 27.2416261 54.156712, 27.2415749 54.1567518)",
25717984,,,tertiary,,False,False,37.986,,,"LINESTRING (27.23558 54.160385, 27.2355109 54.1603019, 27.2354366 54.1602459, 27.2353568 54.1602113, 27.2351837 54.1601468)",
329794392,Н8964,Віленская вуліца,secondary,40,False,False,306.563,,2,"LINESTRING (27.23558 54.160385, 27.2354469 54.1606586, 27.2352926 54.1608867, 27.2349062 54.1613503, 27.2345441 54.161712, 27.2335197 54.1628564)",
329794392,Н8964,Віленская вуліца,secondary,40,False,True,46.556,,2,"LINESTRING (27.23558 54.160385, 27.2357134 54.1602089, 27.2359121 54.1600151)",
25717984,,,tertiary,,False,True,37.986,,,"LINESTRING (27.2351837 54.1601468, 27.2353568 54.1602113, 27.2354366 54.1602459, 27.2355109 54.1603019, 27.23558 54.160385)",
128481419,,,tertiary,,False,False,50.507,,,"LINESTRING (27.2351837 54.1601468, 27.2354592 54.1601317, 27.2355935 54.1601136, 27.2357254 54.1600813, 27.2359121 54.1600151)",
375791598,Н9120,плошча Гастэлы,tertiary,60,False,True,145.14499999999998,,2,"LINESTRING (27.2351837 54.1601468, 27.2342352 54.1601366, 27.2341432 54.1601309, 27.2340915 54.1601189, 27.2340701 54.1601009, 27.2340582 54.1600713, 27.234048 54.159604, 27.2340336 54.1595233, 27.2340026 54.1594637)",
25717985,,плошча Гастэлы,residential,,False,False,176.251,,,"LINESTRING (27.2340026 54.1594637, 27.2346369 54.1594654, 27.234821 54.159473, 27.235157 54.1594569, 27.2354825 54.1594356, 27.2357256 54.1594055, 27.2359445 54.1593676, 27.2361023 54.1593278, 27.23628 54.1592726, 27.2365934 54.1591533)",
176443482,Н9120,Дуброўская вуліца,tertiary,50,False,True,175.96099999999996,,2,"LINESTRING (27.2340026 54.1594637, 27.2339479 54.1594248, 27.2338701 54.159399, 27.2337986 54.1593872, 27.2336775 54.1593726, 27.2335117 54.1593682, 27.2330629 54.1593655, 27.2324829 54.1593973, 27.232274 54.1593927, 27.2320734 54.159381, 27.231782 54.1593457, 27.2315878 54.1593091, 27.2313937 54.1592489)",
375791598,Н9120,плошча Гастэлы,tertiary,60,False,False,145.14499999999998,,2,"LINESTRING (27.2340026 54.1594637, 27.2340336 54.1595233, 27.234048 54.159604, 27.2340582 54.1600713, 27.2340701 54.1601009, 27.2340915 54.1601189, 27.2341432 54.1601309, 27.2342352 54.1601366, 27.2351837 54.1601468)",
25717985,,плошча Гастэлы,residential,,False,True,176.251,,,"LINESTRING (27.2365934 54.1591533, 27.23628 54.1592726, 27.2361023 54.1593278, 27.2359445 54.1593676, 27.2357256 54.1594055, 27.2354825 54.1594356, 27.235157 54.1594569, 27.234821 54.159473, 27.2346369 54.1594654, 27.2340026 54.1594637)",
25717986,,,residential,,False,False,113.222,,,"LINESTRING (27.2378533 54.1577573, 27.2380832 54.1577728, 27.2383842 54.1577635, 27.2388161 54.1577775, 27.239206 54.157791, 27.2393467 54.157847, 27.239433 54.1578661, 27.2394872 54.1578781, 27.2395477 54.1578875)",
25717996,,вуліца Тарашкевіча,residential,60,False,False,112.99100000000001,,2,"LINESTRING (27.2378533 54.1577573, 27.2377803 54.1578308, 27.2377358 54.1579536, 27.2377177 54.1580204, 27.237724 54.158088, 27.2377407 54.1582357, 27.237814 54.1583423, 27.2380319 54.1586448, 27.2381332 54.158697)",
37190434,Н8964,Савецкая вуліца,secondary,40,False,True,34.488,,,"LINESTRING (27.2395477 54.1578875, 27.2391609 54.1580994)",
25717986,,,residential,,False,True,113.22200000000001,,,"LINESTRING (27.2395477 54.1578875, 27.2394872 54.1578781, 27.239433 54.1578661, 27.2393467 54.157847, 27.239206 54.157791, 27.2388161 54.1577775, 27.2383842 54.1577635, 27.2380832 54.1577728, 27.2378533 54.1577573)",
"[381701544, 37190434, 381701543]",Н8964,Савецкая вуліца,secondary,40,False,False,146.682,yes,2,"LINESTRING (27.2395477 54.1578875, 27.2403692 54.15742, 27.2408114 54.1571633, 27.2411685 54.1569715)",
37190434,Н8964,Савецкая вуліца,secondary,40,False,False,94.303,,,"LINESTRING (27.2381332 54.158697, 27.2391609 54.1580994)",
"[381700786, 25717987, 381700787]",,Зарэчная вуліца,residential,,False,False,324.12299999999993,yes,"['1', '2']","LINESTRING (27.2381332 54.158697, 27.2382097 54.1587655, 27.2383386 54.1589165, 27.238526 54.1592753, 27.2387244 54.1597503, 27.2387932 54.1598966, 27.2388508 54.1600064, 27.2390445 54.1602429, 27.2391914 54.1604142, 27.2392563 54.1604909, 27.2393154 54.1605966, 27.2393858 54.1607699, 27.2394385 54.1609361, 27.239475 54.161138, 27.2394739 54.1612255, 27.2394851 54.161357, 27.239474 54.1614701)",
25717996,,вуліца Тарашкевіча,residential,60,False,True,112.99100000000001,,2,"LINESTRING (27.2381332 54.158697, 27.2380319 54.1586448, 27.237814 54.1583423, 27.2377407 54.1582357, 27.237724 54.158088, 27.2377177 54.1580204, 27.2377358 54.1579536, 27.2377803 54.1578308, 27.2378533 54.1577573)",
"[37190433, 37190434, 25718001, 329794391, 329794392]",Н8964,"['Віленская вуліца', 'Савецкая вуліца']",secondary,40,False,"[False, True]",205.948,yes,2,"LINESTRING (27.2381332 54.158697, 27.2379669 54.158802, 27.2373946 54.1591275, 27.2372396 54.1592136, 27.2368813 54.159422, 27.2363762 54.159735, 27.2361246 54.159892, 27.2359121 54.1600151)",
176443482,Н9120,Дуброўская вуліца,tertiary,50,False,False,175.961,,2,"LINESTRING (27.2313937 54.1592489, 27.2315878 54.1593091, 27.231782 54.1593457, 27.2320734 54.159381, 27.232274 54.1593927, 27.2324829 54.1593973, 27.2330629 54.1593655, 27.2335117 54.1593682, 27.2336775 54.1593726, 27.2337986 54.1593872, 27.2338701 54.159399, 27.2339479 54.1594248, 27.2340026 54.1594637)",
329794678,,вуліца Чарнышэвіча,residential,,False,True,285.027,,,"LINESTRING (27.2313937 54.1592489, 27.2313416 54.1592892, 27.2312986 54.1593416, 27.2312473 54.1594201, 27.2310331 54.1597893, 27.2308129 54.1602363, 27.2306281 54.1604599, 27.2305054 54.1605752, 27.2295343 54.1615531)",
25717999,,Кастрычніцкі завулак,residential,,False,True,31.001,,,"LINESTRING (27.2349528 54.1632664, 27.2353641 54.1634069)",
25717999,,Кастрычніцкі завулак,residential,,False,False,103.851,,,"LINESTRING (27.2349528 54.1632664, 27.2336613 54.1628928, 27.2335197 54.1628564)",
25718000,,Набярэжная вуліца,residential,,False,False,252.211,,,"LINESTRING (27.2349528 54.1632664, 27.2358984 54.1620227, 27.2360329 54.1618237, 27.2361037 54.1617176, 27.236473 54.1611806)",
329794392,Н8964,Віленская вуліца,secondary,40,False,False,139.531,,2,"LINESTRING (27.2335197 54.1628564, 27.2326053 54.1639913)",
25717999,,Кастрычніцкі завулак,residential,,False,True,103.851,,,"LINESTRING (27.2335197 54.1628564, 27.2336613 54.1628928, 27.2349528 54.1632664)",
329794392,Н8964,Віленская вуліца,secondary,40,False,True,306.563,,2,"LINESTRING (27.2335197 54.1628564, 27.2345441 54.161712, 27.2349062 54.1613503, 27.2352926 54.1608867, 27.2354469 54.1606586, 27.23558 54.160385)",
25718000,,Набярэжная вуліца,residential,,False,True,252.211,,,"LINESTRING (27.236473 54.1611806, 27.2361037 54.1617176, 27.2360329 54.1618237, 27.2358984 54.1620227, 27.2349528 54.1632664)",
128481419,,,tertiary,,False,True,50.507,,,"LINESTRING (27.2359121 54.1600151, 27.2357254 54.1600813, 27.2355935 54.1601136, 27.2354592 54.1601317, 27.2351837 54.1601468)",
329794392,Н8964,Віленская вуліца,secondary,40,False,False,46.556,,2,"LINESTRING (27.2359121 54.1600151, 27.2357134 54.1602089, 27.23558 54.160385)",
"[37190433, 37190434, 25718001, 329794391, 329794392]",Н8964,"['Віленская вуліца', 'Савецкая вуліца']",secondary,40,False,"[False, True]",205.948,yes,2,"LINESTRING (27.2359121 54.1600151, 27.2361246 54.159892, 27.2363762 54.159735, 27.2368813 54.159422, 27.2372396 54.1592136, 27.2373946 54.1591275, 27.2379669 54.158802, 27.2381332 54.158697)",
25718005,,вуліца Янкі Купалы,residential,,False,False,210.178,,2,"LINESTRING (27.2281058 54.1629673, 27.2310667 54.1637207)",
329794678,,вуліца Чарнышэвіча,residential,,False,False,182.71800000000002,,,"LINESTRING (27.2281058 54.1629673, 27.2287924 54.1622615, 27.2295343 54.1615531)",
25718005,,вуліца Янкі Купалы,residential,,False,True,210.178,,2,"LINESTRING (27.2310667 54.1637207, 27.2281058 54.1629673)",
25718006,,вуліца Гастэлы,residential,,False,True,296.284,,,"LINESTRING (27.2310667 54.1637207, 27.2330956 54.1613356)",3
25718005,,вуліца Янкі Купалы,residential,,False,False,104.633,,2,"LINESTRING (27.2310667 54.1637207, 27.2323012 54.1639261, 27.2326053 54.1639913)",
329794392,Н8964,Віленская вуліца,secondary,40,False,True,139.531,,2,"LINESTRING (27.2326053 54.1639913, 27.2335197 54.1628564)",
25718005,,вуліца Янкі Купалы,residential,,False,True,104.633,,2,"LINESTRING (27.2326053 54.1639913, 27.2323012 54.1639261, 27.2310667 54.1637207)",
25718006,,вуліца Гастэлы,residential,,False,False,296.284,,,"LINESTRING (27.2330956 54.1613356, 27.2310667 54.1637207)",3
37190434,Н8964,Савецкая вуліца,secondary,40,False,False,34.488,,,"LINESTRING (27.2391609 54.1580994, 27.2395477 54.1578875)",
37190434,Н8964,Савецкая вуліца,secondary,40,False,True,94.303,,,"LINESTRING (27.2391609 54.1580994, 27.2381332 54.158697)",
41362304,,Савецкая вуліца,unclassified,,False,False,80.03,,,"LINESTRING (27.2391609 54.1580994, 27.2392606 54.158135, 27.2396223 54.1584288, 27.2399291 54.1586554)",
41362304,,Савецкая вуліца,unclassified,,False,True,80.03,,,"LINESTRING (27.2399291 54.1586554, 27.2396223 54.1584288, 27.2392606 54.158135, 27.2391609 54.1580994)",
384685293,Н9119,Полацкая вуліца,tertiary,60,False,True,300.53700000000003,,2,"LINESTRING (27.2430922 54.1593984, 27.2430361 54.1592693, 27.2429905 54.1591496, 27.2427994 54.1579309, 27.2427393 54.1575958, 27.2425121 54.1568636, 27.242451 54.1567262)",
736721700,,вуліца Пушкіна,residential,,False,True,101.731,,,"LINESTRING (27.2430922 54.1593984, 27.242601 54.1593676, 27.242085 54.1593777, 27.2419044 54.1594112, 27.241799 54.159444, 27.2416622 54.1594987, 27.2416207 54.1595372)",
238889628,,вуліца Пушкіна,residential,,False,False,316.532,,,"LINESTRING (27.2416207 54.1595372, 27.2419572 54.1599613, 27.2424322 54.1607081, 27.2428831 54.1615765, 27.2431765 54.1622287)",
590569863,,,residential,,False,False,266.86,,1,"LINESTRING (27.2416207 54.1595372, 27.2414583 54.1596992, 27.2413231 54.15981, 27.2412302 54.1599098, 27.2411673 54.1600387, 27.241093 54.1602195, 27.2410044 54.1604203, 27.2409043 54.1606262, 27.2408128 54.1607852, 27.2406842 54.1609007, 27.2405555 54.1609794, 27.2401582 54.1612104, 27.2398065 54.161361, 27.239474 54.1614701)",
736721700,,вуліца Пушкіна,residential,,False,False,101.73100000000001,,,"LINESTRING (27.2416207 54.1595372, 27.2416622 54.1594987, 27.241799 54.159444, 27.2419044 54.1594112, 27.242085 54.1593777, 27.242601 54.1593676, 27.2430922 54.1593984)",
238889628,,вуліца Пушкіна,residential,,False,True,316.53200000000004,,,"LINESTRING (27.2431765 54.1622287, 27.2428831 54.1615765, 27.2424322 54.1607081, 27.2419572 54.1599613, 27.2416207 54.1595372)",
736773298,,завулак Ракасоўскага,residential,,False,False,117.721,,,"LINESTRING (27.2431765 54.1622287, 27.2423277 54.1623346, 27.2413932 54.1623959)",
329794678,,вуліца Чарнышэвіча,residential,,False,False,285.027,,,"LINESTRING (27.2295343 54.1615531, 27.2305054 54.1605752, 27.2306281 54.1604599, 27.2308129 54.1602363, 27.2310331 54.1597893, 27.2312473 54.1594201, 27.2312986 54.1593416, 27.2313416 54.1592892, 27.2313937 54.1592489)",
329794678,,вуліца Чарнышэвіча,residential,,False,True,182.71800000000002,,,"LINESTRING (27.2295343 54.1615531, 27.2287924 54.1622615, 27.2281058 54.1629673)",
381701543,Н8964,Савецкая вуліца,secondary,40,False,True,36.014,,,"LINESTRING (27.2415749 54.1567518, 27.2411685 54.1569715)",
381701543,Н8964,Савецкая вуліца,secondary,40,False,False,82.238,,,"LINESTRING (27.2415749 54.1567518, 27.2416261 54.156712, 27.2418789 54.1565168, 27.2419067 54.1564922, 27.2422973 54.1561456)",
