osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,ref,width
339923813,residential,False,True,112.74199999999999,"LINESTRING (28.5012513 52.1228268, 28.5016789 52.123343, 28.501592 52.1237745)",,,,,
395997906,tertiary,False,True,146.714,"LINESTRING (28.5012513 52.1228268, 28.5009798 52.1228949, 28.4999862 52.1231206, 28.4992084 52.1232254)",2,Прыпяцкая вуліца,60,,
276139456,secondary,False,False,256.07,"LINESTRING (28.4954725 52.1230608, 28.4958529 52.1230964, 28.4964807 52.1231141, 28.4989568 52.123189, 28.4992084 52.1232254)",,Набярэжная вуліца,60,,
618552576,secondary,False,True,176.58100000000002,"LINESTRING (28.4954725 52.1230608, 28.4953614 52.1232136, 28.4949356 52.1237847, 28.494469 52.1244328, 28.494408 52.124508)",,Камсамольская вуліца,60,,
276139452,residential,False,False,78.595,"LINESTRING (28.4909979 52.1234447, 28.4913166 52.1227655)",,вуліца Чалага,,,
276139452,residential,False,True,100.002,"LINESTRING (28.4909979 52.1234447, 28.4904867 52.1242875)",,вуліца Чалага,,,
276299354,secondary,False,True,117.739,"LINESTRING (28.4909979 52.1234447, 28.4924819 52.1239089, 28.4925348 52.1239251)",2,Камунальная вуліца,60,Н4003,
276139436,residential,False,True,94.698,"LINESTRING (28.4925348 52.1239251, 28.4920525 52.1247236)",,вуліца Андрэева,,,
276299354,secondary,False,True,143.368,"LINESTRING (28.4925348 52.1239251, 28.494408 52.124508)",2,Камунальная вуліца,60,Н4003,
276299354,secondary,False,False,117.739,"LINESTRING (28.4925348 52.1239251, 28.4924819 52.1239089, 28.4909979 52.1234447)",2,Камунальная вуліца,60,Н4003,
619254460,residential,False,True,120.956,"LINESTRING (28.4888106 52.1239349, 28.4904867 52.1242875)",,вуліца Валадарскага,,,
276139452,residential,False,False,100.002,"LINESTRING (28.4904867 52.1242875, 28.4909979 52.1234447)",,вуліца Чалага,,,
276139452,residential,False,True,77.437,"LINESTRING (28.4904867 52.1242875, 28.4900787 52.1249373)",,вуліца Чалага,,,
619254460,residential,False,False,120.956,"LINESTRING (28.4904867 52.1242875, 28.4888106 52.1239349)",,вуліца Валадарскага,,,
"[276139457, 619254460]",residential,False,True,117.38199999999999,"LINESTRING (28.4904867 52.1242875, 28.4919558 52.1246986, 28.4920525 52.1247236)",,вуліца Валадарскага,,,
276139436,residential,False,False,94.698,"LINESTRING (28.4920525 52.1247236, 28.4925348 52.1239251)",,вуліца Андрэева,,,
276139436,residential,False,True,70.425,"LINESTRING (28.4920525 52.1247236, 28.4916959 52.1253179)",,вуліца Андрэева,,,
"[276139457, 619254460]",residential,False,False,117.38199999999999,"LINESTRING (28.4920525 52.1247236, 28.4919558 52.1246986, 28.4904867 52.1242875)",,вуліца Валадарскага,,,
276139457,residential,False,True,142.77900000000002,"LINESTRING (28.4920525 52.1247236, 28.4938549 52.1251854, 28.493992 52.1251971)",,вуліца Валадарскага,,,
276139454,residential,False,True,8.719,"LINESTRING (28.5012911 52.1250882, 28.501169 52.1250652)",,вуліца Ліпунова,,,
339923812,residential,False,True,111.358,"LINESTRING (28.5012911 52.1250882, 28.5011076 52.1256038, 28.5010076 52.1260735)",,Першамайская вуліца,,,
80251728,secondary,False,True,8.695,"LINESTRING (28.4981463 52.125332, 28.4982689 52.1253532)",,Ленінская вуліца,60,Н4003,
1252762595,tertiary,False,False,12.774,"LINESTRING (28.4981463 52.125332, 28.4980887 52.1254413)",,вуліца Фрунзэ,,Н4003,
295953801,secondary,False,True,245.357,"LINESTRING (28.4981463 52.125332, 28.4981797 52.1252255, 28.4983329 52.124888, 28.4987575 52.1240213, 28.4992084 52.1232254)",,вуліца Фрунзэ,,,
"[276139450, 1084648716]",secondary,False,True,226.089,"LINESTRING (28.4971621 52.125782, 28.4967254 52.1257008, 28.4965789 52.1256792, 28.4956005 52.1254831, 28.4954179 52.125452, 28.4946935 52.1253094, 28.4942344 52.1252276, 28.493992 52.1251971)",4,вуліца Гагарына,,Н4003,
424357917,secondary,True,False,33.467,"LINESTRING (28.4971621 52.125782, 28.4974247 52.1258028, 28.4976498 52.1258108)",,вуліца Гагарына,,Н4003,
276139436,residential,False,False,68.76,"LINESTRING (28.4913073 52.1258884, 28.4916959 52.1253179)",,вуліца Андрэева,,,
424357933,residential,False,False,57.295,"LINESTRING (28.4913073 52.1258884, 28.4920868 52.1260794)",,вуліца Кірава,,,
424357933,residential,False,True,120.29,"LINESTRING (28.4913073 52.1258884, 28.4896275 52.1255617)",,вуліца Кірава,,,
339923812,residential,False,True,104.291,"LINESTRING (28.5010076 52.1260735, 28.5006968 52.1269918)",,Першамайская вуліца,,,
80251728,secondary,False,False,203.582,"LINESTRING (28.5010076 52.1260735, 28.5001659 52.1258678, 28.4985419 52.1254049, 28.4983941 52.1253748, 28.4982689 52.1253532)",,Ленінская вуліца,60,Н4003,
339923812,residential,False,False,111.358,"LINESTRING (28.5010076 52.1260735, 28.5011076 52.1256038, 28.5012911 52.1250882)",,Першамайская вуліца,,,
25264391,tertiary,False,True,100.32700000000001,"LINESTRING (28.4978722 52.1263649, 28.4977632 52.126593, 28.4975232 52.1270726, 28.4974405 52.1272273)",,вуліца Гогаля,,,
1054891839,tertiary,True,False,36.556,"LINESTRING (28.4978722 52.1263649, 28.4978643 52.1262978, 28.4978128 52.1261998, 28.4976933 52.1260593)",,вуліца Гогаля,,,3
1084648722,tertiary,False,False,36.002,"LINESTRING (28.4930305 52.1268372, 28.4932061 52.1265319)",3,вуліца Карла Маркса,,М10/П2,
