osmid,ref,name,highway,oneway,reversed,length,bridge,maxspeed,geometry
"[742870848, 151101229, 742870847]",Н276,вуліца Едунова,secondary,False,False,238.10999999999999,yes,40,"LINESTRING (25.999686 53.3311995, 26.0007607 53.3305925, 26.0014506 53.3301784, 26.0017328 53.3300015, 26.0021854 53.3296677)"
25284360,,вуліца Вільчкоўскага,residential,False,False,132.667,,,"LINESTRING (26.0077842 53.3246448, 26.0089131 53.3251688, 26.0093615 53.3253769)"
615311108,Н276,вуліца Вежнаўца,secondary,False,False,265.612,,40,"LINESTRING (26.0077842 53.3246448, 26.009401 53.3236367, 26.010315 53.3228076)"
615311108,Н276,вуліца Вежнаўца,secondary,False,True,266.19,,40,"LINESTRING (26.0077842 53.3246448, 26.0065545 53.3255143, 26.0060781 53.3259887, 26.005633 53.3264491, 26.0055376 53.3266102)"
615311108,Н276,вуліца Вежнаўца,secondary,False,True,265.612,,40,"LINESTRING (26.010315 53.3228076, 26.009401 53.3236367, 26.0077842 53.3246448)"
25285441,Н280,вуліца 17 Верасня,secondary,False,False,72.1,,,"LINESTRING (26.0052113 53.3273164, 26.0047906 53.3271109, 26.004706 53.3270728, 26.0043534 53.3269194)"
151101229,Н276,вуліца Едунова,secondary,False,True,163.018,,40,"LINESTRING (26.0052113 53.3273164, 26.0051023 53.3275266, 26.0048848 53.3279377, 26.0047475 53.3281652, 26.0045754 53.32842, 26.0044311 53.328528, 26.0043677 53.3285658, 26.0042413 53.3286411)"
615311108,Н276,вуліца Вежнаўца,secondary,False,False,81.67300000000002,,40,"LINESTRING (26.0052113 53.3273164, 26.00528 53.3271038, 26.0053102 53.3270061, 26.0054809 53.3266981, 26.0055376 53.3266102)"
615358304,Н281,вуліца Рымшы,tertiary,False,True,343.36400000000003,,60,"LINESTRING (26.0052113 53.3273164, 26.0054467 53.3274193, 26.0060942 53.3276645, 26.0070272 53.3279688, 26.0087208 53.3284949, 26.0092704 53.3286919, 26.0094559 53.3287584, 26.0096803 53.328861)"
25285441,Н280,вуліца 17 Верасня,secondary,False,True,140.827,,,"LINESTRING (26.0028793 53.3240438, 26.0030576 53.3253058)"
200209585,,вуліца Зарагацкага,residential,False,True,267.445,,,"LINESTRING (26.0130318 53.3240457, 26.0105579 53.3259435)"
"[200209587, 200209580]",,"['Спартыўная вуліца', 'Юбілейная вуліца']",residential,False,"[False, True]",376.639,,,"LINESTRING (26.0130318 53.3240457, 26.011866 53.3234283, 26.0093615 53.3253769)"
25285441,Н280,вуліца 17 Верасня,secondary,False,False,140.827,,,"LINESTRING (26.0030576 53.3253058, 26.0028793 53.3240438)"
25285441,Н280,вуліца 17 Верасня,secondary,False,True,214.384,,,"LINESTRING (26.0030576 53.3253058, 26.0031394 53.3261554, 26.0032293 53.3263312, 26.0034746 53.3264777, 26.0043534 53.3269194)"
25284360,,вуліца Вільчкоўскага,residential,False,False,101.404,,,"LINESTRING (26.0093615 53.3253769, 26.0105579 53.3259435)"
25284360,,вуліца Вільчкоўскага,residential,False,True,132.667,,,"LINESTRING (26.0093615 53.3253769, 26.0089131 53.3251688, 26.0077842 53.3246448)"
"[200209587, 200209580]",,"['Спартыўная вуліца', 'Юбілейная вуліца']",residential,False,"[False, True]",376.639,,,"LINESTRING (26.0093615 53.3253769, 26.011866 53.3234283, 26.0130318 53.3240457)"
25284360,,вуліца Вільчкоўскага,residential,False,False,105.178,,,"LINESTRING (26.0105579 53.3259435, 26.0117818 53.3265438)"
25284360,,вуліца Вільчкоўскага,residential,False,True,101.404,,,"LINESTRING (26.0105579 53.3259435, 26.0093615 53.3253769)"
200209585,,вуліца Зарагацкага,residential,False,False,267.445,,,"LINESTRING (26.0105579 53.3259435, 26.0130318 53.3240457)"
25284360,,вуліца Вільчкоўскага,residential,False,True,105.178,,,"LINESTRING (26.0117818 53.3265438, 26.0105579 53.3259435)"
200209596,,вуліца Арцімені,residential,False,True,173.333,,,"LINESTRING (26.0117818 53.3265438, 26.0106575 53.3274546, 26.0105661 53.3275886, 26.0103877 53.3278503)"
200209596,,вуліца Арцімені,residential,False,False,173.333,,,"LINESTRING (26.0103877 53.3278503, 26.0105661 53.3275886, 26.0106575 53.3274546, 26.0117818 53.3265438)"
200209596,,вуліца Арцімені,residential,False,True,76.133,,,"LINESTRING (26.0103877 53.3278503, 26.0103434 53.3279135, 26.0099455 53.328482)"
243078734,,вуліца Адама Міцкевіча,residential,False,True,84.10000000000001,,,"LINESTRING (26.0103877 53.3278503, 26.0098327 53.3281005, 26.0094568 53.3281883, 26.0092953 53.328162)"
200209596,,вуліца Арцімені,residential,False,False,45.674,,,"LINESTRING (26.0096803 53.328861, 26.0098916 53.3285591, 26.0099455 53.328482)"
615358304,Н281,вуліца Рымшы,tertiary,False,False,343.364,,60,"LINESTRING (26.0096803 53.328861, 26.0094559 53.3287584, 26.0092704 53.3286919, 26.0087208 53.3284949, 26.0070272 53.3279688, 26.0060942 53.3276645, 26.0054467 53.3274193, 26.0052113 53.3273164)"
"[615358304, 615358307, 615311101]",Н281,вуліца Рымшы,tertiary,False,True,159.65699999999998,yes,60,"LINESTRING (26.0096803 53.328861, 26.0097508 53.3288932, 26.0098961 53.3289635, 26.0099536 53.3290125, 26.0102867 53.3292244, 26.0105569 53.3292374, 26.0110508 53.3291495, 26.0115369 53.32916, 26.0117921 53.3292103)"
151101229,Н276,вуліца Едунова,secondary,False,False,178.118,,40,"LINESTRING (26.0021854 53.3296677, 26.0026025 53.3294234, 26.0042413 53.3286411)"
"[742870848, 151101229, 742870847]",Н276,вуліца Едунова,secondary,False,True,238.11,yes,40,"LINESTRING (26.0021854 53.3296677, 26.0017328 53.3300015, 26.0014506 53.3301784, 26.0007607 53.3305925, 25.999686 53.3311995)"
615358278,Н26030,,unclassified,False,False,77.24,,,"LINESTRING (26.0121713 53.329855, 26.0117716 53.3292992, 26.0117921 53.3292103)"
243078734,,вуліца Адама Міцкевіча,residential,False,False,305.78000000000003,,,"LINESTRING (26.0055376 53.3266102, 26.0073946 53.3272976, 26.0075778 53.3273685, 26.0086167 53.3279523, 26.0090057 53.3281148, 26.0092953 53.328162)"
615311108,Н276,вуліца Вежнаўца,secondary,False,False,266.19000000000005,,40,"LINESTRING (26.0055376 53.3266102, 26.005633 53.3264491, 26.0060781 53.3259887, 26.0065545 53.3255143, 26.0077842 53.3246448)"
615311108,Н276,вуліца Вежнаўца,secondary,False,True,81.673,,40,"LINESTRING (26.0055376 53.3266102, 26.0054809 53.3266981, 26.0053102 53.3270061, 26.00528 53.3271038, 26.0052113 53.3273164)"
25285441,Н280,вуліца 17 Верасня,secondary,False,False,214.384,,,"LINESTRING (26.0043534 53.3269194, 26.0034746 53.3264777, 26.0032293 53.3263312, 26.0031394 53.3261554, 26.0030576 53.3253058)"
25285441,Н280,вуліца 17 Верасня,secondary,False,True,72.1,,,"LINESTRING (26.0043534 53.3269194, 26.004706 53.3270728, 26.0047906 53.3271109, 26.0052113 53.3273164)"
243078733,,Спакойны завулак,residential,False,True,261.748,,,"LINESTRING (26.0043534 53.3269194, 26.0036886 53.3274728, 26.0029875 53.328057, 26.0030594 53.3281219, 26.0030933 53.3281368, 26.0041878 53.3286191, 26.0042413 53.3286411)"
151101229,Н276,вуліца Едунова,secondary,False,False,163.018,,40,"LINESTRING (26.0042413 53.3286411, 26.0043677 53.3285658, 26.0044311 53.328528, 26.0045754 53.32842, 26.0047475 53.3281652, 26.0048848 53.3279377, 26.0051023 53.3275266, 26.0052113 53.3273164)"
151101229,Н276,вуліца Едунова,secondary,False,True,178.118,,40,"LINESTRING (26.0042413 53.3286411, 26.0026025 53.3294234, 26.0021854 53.3296677)"
243078733,,Спакойны завулак,residential,False,False,261.748,,,"LINESTRING (26.0042413 53.3286411, 26.0041878 53.3286191, 26.0030933 53.3281368, 26.0030594 53.3281219, 26.0029875 53.328057, 26.0036886 53.3274728, 26.0043534 53.3269194)"
"[615358304, 615358307, 615311101]",Н281,вуліца Рымшы,tertiary,False,False,159.657,yes,60,"LINESTRING (26.0117921 53.3292103, 26.0115369 53.32916, 26.0110508 53.3291495, 26.0105569 53.3292374, 26.0102867 53.3292244, 26.0099536 53.3290125, 26.0098961 53.3289635, 26.0097508 53.3288932, 26.0096803 53.328861)"
615358278,Н26030,,unclassified,False,True,77.24,,,"LINESTRING (26.0117921 53.3292103, 26.0117716 53.3292992, 26.0121713 53.329855)"
243078734,,вуліца Адама Міцкевіча,residential,False,False,84.1,,,"LINESTRING (26.0092953 53.328162, 26.0094568 53.3281883, 26.0098327 53.3281005, 26.0103877 53.3278503)"
243078734,,вуліца Адама Міцкевіча,residential,False,True,305.78000000000003,,,"LINESTRING (26.0092953 53.328162, 26.0090057 53.3281148, 26.0086167 53.3279523, 26.0075778 53.3273685, 26.0073946 53.3272976, 26.0055376 53.3266102)"
679190414,,,residential,False,False,57.118,,,"LINESTRING (26.0092953 53.328162, 26.0094786 53.328276, 26.0098382 53.328389, 26.0099455 53.328482)"
