osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,bridge
25228908,,Музычны завулак,residential,,False,False,143.52300000000002,"LINESTRING (27.5578154 53.9045999, 27.5578909 53.9045627, 27.5579648 53.9045596, 27.5582326 53.9046025, 27.558717 53.9046801, 27.5588823 53.9047348, 27.5590246 53.9047983, 27.5590654 53.9048176, 27.5592213 53.9048924, 27.5593368 53.9049477, 27.5593623 53.9049609, 27.5594592 53.9050172, 27.5596664 53.9051438)",,,
347338494,,вуліца Герцэна,residential,,False,False,40.406,"LINESTRING (27.5578154 53.9045999, 27.5577529 53.904594, 27.557688 53.9045879, 27.5572583 53.9044519)",,,
347338494,,вуліца Герцэна,residential,,False,True,123.781,"LINESTRING (27.5578154 53.9045999, 27.5578359 53.9046839, 27.5578477 53.9047167, 27.5578619 53.9048392, 27.5578659 53.9048692, 27.5578935 53.9050501, 27.557897 53.9050786, 27.5579014 53.9051043, 27.557944 53.9052904, 27.5579946 53.905528, 27.5579968 53.9055379, 27.5580129 53.9056126, 27.5580532 53.9057029)",,,
25228908,,Музычны завулак,residential,,False,True,143.52300000000002,"LINESTRING (27.5596664 53.9051438, 27.5594592 53.9050172, 27.5593623 53.9049609, 27.5593368 53.9049477, 27.5592213 53.9048924, 27.5590654 53.9048176, 27.5590246 53.9047983, 27.5588823 53.9047348, 27.558717 53.9046801, 27.5582326 53.9046025, 27.5579648 53.9045596, 27.5578909 53.9045627, 27.5578154 53.9045999)",,,
37700612,3,вуліца Энгельса,secondary,60,False,True,13.901,"LINESTRING (27.5610469 53.9014781, 27.5609072 53.9015722)",,,
37700613,,вуліца Энгельса,tertiary,60,False,False,168.576,"LINESTRING (27.5610469 53.9014781, 27.5611211 53.9014203, 27.5615329 53.9011084, 27.5621755 53.9006347, 27.5625401 53.9003632, 27.5626553 53.9002956)",,,
"[37700611, 445097782]",4,праспект Незалежнасці,primary,60,True,False,468.52900000000005,"LINESTRING (27.5610469 53.9014781, 27.5634058 53.9026722, 27.563998 53.902969, 27.5647969 53.9033733, 27.5648274 53.9033873, 27.5655357 53.903745, 27.5663198 53.9041297, 27.5663446 53.9041415, 27.5664899 53.9042112)",М2,,
"[770582241, 37700603]",,вуліца Карла Маркса,tertiary,,False,"[False, True]",174.19500000000002,"LINESTRING (27.5626553 53.9002956, 27.5625055 53.9002238, 27.5616814 53.8998456, 27.5610415 53.8995504, 27.5610029 53.8995326, 27.5609619 53.8995137, 27.5608576 53.8994656, 27.5605606 53.8993308)",,,
37700605,,вуліца Энгельса,residential,,False,False,168.746,"LINESTRING (27.5626553 53.9002956, 27.5627782 53.9002008, 27.563289 53.8998087, 27.564165 53.8991791, 27.5642635 53.8991105)",,no,
37700613,,вуліца Энгельса,tertiary,60,False,True,168.576,"LINESTRING (27.5626553 53.9002956, 27.5625401 53.9003632, 27.5621755 53.9006347, 27.5615329 53.9011084, 27.5611211 53.9014203, 27.5610469 53.9014781)",,,
37700605,,вуліца Энгельса,residential,,False,True,168.74599999999998,"LINESTRING (27.5642635 53.8991105, 27.564165 53.8991791, 27.563289 53.8998087, 27.5627782 53.9002008, 27.5626553 53.9002956)",,no,
37700609,,вуліца Кірава,residential,,False,False,196.851,"LINESTRING (27.5642635 53.8991105, 27.5644081 53.8991805, 27.5649903 53.8994469, 27.56506 53.89948, 27.5658582 53.8998551, 27.5664632 53.9001393, 27.5665146 53.9001634, 27.5666164 53.9002114)",,,
452545019,4,вуліца Кірава,tertiary,,False,True,182.55599999999998,"LINESTRING (27.5642635 53.8991105, 27.5641619 53.8990643, 27.5632655 53.8986565, 27.5632232 53.8986338, 27.5630942 53.8985787, 27.5626717 53.8983867, 27.5622543 53.8982087, 27.5620534 53.8981113)",,,
38664567,1,Інтэрнацыянальная вуліца,secondary,,True,False,280.17,"LINESTRING (27.5582774 53.9034997, 27.558496 53.9035971, 27.5593999 53.9039886, 27.5601535 53.904335, 27.5603605 53.9044302, 27.5604632 53.9044775, 27.5611513 53.9047938, 27.5616683 53.9050348)",,,
70616736,,вуліца Энгельса,secondary,60,False,False,275.008,"LINESTRING (27.5582774 53.9034997, 27.5583912 53.9034137, 27.5592727 53.9027675, 27.5603199 53.9019949, 27.5608109 53.9016343, 27.5609072 53.9015722)",,,
1064313735,,Інтэрнацыянальная вуліца,secondary,,False,True,158.378,"LINESTRING (27.5582774 53.9034997, 27.5581586 53.9034528, 27.5576366 53.9032409, 27.5574554 53.9031719, 27.5565963 53.9028158, 27.5563101 53.9026735)",,,
37700612,3,вуліца Энгельса,secondary,60,False,False,13.901,"LINESTRING (27.5609072 53.9015722, 27.5610469 53.9014781)",,,
"[691600809, 37731357]",4,праспект Незалежнасці,primary,60,True,False,158.263,"LINESTRING (27.5609072 53.9015722, 27.5594715 53.900864, 27.5590537 53.9006594)",М2,,
70616736,,вуліца Энгельса,secondary,60,False,True,275.00800000000004,"LINESTRING (27.5609072 53.9015722, 27.5608109 53.9016343, 27.5603199 53.9019949, 27.5592727 53.9027675, 27.5583912 53.9034137, 27.5582774 53.9034997)",,,
"[529025374, 674391878, 1177550601]",4,вуліца Леніна,secondary,40,False,False,164.716,"LINESTRING (27.5605606 53.8993308, 27.5605064 53.8994184, 27.5604712 53.8994753, 27.5600815 53.8997653, 27.5594785 53.9002264, 27.5592484 53.9004046, 27.5591157 53.9005345)",М4,,
674391878,,вуліца Леніна,secondary,40,False,True,167.41400000000002,"LINESTRING (27.5605606 53.8993308, 27.5606095 53.8992628, 27.5610322 53.8989178, 27.5612458 53.8987491, 27.5615102 53.8985403, 27.5619324 53.8982068, 27.5620534 53.8981113)",М4,,
"[770582241, 37700603]",,вуліца Карла Маркса,tertiary,,False,"[False, True]",174.195,"LINESTRING (27.5605606 53.8993308, 27.5608576 53.8994656, 27.5609619 53.8995137, 27.5610029 53.8995326, 27.5610415 53.8995504, 27.5616814 53.8998456, 27.5625055 53.9002238, 27.5626553 53.9002956)",,,
33971897,5,вуліца Леніна,primary,60,True,False,14.47,"LINESTRING (27.5591157 53.9005345, 27.5590537 53.9006594)",,,
"[691600810, 33342522]",4,праспект Незалежнасці,primary,60,True,False,164.371,"LINESTRING (27.5591157 53.9005345, 27.5604119 53.9011741, 27.5610469 53.9014781)",М2,,
"[1177550601, 529025374, 674391878]",4,вуліца Леніна,secondary,40,False,True,164.716,"LINESTRING (27.5591157 53.9005345, 27.5592484 53.9004046, 27.5594785 53.9002264, 27.5600815 53.8997653, 27.5604712 53.8994753, 27.5605064 53.8994184, 27.5605606 53.8993308)",М4,,
1030138987,4,праспект Незалежнасці,primary,60,True,False,8.659,"LINESTRING (27.5590537 53.9006594, 27.5589531 53.9006089)",,,
"[637169252, 626576333, 628521784, 627267223, 627267224]",5,вуліца Леніна,primary,60,True,False,287.258,"LINESTRING (27.5590537 53.9006594, 27.5585183 53.901045, 27.5584036 53.90113, 27.5577155 53.9016383, 27.5570144 53.9021396, 27.5564578 53.902541, 27.5563101 53.9026735)",,,
452545019,4,вуліца Кірава,tertiary,,False,False,182.55599999999995,"LINESTRING (27.5620534 53.8981113, 27.5622543 53.8982087, 27.5626717 53.8983867, 27.5630942 53.8985787, 27.5632232 53.8986338, 27.5632655 53.8986565, 27.5641619 53.8990643, 27.5642635 53.8991105)",,,
674391878,,вуліца Леніна,secondary,40,False,False,167.414,"LINESTRING (27.5620534 53.8981113, 27.5619324 53.8982068, 27.5615102 53.8985403, 27.5612458 53.8987491, 27.5610322 53.8989178, 27.5606095 53.8992628, 27.5605606 53.8993308)",М4,,
33971910,3,праспект Незалежнасці,primary,60,True,False,34.067,"LINESTRING (27.5555489 53.8987682, 27.5559474 53.898965)",,,
33971903,2,Камсамольская вуліца,secondary,60,True,False,13.152,"LINESTRING (27.5559474 53.898965, 27.5558524 53.8990692)",,,
"[32300096, 691600808]",4,праспект Незалежнасці,primary,60,True,False,271.195,"LINESTRING (27.5559474 53.898965, 27.5562168 53.8990965, 27.5567483 53.8993607, 27.5581075 53.9000296, 27.5582875 53.9001182, 27.5591157 53.9005345)",,,
347338494,,вуліца Герцэна,residential,,False,True,40.406,"LINESTRING (27.5572583 53.9044519, 27.557688 53.9045879, 27.5577529 53.904594, 27.5578154 53.9045999)",,,
1064313735,,Інтэрнацыянальная вуліца,secondary,,False,False,158.378,"LINESTRING (27.5563101 53.9026735, 27.5565963 53.9028158, 27.5574554 53.9031719, 27.5576366 53.9032409, 27.5581586 53.9034528, 27.5582774 53.9034997)",,,
303592930,,Зыбіцкая вуліца,residential,,False,False,70.413,"LINESTRING (27.5560824 53.9060749, 27.5567714 53.9060592, 27.5571565 53.9060504)",,,
347338493,,вуліца Герцэна,residential,,True,False,37.544,"LINESTRING (27.5580532 53.9057029, 27.5582862 53.9059157, 27.5583305 53.9059543, 27.5583862 53.9059731)",,,
347338494,,вуліца Герцэна,residential,,False,False,123.781,"LINESTRING (27.5580532 53.9057029, 27.5580129 53.9056126, 27.5579968 53.9055379, 27.5579946 53.905528, 27.557944 53.9052904, 27.5579014 53.9051043, 27.557897 53.9050786, 27.5578935 53.9050501, 27.5578659 53.9048692, 27.5578619 53.9048392, 27.5578477 53.9047167, 27.5578359 53.9046839, 27.5578154 53.9045999)",,,
303592930,,Зыбіцкая вуліца,residential,,False,False,239.04099999999997,"LINESTRING (27.5583862 53.9059731, 27.5601886 53.905484, 27.5604457 53.9054029, 27.5607107 53.9053213, 27.5615267 53.9050765, 27.5615608 53.9050665, 27.5616683 53.9050348)",,,
303592930,,Зыбіцкая вуліца,residential,,False,True,19.049,"LINESTRING (27.5583862 53.9059731, 27.5582416 53.9060055, 27.5581848 53.906012, 27.558108 53.9060208)",,,
25228907,2,вуліца Карла Маркса,unclassified,,False,True,216.989,"LINESTRING (27.5656057 53.9017514, 27.5663717 53.9021345, 27.5670185 53.9024581, 27.5671574 53.9025257, 27.5672085 53.9025505, 27.5679782 53.9029233, 27.5681466 53.9030031)",,,
25228895,,вуліца Кірылы і Мяфодзія,residential,,False,True,31.633000000000003,"LINESTRING (27.5571737 53.9063347, 27.5571637 53.9061759, 27.5571565 53.9060504)",,,
25228895,,вуліца Кірылы і Мяфодзія,residential,,False,False,168.29500000000002,"LINESTRING (27.5564674 53.904593, 27.5565401 53.9047565, 27.556557 53.9047904, 27.556565 53.9048114, 27.5567801 53.9052274, 27.5568562 53.905373, 27.556941 53.9055557, 27.5571287 53.9059604, 27.5571442 53.9060121, 27.5571565 53.9060504)",,,
1037057501,5,вуліца Леніна,primary,60,True,False,13.488,"LINESTRING (27.5589531 53.9006089, 27.5591157 53.9005345)",,,
"[29202128, 691600807]",4,праспект Незалежнасці,primary,60,True,False,265.675,"LINESTRING (27.5589531 53.9006089, 27.5581015 53.9001813, 27.5577104 53.8999857, 27.5566494 53.899456, 27.5560965 53.8991851, 27.5558524 53.8990692)",,,
38664566,,Інтэрнацыянальная вуліца,secondary,40,True,False,9.855,"LINESTRING (27.5561952 53.9026163, 27.5563101 53.9026735)",,,
1030138988,5,вуліца Леніна,primary,60,True,False,287.233,"LINESTRING (27.5561952 53.9026163, 27.5563495 53.9024866, 27.5568956 53.9020786, 27.5576046 53.9015789, 27.5584174 53.9009969, 27.5589531 53.9006089)",,,
1181154403,2,вуліца Янкі Купалы,secondary,60,False,False,42.01,"LINESTRING (27.5631606 53.9067046, 27.5635407 53.9064003)",Р58,,yes
1181154402,3,вуліца Янкі Купалы,secondary,60,True,False,44.317,"LINESTRING (27.5635407 53.9064003, 27.5640087 53.9061125)",Р58,,
1181154403,2,вуліца Янкі Купалы,secondary,60,False,True,42.01,"LINESTRING (27.5635407 53.9064003, 27.5631606 53.9067046)",Р58,,yes
