osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width
976690751,2,Р43,вуліца Леніна,secondary,30,False,False,33.167,"LINESTRING (27.558787 53.031622, 27.5585763 53.0314744, 27.5584639 53.0313957)",,
362847905,2,,Піянерская вуліца,residential,60,False,True,293.182,"LINESTRING (27.555879 53.0295733, 27.5557738 53.0296332, 27.5555106 53.0298007, 27.5552291 53.0299401, 27.5551762 53.0300085, 27.5551772 53.0300745, 27.5552821 53.0306469, 27.5553491 53.0310591, 27.5554022 53.0313862, 27.5554669 53.0317327, 27.5555392 53.0320204)",,
450025666,2,,Піянерская вуліца,tertiary,60,False,False,188.37800000000001,"LINESTRING (27.555879 53.0295733, 27.5559631 53.0294808, 27.5563051 53.0292843, 27.5565601 53.0291525, 27.5572854 53.0287778, 27.5576779 53.0285655, 27.5577411 53.0285073, 27.5577963 53.0283713)",,
"[976690744, 39238972, 976690750, 25270559]",2,Р43,вуліца Леніна,secondary,"['60', '30']",False,False,275.897,"LINESTRING (27.555879 53.0295733, 27.5557394 53.0294749, 27.5552514 53.0291217, 27.5547349 53.0287618, 27.5545913 53.0286655, 27.5537434 53.0280653, 27.5533853 53.0278117, 27.5532018 53.0276856)",yes,
"[976690750, 976690751]",2,Р43,вуліца Леніна,secondary,"['60', '30']",False,True,266.35200000000003,"LINESTRING (27.555879 53.0295733, 27.5560347 53.0296835, 27.5573275 53.0305983, 27.5583403 53.031309, 27.5584639 53.0313957)",,
25270667,,,Капыльская вуліца,secondary,,False,False,354.984,"LINESTRING (27.5532018 53.0276856, 27.5530558 53.0277632, 27.5524128 53.0281051, 27.5517957 53.0282882, 27.5516602 53.0283284, 27.5511502 53.0284803, 27.550253 53.0287415, 27.5500917 53.0287897, 27.5488527 53.0291601, 27.5485884 53.0292262)",,
976690738,2,Р43,вуліца Леніна,secondary,60,False,False,104.764,"LINESTRING (27.5532018 53.0276856, 27.5522784 53.0270466, 27.5521757 53.0269737)",,
"[976690744, 39238972, 976690750, 25270559]",2,Р43,вуліца Леніна,secondary,"['60', '30']",False,True,275.897,"LINESTRING (27.5532018 53.0276856, 27.5533853 53.0278117, 27.5537434 53.0280653, 27.5545913 53.0286655, 27.5547349 53.0287618, 27.5552514 53.0291217, 27.5557394 53.0294749, 27.555879 53.0295733)",yes,
25270601,4,Н9441,вуліца Максіма Багдановіча,secondary,,False,False,148.206,"LINESTRING (27.5521757 53.0269737, 27.5522944 53.0269034, 27.5530327 53.026466, 27.5536482 53.0261013, 27.5537555 53.026039)",,
25270615,2,Н9467,Капыльская вуліца,secondary,,False,False,401.82199999999995,"LINESTRING (27.5521757 53.0269737, 27.5520526 53.0270407, 27.5517301 53.0272072, 27.551267 53.0274291, 27.5507493 53.0276192, 27.5503265 53.0277686, 27.5500604 53.0278627, 27.5488828 53.0282835, 27.5483235 53.0284673, 27.5479118 53.0286117, 27.5478601 53.0286298, 27.5476699 53.0286999, 27.5471131 53.0289052)",,
976690738,2,Р43,вуліца Леніна,secondary,60,False,True,104.764,"LINESTRING (27.5521757 53.0269737, 27.5522784 53.0270466, 27.5532018 53.0276856)",,
