osmid,highway,oneway,reversed,length,name,ref,maxspeed,geometry,lanes
280617599,residential,False,True,337.792,,,,"LINESTRING (28.4754517 54.0094598, 28.4791917 54.011557)",
280622475,residential,False,False,110.819,вуліца Перамогі,,,"LINESTRING (28.4823116 54.0096449, 28.4835156 54.0103468)",
370133701,tertiary,False,True,171.177,Заводская вуліца,Н9561,60,"LINESTRING (28.4823116 54.0096449, 28.4815275 54.0101277, 28.480486 54.0107489)",
280617610,residential,False,False,192.59699999999998,Чыгуначная вуліца,,,"LINESTRING (28.4731279 54.0111466, 28.4742418 54.0117787, 28.4752482 54.0123498)",
280617599,residential,False,False,337.792,,,,"LINESTRING (28.4791917 54.011557, 28.4754517 54.0094598)",
370133701,tertiary,False,False,123.396,Заводская вуліца,Н9561,60,"LINESTRING (28.4791917 54.011557, 28.480486 54.0107489)",
370133701,tertiary,False,True,238.188,Заводская вуліца,Н9561,60,"LINESTRING (28.4791917 54.011557, 28.4790773 54.0116215, 28.4785484 54.0119202, 28.476698 54.0131182)",
280617601,residential,False,True,261.266,Зялёная вуліца,,,"LINESTRING (28.4752482 54.0123498, 28.4725275 54.0140717)",
280617610,residential,False,False,127.569,Чыгуначная вуліца,,,"LINESTRING (28.4752482 54.0123498, 28.476698 54.0131182)",
280617610,residential,False,True,192.59699999999998,Чыгуначная вуліца,,,"LINESTRING (28.4752482 54.0123498, 28.4742418 54.0117787, 28.4731279 54.0111466)",
280617610,residential,False,True,127.569,Чыгуначная вуліца,,,"LINESTRING (28.476698 54.0131182, 28.4752482 54.0123498)",
431720291,tertiary,False,True,41.478,,Н9561,,"LINESTRING (28.476698 54.0131182, 28.4771532 54.0133782)",
370133701,tertiary,False,False,238.18800000000002,Заводская вуліца,Н9561,60,"LINESTRING (28.476698 54.0131182, 28.4785484 54.0119202, 28.4790773 54.0116215, 28.4791917 54.011557)",
370133702,tertiary,False,True,264.196,Цэнтральная вуліца,Н9561,,"LINESTRING (28.4771532 54.0133782, 28.4743407 54.0150853)",
431720291,tertiary,False,False,41.478,,Н9561,,"LINESTRING (28.4771532 54.0133782, 28.476698 54.0131182)",
343300725,residential,False,False,186.404,,,,"LINESTRING (28.4771532 54.0133782, 28.4789656 54.0144079, 28.4787381 54.0145499)",
280617601,residential,False,False,261.266,Зялёная вуліца,,,"LINESTRING (28.4725275 54.0140717, 28.4752482 54.0123498)",
