osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,geometry
929701161,Н6509,Зялёная вуліца,tertiary,False,True,278.781,,,"LINESTRING (24.2552724 53.5868298, 24.251059 53.5866559)"
199495058,,вуліца Карла Маркса,residential,False,True,137.572,2,60,"LINESTRING (24.2552724 53.5868298, 24.2551968 53.5870538, 24.2551521 53.5872184, 24.2549222 53.5880493)"
929701161,Н6509,Зялёная вуліца,tertiary,False,False,124.871,,,"LINESTRING (24.2552724 53.5868298, 24.2564407 53.5868838, 24.2565523 53.5868853, 24.2567098 53.5868875, 24.2571594 53.5868679)"
199494937,Н6509,Зялёная вуліца,tertiary,False,True,384.887,,60,"LINESTRING (24.2505193 53.5866227, 24.2501892 53.5866136, 24.2447019 53.5863866)"
199495071,Р41,вуліца Леніна,primary,False,False,152.334,2,60,"LINESTRING (24.2505193 53.5866227, 24.2505162 53.5868002, 24.250122 53.5876817, 24.2500743 53.5878497, 24.2500737 53.587911, 24.2500824 53.5879595)"
929619937,Р41,вуліца Леніна,primary,False,True,41.02,2,,"LINESTRING (24.2505193 53.5866227, 24.2503779 53.5864394, 24.2502514 53.5862899)"
929701161,Н6509,Зялёная вуліца,tertiary,False,False,35.826,,,"LINESTRING (24.2505193 53.5866227, 24.2507568 53.5866415, 24.251059 53.5866559)"
"[199495041, 815767587]",,вуліца Гагарына,residential,False,False,134.41899999999998,,"['60', '40']","LINESTRING (24.2523276 53.5904917, 24.2524346 53.5904569, 24.2525251 53.5904275, 24.2532551 53.5901844, 24.2540852 53.5898815)"
199495071,Р41,вуліца Леніна,primary,False,True,146.177,2,60,"LINESTRING (24.2523276 53.5904917, 24.2522352 53.590394, 24.2519562 53.5901005, 24.2517725 53.5899073, 24.2515447 53.5896617, 24.2513313 53.5894316, 24.2512569 53.5893411)"
815767585,Р41,вуліца Леніна,primary,False,False,92.616,2,40,"LINESTRING (24.2523276 53.5904917, 24.2523974 53.5905712, 24.2526424 53.5908282, 24.2530217 53.5912155)"
"[815767586, 199495036]",Н6053,вуліца Гагарына,tertiary,False,True,161.842,,"['60', '40']","LINESTRING (24.2523276 53.5904917, 24.2521837 53.5905442, 24.2520627 53.5905828, 24.2516231 53.5907232, 24.2503274 53.591137, 24.2501756 53.5911891)"
929619937,Р41,вуліца Леніна,primary,False,False,41.02,2,,"LINESTRING (24.2502514 53.5862899, 24.2503779 53.5864394, 24.2505193 53.5866227)"
"[929619937, 929619942]",Р41,вуліца Леніна,primary,False,True,55.619,2,40,"LINESTRING (24.2502514 53.5862899, 24.2501228 53.586147, 24.2500099 53.5860215, 24.2498544 53.5858487)"
199495047,,вуліца Дзяржынскага,residential,False,False,152.892,2,60,"LINESTRING (24.2540852 53.5898815, 24.253263 53.5890548, 24.2529103 53.5886965)"
199495047,,вуліца Дзяржынскага,residential,False,True,207.386,2,60,"LINESTRING (24.2540852 53.5898815, 24.2541788 53.589987, 24.2556151 53.5914845, 24.2556334 53.5915044)"
199495058,,вуліца Карла Маркса,residential,False,False,219.976,2,60,"LINESTRING (24.2540852 53.5898815, 24.2543913 53.589787, 24.2544833 53.5896856, 24.2545437 53.5895727, 24.254571 53.5894628, 24.254639 53.5891892, 24.2549222 53.5880493)"
"[199495041, 815767587]",,вуліца Гагарына,residential,False,True,134.41899999999998,,"['60', '40']","LINESTRING (24.2540852 53.5898815, 24.2532551 53.5901844, 24.2525251 53.5904275, 24.2524346 53.5904569, 24.2523276 53.5904917)"
199494855,,вуліца Чапаева,residential,False,True,149.552,,60,"LINESTRING (24.24527 53.5928616, 24.2463589 53.5940411)"
199495036,Н6053,вуліца Гагарына,tertiary,False,False,187.831,,60,"LINESTRING (24.24527 53.5928616, 24.2454276 53.5928135, 24.246306 53.5925304, 24.2468951 53.5923333, 24.2476659 53.5920754, 24.2477594 53.5920431)"
199495047,,вуліца Дзяржынскага,residential,False,False,366.652,2,60,"LINESTRING (24.2565775 53.5945923, 24.2566394 53.594486, 24.2566642 53.5944217, 24.2566856 53.5943661, 24.2568142 53.5940387, 24.2569723 53.5936987, 24.2570052 53.5935714, 24.2570068 53.5934624, 24.256939 53.5931958, 24.2568209 53.5929636, 24.2566278 53.592653, 24.2561732 53.5920839, 24.2556334 53.5915044)"
"[815767585, 929619955]",Р41,вуліца Леніна,primary,False,True,112.621,2,"['60', '40']","LINESTRING (24.2565775 53.5945923, 24.2564367 53.5945444, 24.256234 53.5944625, 24.2561267 53.5944223, 24.2560114 53.5943578, 24.2559247 53.5942821, 24.2557553 53.5941025, 24.2555016 53.5938381)"
929701161,Н6509,Зялёная вуліца,tertiary,False,False,278.781,,,"LINESTRING (24.251059 53.5866559, 24.2552724 53.5868298)"
924909452,,вуліца Дзяржынскага,residential,False,True,258.882,2,60,"LINESTRING (24.251059 53.5866559, 24.2510905 53.5867592, 24.2511176 53.5868483, 24.2529103 53.5886965)"
929701161,Н6509,Зялёная вуліца,tertiary,False,True,35.826,,,"LINESTRING (24.251059 53.5866559, 24.2507568 53.5866415, 24.2505193 53.5866227)"
