osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,ref
91792543,True,شارع 26,residential,False,122.78899999999996,"LINESTRING (55.2909039 25.2634375, 55.2910617 25.2634987, 55.2910973 25.2635139, 55.2911278 25.2635365, 55.2911513 25.263565, 55.2911665 25.2635979, 55.2911725 25.2636331, 55.2911773 25.2636965, 55.2911677 25.2640549, 55.2911657 25.264104, 55.2911633 25.2641846, 55.2911597 25.2642232, 55.2911503 25.2642566, 55.2911325 25.2642893, 55.2911082 25.2643185, 55.2910784 25.264343, 55.2910441 25.2643622)",,,
522157910,True,شارع النهضة,tertiary,False,17.201,"LINESTRING (55.2909039 25.2634375, 55.2910126 25.2634342, 55.2910738 25.2634237)",2,,
4858759,True,29a شارع,residential,False,103.11200000000001,"LINESTRING (55.292745 25.261177, 55.2927091 25.2611955, 55.2926703 25.2612085, 55.2926298 25.2612158, 55.2924534 25.2612342, 55.2918431 25.2612977, 55.2918066 25.2612982, 55.2917707 25.2612928, 55.2917604 25.2612895, 55.2917363 25.2612816)",,,
91792572,True,شارع الاسبيج,unclassified,False,52.031,"LINESTRING (55.292745 25.261177, 55.2926936 25.2615179, 55.2926783 25.261641)",1,,
241074560,True,شارع النهضة,tertiary,False,8.659,"LINESTRING (55.2886315 25.2640481, 55.2886853 25.2639873)",,60,
241074561,True,شارع الغبيبة,tertiary,False,22.747999999999998,"LINESTRING (55.2886315 25.2640481, 55.2885753 25.2640024, 55.2884635 25.2639111)",2,60,
436378154,True,شارع الرفاع,unclassified,False,13.007,"LINESTRING (55.2898983 25.2617466, 55.2899071 25.2618633)",,,
91792622,True,21a شارع,residential,False,150.57700000000003,"LINESTRING (55.2898983 25.2617466, 55.2898798 25.2617834, 55.2898521 25.2618152, 55.289817 25.2618403, 55.2897762 25.261857, 55.2897491 25.2618626, 55.2897148 25.2618642, 55.2896759 25.2618592, 55.2889989 25.2616605, 55.2886109 25.2615439, 55.2885171 25.2615241)",,30,
479370435,True,شارع الخليج,primary,False,72.15,"LINESTRING (55.288218 25.2674495, 55.2885877 25.2680056)",3,80,D92
227766295,True,شارع الحصن,residential,False,68.717,"LINESTRING (55.2953663 25.2615655, 55.295276 25.261167, 55.2952291 25.2609601)",,,
146420695,True,13b شارع,residential,False,35.172,"LINESTRING (55.2880689 25.2622187, 55.2877339 25.2621278)",,,
91792607,True,16b شارع,residential,False,33.642,"LINESTRING (55.2885171 25.2615241, 55.2885009 25.2614996, 55.2884887 25.2614732, 55.2884806 25.2614455, 55.288477 25.2614171, 55.2884778 25.2613885, 55.2884848 25.2613579, 55.2885251 25.2612349)",1,,
