osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,width,geometry
738587085,True,3,M12,35th Avenue,primary,False,11.717,,,"LINESTRING (18.5852094 -33.9280715, 18.5851766 -33.9279697)"
"[739616225, 738587083, 701165239]",True,"['1', '2']",,Balvenie Avenue,tertiary,False,163.054,70,9.800000000000001,"LINESTRING (18.5852094 -33.9280715, 18.5850317 -33.9280635, 18.5849424 -33.9280611, 18.5848515 -33.9280573, 18.5843987 -33.9280632, 18.5840664 -33.9280712, 18.5839769 -33.9280767, 18.5836119 -33.9280886, 18.5834434 -33.9280943)"
738587084,True,2,,Balvenie Avenue,tertiary,False,20.373,70,9.800000000000001,"LINESTRING (18.5854299 -33.9280618, 18.5852094 -33.9280715)"
1069980575,True,2,M12,35th Avenue,primary,False,23.442999999999998,,,"LINESTRING (18.5854299 -33.9280618, 18.585448 -33.9281431, 18.5854815 -33.9282682)"
30688146,False,,,Erfort Avenue,residential,True,77.149,60,,"LINESTRING (18.5839641 -33.9310788, 18.5831281 -33.9310947)"
30688243,False,,,Charles Golding Street,residential,False,71.466,60,,"LINESTRING (18.5839641 -33.9310788, 18.5839783 -33.9317214)"
"[30688146, 30688021]",False,,,"['Erfort Avenue', 'Bestenbier Avenue']",residential,"[False, True]",460.77299999999997,60,,"LINESTRING (18.5839641 -33.9310788, 18.5849457 -33.9310574, 18.5856528 -33.9310429, 18.5856986 -33.9310367, 18.5857269 -33.9310257, 18.5857518 -33.9310029, 18.5857631 -33.9309663, 18.5857606 -33.9309358, 18.5857442 -33.9308557, 18.5856512 -33.9304525, 18.5856355 -33.9304229, 18.5856187 -33.9304075, 18.5855995 -33.9303963, 18.5855717 -33.9303895, 18.5853575 -33.9303918, 18.5852019 -33.9303934, 18.5849152 -33.9304014, 18.5846521 -33.9304087, 18.5844092 -33.9304155, 18.584168 -33.9304212, 18.5834367 -33.9304383, 18.5831738 -33.930439)"
30688146,False,,,Erfort Avenue,residential,False,77.149,60,,"LINESTRING (18.5831281 -33.9310947, 18.5839641 -33.9310788)"
30688146,False,,,Erfort Avenue,residential,True,72.706,60,,"LINESTRING (18.5831281 -33.9310947, 18.5823403 -33.9311113)"
30688144,False,,,Springbow Avenue,residential,True,72.482,60,5.7,"LINESTRING (18.5831281 -33.9310947, 18.5831148 -33.930733, 18.58311 -33.9305043, 18.5831073 -33.9304431)"
30688021,False,,,Bestenbier Avenue,residential,False,6.152,60,,"LINESTRING (18.5831073 -33.9304431, 18.5831738 -33.930439)"
30688021,False,,,Bestenbier Avenue,residential,True,102.97200000000001,60,,"LINESTRING (18.5831073 -33.9304431, 18.5826122 -33.9304557, 18.5819918 -33.9304735)"
30688144,False,,,Springbow Avenue,residential,False,72.482,60,5.7,"LINESTRING (18.5831073 -33.9304431, 18.58311 -33.9305043, 18.5831148 -33.930733, 18.5831281 -33.9310947)"
30688243,False,,,Charles Golding Street,residential,True,71.466,60,,"LINESTRING (18.5839783 -33.9317214, 18.5839641 -33.9310788)"
30688243,False,,,Charles Golding Street,residential,False,74.588,60,,"LINESTRING (18.5839783 -33.9317214, 18.5839982 -33.9320686, 18.5840115 -33.9323916)"
"[30688259, 30688029, 30688287]",False,,,"['Fontuin Avenue', 'Lower Faure Street', 'Fester Avenue']",residential,"[False, True]",272.788,60,5.6,"LINESTRING (18.5839783 -33.9317214, 18.5848409 -33.9317048, 18.5858601 -33.931678, 18.5858788 -33.9316799, 18.5858923 -33.9316854, 18.5859011 -33.9316922, 18.5859175 -33.9317103, 18.5859289 -33.931733, 18.586043 -33.9322404, 18.586044 -33.932267, 18.5860387 -33.9322894, 18.5860269 -33.9323069, 18.586003 -33.9323235, 18.5859724 -33.9323338, 18.5859421 -33.9323421, 18.5857735 -33.932356)"
30688287,False,,,Fester Avenue,residential,True,150.575,60,5.6,"LINESTRING (18.5839783 -33.9317214, 18.5829567 -33.9317442, 18.5823469 -33.9317607)"
30688259,False,,,Fontuin Avenue,residential,False,49.236,60,5.6,"LINESTRING (18.58524 -33.9323672, 18.5857735 -33.932356)"
30688259,False,,,Fontuin Avenue,residential,True,113.37199999999999,60,5.6,"LINESTRING (18.58524 -33.9323672, 18.5847469 -33.9323764, 18.5840115 -33.9323916)"
995522146,False,,,34th Street,residential,False,67.61699999999999,60,5.6,"LINESTRING (18.58524 -33.9323672, 18.5851712 -33.9326677, 18.5851071 -33.9329652)"
30688259,False,,,Fontuin Avenue,residential,True,49.236,60,5.6,"LINESTRING (18.5857735 -33.932356, 18.58524 -33.9323672)"
30688012,False,,,Faure Street,residential,False,63.269999999999996,60,5.6,"LINESTRING (18.5857735 -33.932356, 18.5857834 -33.9325414, 18.5857959 -33.9327178, 18.5858102 -33.9328479, 18.5858262 -33.9329228)"
"[30688259, 30688029, 30688287]",False,,,"['Lower Faure Street', 'Fontuin Avenue', 'Fester Avenue']",residential,"[False, True]",272.788,60,5.6,"LINESTRING (18.5857735 -33.932356, 18.5859421 -33.9323421, 18.5859724 -33.9323338, 18.586003 -33.9323235, 18.5860269 -33.9323069, 18.5860387 -33.9322894, 18.586044 -33.932267, 18.586043 -33.9322404, 18.5859289 -33.931733, 18.5859175 -33.9317103, 18.5859011 -33.9316922, 18.5858923 -33.9316854, 18.5858788 -33.9316799, 18.5858601 -33.931678, 18.5848409 -33.9317048, 18.5839783 -33.9317214)"
30687986,False,,,Hereford Street,residential,False,105.11899999999999,60,5.8,"LINESTRING (18.5822945 -33.9331136, 18.5823184 -33.9335093, 18.5823452 -33.933869, 18.5823537 -33.9338992, 18.5823658 -33.933922, 18.5823819 -33.9339507, 18.5824261 -33.9339936, 18.5824657 -33.934024)"
30688096,False,2,,34th Avenue,residential,False,119.661,60,5.6,"LINESTRING (18.5822945 -33.9331136, 18.5830124 -33.9330735, 18.5835889 -33.9330452)"
30687986,False,,,Hereford Street,residential,False,133.47699999999998,60,5.8,"LINESTRING (18.5824657 -33.934024, 18.5825505 -33.9340847, 18.5827748 -33.9342394, 18.583025 -33.9344174, 18.583569 -33.9348005)"
30687986,False,,,Hereford Street,residential,True,105.119,60,5.8,"LINESTRING (18.5824657 -33.934024, 18.5824261 -33.9339936, 18.5823819 -33.9339507, 18.5823658 -33.933922, 18.5823537 -33.9338992, 18.5823452 -33.933869, 18.5823184 -33.9335093, 18.5822945 -33.9331136)"
30688204,False,,,Sher Street,residential,False,56.453,60,5.4,"LINESTRING (18.5824657 -33.934024, 18.5827637 -33.9340129, 18.5830765 -33.9339942)"
30687975,False,,,Martha Williams Street,residential,False,31.319,60,5.6,"LINESTRING (18.5823469 -33.9317607, 18.5823583 -33.9320422)"
30687975,False,,,Martha Williams Street,residential,True,72.213,60,5.6,"LINESTRING (18.5823469 -33.9317607, 18.5823453 -33.931486, 18.5823403 -33.9311113)"
30688287,False,,,Fester Avenue,residential,False,150.575,60,5.6,"LINESTRING (18.5823469 -33.9317607, 18.5829567 -33.9317442, 18.5839783 -33.9317214)"
30687975,False,,,Martha Williams Street,residential,True,31.319,60,5.6,"LINESTRING (18.5823583 -33.9320422, 18.5823469 -33.9317607)"
701168252,False,,,Thomas Road,residential,False,50.784,60,5.7,"LINESTRING (18.5829391 -33.9295911, 18.583064 -33.9300359)"
30688137,False,,,Springbok Crescent,residential,False,120.315,60,5.2,"LINESTRING (18.5829391 -33.9295911, 18.5826154 -33.9296665, 18.5825815 -33.9296804, 18.5825573 -33.9296943, 18.5825434 -33.9297136, 18.5825352 -33.9297458, 18.5825366 -33.9297795, 18.5825926 -33.9299703, 18.5826118 -33.9300209, 18.5826318 -33.9300514, 18.5826628 -33.93007, 18.582696 -33.930078, 18.5827405 -33.9300875, 18.582794 -33.9300916, 18.5828539 -33.9300783, 18.583064 -33.9300359)"
"[701168252, 30688149]",False,,,Thomas Road,residential,True,122.257,60,5.7,"LINESTRING (18.5829391 -33.9295911, 18.5828397 -33.929248, 18.5828318 -33.9292231, 18.5828132 -33.9291722, 18.5826856 -33.9291955, 18.5820317 -33.9293312)"
30688146,False,,,Erfort Avenue,residential,False,72.706,60,,"LINESTRING (18.5823403 -33.9311113, 18.5831281 -33.9310947)"
30687975,False,,,Martha Williams Street,residential,False,72.213,60,5.6,"LINESTRING (18.5823403 -33.9311113, 18.5823453 -33.931486, 18.5823469 -33.9317607)"
30688218,False,,,Naomi Street,residential,False,66.265,60,,"LINESTRING (18.5814415 -33.9267603, 18.5816176 -33.9267282, 18.5817572 -33.9267027, 18.5821391 -33.9266191)"
30688218,False,,,Naomi Street,residential,True,66.265,60,,"LINESTRING (18.5821391 -33.9266191, 18.5817572 -33.9267027, 18.5816176 -33.9267282, 18.5814415 -33.9267603)"
"[30688224, 30688197]",False,,,"['Hazel Street', 'C.L. Adams Avenue']",residential,"[False, True]",163.473,60,7.2,"LINESTRING (18.5821391 -33.9266191, 18.5821844 -33.9267756, 18.5822553 -33.9270254, 18.5823291 -33.9272867, 18.5823437 -33.9273564, 18.5818717 -33.9274495, 18.5816578 -33.9274939, 18.5815082 -33.9275249)"
30688164,False,2,,32nd Street,residential,False,98.44800000000001,60,,"LINESTRING (18.5815082 -33.9275249, 18.5816318 -33.9279517, 18.5817588 -33.9283855)"
"[30688224, 30688197]",False,,,"['Hazel Street', 'C.L. Adams Avenue']",residential,"[False, True]",163.47299999999998,60,7.2,"LINESTRING (18.5815082 -33.9275249, 18.5816578 -33.9274939, 18.5818717 -33.9274495, 18.5823437 -33.9273564, 18.5823291 -33.9272867, 18.5822553 -33.9270254, 18.5821844 -33.9267756, 18.5821391 -33.9266191)"
30688164,False,2,,32nd Street,residential,False,108.133,60,,"LINESTRING (18.5817588 -33.9283855, 18.5818877 -33.9288169, 18.5820317 -33.9293312)"
30688164,False,2,,32nd Street,residential,True,98.44800000000001,60,,"LINESTRING (18.5817588 -33.9283855, 18.5816318 -33.9279517, 18.5815082 -33.9275249)"
701165236,False,2,,Balvenie Avenue,tertiary,True,108.024,60,,"LINESTRING (18.5817588 -33.9283855, 18.5819626 -33.9283427, 18.582307 -33.9282723, 18.5827055 -33.9281888, 18.5828605 -33.9281566, 18.5828945 -33.9281493)"
811658940,False,,,,residential,False,4.16,,,"LINESTRING (18.583014 -33.9281437, 18.5830036 -33.9281073)"
811658941,True,1,,Balvenie Avenue,tertiary,False,11.043,60,,"LINESTRING (18.583014 -33.9281437, 18.5828945 -33.9281493)"
30688111,False,,,Palm Road,residential,False,54.849000000000004,60,5.1,"LINESTRING (18.583014 -33.9281437, 18.5830257 -33.9281899, 18.5831473 -33.9286244)"
30688149,False,,,Thomas Road,residential,False,70.616,60,,"LINESTRING (18.5812871 -33.9294782, 18.5820317 -33.9293312)"
30688154,False,,,Thomas Road,residential,True,33.241,60,5.7,"LINESTRING (18.5812871 -33.9294782, 18.5812046 -33.9291872)"
30688149,False,,,Thomas Road,residential,True,70.616,60,,"LINESTRING (18.5820317 -33.9293312, 18.5812871 -33.9294782)"
"[701168252, 30688149]",False,,,Thomas Road,residential,False,122.257,60,5.7,"LINESTRING (18.5820317 -33.9293312, 18.5826856 -33.9291955, 18.5828132 -33.9291722, 18.5828318 -33.9292231, 18.5828397 -33.929248, 18.5829391 -33.9295911)"
30688164,False,2,,32nd Street,residential,True,108.133,60,,"LINESTRING (18.5820317 -33.9293312, 18.5818877 -33.9288169, 18.5817588 -33.9283855)"
30688154,False,,,Thomas Road,residential,False,33.241,60,5.7,"LINESTRING (18.5812046 -33.9291872, 18.5812871 -33.9294782)"
30688111,False,,,Palm Road,residential,False,40.224,60,5.1,"LINESTRING (18.5831473 -33.9286244, 18.5832493 -33.9289761)"
30688105,False,,,Bevan Way,residential,True,90.112,60,5.5,"LINESTRING (18.5831473 -33.9286244, 18.5826033 -33.9287312, 18.5821971 -33.9288119)"
30688111,False,,,Palm Road,residential,True,54.849000000000004,60,5.1,"LINESTRING (18.5831473 -33.9286244, 18.5830257 -33.9281899, 18.583014 -33.9281437)"
803730567,False,,,,tertiary_link,True,8.96,,,"LINESTRING (18.5834434 -33.9280943, 18.5834283 -33.9280147)"
701165239,True,1,,Balvenie Avenue,tertiary,False,40.06,70,9.800000000000001,"LINESTRING (18.5834434 -33.9280943, 18.5833409 -33.9280984, 18.5832539 -33.9281073, 18.5831498 -33.9281247, 18.583014 -33.9281437)"
