osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,junction
649665227,4,Market Street,residential,False,False,11.193,,"LINESTRING (25.3981663 -33.7709474, 25.3980902 -33.7710257)",
649665230,2,Durban Street,tertiary,True,False,100.852,M10,"LINESTRING (25.3981663 -33.7709474, 25.3990314 -33.7715001)",
"[649665228, 649665229]","['2', '4']",Market Street,residential,False,True,89.498,,"LINESTRING (25.3981663 -33.7709474, 25.3984272 -33.7706693, 25.3985768 -33.7705257, 25.3987714 -33.7703193)",
649301605,2,Caledon Street,secondary,True,False,24.568,R334,"LINESTRING (25.3996255 -33.7666294, 25.3994166 -33.7664928)",
56681935,1,,secondary_link,True,False,18.798000000000002,,"LINESTRING (25.3996255 -33.7666294, 25.3996054 -33.766592, 25.399597 -33.7665694, 25.3995917 -33.7665472, 25.3995917 -33.7665296, 25.3995936 -33.7665161, 25.3996093 -33.7664672)",
259988740,3,Church Street,secondary,False,False,52.178,R334,"LINESTRING (25.3996093 -33.7664672, 25.3999449 -33.7660899)",
649301603,1,,secondary_link,True,False,18.223000000000003,,"LINESTRING (25.3996093 -33.7664672, 25.3995618 -33.7664814, 25.3995233 -33.7664883, 25.3994901 -33.7664922, 25.3994485 -33.766495, 25.3994166 -33.7664928)",
649320393,2,Caledon Street,secondary,True,False,105.661,M6,"LINESTRING (25.3996093 -33.7664672, 25.3996959 -33.7665466, 25.3999232 -33.766694, 25.4001791 -33.7668565, 25.4004975 -33.767063)",
80877179,2,Young Street,residential,False,False,154.662,,"LINESTRING (25.402069 -33.7668495, 25.4030897 -33.7657474)",
608658634,,Queen Mary Street,residential,False,False,54.079,,"LINESTRING (25.402069 -33.7668495, 25.4016037 -33.7665547)",
608658634,,Queen Mary Street,residential,False,True,72.256,,"LINESTRING (25.402069 -33.7668495, 25.402185 -33.7669334, 25.4022346 -33.7669627, 25.4024452 -33.7670959, 25.4026839 -33.7672503)",
649665225,3,Durban Street,tertiary,True,False,97.076,M10,"LINESTRING (25.3989322 -33.7715475, 25.3980902 -33.7710257)",
28549292,,Len Basson Street,residential,False,False,84.06,,"LINESTRING (25.3971042 -33.7721077, 25.3965376 -33.771737, 25.3963801 -33.7716511)",
"[303572328, 649665226]","['2', '3']",Market Street,residential,False,True,150.945,,"LINESTRING (25.3971042 -33.7721077, 25.3976545 -33.7715132, 25.3976834 -33.7714799, 25.3978458 -33.7712935, 25.3980902 -33.7710257)",
28549293,,Compher Street,residential,False,False,63.919,,"LINESTRING (25.3963801 -33.7716511, 25.3968113 -33.7712017)",
28549292,,Len Basson Street,residential,False,False,192.50100000000003,,"LINESTRING (25.3963801 -33.7716511, 25.3963455 -33.7716868, 25.3963254 -33.7717024, 25.396312 -33.7717077, 25.3962993 -33.77171, 25.3962868 -33.7717108, 25.3962734 -33.7717097, 25.3962594 -33.7717072, 25.3962483 -33.7717021, 25.3962144 -33.7716818, 25.3957558 -33.7713557, 25.3952871 -33.7710347, 25.3947694 -33.7706857)",
28549292,,Len Basson Street,residential,False,True,84.06,,"LINESTRING (25.3963801 -33.7716511, 25.3965376 -33.771737, 25.3971042 -33.7721077)",
28549293,,Compher Street,residential,False,True,63.919,,"LINESTRING (25.3968113 -33.7712017, 25.3963801 -33.7716511)",
649665235,4,Baird Street,tertiary,False,False,12.718,,"LINESTRING (25.3958348 -33.7695613, 25.3959159 -33.7694689)",
"[28549298, 649665234]","['2', '3']",Baird Street,tertiary,False,True,159.23399999999998,,"LINESTRING (25.3958348 -33.7695613, 25.3951484 -33.7703205, 25.3947694 -33.7706857)",
"[649665237, 303039623]",2,Durban Street,tertiary,True,False,259.94,M10,"LINESTRING (25.3958348 -33.7695613, 25.3955935 -33.7694003, 25.3952609 -33.7691807, 25.3950829 -33.7690657, 25.394935 -33.7689733, 25.3948072 -33.7688933, 25.3936222 -33.7681186)",
649665235,4,Baird Street,tertiary,False,True,12.718,,"LINESTRING (25.3959159 -33.7694689, 25.3958348 -33.7695613)",
"[649665233, 649665236]","['2', '3']",Baird Street,tertiary,False,False,159.057,,"LINESTRING (25.3959159 -33.7694689, 25.3963159 -33.7690498, 25.3963428 -33.7690213, 25.3964355 -33.7689213, 25.3966346 -33.7687112, 25.3969811 -33.7683455)",
"[649665232, 649665241, 303134671]","['2', '3']",Durban Street,tertiary,True,False,265.195,M10,"LINESTRING (25.3959159 -33.7694689, 25.3966657 -33.7699763, 25.3972983 -33.770373, 25.3976336 -33.7705871, 25.3977157 -33.7706395, 25.3979528 -33.7708091, 25.3981663 -33.7709474)",
28549298,2,Baird Street,tertiary,False,False,80.754,,"LINESTRING (25.3936689 -33.7718275, 25.394224 -33.7712667)",
649738803,2,Baird Street,tertiary,False,False,14.975,,"LINESTRING (25.3990003 -33.7662215, 25.3990936 -33.7661114)",
649665236,2,Baird Street,tertiary,False,True,161.87900000000002,,"LINESTRING (25.3990003 -33.7662215, 25.3987186 -33.7665162, 25.3986023 -33.7666394, 25.3982584 -33.7670022, 25.3981185 -33.7671461, 25.3979133 -33.7673629)",
"[649738802, 259988738]",2,Caledon Street,secondary,True,False,142.356,R334,"LINESTRING (25.3990003 -33.7662215, 25.398476 -33.7658862, 25.3983756 -33.765818, 25.3977857 -33.7654345)",
46650020,2,John Street,residential,False,True,12.501,,"LINESTRING (25.3936222 -33.7681186, 25.3937151 -33.7680369)",
80877136,4,Bishop Street,residential,False,False,14.539,,"LINESTRING (25.3967556 -33.764763, 25.3967631 -33.7646324)",
"[649301609, 46650020]","['2', '3']",John Street,residential,False,False,163.154,,"LINESTRING (25.3967556 -33.764763, 25.3967073 -33.7648147, 25.3963641 -33.7651921, 25.3956706 -33.7659202)",
649320392,2,Caledon Street,secondary,True,False,13.607,M6,"LINESTRING (25.4012395 -33.7676701, 25.401123 -33.7675953)",
649320394,3,Market Street,residential,False,False,20.911,,"LINESTRING (25.4012395 -33.7676701, 25.4011021 -33.7678195)",
28549303,2,Market Street,residential,False,True,10.845,,"LINESTRING (25.4012395 -33.7676701, 25.4012766 -33.7676353, 25.4013173 -33.7675971)",
80877136,4,Bishop Street,residential,False,True,14.539,,"LINESTRING (25.3967631 -33.7646324, 25.3967556 -33.764763)",
649301615,2,Caledon Street,secondary,True,False,129.171,R334,"LINESTRING (25.3967631 -33.7646324, 25.3972089 -33.7649346, 25.3973234 -33.7650087, 25.3974073 -33.765063, 25.3975114 -33.7651306, 25.3975883 -33.7651809, 25.3976658 -33.7652312, 25.3977439 -33.7652822, 25.3978573 -33.7653548)",
649320391,2,Caledon Street,secondary,True,False,50.452,M6,"LINESTRING (25.4008903 -33.7673145, 25.4013173 -33.7675971)",
303438266,2,Park Lane,residential,False,False,11.061,,"LINESTRING (25.3978573 -33.7653548, 25.3977857 -33.7654345)",
303438266,2,Park Lane,residential,False,True,89.274,,"LINESTRING (25.3978573 -33.7653548, 25.3979167 -33.7652871, 25.3982848 -33.7648938, 25.398446 -33.7647184)",
"[649301607, 649301615]","['2', '3']",Caledon Street,secondary,True,False,141.95499999999998,R334,"LINESTRING (25.3978573 -33.7653548, 25.3981978 -33.765577, 25.3982753 -33.7656275, 25.3983446 -33.7656695, 25.3984334 -33.7657211, 25.3985359 -33.7657797, 25.3985779 -33.7658048, 25.3987593 -33.765908, 25.3990936 -33.7661114)",
303572323,2,Cannon Street,residential,False,False,7.445,,"LINESTRING (25.3995903 -33.763513, 25.3995258 -33.7634729)",
80877134,,Park Lane,residential,True,False,170.92600000000002,,"LINESTRING (25.3995903 -33.763513, 25.3994351 -33.7636414, 25.3992644 -33.7638382, 25.3991065 -33.7640099, 25.398838 -33.764302, 25.3985536 -33.7646056, 25.398446 -33.7647184)",
303572323,2,Cannon Street,residential,False,True,150.076,,"LINESTRING (25.3995903 -33.763513, 25.4003296 -33.7639961, 25.400869 -33.7643446)",
303572323,2,Cannon Street,residential,False,False,53.036,,"LINESTRING (25.4013162 -33.7646434, 25.400869 -33.7643446)",
649301598,4,Cannon Street,residential,False,True,26.735,,"LINESTRING (25.4013162 -33.7646434, 25.401547 -33.7647883)",
"[649301600, 649301602]","['2', '4']",Church Street,secondary,False,True,204.80200000000002,R334,"LINESTRING (25.4013162 -33.7646434, 25.4009594 -33.765006, 25.4001947 -33.7658209, 25.3999449 -33.7660899)",
649738801,2,Caledon Street,secondary,True,False,45.83,M6,"LINESTRING (25.4004975 -33.767063, 25.4008903 -33.7673145)",
80877144,1,Lances Avenue,residential,True,False,262.285,,"LINESTRING (25.4004975 -33.767063, 25.4009554 -33.7665782, 25.4022353 -33.7651984)",
80877170,2,Dobson Street,residential,False,True,195.803,,"LINESTRING (25.4031131 -33.7688886, 25.4016707 -33.7701782)",
1019593361,2,Caledon Street,secondary,True,False,119.857,M6,"LINESTRING (25.4031131 -33.7688886, 25.4027366 -33.7686441, 25.4020998 -33.7682161)",
80877188,,Constitution Street,residential,False,True,81.196,,"LINESTRING (25.4021924 -33.7706564, 25.402761 -33.771213)",
80877188,,Constitution Street,residential,False,False,71.78399999999999,,"LINESTRING (25.4021924 -33.7706564, 25.4020764 -33.7705519, 25.4016707 -33.7701782)",
80877188,,Constitution Street,residential,False,False,81.196,,"LINESTRING (25.402761 -33.771213, 25.4021924 -33.7706564)",
80877170,2,Dobson Street,residential,False,False,195.803,,"LINESTRING (25.4016707 -33.7701782, 25.4031131 -33.7688886)",
80877188,,Constitution Street,residential,False,True,71.78399999999999,,"LINESTRING (25.4016707 -33.7701782, 25.4020764 -33.7705519, 25.4021924 -33.7706564)",
"[1019530779, 303572327]",3,"['Chase Street', 'Constitution Street']",residential,False,False,280.99399999999997,,"LINESTRING (25.4016707 -33.7701782, 25.4009291 -33.7694901, 25.4020998 -33.7682161)",
303572329,,Rich Street,residential,False,False,267.126,,"LINESTRING (25.400046 -33.7689895, 25.3993969 -33.7685666, 25.3989741 -33.7683006, 25.398383 -33.7679627, 25.3977232 -33.7675614)",
"[649320394, 649320388]","['2', '3']",Market Street,residential,False,True,162.652,,"LINESTRING (25.400046 -33.7689895, 25.4009447 -33.7679959, 25.4011021 -33.7678195)",
649665229,2,Market Street,residential,False,False,189.065,,"LINESTRING (25.400046 -33.7689895, 25.3995953 -33.769458, 25.3987714 -33.7703193)",
649665236,2,Baird Street,tertiary,False,False,28.213,,"LINESTRING (25.3977232 -33.7675614, 25.3979133 -33.7673629)",
303572329,,Rich Street,residential,False,True,267.126,,"LINESTRING (25.3977232 -33.7675614, 25.398383 -33.7679627, 25.3989741 -33.7683006, 25.3993969 -33.7685666, 25.400046 -33.7689895)",
649665236,2,Baird Street,tertiary,False,True,110.94400000000002,,"LINESTRING (25.3977232 -33.7675614, 25.3976856 -33.7676035, 25.3974945 -33.7678036, 25.3972367 -33.7680698, 25.3969811 -33.7683455)",
649320371,2,Caledon Street,secondary,True,False,100.049,M6,"LINESTRING (25.4020998 -33.7682161, 25.4012395 -33.7676701)",
"[1019530779, 303572327]",3,"['Constitution Street', 'Chase Street']",residential,False,True,280.99399999999997,,"LINESTRING (25.4020998 -33.7682161, 25.4009291 -33.7694901, 25.4016707 -33.7701782)",
649320385,2,Chase Street,residential,False,False,9.405000000000001,,"LINESTRING (25.4020998 -33.7682161, 25.402138 -33.7681836, 25.4021709 -33.7681556)",
649738803,2,Baird Street,tertiary,False,True,14.975,,"LINESTRING (25.3990936 -33.7661114, 25.3990003 -33.7662215)",
649301606,3,Caledon Street,secondary,True,False,61.961999999999996,R334,"LINESTRING (25.3990936 -33.7661114, 25.3992909 -33.7662461, 25.3994527 -33.7663527, 25.3996093 -33.7664672)",
80881146,2,Bidwell Street,residential,False,False,142.333,,"LINESTRING (25.4024881 -33.7637752, 25.401547 -33.7647883)",
80881148,2,Noyce Street,residential,False,True,40.763,,"LINESTRING (25.4024881 -33.7637752, 25.4028381 -33.7639982)",
46650020,2,John Street,residential,False,False,160.33599999999998,,"LINESTRING (25.3947781 -33.7668975, 25.3944582 -33.7672403, 25.3941686 -33.7675525, 25.3940047 -33.7677275, 25.3937718 -33.7679783, 25.3937151 -33.7680369)",
46650020,2,John Street,residential,False,True,42.018,,"LINESTRING (25.3947781 -33.7668975, 25.3948177 -33.7668501, 25.3950571 -33.7665993)",
80890102,,Billson Street,residential,False,False,259.601,,"LINESTRING (25.3947781 -33.7668975, 25.3962941 -33.7678958, 25.3969811 -33.7683455)",
80890102,,Billson Street,residential,False,True,259.601,,"LINESTRING (25.3969811 -33.7683455, 25.3962941 -33.7678958, 25.3947781 -33.7668975)",
649665236,2,Baird Street,tertiary,False,False,110.944,,"LINESTRING (25.3969811 -33.7683455, 25.3972367 -33.7680698, 25.3974945 -33.7678036, 25.3976856 -33.7676035, 25.3977232 -33.7675614)",
"[649665233, 649665236]","['2', '3']",Baird Street,tertiary,False,True,159.05700000000002,,"LINESTRING (25.3969811 -33.7683455, 25.3966346 -33.7687112, 25.3964355 -33.7689213, 25.3963428 -33.7690213, 25.3963159 -33.7690498, 25.3959159 -33.7694689)",
649665236,2,Baird Street,tertiary,False,True,28.213,,"LINESTRING (25.3979133 -33.7673629, 25.3977232 -33.7675614)",
80890103,,Henrietta Avenue,residential,False,False,262.14300000000003,,"LINESTRING (25.3979133 -33.7673629, 25.3975178 -33.7671079, 25.3974212 -33.7670485, 25.3972494 -33.7669427, 25.3971146 -33.7668596, 25.3969731 -33.7667677, 25.3969469 -33.7667507, 25.3968468 -33.7666857, 25.3965474 -33.7664922, 25.3956706 -33.7659202)",
649665236,2,Baird Street,tertiary,False,False,161.87900000000002,,"LINESTRING (25.3979133 -33.7673629, 25.3981185 -33.7671461, 25.3982584 -33.7670022, 25.3986023 -33.7666394, 25.3987186 -33.7665162, 25.3990003 -33.7662215)",
