osmid,oneway,ref,highway,reversed,length,geometry,bridge,name
107024820,False,,residential,True,100.821,"LINESTRING (28.3025237 -32.0951345, 28.3017311 -32.0945252)",,
107024829,False,,residential,False,122.205,"LINESTRING (28.3025237 -32.0951345, 28.3033944 -32.0943198)",,
107024829,False,,residential,True,126.975,"LINESTRING (28.3025237 -32.0951345, 28.3016261 -32.0959864)",,
107024820,False,,residential,False,188.713,"LINESTRING (28.3025237 -32.0951345, 28.3032807 -32.0957413, 28.3039789 -32.0963009)",,
107024811,False,,residential,False,124.932,"LINESTRING (28.3007786 -32.095307, 28.3017311 -32.0945252)",,
107024811,False,,residential,True,68.791,"LINESTRING (28.3007786 -32.095307, 28.3002976 -32.0957725)",,
95998125,False,,residential,False,109.912,"LINESTRING (28.3007786 -32.095307, 28.3010021 -32.0954862, 28.3016261 -32.0959864)",,
107024820,False,,residential,False,184.691,"LINESTRING (28.3076202 -32.0991449, 28.3090642 -32.1002685)",,
107024820,False,,residential,True,186.144,"LINESTRING (28.3076202 -32.0991449, 28.3061752 -32.098003)",,
107024825,False,,residential,True,122.108,"LINESTRING (28.3076202 -32.0991449, 28.3078856 -32.0989072, 28.30824 -32.0985899, 28.3085111 -32.0983472)",,
107024800,False,,residential,True,66.416,"LINESTRING (28.2999712 -32.1015964, 28.3005841 -32.1013011)",,
107024823,False,,residential,True,192.419,"LINESTRING (28.3085111 -32.0983472, 28.3083239 -32.098201, 28.3070092 -32.0971743)",,
107024825,False,,residential,False,122.108,"LINESTRING (28.3085111 -32.0983472, 28.30824 -32.0985899, 28.3078856 -32.0989072, 28.3076202 -32.0991449)",,
1216008089,False,,residential,True,290.492,"LINESTRING (28.3085111 -32.0983472, 28.3087796 -32.0980791, 28.3090156 -32.0978337, 28.3091256 -32.097644, 28.3091497 -32.0974759, 28.3091336 -32.0973759, 28.3091015 -32.0973225, 28.3090009 -32.0972282, 28.3084926 -32.0968658, 28.3079953 -32.0964823, 28.30787 -32.0963862)",,
107024805,False,,residential,False,161.645,"LINESTRING (28.3057557 -32.0947173, 28.3070201 -32.0957001)",,
107024805,False,,residential,True,194.419,"LINESTRING (28.3057557 -32.0947173, 28.30425 -32.0935215)",,
107024813,False,,residential,False,118.634,"LINESTRING (28.3057557 -32.0947173, 28.3065815 -32.0939118)",,
107024813,False,,residential,True,119.657,"LINESTRING (28.3057557 -32.0947173, 28.304868 -32.095487)",,
95998137,False,,residential,False,130.979,"LINESTRING (28.30529 -32.0972998, 28.3043467 -32.0981652)",,
95998137,False,,residential,True,119.626,"LINESTRING (28.30529 -32.0972998, 28.306151 -32.096509)",,
107024820,False,,residential,False,114.311,"LINESTRING (28.30529 -32.0972998, 28.3061752 -32.098003)",,
107024820,False,,residential,True,166.104,"LINESTRING (28.30529 -32.0972998, 28.3048238 -32.0969446, 28.3039789 -32.0963009)",,
107024809,False,,residential,False,99.743,"LINESTRING (28.3006861 -32.0968049, 28.2999164 -32.0961889)",,
107024809,False,,residential,True,190.786,"LINESTRING (28.3006861 -32.0968049, 28.3021741 -32.0979689)",,
107024829,False,,residential,False,126.981,"LINESTRING (28.3006861 -32.0968049, 28.3016261 -32.0959864)",,
107024829,False,,residential,True,118.27,"LINESTRING (28.3006861 -32.0968049, 28.2998238 -32.097578)",,
107024829,False,,residential,True,114.23,"LINESTRING (28.30505 -32.0927495, 28.30425 -32.0935215)",,
"[107024805, 107024831]",False,,residential,"[False, True]",305.841,"LINESTRING (28.30505 -32.0927495, 28.3044773 -32.0922632, 28.3043915 -32.0922167, 28.3043151 -32.0922019, 28.3042386 -32.0922144, 28.3041474 -32.0922837, 28.3035305 -32.0927984, 28.3035023 -32.0928665, 28.303501 -32.0929302, 28.3035386 -32.0929915, 28.30425 -32.0935215)",,
107024831,False,,residential,False,193.728,"LINESTRING (28.30505 -32.0927495, 28.30608 -32.0935108, 28.3065815 -32.0939118)",,
107024820,False,,residential,True,184.691,"LINESTRING (28.3090642 -32.1002685, 28.3076202 -32.0991449)",,
510131381,False,,tertiary,False,130.804,"LINESTRING (28.3090642 -32.1002685, 28.3080997 -32.1011148)",,
510131381,False,,tertiary,True,11.522,"LINESTRING (28.3090642 -32.1002685, 28.3091524 -32.1001967)",,
107024813,False,,residential,False,123.309,"LINESTRING (28.3039789 -32.0963009, 28.304868 -32.095487)",,
107024813,False,,residential,True,126.892,"LINESTRING (28.3039789 -32.0963009, 28.303749 -32.0965101, 28.3030611 -32.0971362)",,
107024820,False,,residential,False,166.104,"LINESTRING (28.3039789 -32.0963009, 28.3048238 -32.0969446, 28.30529 -32.0972998)",,
107024820,False,,residential,True,188.713,"LINESTRING (28.3039789 -32.0963009, 28.3032807 -32.0957413, 28.3025237 -32.0951345)",,
107024817,False,,residential,False,78.859,"LINESTRING (28.2991156 -32.0984745, 28.2990915 -32.0991834)",,
95998153,False,R408,secondary,False,73.125,"LINESTRING (28.2991156 -32.0984745, 28.2992926 -32.0985324, 28.2994482 -32.0985847, 28.2996279 -32.0986233, 28.2998612 -32.0986358)",,
107024805,False,,residential,True,110.589,"LINESTRING (28.30787 -32.0963862, 28.3070201 -32.0957001)",,
533446976,False,N2,trunk,True,119.392,"LINESTRING (28.30787 -32.0963862, 28.3070092 -32.0971743)",,
1216008088,False,N2,trunk,False,240.99099999999996,"LINESTRING (28.30787 -32.0963862, 28.3082995 -32.0959932, 28.3083767 -32.0959222, 28.308502 -32.0958069, 28.3086415 -32.0956092, 28.3086911 -32.0954695, 28.3087045 -32.0952956, 28.3086844 -32.0950877, 28.3086254 -32.0948991, 28.3084872 -32.0944913)",,
1216008089,False,,residential,False,290.4920000000001,"LINESTRING (28.30787 -32.0963862, 28.3079953 -32.0964823, 28.3084926 -32.0968658, 28.3090009 -32.0972282, 28.3091015 -32.0973225, 28.3091336 -32.0973759, 28.3091497 -32.0974759, 28.3091256 -32.097644, 28.3090156 -32.0978337, 28.3087796 -32.0980791, 28.3085111 -32.0983472)",,
107024811,False,,residential,True,124.932,"LINESTRING (28.3017311 -32.0945252, 28.3007786 -32.095307)",,
107024820,False,,residential,False,100.821,"LINESTRING (28.3017311 -32.0945252, 28.3025237 -32.0951345)",,
107024820,False,,residential,True,83.445,"LINESTRING (28.3017311 -32.0945252, 28.3011054 -32.093994)",,
107024805,False,,residential,False,194.419,"LINESTRING (28.30425 -32.0935215, 28.3057557 -32.0947173)",,
107024829,False,,residential,False,114.23,"LINESTRING (28.30425 -32.0935215, 28.30505 -32.0927495)",,
"[107024805, 107024831]",False,,residential,"[False, True]",305.841,"LINESTRING (28.30425 -32.0935215, 28.3035386 -32.0929915, 28.303501 -32.0929302, 28.3035023 -32.0928665, 28.3035305 -32.0927984, 28.3041474 -32.0922837, 28.3042386 -32.0922144, 28.3043151 -32.0922019, 28.3043915 -32.0922167, 28.3044773 -32.0922632, 28.30505 -32.0927495)",,
107024829,False,,residential,True,119.899,"LINESTRING (28.30425 -32.0935215, 28.3033944 -32.0943198)",,
533446976,False,N2,trunk,True,62.158,"LINESTRING (28.302349 -32.1006456, 28.3018045 -32.1009614)",,
107024808,False,,residential,True,244.34699999999998,"LINESTRING (28.302349 -32.1006456, 28.3021894 -32.1003627, 28.3020607 -32.1000968, 28.3019748 -32.0998969, 28.3019158 -32.0996788, 28.3018729 -32.0993107, 28.301838 -32.0985211)",,
533446976,False,N2,trunk,False,126.00099999999999,"LINESTRING (28.302349 -32.1006456, 28.3028853 -32.1003381, 28.3033912 -32.1000481, 28.3034568 -32.1000105)",,
95998137,False,,residential,False,119.626,"LINESTRING (28.306151 -32.096509, 28.30529 -32.0972998)",,
95998137,False,,residential,True,121.626,"LINESTRING (28.306151 -32.096509, 28.3070201 -32.0957001)",,
107024823,False,,residential,True,165.895,"LINESTRING (28.306151 -32.096509, 28.304868 -32.095487)",,
107024823,False,,residential,False,109.582,"LINESTRING (28.306151 -32.096509, 28.3066145 -32.0968683, 28.3070092 -32.0971743)",,
107024829,False,,residential,False,126.975,"LINESTRING (28.3016261 -32.0959864, 28.3025237 -32.0951345)",,
107024829,False,,residential,True,126.981,"LINESTRING (28.3016261 -32.0959864, 28.3006861 -32.0968049)",,
95998125,False,,residential,False,186.062,"LINESTRING (28.3016261 -32.0959864, 28.3023664 -32.096584, 28.3030611 -32.0971362)",,
95998125,False,,residential,True,109.912,"LINESTRING (28.3016261 -32.0959864, 28.3010021 -32.0954862, 28.3007786 -32.095307)",,
107024823,False,,residential,False,190.037,"LINESTRING (28.3033944 -32.0943198, 28.304868 -32.095487)",,
107024829,False,,residential,False,119.899,"LINESTRING (28.3033944 -32.0943198, 28.30425 -32.0935215)",,
107024829,False,,residential,True,122.205,"LINESTRING (28.3033944 -32.0943198, 28.3025237 -32.0951345)",,
"[217161669, 107024823]",False,,residential,True,301.467,"LINESTRING (28.3033944 -32.0943198, 28.3022243 -32.0933869, 28.302113 -32.0932983, 28.3020405 -32.0932608, 28.3019373 -32.0932313, 28.3018917 -32.0932335, 28.3018501 -32.093246, 28.3017898 -32.0932847, 28.3011054 -32.093994)",,
107024820,False,,residential,False,83.445,"LINESTRING (28.3011054 -32.093994, 28.3017311 -32.0945252)",,
"[217161669, 107024823]",False,,residential,False,301.467,"LINESTRING (28.3011054 -32.093994, 28.3017898 -32.0932847, 28.3018501 -32.093246, 28.3018917 -32.0932335, 28.3019373 -32.0932313, 28.3020405 -32.0932608, 28.302113 -32.0932983, 28.3022243 -32.0933869, 28.3033944 -32.0943198)",,
809425918,False,,residential,False,101.331,"LINESTRING (28.3011054 -32.093994, 28.3007981 -32.093723, 28.3003601 -32.0933369)",,
95998137,False,,residential,False,121.626,"LINESTRING (28.3070201 -32.0957001, 28.306151 -32.096509)",,
95998137,False,,residential,True,119.21,"LINESTRING (28.3070201 -32.0957001, 28.3078756 -32.0949101)",,
107024805,False,,residential,False,110.589,"LINESTRING (28.3070201 -32.0957001, 28.30787 -32.0963862)",,
107024805,False,,residential,True,161.645,"LINESTRING (28.3070201 -32.0957001, 28.3057557 -32.0947173)",,
533446976,False,N2,trunk,True,77.143,"LINESTRING (28.304138 -32.0996254, 28.3034568 -32.1000105)",,
107024838,False,,residential,True,148.132,"LINESTRING (28.304138 -32.0996254, 28.3038727 -32.0992603, 28.3034124 -32.098627, 28.303324 -32.0984859)",,
533446976,False,N2,trunk,False,136.082,"LINESTRING (28.304138 -32.0996254, 28.3050151 -32.0991221, 28.3051667 -32.0990357, 28.3053108 -32.0989151)",,
95998153,False,R408,secondary,False,47.769,"LINESTRING (28.302817 -32.0984949, 28.303324 -32.0984859)",,
95998153,False,R408,secondary,True,92.265,"LINESTRING (28.302817 -32.0984949, 28.301838 -32.0985211)",,
107024809,False,,residential,False,84.19900000000001,"LINESTRING (28.302817 -32.0984949, 28.3026713 -32.0983811, 28.3021741 -32.0979689)",,
107024809,False,,residential,True,99.743,"LINESTRING (28.2999164 -32.0961889, 28.3006861 -32.0968049)",,
107024811,False,,residential,False,58.594,"LINESTRING (28.2999164 -32.0961889, 28.3002976 -32.0957725)",,
95998153,False,R408,secondary,True,47.769,"LINESTRING (28.303324 -32.0984859, 28.302817 -32.0984949)",,
95998153,False,R408,secondary,False,107.83,"LINESTRING (28.303324 -32.0984859, 28.3037223 -32.0984734, 28.3039141 -32.0984518, 28.3040576 -32.098387, 28.3043467 -32.0981652)",,
107024838,False,,residential,False,148.132,"LINESTRING (28.303324 -32.0984859, 28.3034124 -32.098627, 28.3038727 -32.0992603, 28.304138 -32.0996254)",,
107024813,False,,residential,False,119.657,"LINESTRING (28.304868 -32.095487, 28.3057557 -32.0947173)",,
107024813,False,,residential,True,123.309,"LINESTRING (28.304868 -32.095487, 28.3039789 -32.0963009)",,
107024823,False,,residential,False,165.895,"LINESTRING (28.304868 -32.095487, 28.306151 -32.096509)",,
107024823,False,,residential,True,190.037,"LINESTRING (28.304868 -32.095487, 28.3033944 -32.0943198)",,
107024801,False,,residential,False,232.511,"LINESTRING (28.3059164 -32.0993721, 28.3038938 -32.1005707)",,
809089229,False,R408,secondary,False,76.397,"LINESTRING (28.3059164 -32.0993721, 28.3053108 -32.0989151)",,
809089229,False,R408,secondary,True,282.592,"LINESTRING (28.3059164 -32.0993721, 28.30643 -32.099781, 28.3070807 -32.1002851, 28.3071533 -32.1003437, 28.3074345 -32.100566, 28.3076288 -32.1007263, 28.3080997 -32.1011148)",,
95998125,False,,residential,False,166.605,"LINESTRING (28.3030611 -32.0971362, 28.3043467 -32.0981652)",,
107024813,False,,residential,True,124.718,"LINESTRING (28.3030611 -32.0971362, 28.3021741 -32.0979689)",,
95998125,False,,residential,True,186.062,"LINESTRING (28.3030611 -32.0971362, 28.3023664 -32.096584, 28.3016261 -32.0959864)",,
107024813,False,,residential,False,126.892,"LINESTRING (28.3030611 -32.0971362, 28.303749 -32.0965101, 28.3039789 -32.0963009)",,
107024820,False,,residential,False,186.144,"LINESTRING (28.3061752 -32.098003, 28.3076202 -32.0991449)",,
107024820,False,,residential,True,114.311,"LINESTRING (28.3061752 -32.098003, 28.30529 -32.0972998)",,
533446976,False,N2,trunk,False,121.091,"LINESTRING (28.3061752 -32.098003, 28.3070092 -32.0971743)",,
533446976,False,N2,trunk,True,130.081,"LINESTRING (28.3061752 -32.098003, 28.3059726 -32.0982302, 28.3053108 -32.0989151)",,
533446976,False,N2,trunk,False,119.392,"LINESTRING (28.3070092 -32.0971743, 28.30787 -32.0963862)",,
533446976,False,N2,trunk,True,121.091,"LINESTRING (28.3070092 -32.0971743, 28.3061752 -32.098003)",,
107024823,False,,residential,False,192.419,"LINESTRING (28.3070092 -32.0971743, 28.3083239 -32.098201, 28.3085111 -32.0983472)",,
107024823,False,,residential,True,109.582,"LINESTRING (28.3070092 -32.0971743, 28.3066145 -32.0968683, 28.306151 -32.096509)",,
107024809,False,,residential,False,190.786,"LINESTRING (28.3021741 -32.0979689, 28.3006861 -32.0968049)",,
107024813,False,,residential,False,124.718,"LINESTRING (28.3021741 -32.0979689, 28.3030611 -32.0971362)",,
107024809,False,,residential,True,84.19900000000001,"LINESTRING (28.3021741 -32.0979689, 28.3026713 -32.0983811, 28.302817 -32.0984949)",,
107024813,False,,residential,True,118.634,"LINESTRING (28.3065815 -32.0939118, 28.3057557 -32.0947173)",,
107024831,False,,residential,False,164.874,"LINESTRING (28.3065815 -32.0939118, 28.3078756 -32.0949101)",,
107024831,False,,residential,True,193.728,"LINESTRING (28.3065815 -32.0939118, 28.30608 -32.0935108, 28.30505 -32.0927495)",,
107024800,False,,residential,False,66.416,"LINESTRING (28.3005841 -32.1013011, 28.2999712 -32.1015964)",,
928041943,False,,residential,True,260.52,"LINESTRING (28.3005841 -32.1013011, 28.3004111 -32.1011, 28.3002153 -32.1008478, 28.2990589 -32.099347)",,Selbourne Street
107024817,False,,residential,True,18.449,"LINESTRING (28.2990589 -32.099347, 28.2990915 -32.0991834)",,
928041943,False,,residential,False,260.52,"LINESTRING (28.2990589 -32.099347, 28.3002153 -32.1008478, 28.3004111 -32.1011, 28.3005841 -32.1013011)",,Selbourne Street
217161686,False,,residential,True,74.664,"LINESTRING (28.3034568 -32.1000105, 28.3038938 -32.1005707)",,
533446976,False,N2,trunk,False,77.143,"LINESTRING (28.3034568 -32.1000105, 28.304138 -32.0996254)",,
533446976,False,N2,trunk,True,126.001,"LINESTRING (28.3034568 -32.1000105, 28.3033912 -32.1000481, 28.3028853 -32.1003381, 28.302349 -32.1006456)",,
107024811,False,,residential,False,68.791,"LINESTRING (28.3002976 -32.0957725, 28.3007786 -32.095307)",,
107024811,False,,residential,True,58.594,"LINESTRING (28.3002976 -32.0957725, 28.2999164 -32.0961889)",,
95998153,False,R408,secondary,False,77.334,"LINESTRING (28.3010186 -32.0985642, 28.301838 -32.0985211)",,
217161671,False,,residential,True,157.138,"LINESTRING (28.3010186 -32.0985642, 28.2998238 -32.097578)",,
95998153,False,R408,secondary,True,90.253,"LINESTRING (28.3010186 -32.0985642, 28.3004835 -32.0985836, 28.3000624 -32.0986131)",,
107024801,False,,residential,True,232.511,"LINESTRING (28.3038938 -32.1005707, 28.3059164 -32.0993721)",,
217161686,False,,residential,False,74.664,"LINESTRING (28.3038938 -32.1005707, 28.3034568 -32.1000105)",,
217161686,False,,residential,True,74.783,"LINESTRING (28.3038938 -32.1005707, 28.3042949 -32.1011511)",,
107024801,False,,residential,False,254.33100000000002,"LINESTRING (28.3038938 -32.1005707, 28.3021739 -32.1014539, 28.3018045 -32.1009614)",,
107024829,False,,residential,False,118.27,"LINESTRING (28.2998238 -32.097578, 28.3006861 -32.0968049)",,
107024829,False,,residential,True,52.472,"LINESTRING (28.2998238 -32.097578, 28.2994568 -32.097933)",,
217161671,False,,residential,False,157.138,"LINESTRING (28.2998238 -32.097578, 28.3010186 -32.0985642)",,
217161671,False,,residential,True,70.344,"LINESTRING (28.2998238 -32.097578, 28.2992551 -32.097168)",,
95998153,False,R408,secondary,False,10.817,"LINESTRING (28.2998612 -32.0986358, 28.2999741 -32.098618)",,
809425903,False,,residential,True,94.68,"LINESTRING (28.2998612 -32.0986358, 28.2990915 -32.0991834)",,
95998153,False,R408,secondary,True,73.125,"LINESTRING (28.2998612 -32.0986358, 28.2996279 -32.0986233, 28.2994482 -32.0985847, 28.2992926 -32.0985324, 28.2991156 -32.0984745)",,
217161671,False,,residential,False,70.344,"LINESTRING (28.2992551 -32.097168, 28.2998238 -32.097578)",,
95998153,False,R408,secondary,False,8.335,"LINESTRING (28.2999741 -32.098618, 28.3000624 -32.0986131)",,
95998153,False,R408,secondary,True,10.817,"LINESTRING (28.2999741 -32.098618, 28.2998612 -32.0986358)",,
809111240,False,,residential,True,90.422,"LINESTRING (28.2999741 -32.098618, 28.2994568 -32.097933)",,
107024829,False,,residential,False,52.472,"LINESTRING (28.2994568 -32.097933, 28.2998238 -32.097578)",,
809111240,False,,residential,False,90.422,"LINESTRING (28.2994568 -32.097933, 28.2999741 -32.098618)",,
217161686,False,,residential,False,74.783,"LINESTRING (28.3042949 -32.1011511, 28.3038938 -32.1005707)",,
107024817,False,,residential,False,18.449,"LINESTRING (28.2990915 -32.0991834, 28.2990589 -32.099347)",,
107024817,False,,residential,True,78.859,"LINESTRING (28.2990915 -32.0991834, 28.2991156 -32.0984745)",,
809425903,False,,residential,False,94.68,"LINESTRING (28.2990915 -32.0991834, 28.2998612 -32.0986358)",,
809425918,False,,residential,True,101.331,"LINESTRING (28.3003601 -32.0933369, 28.3007981 -32.093723, 28.3011054 -32.093994)",,
809429162,False,,residential,False,51.391999999999996,"LINESTRING (28.3085865 -32.0934187, 28.3085208 -32.0932563, 28.3085006 -32.0931404, 28.3085074 -32.093062, 28.3085275 -32.0929688)",,
809429162,False,,residential,True,66.16499999999999,"LINESTRING (28.3092141 -32.0930256, 28.3091444 -32.0929927, 28.3090693 -32.0929745, 28.3089499 -32.0929563, 28.3087769 -32.0929529, 28.3085275 -32.0929688)",,
809429163,False,,residential,True,15.789,"LINESTRING (28.3085275 -32.0929688, 28.3083636 -32.0929985)",,
809429162,False,,residential,False,66.16499999999999,"LINESTRING (28.3085275 -32.0929688, 28.3087769 -32.0929529, 28.3089499 -32.0929563, 28.3090693 -32.0929745, 28.3091444 -32.0929927, 28.3092141 -32.0930256)",,
809429162,False,,residential,True,51.391999999999996,"LINESTRING (28.3085275 -32.0929688, 28.3085074 -32.093062, 28.3085006 -32.0931404, 28.3085208 -32.0932563, 28.3085865 -32.0934187)",,
809429163,False,,residential,False,15.789,"LINESTRING (28.3083636 -32.0929985, 28.3085275 -32.0929688)",,
"[227976336, 227976329, 1216008090]",False,N2,trunk,True,166.576,"LINESTRING (28.3083636 -32.0929985, 28.3083948 -32.0937496, 28.3084108 -32.0940243, 28.3084872 -32.0944913)",yes,
510131381,False,,tertiary,False,11.522,"LINESTRING (28.3091524 -32.1001967, 28.3090642 -32.1002685)",,
