osmid,oneway,ref,highway,reversed,length,geometry,junction
438894424,True,R40,primary,False,258.795,"LINESTRING (31.0696983 -24.8320893, 31.069861 -24.8323583, 31.0700145 -24.8326589, 31.0701163 -24.8328613, 31.0706583 -24.8339387, 31.0707119 -24.8340531, 31.0708032 -24.8341877)",
760490234,False,R40,primary,True,308.78499999999997,"LINESTRING (31.0696983 -24.8320893, 31.0696565 -24.8319822, 31.0696189 -24.8317692, 31.0696149 -24.8315507, 31.0696457 -24.8313523, 31.0696833 -24.8312282, 31.069749 -24.8310943, 31.0698724 -24.8309129, 31.0700132 -24.8307608, 31.0701547 -24.8306397, 31.0703035 -24.8305588, 31.0705128 -24.830487, 31.0707079 -24.8304364, 31.0708695 -24.8304224, 31.0710452 -24.8304164, 31.0712416 -24.8304255, 31.071386 -24.8304583)",
438894426,True,R533,secondary,False,362.573,"LINESTRING (31.0678086 -24.8362365, 31.068141 -24.8358398, 31.0684213 -24.8355744, 31.0686868 -24.8353201, 31.0688384 -24.8352093, 31.0689564 -24.8351326, 31.069006 -24.8350949, 31.0691737 -24.8349975, 31.0694647 -24.8348576, 31.0698523 -24.8346653, 31.0703485 -24.8344316, 31.0704759 -24.8343738, 31.0705302 -24.8343415, 31.0706294 -24.834295)",
760544076,False,R533,secondary,False,226.64899999999997,"LINESTRING (31.0678086 -24.8362365, 31.0673377 -24.8367319, 31.0671419 -24.8369838, 31.0670011 -24.8372248, 31.0668415 -24.8375631, 31.0666961 -24.8379776)",
762255894,False,,residential,True,68.759,"LINESTRING (31.0706837 -24.8333216, 31.0708058 -24.8332693, 31.0710981 -24.8331987, 31.0713409 -24.833178)",
762243839,False,,residential,False,94.18099999999998,"LINESTRING (31.0719028 -24.8331658, 31.0719202 -24.8328335, 31.0719404 -24.8326279, 31.0719658 -24.8324922, 31.0719739 -24.8323747, 31.0719685 -24.8323224)",
762255894,False,,residential,False,56.722,"LINESTRING (31.0719028 -24.8331658, 31.0716279 -24.8331695, 31.0713409 -24.833178)",
438894420,True,R40,primary,False,2.023,"LINESTRING (31.0707199 -24.8344341, 31.0707026 -24.8344249)",roundabout
438894420,True,R40,primary,False,4.837,"LINESTRING (31.0706294 -24.834295, 31.0706441 -24.8342536)",roundabout
438894420,True,R40,primary,False,12.479,"LINESTRING (31.0708032 -24.8341877, 31.0708456 -24.8342038, 31.07088 -24.8342313, 31.070896 -24.8342563)",roundabout
438894420,True,R40,primary,False,18.922,"LINESTRING (31.0706441 -24.8342536, 31.070673 -24.834219, 31.070713 -24.8341951, 31.0707574 -24.8341847, 31.0708032 -24.8341877)",roundabout
438894423,True,R40,primary,False,259.52099999999996,"LINESTRING (31.0706441 -24.8342536, 31.0706093 -24.8341018, 31.070561 -24.8339648, 31.0701862 -24.8331555, 31.0700574 -24.8328835, 31.0699227 -24.8326413, 31.0697946 -24.8323857, 31.0696983 -24.8320893)",
438894420,True,R40,primary,False,21.518,"LINESTRING (31.070898 -24.834366, 31.070887 -24.834387, 31.0708551 -24.8344169, 31.0708143 -24.8344361, 31.0707669 -24.8344424, 31.0707199 -24.8344341)",roundabout
438894420,True,R40,primary,False,12.723,"LINESTRING (31.070896 -24.8342563, 31.0709031 -24.8342673, 31.0709123 -24.8343081, 31.0709068 -24.8343494, 31.070898 -24.834366)",roundabout
