osmid,lanes,name,highway,oneway,reversed,length,geometry,ref
127122870,2,5th Avenue,tertiary,False,True,195.411,"LINESTRING (28.6873507 -26.1440399, 28.6871783 -26.1443735, 28.6865339 -26.145637)",
602145831,2,Uganda Drive,unclassified,False,False,158.2,"LINESTRING (28.6873507 -26.1440399, 28.6875518 -26.1436446, 28.6876678 -26.1434321, 28.687706 -26.1433809, 28.6877764 -26.1433153, 28.6878508 -26.1432575, 28.6879373 -26.1432154, 28.6880621 -26.1431817, 28.6883886 -26.1430968)",
127122867,2,Ouartzite Street,residential,False,False,364.928,"LINESTRING (28.6818534 -26.1441556, 28.6820734 -26.1440713, 28.6822718 -26.1440087, 28.6824328 -26.1439955, 28.6825736 -26.1439955, 28.6827949 -26.1440304, 28.6829531 -26.1440497, 28.6830604 -26.1440966, 28.6831851 -26.1441725, 28.6833461 -26.1443085, 28.6839817 -26.1448551, 28.6843666 -26.1451458, 28.6844196 -26.1451753, 28.6844867 -26.1452, 28.6845886 -26.145206, 28.6847194 -26.1452054, 28.6848441 -26.1451946, 28.6849923 -26.1451633)",
127122867,2,Ouartzite Street,residential,False,True,90.935,"LINESTRING (28.6818534 -26.1441556, 28.6816616 -26.1442592, 28.6815543 -26.144347, 28.681372 -26.1445072, 28.6811674 -26.1446877)",
127122899,2,Dolomite Street,residential,False,True,434.602,"LINESTRING (28.6818534 -26.1441556, 28.6825441 -26.1447323, 28.6831905 -26.1452536, 28.6838785 -26.1458338, 28.6839838 -26.1459067, 28.6840803 -26.145956, 28.6841883 -26.1459723, 28.6842822 -26.1459639, 28.6843975 -26.145938, 28.6846838 -26.1458447, 28.6850902 -26.1457159, 28.6853577 -26.1456033)",
602108687,2,Silica Street,residential,False,True,127.96100000000001,"LINESTRING (28.6845839 -26.1442122, 28.6849286 -26.1445397, 28.6850493 -26.1446492, 28.6850828 -26.1446901, 28.6851069 -26.1447443, 28.6851123 -26.1447949, 28.6850975 -26.1449105, 28.6849923 -26.1451633)",
127122899,2,Dolomite Street,residential,False,False,116.376,"LINESTRING (28.686206 -26.1442423, 28.6862053 -26.1443651, 28.6861999 -26.144412, 28.6861745 -26.1445108, 28.6859056 -26.1452475)",
602108678,2,6th Street,residential,False,True,53.244,"LINESTRING (28.6807701 -26.1443682, 28.6811674 -26.1446877)",
127122889,2,Bredenkamp Avenue,residential,False,False,201.48600000000002,"LINESTRING (28.6807701 -26.1443682, 28.6800697 -26.1449911, 28.6799833 -26.1450754, 28.6799343 -26.145144, 28.6799034 -26.1452187, 28.6798498 -26.1453587, 28.6796996 -26.1458435)",
602108678,2,6th Street,residential,False,False,53.244,"LINESTRING (28.6811674 -26.1446877, 28.6807701 -26.1443682)",
