osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction
55925578,2,R338,Hope Street,secondary,False,False,50.533,"LINESTRING (24.0608673 -32.4768201, 24.061169 -32.4771966)",
55925578,2,R338,Hope Street,secondary,False,True,56.955,"LINESTRING (24.0608673 -32.4768201, 24.0605213 -32.4763992)",
66723797,,,Voortrekker Street,tertiary,True,False,89.28800000000001,"LINESTRING (24.0608673 -32.4768201, 24.0611926 -32.4766216, 24.061369 -32.4765206, 24.0614336 -32.4764959, 24.0615231 -32.4764886, 24.0616716 -32.4765688)",
66134442,,,Voortrekker Street,tertiary,True,False,26.649,"LINESTRING (24.0629509 -32.4759789, 24.0627781 -32.4760188, 24.0626758 -32.4760385)",
66134463,,,Victoria Street,tertiary,True,False,39.812000000000005,"LINESTRING (24.0629509 -32.4759789, 24.0628497 -32.4759008, 24.0628219 -32.4758674, 24.0627676 -32.4757826, 24.0627369 -32.4756807)",roundabout
66149175,,,Church Street,residential,False,False,17.451,"LINESTRING (24.0636635 -32.4759953, 24.0637654 -32.4761266)",
66134463,,,Victoria Street,tertiary,True,False,69.434,"LINESTRING (24.0636635 -32.4759953, 24.0635173 -32.4760496, 24.0633777 -32.4760639, 24.0632223 -32.4760451, 24.0630932 -32.4760194, 24.0629509 -32.4759789)",roundabout
66134442,,,Voortrekker Street,tertiary,True,False,20.476,"LINESTRING (24.0626758 -32.4760385, 24.0624645 -32.4760847)",
66723789,,,Meintjies Street,residential,False,True,68.669,"LINESTRING (24.0626758 -32.4760385, 24.0631056 -32.4765384)",
66134461,,,Van Riebeeck Street,residential,False,False,108.505,"LINESTRING (24.0612119 -32.475984, 24.0621427 -32.4754047)",
66134461,,,Van Riebeeck Street,residential,False,True,79.55,"LINESTRING (24.0612119 -32.475984, 24.0605213 -32.4763992)",
1154908099,,,Porter Street,residential,False,False,78.026,"LINESTRING (24.0612119 -32.475984, 24.0616716 -32.4765688)",
1154908099,,,Porter Street,residential,False,True,75.664,"LINESTRING (24.0612119 -32.475984, 24.0607236 -32.4754424)",
46787371,,,Porter Street,residential,False,False,76.328,"LINESTRING (24.0621802 -32.4771108, 24.0626469 -32.4776731)",
46787371,,,Porter Street,residential,False,True,76.866,"LINESTRING (24.0621802 -32.4771108, 24.0616716 -32.4765688)",
66149168,,,Gray Street,residential,False,False,107.641,"LINESTRING (24.0621802 -32.4771108, 24.0631056 -32.4765384)",
66149168,,,Gray Street,residential,False,True,79.663,"LINESTRING (24.0621802 -32.4771108, 24.0614989 -32.4775385)",
46787369,,,Stockenstroom Street,residential,False,False,76.552,"LINESTRING (24.0655531 -32.4741794, 24.0660332 -32.4747361)",
46787369,,,Stockenstroom Street,residential,False,True,77.922,"LINESTRING (24.0655531 -32.4741794, 24.0650609 -32.4736149)",
527747039,,,Andries Pretorius Street,tertiary,False,False,76.325,"LINESTRING (24.0655531 -32.4741794, 24.0648897 -32.4745768)",
527747039,,,Andries Pretorius Street,tertiary,False,True,97.404,"LINESTRING (24.0655531 -32.4741794, 24.0663913 -32.4736624)",
46787369,,,Stockenstroom Street,residential,False,True,134.476,"LINESTRING (24.0698578 -32.4791465, 24.0689997 -32.4781777)",
66134454,,,Meyer,residential,False,True,77.157,"LINESTRING (24.0698578 -32.4791465, 24.0698092 -32.4791727, 24.0691871 -32.4795481)",
66134463,,,Victoria Street,tertiary,True,False,62.614999999999995,"LINESTRING (24.0638709 -32.4754738, 24.0638512 -32.4756265, 24.0638311 -32.4757362, 24.0637781 -32.4758572, 24.0637111 -32.4759526, 24.0636635 -32.4759953)",roundabout
66723798,,,Rabie Street,residential,False,True,70.524,"LINESTRING (24.0603405 -32.4774463, 24.0608123 -32.4779401)",
66723797,,,Voortrekker Street,tertiary,True,False,87.13499999999999,"LINESTRING (24.0603405 -32.4774463, 24.0604752 -32.4771801, 24.0605451 -32.4770894, 24.0606146 -32.4770037, 24.0606654 -32.4769548, 24.0608673 -32.4768201)",
66158412,,,Murray Street,residential,False,False,16.803,"LINESTRING (24.062905 -32.4751369, 24.0627931 -32.4750189)",
66134463,,,Victoria Street,tertiary,True,False,65.41,"LINESTRING (24.062905 -32.4751369, 24.0630233 -32.4750864, 24.0631613 -32.4750724, 24.0633428 -32.4750853, 24.0635828 -32.4751203)",roundabout
66134463,,,Victoria Street,tertiary,True,False,63.998999999999995,"LINESTRING (24.0627369 -32.4756807, 24.0627502 -32.4754437, 24.0627881 -32.4753153, 24.0628253 -32.4752282, 24.062905 -32.4751369)",roundabout
66134449,,,Voortrekker Street,tertiary,True,False,22.716,"LINESTRING (24.0624645 -32.4760847, 24.062597 -32.4759137)",
66149163,,,Voortrekker Street,tertiary,False,False,91.814,"LINESTRING (24.0624645 -32.4760847, 24.0616716 -32.4765688)",
66723795,,,Meintjies Street,residential,False,False,70.849,"LINESTRING (24.062597 -32.4759137, 24.0621427 -32.4754047)",
66134449,,,Voortrekker Street,tertiary,True,False,29.067,"LINESTRING (24.062597 -32.4759137, 24.0626853 -32.4757785, 24.0627369 -32.4756807)",
55925578,2,R338,Hope Street,secondary,False,False,49.02,"LINESTRING (24.061169 -32.4771966, 24.0614989 -32.4775385)",
55925578,2,R338,Hope Street,secondary,False,True,50.533,"LINESTRING (24.061169 -32.4771966, 24.0608673 -32.4768201)",
216986175,,,Voortrekker Street,tertiary,True,False,83.53,"LINESTRING (24.061169 -32.4771966, 24.0610167 -32.4772796, 24.0608569 -32.4773478, 24.0606931 -32.4773895, 24.0603405 -32.4774463)",
169617240,,,Auret Street,residential,False,False,76.116,"LINESTRING (24.0687235 -32.4722323, 24.0689595 -32.4725038, 24.0692103 -32.4727799)",
527747039,,,Andries Pretorius Street,tertiary,False,False,182.742,"LINESTRING (24.0687235 -32.4722323, 24.0683815 -32.4724518, 24.0683302 -32.4724826, 24.067145 -32.4731951)",
55925578,2,R338,Hope Street,secondary,False,False,56.955,"LINESTRING (24.0605213 -32.4763992, 24.0608673 -32.4768201)",
66134461,,,Van Riebeeck Street,residential,False,False,79.55,"LINESTRING (24.0605213 -32.4763992, 24.0612119 -32.475984)",
66149168,,,Gray Street,residential,False,False,76.99,"LINESTRING (24.0631056 -32.4765384, 24.0637654 -32.4761266)",
66149168,,,Gray Street,residential,False,True,107.641,"LINESTRING (24.0631056 -32.4765384, 24.0621802 -32.4771108)",
66723789,,,Meintjies Street,residential,False,False,68.669,"LINESTRING (24.0631056 -32.4765384, 24.0626758 -32.4760385)",
66723789,,,Meintjies Street,residential,False,True,75.601,"LINESTRING (24.0631056 -32.4765384, 24.0635723 -32.4770927)",
66723788,,,Ziervogel Street,residential,False,False,71.537,"LINESTRING (24.063936 -32.4751072, 24.0634878 -32.4745867)",
66149172,,,Andries Pretorius Street,tertiary,True,False,33.837,"LINESTRING (24.063936 -32.4751072, 24.0640088 -32.4750783, 24.064104 -32.4750331, 24.0642474 -32.4749545)",
66149168,,,Gray Street,residential,False,False,78.688,"LINESTRING (24.0637654 -32.4761266, 24.0644427 -32.4757091)",
66149168,,,Gray Street,residential,False,True,76.99,"LINESTRING (24.0637654 -32.4761266, 24.0631056 -32.4765384)",
66149175,,,Church Street,residential,False,False,76.133,"LINESTRING (24.0637654 -32.4761266, 24.0642562 -32.4766719)",
66149175,,,Church Street,residential,False,True,17.451,"LINESTRING (24.0637654 -32.4761266, 24.0636635 -32.4759953)",
66134461,,,Van Riebeeck Street,residential,False,False,73.595,"LINESTRING (24.0644293 -32.4740075, 24.0650609 -32.4736149)",
66134461,,,Van Riebeeck Street,residential,False,True,109.308,"LINESTRING (24.0644293 -32.4740075, 24.0634878 -32.4745867)",
66158408,,,Brand Street,residential,False,False,76.633,"LINESTRING (24.0644293 -32.4740075, 24.0648897 -32.4745768)",
66158408,,,Brand Street,residential,False,True,76.175,"LINESTRING (24.0644293 -32.4740075, 24.0639505 -32.4734542)",
527747039,,,Andries Pretorius Street,tertiary,False,True,73.445,"LINESTRING (24.0642474 -32.4749545, 24.0648897 -32.4745768)",
