osmid,lanes,name,highway,oneway,reversed,length,geometry,ref
25849609,2,Victoria Avenue,residential,False,False,213.726,"LINESTRING (28.3089701 -26.1888892, 28.3070578 -26.1897551)",
25934656,,Turvey Street,residential,False,False,88.461,"LINESTRING (28.3089701 -26.1888892, 28.3093707 -26.1895989)",
25849664,2,Bright Street,residential,False,False,86.787,"LINESTRING (28.3038471 -26.197531, 28.303455 -26.1968343)",
25979033,,Princess Avenue,residential,False,False,142.019,"LINESTRING (28.3038471 -26.197531, 28.3048092 -26.1971045, 28.3049125 -26.1970596, 28.3049668 -26.1970397, 28.3050071 -26.1970277, 28.305052 -26.1970175, 28.3051392 -26.1970062)",
25849766,2,Princess Avenue,primary,True,False,100.77,"LINESTRING (28.3051392 -26.1970062, 28.3060323 -26.196583)",R29
25979033,,Princess Avenue,residential,False,True,142.019,"LINESTRING (28.3051392 -26.1970062, 28.305052 -26.1970175, 28.3050071 -26.1970277, 28.3049668 -26.1970397, 28.3049125 -26.1970596, 28.3048092 -26.1971045, 28.3038471 -26.197531)",
25934297,2,Russel Street,residential,False,False,82.861,"LINESTRING (28.306411 -26.1972462, 28.3060323 -26.196583)",
25934297,2,Russel Street,residential,False,True,33.721,"LINESTRING (28.306411 -26.1972462, 28.3065727 -26.1975125)",
25849799,2,Ampthill Avenue,primary,True,False,56.273,"LINESTRING (28.306411 -26.1972462, 28.3062355 -26.1972894, 28.3060826 -26.1973207, 28.3058587 -26.1973424)",R29
25934208,2,Newlands Avenue,residential,False,True,213.664,"LINESTRING (28.3066526 -26.1890395, 28.3047397 -26.1899031)",
25934650,,Park Street,residential,False,True,89.254,"LINESTRING (28.3066526 -26.1890395, 28.3070578 -26.1897551)",
25934340,2,Kemston Avenue,residential,False,False,214.506,"LINESTRING (28.3074521 -26.1904692, 28.3093707 -26.1895989)",
25934340,2,Kemston Avenue,residential,False,True,214.335,"LINESTRING (28.3074521 -26.1904692, 28.3055312 -26.191332)",
25934650,,Park Street,residential,False,False,88.617,"LINESTRING (28.3074521 -26.1904692, 28.3070578 -26.1897551)",
25934650,,Park Street,residential,False,True,87.593,"LINESTRING (28.3074521 -26.1904692, 28.3078433 -26.1911744)",
25934340,2,Kemston Avenue,residential,False,False,212.954,"LINESTRING (28.3093707 -26.1895989, 28.3112781 -26.1887397)",
25934340,2,Kemston Avenue,residential,False,True,214.506,"LINESTRING (28.3093707 -26.1895989, 28.3074521 -26.1904692)",
25934656,,Turvey Street,residential,False,False,87.92,"LINESTRING (28.3093707 -26.1895989, 28.3097612 -26.1903077)",
25934656,,Turvey Street,residential,False,True,88.461,"LINESTRING (28.3093707 -26.1895989, 28.3089701 -26.1888892)",
25934340,2,Kemston Avenue,residential,False,True,212.954,"LINESTRING (28.3112781 -26.1887397, 28.3093707 -26.1895989)",
25934662,,Kimbolton Street,residential,False,True,88.513,"LINESTRING (28.3112781 -26.1887397, 28.3116752 -26.1894515)",
25934650,,Park Street,residential,False,False,88.766,"LINESTRING (28.3082358 -26.1918908, 28.3078433 -26.1911744)",
25934650,,Park Street,residential,False,True,178.355,"LINESTRING (28.3082358 -26.1918908, 28.3090304 -26.1933276)",
656424881,,Howard Avenue,tertiary,True,False,83.584,"LINESTRING (28.3082358 -26.1918908, 28.3089851 -26.1915547)",
25934656,,Turvey Street,residential,False,True,89.418,"LINESTRING (28.3101549 -26.1910301, 28.3097612 -26.1903077)",
656424881,,Howard Avenue,tertiary,True,False,158.862,"LINESTRING (28.3101549 -26.1910301, 28.311576 -26.1903859)",
25934656,,Turvey Street,residential,False,False,175.756,"LINESTRING (28.3101549 -26.1910301, 28.3105435 -26.1917236, 28.3105574 -26.1917484, 28.3105743 -26.1917784, 28.3109463 -26.1924422)",
25934662,,Kimbolton Street,residential,False,False,88.274,"LINESTRING (28.3120685 -26.1901626, 28.3116752 -26.1894515)",
25934662,,Kimbolton Street,residential,False,True,143.401,"LINESTRING (28.3120685 -26.1901626, 28.3127174 -26.1913133)",
25934297,2,Russel Street,residential,False,False,88.227,"LINESTRING (28.3047977 -26.194322, 28.3044014 -26.1936127)",
25934297,2,Russel Street,residential,False,True,89.628,"LINESTRING (28.3047977 -26.194322, 28.3048464 -26.1944094, 28.3051898 -26.1950472)",
25934650,,Park Street,residential,False,False,178.355,"LINESTRING (28.3090304 -26.1933276, 28.3082358 -26.1918908)",
