osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction
167585148,Stoties g.,residential,50,False,False,140.553,"LINESTRING (25.7986504 55.9416336, 25.798638 55.9417527, 25.7986372 55.9418686, 25.7986339 55.9423637, 25.7986378 55.9427121, 25.7986409 55.9428974)",,
385387455,Dariaus ir Girėno g.,primary,50,False,False,107.87100000000001,"LINESTRING (25.7986504 55.9416336, 25.798984 55.9417993, 25.799448 55.9420299, 25.7999462 55.9422774)",122,
385387455,Dariaus ir Girėno g.,primary,50,False,True,228.08300000000003,"LINESTRING (25.7986504 55.9416336, 25.7985497 55.9415843, 25.7977637 55.9411467, 25.7974801 55.9410376, 25.7972477 55.9409793, 25.7964473 55.9407799, 25.7961069 55.9407086, 25.7959027 55.940662, 25.7956851 55.9406119, 25.7955647 55.94059)",122,
180720683,Ežero g.,residential,,False,False,124.34100000000001,"LINESTRING (25.7939581 55.9394677, 25.7946325 55.9396732, 25.795615 55.9399555, 25.7957259 55.9399873)",,
180720683,Ežero g.,residential,,False,True,124.34100000000001,"LINESTRING (25.7957259 55.9399873, 25.795615 55.9399555, 25.7946325 55.9396732, 25.7939581 55.9394677)",,
380041057,Vytauto g.,primary,40,False,False,57.13699999999999,"LINESTRING (25.7957259 55.9399873, 25.7955668 55.9402229, 25.7954768 55.9403674, 25.7954663 55.9403983, 25.7954497 55.9404752)",117,
210452273,Parko g.,residential,,False,False,3.641,"LINESTRING (25.7913006 55.9441248, 25.7912738 55.9441539)",,
219624476,A. Mickevičiaus g.,residential,50,False,False,101.141,"LINESTRING (25.7986409 55.9428974, 25.7970167 55.9428988)",,
167585148,Stoties g.,residential,50,False,True,140.553,"LINESTRING (25.7986409 55.9428974, 25.7986378 55.9427121, 25.7986339 55.9423637, 25.7986372 55.9418686, 25.798638 55.9417527, 25.7986504 55.9416336)",,
219624476,A. Mickevičiaus g.,residential,50,False,True,101.141,"LINESTRING (25.7970167 55.9428988, 25.7986409 55.9428974)",,
385387455,Dariaus ir Girėno g.,primary,50,False,True,107.87100000000001,"LINESTRING (25.7999462 55.9422774, 25.799448 55.9420299, 25.798984 55.9417993, 25.7986504 55.9416336)",122,
401160543,,residential,,False,True,107.733,"LINESTRING (25.7999462 55.9422774, 25.8001071 55.9421679, 25.8004374 55.941943, 25.8006277 55.9418134, 25.8010365 55.9415252)",,
230933955,Kranto skg.,residential,,False,False,96.456,"LINESTRING (25.793694 55.9404809, 25.7944351 55.940604, 25.7947883 55.940674, 25.7951665 55.940749)",,
219919435,J. Zaukos g.,primary,50,False,False,18.554000000000002,"LINESTRING (25.7951665 55.940749, 25.7952462 55.9406735, 25.7953396 55.9406141)",122,
219919435,J. Zaukos g.,primary,50,False,True,290.876,"LINESTRING (25.7951665 55.940749, 25.7948002 55.9413335, 25.7944565 55.9418786, 25.7943212 55.942102, 25.7941927 55.9423083, 25.7941423 55.9423892, 25.794111 55.9424399, 25.7940585 55.9425272, 25.7939993 55.9426185, 25.7939237 55.9427392, 25.7935876 55.9432105)",122,
230933955,Kranto skg.,residential,,False,True,96.456,"LINESTRING (25.7951665 55.940749, 25.7947883 55.940674, 25.7944351 55.940604, 25.793694 55.9404809)",,
380041060,,primary,,True,False,16.268,"LINESTRING (25.7955647 55.94059, 25.7955254 55.940614, 25.7954873 55.9406275, 25.7954436 55.9406337, 25.7953986 55.9406319, 25.7953569 55.9406224, 25.7953396 55.9406141)",,roundabout
385387455,Dariaus ir Girėno g.,primary,50,False,False,228.083,"LINESTRING (25.7955647 55.94059, 25.7956851 55.9406119, 25.7959027 55.940662, 25.7961069 55.9407086, 25.7964473 55.9407799, 25.7972477 55.9409793, 25.7974801 55.9410376, 25.7977637 55.9411467, 25.7985497 55.9415843, 25.7986504 55.9416336)",122,
380041057,Vytauto g.,primary,40,False,True,57.137,"LINESTRING (25.7954497 55.9404752, 25.7954663 55.9403983, 25.7954768 55.9403674, 25.7955668 55.9402229, 25.7957259 55.9399873)",117,
380041060,,primary,,True,False,16.717000000000002,"LINESTRING (25.7954497 55.9404752, 25.7954967 55.9404835, 25.7955359 55.9405003, 25.7955608 55.9405213, 25.7955727 55.9405457, 25.7955703 55.9405709, 25.7955647 55.94059)",,roundabout
219919435,J. Zaukos g.,primary,50,False,True,18.554000000000002,"LINESTRING (25.7953396 55.9406141, 25.7952462 55.9406735, 25.7951665 55.940749)",122,
380041060,,primary,,True,False,22.638,"LINESTRING (25.7953396 55.9406141, 25.7953226 55.940606, 25.7952992 55.9405844, 25.7952887 55.9405574, 25.7952954 55.94053, 25.7953183 55.9405055, 25.7953548 55.9404869, 25.7954004 55.9404764, 25.7954497 55.9404752)",,roundabout
210452273,Parko g.,residential,,False,False,42.056,"LINESTRING (25.7912738 55.9441539, 25.7907912 55.9444185)",,
210452273,Parko g.,residential,,False,True,3.641,"LINESTRING (25.7912738 55.9441539, 25.7913006 55.9441248)",,
380772257,,residential,,False,False,33.513,"LINESTRING (25.7912738 55.9441539, 25.7912915 55.9441799, 25.7913156 55.9442776, 25.7913451 55.9443827, 25.7913988 55.9444443)",,
380772257,,residential,,False,False,33.15,"LINESTRING (25.7913988 55.9444443, 25.7915007 55.9445164, 25.7916911 55.9445975, 25.7917928 55.9446419)",,
380772257,,residential,,False,True,33.513,"LINESTRING (25.7913988 55.9444443, 25.7913451 55.9443827, 25.7913156 55.9442776, 25.7912915 55.9441799, 25.7912738 55.9441539)",,
1165031671,,residential,,False,True,39.123,"LINESTRING (25.7913988 55.9444443, 25.791187 55.9443986, 25.7909802 55.9443933, 25.7907912 55.9444185)",,
219919437,Parko g.,primary,50,False,False,194.923,"LINESTRING (25.7917928 55.9446419, 25.7923946 55.9442086, 25.7928456 55.9438812, 25.7930136 55.9437482, 25.7932101 55.9435916, 25.7934084 55.9434117, 25.7935876 55.9432105)",122,
380772257,,residential,,False,True,33.150000000000006,"LINESTRING (25.7917928 55.9446419, 25.7916911 55.9445975, 25.7915007 55.9445164, 25.7913988 55.9444443)",,
219919435,J. Zaukos g.,primary,50,False,False,290.876,"LINESTRING (25.7935876 55.9432105, 25.7939237 55.9427392, 25.7939993 55.9426185, 25.7940585 55.9425272, 25.794111 55.9424399, 25.7941423 55.9423892, 25.7941927 55.9423083, 25.7943212 55.942102, 25.7944565 55.9418786, 25.7948002 55.9413335, 25.7951665 55.940749)",122,
219919437,Parko g.,primary,50,False,True,194.923,"LINESTRING (25.7935876 55.9432105, 25.7934084 55.9434117, 25.7932101 55.9435916, 25.7930136 55.9437482, 25.7928456 55.9438812, 25.7923946 55.9442086, 25.7917928 55.9446419)",122,
401160543,,residential,,False,False,107.733,"LINESTRING (25.8010365 55.9415252, 25.8006277 55.9418134, 25.8004374 55.941943, 25.8001071 55.9421679, 25.7999462 55.9422774)",,
210452273,Parko g.,residential,,False,True,42.056,"LINESTRING (25.7907912 55.9444185, 25.7912738 55.9441539)",,
1165031671,,residential,,False,False,39.123000000000005,"LINESTRING (25.7907912 55.9444185, 25.7909802 55.9443933, 25.791187 55.9443986, 25.7913988 55.9444443)",,
