osmid,ref,name,highway,oneway,reversed,length,maxspeed,geometry
911155984,4507,Turgaus a.,secondary,False,False,12.472,,"LINESTRING (22.5850407 55.4072002, 22.5852284 55.4072352)"
106301113,198,Turgaus a.,primary,False,True,14.603,50,"LINESTRING (22.5850407 55.4072002, 22.5849333 55.40718, 22.5848204 55.4071602)"
106301117,198,Upynos g.,primary,False,False,135.032,50,"LINESTRING (22.5767887 55.4092439, 22.5748767 55.4097884)"
106301117,198,Upynos g.,primary,False,True,115.892,50,"LINESTRING (22.5767887 55.4092439, 22.5772776 55.409072, 22.5773994 55.4090223, 22.5777913 55.4088623, 22.5783012 55.4086541)"
211926433,,Upynos skg.,residential,False,True,439.8399999999999,,"LINESTRING (22.5767887 55.4092439, 22.5769074 55.4093494, 22.5771209 55.4094785, 22.5772296 55.4095514, 22.5772791 55.4095795, 22.5774017 55.4096446, 22.5775107 55.4096983, 22.5777548 55.4098254, 22.5779801 55.409935, 22.5782241 55.4100211, 22.5783529 55.4100576, 22.5784816 55.4100729, 22.5786321 55.4100719, 22.5790988 55.410011, 22.5792863 55.4099754, 22.5794365 55.4099328, 22.5797584 55.4098201, 22.5798925 55.4097835, 22.5799729 55.4097226, 22.5800429 55.4096608, 22.580107 55.4095917, 22.58022 55.4095542, 22.5803058 55.4095299, 22.5805898 55.4094638, 22.5810726 55.409342, 22.5813838 55.4092415, 22.5815447 55.4091984, 22.5816681 55.4091653, 22.5819095 55.4091257, 22.5822657 55.4090835, 22.5824569 55.4090609, 22.5826827 55.4090536)"
214213156,4507,Tauragės g.,secondary,False,True,25.3,,"LINESTRING (22.5824365 55.4067446, 22.5820534 55.4066778)"
106301113,198,Turgaus a.,primary,False,False,157.433,50,"LINESTRING (22.5824365 55.4067446, 22.582797 55.4068086, 22.5830795 55.4068588, 22.5834991 55.4069314, 22.5836032 55.4069494, 22.5848204 55.4071602)"
106301117,198,Upynos g.,primary,False,False,35.955,50,"LINESTRING (22.5824365 55.4067446, 22.5823803 55.4068447, 22.5823583 55.406884, 22.5823074 55.4069747, 22.5822238 55.4070414)"
211926432,,Ančios g.,residential,False,False,95.741,,"LINESTRING (22.5827893 55.4098445, 22.5825857 55.4096486, 22.5824888 55.4095521, 22.582462 55.4094577, 22.5824728 55.4093755, 22.5825264 55.4092597, 22.5826444 55.4090922, 22.5826827 55.4090536)"
403198246,,Kęstučio g.,residential,False,True,48.441,,"LINESTRING (22.5827893 55.4098445, 22.5825857 55.4098923, 22.5822796 55.4099358, 22.5820582 55.4099742)"
211925059,,Marcelino Zelbos g.,residential,False,True,353.68300000000005,,"LINESTRING (22.5781512 55.4117039, 22.57809 55.4116077, 22.5780364 55.4115163, 22.5779935 55.4114158, 22.5779781 55.4113623, 22.5779559 55.4112849, 22.5779522 55.4112615, 22.5779398 55.4111844, 22.5779291 55.4111418, 22.577913 55.4111022, 22.5778701 55.4110687, 22.5777899 55.4110373, 22.5776984 55.4110382, 22.5773122 55.4110382, 22.5765328 55.4110702, 22.5762715 55.4110809, 22.576132 55.4110839, 22.5760086 55.4110656, 22.5758909 55.4110282, 22.5758104 55.4109825, 22.5757458 55.4109286, 22.575545 55.4106778, 22.5755169 55.41063, 22.5754078 55.4104596, 22.5753005 55.4103408, 22.5752615 55.4102882, 22.5752106 55.4102196, 22.5751718 55.4101673, 22.5749935 55.4099384, 22.5748767 55.4097884)"
403198246,,Kęstučio g.,residential,False,False,315.25899999999996,,"LINESTRING (22.5781512 55.4117039, 22.5783314 55.4116686, 22.5784924 55.4115955, 22.5808043 55.4104508, 22.5810049 55.4103514, 22.5811609 55.4102742, 22.5812972 55.4102067, 22.5814321 55.4101399, 22.5815876 55.4100759, 22.581722 55.4100384, 22.5818934 55.4100028, 22.5820582 55.4099742)"
"[211925063, 403198247]",,"['Kranto g.', 'Marcelino Zelbos g.']",residential,False,True,423.901,,"LINESTRING (22.5781512 55.4117039, 22.5781919 55.4118056, 22.5782134 55.4118635, 22.5787284 55.4125274, 22.5787665 55.4125703, 22.5788275 55.4126418, 22.5789413 55.4125876, 22.5790958 55.4125153, 22.5798108 55.41221, 22.5806684 55.4118447, 22.5810619 55.4116534, 22.5813402 55.4115106, 22.5816198 55.4113671, 22.5819331 55.4111983, 22.5825912 55.4108437)"
106301117,198,Upynos g.,primary,False,True,135.032,50,"LINESTRING (22.5748767 55.4097884, 22.5767887 55.4092439)"
211925059,,Marcelino Zelbos g.,residential,False,False,353.6830000000001,,"LINESTRING (22.5748767 55.4097884, 22.5749935 55.4099384, 22.5751718 55.4101673, 22.5752106 55.4102196, 22.5752615 55.4102882, 22.5753005 55.4103408, 22.5754078 55.4104596, 22.5755169 55.41063, 22.575545 55.4106778, 22.5757458 55.4109286, 22.5758104 55.4109825, 22.5758909 55.4110282, 22.5760086 55.4110656, 22.576132 55.4110839, 22.5762715 55.4110809, 22.5765328 55.4110702, 22.5773122 55.4110382, 22.5776984 55.4110382, 22.5777899 55.4110373, 22.5778701 55.4110687, 22.577913 55.4111022, 22.5779291 55.4111418, 22.5779398 55.4111844, 22.5779522 55.4112615, 22.5779559 55.4112849, 22.5779781 55.4113623, 22.5779935 55.4114158, 22.5780364 55.4115163, 22.57809 55.4116077, 22.5781512 55.4117039)"
