osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access
4930444,2,Kęstučio g.,unclassified,40,False,True,506.731,"LINESTRING (24.028124 54.6055785, 24.0283101 54.6056413, 24.0285635 54.6057453, 24.0291665 54.6060028, 24.0302047 54.6064509, 24.0308981 54.6067501, 24.0310808 54.6068222, 24.0312666 54.6069081, 24.031426 54.6069726, 24.031789 54.6071626, 24.0321138 54.6073335, 24.0326767 54.6076954, 24.0335739 54.608335, 24.033679 54.6084177, 24.0339226 54.6086095)",
4930449,,S. Dariaus ir S. Girėno g.,unclassified,40,False,False,95.76599999999999,"LINESTRING (24.028124 54.6055785, 24.0282594 54.6054739, 24.0285737 54.6051584, 24.028833 54.6049339, 24.0289251 54.6048539)",
4930449,,S. Dariaus ir S. Girėno g.,unclassified,40,False,False,143.273,"LINESTRING (24.0289251 54.6048539, 24.0291531 54.6046721, 24.0297112 54.6042902, 24.0299055 54.604181, 24.030333 54.6039406, 24.0304104 54.6038985)",
4930449,,S. Dariaus ir S. Girėno g.,unclassified,40,False,True,95.766,"LINESTRING (24.0289251 54.6048539, 24.028833 54.6049339, 24.0285737 54.6051584, 24.0282594 54.6054739, 24.028124 54.6055785)",
"[4930448, 242042787]",,Vaižganto g.,residential,40,False,True,266.58299999999997,"LINESTRING (24.0289251 54.6048539, 24.0290086 54.604894, 24.0299015 54.6053231, 24.0300263 54.6053503, 24.0300511 54.6053551, 24.0309489 54.6055297, 24.0317957 54.6056906, 24.0326237 54.6058504)",no
4930449,,S. Dariaus ir S. Girėno g.,unclassified,40,False,True,146.712,"LINESTRING (24.0320506 54.6029835, 24.0319135 54.6030727, 24.0315125 54.6032937, 24.031333 54.6033927, 24.0304104 54.6038985)",
4930450,,Druskupio g.,unclassified,40,False,True,305.197,"LINESTRING (24.0320506 54.6029835, 24.0318657 54.6029469, 24.0313458 54.6027828, 24.0310545 54.6026793, 24.0306158 54.6025191, 24.0302918 54.6024007, 24.0298792 54.6022455, 24.0294841 54.6020951, 24.0290762 54.6019406, 24.0281346 54.6015854, 24.0280341 54.6015361)",
4930451,,J. Basanavičiaus a.,unclassified,40,False,False,127.518,"LINESTRING (24.0320506 54.6029835, 24.032184 54.6029484, 24.0339999 54.6030944)",
920050731,,J. Basanavičiaus a.,unclassified,40,False,True,37.125,"LINESTRING (24.0338701 54.6034197, 24.0339999 54.6030944)",
242025470,,Nemuno g.,unclassified,40,False,False,92.207,"LINESTRING (24.0338701 54.6034197, 24.0340738 54.6034572, 24.0351195 54.6036889, 24.0352113 54.6037092)",
