osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge
962372872,1812,Žaslių g.,secondary,50,False,True,159.566,"LINESTRING (24.4507596 54.8100791, 24.4497696 54.809431, 24.4491176 54.8090003)",,
26297843,,Tulpių g.,residential,,False,False,111.695,"LINESTRING (24.4491176 54.8090003, 24.4491847 54.8089685, 24.4504643 54.8083626)",4,
962372872,1812,Žaslių g.,secondary,50,False,False,159.566,"LINESTRING (24.4491176 54.8090003, 24.4497696 54.809431, 24.4507596 54.8100791)",,
"[962372872, 46423256]",1812,Žaslių g.,secondary,50,False,True,118.88600000000001,"LINESTRING (24.4491176 54.8090003, 24.4490064 54.8089297, 24.4479398 54.8081744)",,
26297847,,Alyvų g.,residential,,False,True,152.15,"LINESTRING (24.4452691 54.8061647, 24.4435065 54.8070814)",4,
46423256,1812,Žaslių g.,secondary,50,False,False,281.524,"LINESTRING (24.4452691 54.8061647, 24.4453531 54.8062318, 24.4457889 54.8065763, 24.4461312 54.8068469, 24.4470181 54.80749, 24.4479398 54.8081744)",,
46423256,1812,Žaslių g.,secondary,50,False,True,184.901,"LINESTRING (24.4452691 54.8061647, 24.4447142 54.8057774, 24.4433748 54.8049108)",,
26297847,,Alyvų g.,residential,,False,False,134.085,"LINESTRING (24.4388463 54.809023, 24.4403654 54.8085639, 24.4406989 54.8084625)",4,
46577648,,Sodų g.,residential,,False,False,508.63999999999993,"LINESTRING (24.4388463 54.809023, 24.4395713 54.8095003, 24.4402923 54.8099749, 24.4403944 54.8100452, 24.4409171 54.8104055, 24.4410488 54.8104804, 24.4411558 54.810524, 24.4412924 54.8105711, 24.4414549 54.8106062, 24.4416181 54.8106278, 24.4417511 54.8106362, 24.4419515 54.8106304, 24.4421229 54.8106143, 24.4423031 54.8105907, 24.4426845 54.8105079, 24.443482 54.8102605, 24.443673 54.8102013, 24.44387 54.8101324, 24.4441481 54.8100148, 24.4442726 54.8099621, 24.4449152 54.8096226, 24.445009 54.809573)",5,
46577648,,Sodų g.,residential,,False,True,158.262,"LINESTRING (24.4388463 54.809023, 24.438305 54.8086551, 24.4375617 54.808153, 24.437259 54.8079328)",5,
134473544,1812,Vytauto g.,secondary,50,False,False,94.419,"LINESTRING (24.4414932 54.803367, 24.4415225 54.8035365, 24.4415701 54.8036358, 24.4416752 54.8037961, 24.4417858 54.8039027, 24.4420519 54.8041372)",,
"[134473544, 26297743, 134473543]",1812,Vytauto g.,secondary,50,False,True,126.173,"LINESTRING (24.4414932 54.803367, 24.4414768 54.8031044, 24.441429 54.8028705, 24.4413534 54.8025794, 24.4412728 54.8022405)",,yes
46423255,1816,Nepriklausomybės a.,secondary,,False,False,74.39699999999999,"LINESTRING (24.4424167 54.8043106, 24.4425364 54.8042935, 24.4426823 54.8042518, 24.4428053 54.804201, 24.4433488 54.8039259)",,
1158655366,1812,Žaslių g.,secondary,50,False,False,64.957,"LINESTRING (24.4424167 54.8043106, 24.4426388 54.8044521, 24.4431018 54.8047411)",,
1158655367,1816,Kauno g.,secondary,50,False,False,25.512,"LINESTRING (24.4424167 54.8043106, 24.4422533 54.8043196, 24.4420364 54.8043701)",5,
1158655368,1812,Vytauto g.,secondary,50,False,True,30.389,"LINESTRING (24.4424167 54.8043106, 24.4422244 54.8042323, 24.4420519 54.8041372)",,
26297843,,Tulpių g.,residential,,False,True,111.695,"LINESTRING (24.4504643 54.8083626, 24.4491847 54.8089685, 24.4491176 54.8090003)",4,
46577648,,Sodų g.,residential,,False,False,74.1,"LINESTRING (24.4353895 54.8070836, 24.436339 54.8074639)",5,
46577648,,Sodų g.,residential,,False,False,158.262,"LINESTRING (24.437259 54.8079328, 24.4375617 54.808153, 24.438305 54.8086551, 24.4388463 54.809023)",5,
46577648,,Sodų g.,residential,,False,True,78.82000000000001,"LINESTRING (24.437259 54.8079328, 24.436687 54.8076169, 24.436339 54.8074639)",5,
"[46423256, 962372872]",1812,Žaslių g.,secondary,50,False,False,118.88600000000001,"LINESTRING (24.4479398 54.8081744, 24.4490064 54.8089297, 24.4491176 54.8090003)",,
46423256,1812,Žaslių g.,secondary,50,False,True,281.524,"LINESTRING (24.4479398 54.8081744, 24.4470181 54.80749, 24.4461312 54.8068469, 24.4457889 54.8065763, 24.4453531 54.8062318, 24.4452691 54.8061647)",,
46577648,,Sodų g.,residential,,False,True,113.78,"LINESTRING (24.4479398 54.8081744, 24.4478551 54.8082127, 24.447541 54.8083546, 24.4466351 54.808741, 24.4465212 54.8087896)",5,
46577648,,Sodų g.,residential,,False,False,113.78,"LINESTRING (24.4465212 54.8087896, 24.4466351 54.808741, 24.447541 54.8083546, 24.4478551 54.8082127, 24.4479398 54.8081744)",5,
46577648,,Sodų g.,residential,,False,True,130.30700000000002,"LINESTRING (24.4465212 54.8087896, 24.4454854 54.8093196, 24.445009 54.809573)",5,
49879875,,Narimanto g.,residential,50,False,True,270.929,"LINESTRING (24.4465212 54.8087896, 24.4442703 54.8075142, 24.4435065 54.8070814)",6,
39086865,1816,Kauno g.,secondary,50,False,True,157.528,"LINESTRING (24.438419 54.805021, 24.4393798 54.8048591, 24.4396482 54.8048115, 24.4401989 54.8046997, 24.440773 54.8046158)",5,
49879872,,Šiaurės g.,residential,,False,False,129.93,"LINESTRING (24.438419 54.805021, 24.4384512 54.8050825, 24.4385585 54.8052494, 24.4386806 54.8053932, 24.4388214 54.8055501, 24.4389078 54.8056419, 24.4391097 54.8058414, 24.4392608 54.8059834, 24.4393397 54.8060582)",4,
39086865,1816,Kauno g.,secondary,50,False,False,157.528,"LINESTRING (24.440773 54.8046158, 24.4401989 54.8046997, 24.4396482 54.8048115, 24.4393798 54.8048591, 24.438419 54.805021)",5,
39086865,1816,Kauno g.,secondary,50,False,True,85.457,"LINESTRING (24.440773 54.8046158, 24.441619 54.8044493, 24.4418966 54.804397, 24.4420364 54.8043701)",5,
49879875,,Narimanto g.,residential,50,False,False,98.401,"LINESTRING (24.440773 54.8046158, 24.4408079 54.8046725, 24.4409006 54.8048233, 24.4411045 54.8050708, 24.4412843 54.8052724, 24.441412 54.8054191)",6,
225203949,1816,Vilniaus g.,secondary,50,False,False,5.457,"LINESTRING (24.4433488 54.8039259, 24.4434102 54.8038919)",,
46423255,1816,Nepriklausomybės a.,secondary,,False,True,74.39699999999999,"LINESTRING (24.4433488 54.8039259, 24.4428053 54.804201, 24.4426823 54.8042518, 24.4425364 54.8042935, 24.4424167 54.8043106)",,
49879878,,Žalgirio g.,residential,,False,False,73.224,"LINESTRING (24.4433488 54.8039259, 24.4439294 54.8042019, 24.4442279 54.8043465)",4,
49879878,,Žalgirio g.,residential,,False,False,233.15,"LINESTRING (24.4442279 54.8043465, 24.4449971 54.804653, 24.4452825 54.8047561, 24.4458607 54.8050194, 24.4465905 54.8054622, 24.4471243 54.8055765)",4,
49879878,,Žalgirio g.,residential,,False,True,73.224,"LINESTRING (24.4442279 54.8043465, 24.4439294 54.8042019, 24.4433488 54.8039259)",4,
49879880,,,residential,,False,False,82.91600000000001,"LINESTRING (24.4442279 54.8043465, 24.4439608 54.8045103, 24.4436934 54.8046612, 24.4433893 54.8048435, 24.4433255 54.8048807)",,
46423256,1812,Žaslių g.,secondary,50,False,False,4.603,"LINESTRING (24.4433255 54.8048807, 24.4433748 54.8049108)",,
1158655366,1812,Žaslių g.,secondary,50,False,True,21.131,"LINESTRING (24.4433255 54.8048807, 24.4431018 54.8047411)",,
49879880,,,residential,,False,True,82.916,"LINESTRING (24.4433255 54.8048807, 24.4433893 54.8048435, 24.4436934 54.8046612, 24.4439608 54.8045103, 24.4442279 54.8043465)",,
46423256,1812,Žaslių g.,secondary,50,False,True,4.603,"LINESTRING (24.4433748 54.8049108, 24.4433255 54.8048807)",,
46423256,1812,Žaslių g.,secondary,50,False,False,184.901,"LINESTRING (24.4433748 54.8049108, 24.4447142 54.8057774, 24.4452691 54.8061647)",,
49879877,,Gėlių g.,residential,,False,False,145.241,"LINESTRING (24.4433748 54.8049108, 24.4430393 54.8050843, 24.4421382 54.8056293, 24.4418675 54.8057753, 24.4417557 54.8058225)",4,
49879875,,Narimanto g.,residential,50,False,False,179.89499999999998,"LINESTRING (24.4417557 54.8058225, 24.4419363 54.8059975, 24.4423172 54.8063152, 24.4435065 54.8070814)",6,
49879875,,Narimanto g.,residential,50,False,True,49.976,"LINESTRING (24.4417557 54.8058225, 24.4416389 54.8056798, 24.441412 54.8054191)",6,
49879877,,Gėlių g.,residential,,False,True,145.241,"LINESTRING (24.4417557 54.8058225, 24.4418675 54.8057753, 24.4421382 54.8056293, 24.4430393 54.8050843, 24.4433748 54.8049108)",4,
26297847,,Alyvų g.,residential,,False,True,7.007,"LINESTRING (24.4420231 54.8079577, 24.4419435 54.8080009)",4,
766840921,,Šiaurės g.,residential,,False,False,262.438,"LINESTRING (24.4420231 54.8079577, 24.445009 54.809573)",4,
26297847,,Alyvų g.,residential,,False,False,136.237,"LINESTRING (24.4420231 54.8079577, 24.4426442 54.8076248, 24.4435065 54.8070814)",4,
26297847,,Alyvų g.,residential,,False,False,7.007,"LINESTRING (24.4419435 54.8080009, 24.4420231 54.8079577)",4,
26297847,,Alyvų g.,residential,,False,True,96.6,"LINESTRING (24.4419435 54.8080009, 24.4413658 54.808313, 24.4406989 54.8084625)",4,
49879872,,Šiaurės g.,residential,,False,True,276.127,"LINESTRING (24.4419435 54.8080009, 24.4411786 54.8076205, 24.4409474 54.8075093, 24.4407177 54.8073562, 24.4405711 54.807262, 24.4404037 54.8071324, 24.4402004 54.8069208, 24.4396471 54.8063662, 24.4393397 54.8060582)",4,
26297847,,Alyvų g.,residential,,False,False,152.15,"LINESTRING (24.4435065 54.8070814, 24.4452691 54.8061647)",4,
26297847,,Alyvų g.,residential,,False,True,136.237,"LINESTRING (24.4435065 54.8070814, 24.4426442 54.8076248, 24.4420231 54.8079577)",4,
49879875,,Narimanto g.,residential,50,False,False,270.929,"LINESTRING (24.4435065 54.8070814, 24.4442703 54.8075142, 24.4465212 54.8087896)",6,
49879875,,Narimanto g.,residential,50,False,True,179.89499999999998,"LINESTRING (24.4435065 54.8070814, 24.4423172 54.8063152, 24.4419363 54.8059975, 24.4417557 54.8058225)",6,
766840921,,Šiaurės g.,residential,,False,True,262.438,"LINESTRING (24.445009 54.809573, 24.4420231 54.8079577)",4,
46577648,,Sodų g.,residential,,False,False,130.30700000000002,"LINESTRING (24.445009 54.809573, 24.4454854 54.8093196, 24.4465212 54.8087896)",5,
