osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry
321575977,False,Calle Cochabamba,primary,60,True,112.931,,"LINESTRING (-66.2213502 -17.3386482, -66.2223622 -17.3383347)"
321575978,False,Avenida Reducto,primary,60,True,93.35,2,"LINESTRING (-66.2213502 -17.3386482, -66.2210761 -17.3378505)"
803452898,False,Calle Cochabamba,primary,60,False,150.411,2,"LINESTRING (-66.2213502 -17.3386482, -66.2199955 -17.3390451)"
1192726827,False,Avenida Reducto,primary,,False,131.639,2,"LINESTRING (-66.2213502 -17.3386482, -66.2216891 -17.339787)"
63545649,False,,residential,,False,68.943,,"LINESTRING (-66.2221542 -17.3368692, -66.222149 -17.3362492)"
308508372,True,Calle Pablo Jaimes,primary,40,False,62.54,2,"LINESTRING (-66.2221542 -17.3368692, -66.2227213 -17.3367166)"
392387472,False,Avenida Reducto,primary,40,False,76.945,2,"LINESTRING (-66.2208498 -17.3371931, -66.2210761 -17.3378505)"
"[321575979, 392387485]",False,Avenida Reducto,tertiary,"['40', '50']",True,168.81799999999998,2,"LINESTRING (-66.2208498 -17.3371931, -66.2207108 -17.3367642, -66.2205555 -17.3362895, -66.2203764 -17.3357437)"
807277943,True,Calle Pablo Jaimes,primary,40,False,134.312,2,"LINESTRING (-66.2208498 -17.3371931, -66.221935 -17.3369217, -66.2220741 -17.3368878)"
63545691,True,Calle Francisco del Rivero,residential,,False,102.623,,"LINESTRING (-66.2160866 -17.3387151, -66.2157371 -17.3378546)"
321575991,True,Calle Enrique Fiebick,primary,,False,148.308,2,"LINESTRING (-66.2160866 -17.3387151, -66.2165089 -17.3385646, -66.217416 -17.3383067)"
803452899,True,Calle Sucre,residential,,False,117.219,,"LINESTRING (-66.2188067 -17.3383792, -66.2191844 -17.3393698)"
"[1193632344, 770040227]",True,"['Calle Plaza 23 de Septiembre', 'Calle Loa']",residential,,False,81.82300000000001,2,"LINESTRING (-66.2188067 -17.3383792, -66.2187657 -17.3383889, -66.218579 -17.3384352, -66.2184515 -17.3380154, -66.2184296 -17.3379441)"
63545629,False,Calle Julio Rodriguez,residential,,False,151.305,2,"LINESTRING (-66.2203089 -17.3401273, -66.2216891 -17.339787)"
63545629,False,Calle Julio Rodriguez,residential,,True,81.148,2,"LINESTRING (-66.2203089 -17.3401273, -66.2195664 -17.3403012)"
770040226,True,Calle Beni,residential,,False,124.848,2,"LINESTRING (-66.2203089 -17.3401273, -66.2199955 -17.3390451)"
770040229,False,Calle Beni,residential,,False,58.067,2,"LINESTRING (-66.2203089 -17.3401273, -66.2204544 -17.3406307)"
63545667,True,Calle Junín,residential,,False,106.18700000000001,,"LINESTRING (-66.2177173 -17.3397757, -66.2177256 -17.339825, -66.2178853 -17.3407171)"
321575970,False,Calle Cochabamba,primary,60,False,129.726,2,"LINESTRING (-66.2177173 -17.3397757, -66.2176541 -17.3397969, -66.2166279 -17.3401738, -66.2166067 -17.340181, -66.2165754 -17.3401915)"
1227718042,False,Calle Cochabamba,primary,60,True,162.191,2,"LINESTRING (-66.2177173 -17.3397757, -66.2177617 -17.339763, -66.2177894 -17.3397553, -66.2182882 -17.3396164, -66.2188832 -17.3394682, -66.2191844 -17.3393698)"
63545657,False,Calle San Miguel,residential,,True,75.403,,"LINESTRING (-66.2204544 -17.3406307, -66.2197775 -17.3408365)"
770040229,False,Calle Beni,residential,,True,58.067,2,"LINESTRING (-66.2204544 -17.3406307, -66.2203089 -17.3401273)"
63545629,False,Calle Julio Rodriguez,residential,,False,111.474,2,"LINESTRING (-66.2168812 -17.341011, -66.2178853 -17.3407171)"
63545629,False,Calle Julio Rodriguez,residential,,True,133.74,2,"LINESTRING (-66.2168812 -17.341011, -66.2159098 -17.3413054, -66.2157671 -17.3413163, -66.2156697 -17.3413234)"
63545691,True,Calle Francisco del Rivero,residential,,False,96.73299999999999,,"LINESTRING (-66.2168812 -17.341011, -66.2165917 -17.3402368, -66.2165754 -17.3401915)"
914041687,False,Calle Toribio Torrico,residential,,True,77.766,2,"LINESTRING (-66.2171363 -17.3373922, -66.2178197 -17.3371401)"
1227718043,True,Calle Junín,residential,,False,105.933,,"LINESTRING (-66.2171363 -17.3373922, -66.217416 -17.3383067)"
321575995,False,Calle Toribio Torrico,residential,,False,157.19100000000003,2,"LINESTRING (-66.2171363 -17.3373922, -66.2165362 -17.337603, -66.2158449 -17.3378175, -66.2157371 -17.3378546)"
914041686,False,Calle Junín,residential,,True,132.22,1,"LINESTRING (-66.2171363 -17.3373922, -66.2167966 -17.3363081, -66.2167793 -17.336253)"
63545685,False,Calle Beni,residential,,False,65.76,2,"LINESTRING (-66.2184954 -17.3341047, -66.2186708 -17.3346719)"
495115586,False,Calle Aguas Potables,residential,,False,184.802,,"LINESTRING (-66.2184954 -17.3341047, -66.2182437 -17.3342912, -66.2180861 -17.334391, -66.2174211 -17.3346648, -66.217238 -17.3347837, -66.217031 -17.3349743)"
63545685,False,Calle Beni,residential,,True,117.752,2,"LINESTRING (-66.2189738 -17.3356906, -66.2186708 -17.3346719)"
321576012,False,Calle Cullavi,residential,,False,169.476,2,"LINESTRING (-66.2189738 -17.3356906, -66.2174357 -17.3360996)"
502557676,False,Calle Beni,residential,,False,103.447,2,"LINESTRING (-66.2189738 -17.3356906, -66.2192269 -17.336589)"
