osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,junction
184526388,True,2,F4,Avenida 25 de Mayo,trunk,False,39.176,"LINESTRING (-63.1680343 -17.51005, -63.1678858 -17.5103726)",,
184475277,True,,,Calle Rev. José Molina Campos,residential,False,126.242,"LINESTRING (-63.1691424 -17.510465, -63.1680343 -17.51005)",,
250535855,False,,,Calle Cuarto Centenario,residential,True,110.371,"LINESTRING (-63.1691424 -17.510465, -63.1687064 -17.5113663)",,
184526388,True,2,F4,Avenida 25 de Mayo,trunk,False,17.428,"LINESTRING (-63.1661062 -17.5141189, -63.166038 -17.5142615)",,
184526388,True,2,F4,Avenida 25 de Mayo,trunk,False,47.245,"LINESTRING (-63.167188 -17.5118827, -63.1669962 -17.5122662)",,
250535855,False,,,Calle Cuarto Centenario,residential,False,114.611,"LINESTRING (-63.1682768 -17.5123121, -63.1687064 -17.5113663)",,
250535855,False,,,Calle Cuarto Centenario,residential,True,52.599,"LINESTRING (-63.1682768 -17.5123121, -63.1680759 -17.5127446)",,
250535932,True,,,Calle Delmira Cuéllar,residential,False,124.941,"LINESTRING (-63.1682768 -17.5123121, -63.167188 -17.5118827)",,
184526391,False,,,Circunvalación Este,primary,True,79.068,"LINESTRING (-63.1692645 -17.5062399, -63.1685887 -17.5059395)",,
184531389,False,,,Calle Santa Cruz,residential,False,117.584,"LINESTRING (-63.1607035 -17.5083754, -63.1603889 -17.5093894)",,
184531389,False,,,Calle Santa Cruz,residential,True,119.924,"LINESTRING (-63.1607035 -17.5083754, -63.161009 -17.507337)",,
461070524,True,,,Calle Rómulo Heredia,tertiary,False,141.959,"LINESTRING (-63.1607035 -17.5083754, -63.1619548 -17.5088291)",,
184531380,True,,,Calle Recaredo Roda,residential,False,127.708,"LINESTRING (-63.1678769 -17.5099845, -63.1667434 -17.5095965)",,
51725105,True,2,F4,Avenida 25 de Mayo,trunk,False,132.423,"LINESTRING (-63.1678769 -17.5099845, -63.1683589 -17.5089905, -63.1684011 -17.5089036)",,
277000097,True,,,Calle Bolívar,residential,False,116.3,"LINESTRING (-63.1653544 -17.5100634, -63.1648534 -17.5109938)",,
348801731,True,,,Calle Coronel Mercado,tertiary,False,113.448,"LINESTRING (-63.1653544 -17.5100634, -63.1663448 -17.5104492)",,
184531390,True,,,Calle Ñuflo de Chávez,residential,False,84.146,"LINESTRING (-63.1605321 -17.5130021, -63.1607865 -17.5122853)",,
348801740,False,,,Calle Ñuflo de Chávez,residential,True,12.872,"LINESTRING (-63.1605321 -17.5130021, -63.1605067 -17.5131153)",,
405364582,True,,,Avenida Viru Viru,tertiary,False,169.082,"LINESTRING (-63.1605321 -17.5130021, -63.1620431 -17.5134877)",,
277000098,True,,,Calle 9 de Abril,residential,False,115.251,"LINESTRING (-63.1631363 -17.5092692, -63.1628798 -17.5102764)",,
461070524,True,,,Calle Rómulo Heredia,tertiary,False,146.941,"LINESTRING (-63.1631363 -17.5092692, -63.1644328 -17.5097356)",,
184531380,True,,,Calle Recaredo Roda,residential,False,149.907,"LINESTRING (-63.1646762 -17.5088233, -63.1633742 -17.5082982)",,
277000093,True,,,Calle Ayacucho,residential,False,142.211,"LINESTRING (-63.1646762 -17.5088233, -63.1650293 -17.5075895)",,
184531381,True,,,Calle Héroes del Chaco,residential,False,123.012,"LINESTRING (-63.1673282 -17.508483, -63.1684011 -17.5089036)",,
277000096,False,,,,residential,False,138.478,"LINESTRING (-63.1673282 -17.508483, -63.1667434 -17.5095965)",,
277000100,False,,,Calle René Moreno,residential,True,79.57,"LINESTRING (-63.1673282 -17.508483, -63.1676503 -17.5078367)",,
184531381,True,,,Calle Héroes del Chaco,residential,False,103.24,"LINESTRING (-63.1627385 -17.5068139, -63.1635874 -17.5070758, -63.1636687 -17.5070736)",,
184531390,True,,,Calle Ñuflo de Chávez,residential,False,122.221,"LINESTRING (-63.1627385 -17.5068139, -63.1630742 -17.5058992, -63.1631671 -17.505804)",,
51725105,True,2,F4,Avenida 25 de Mayo,trunk,False,30.017,"LINESTRING (-63.1664583 -17.5129827, -63.1665899 -17.5127437)",,
184531380,True,,,Calle Recaredo Roda,residential,False,131.939,"LINESTRING (-63.1658262 -17.5092762, -63.1646762 -17.5088233)",,
