osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,bridge,junction
400454439,Calle Plaza Principal,residential,False,False,76.588,,,"LINESTRING (-64.1086353 -18.4896359, -64.1082323 -18.4890629)",,,
667024024,Avenida Primero de Mayo,tertiary,True,False,81.616,2,60,"LINESTRING (-64.1086353 -18.4896359, -64.1079992 -18.490054)",,,
593922434,Calle Virrey Mendoza,residential,True,False,36.863,2,,"LINESTRING (-64.1065354 -18.4914933, -64.1067952 -18.4917151)",,,
251210279,Calle Santa Cruz,tertiary,False,False,130.236,,60,"LINESTRING (-64.1065354 -18.4914933, -64.1064855 -18.4914394, -64.1063614 -18.491217, -64.1062833 -18.4910666, -64.1059868 -18.4904472)",,,
282420153,Calle Virrey Mendoza,residential,True,False,77.93,2,,"LINESTRING (-64.1075088 -18.4919854, -64.1076275 -18.4920367, -64.108187 -18.4922637)",,,
400454441,Calle Señor de Malta,residential,False,False,158.65800000000002,3,,"LINESTRING (-64.1075088 -18.4919854, -64.1074624 -18.4921781, -64.1071831 -18.4933784)",F22,,
282420311,Calle 24 de Septiembre,residential,False,True,79.335,,,"LINESTRING (-64.1098796 -18.4885068, -64.1106246 -18.4884076)",,,
"[667024761, 667024759, 667024023]",Avenida Primero de Mayo,tertiary,False,False,155.989,2,60,"LINESTRING (-64.1098796 -18.4885068, -64.1098694 -18.4886252, -64.1098089 -18.4887709, -64.1097654 -18.4889483, -64.1096761 -18.4890285, -64.1095339 -18.4891129, -64.1093563 -18.4892002, -64.1093229 -18.4892207, -64.1092185 -18.4892847, -64.1089314 -18.4894608)",,yes,
864187021,Avenida Primero de Mayo,tertiary,False,False,131.942,2,60,"LINESTRING (-64.1098796 -18.4885068, -64.1098573 -18.4883651, -64.1097235 -18.4880466, -64.1093919 -18.4874207)",,,
502733844,Calle Roberto López,residential,False,False,119.931,,,"LINESTRING (-64.1123256 -18.4850957, -64.1111897 -18.4850434)",,,
666504923,Segundo Anillo,tertiary,False,False,135.856,,,"LINESTRING (-64.1123256 -18.4850957, -64.1122587 -18.4856271, -64.1122616 -18.4863137)",,,
593922435,Avenida Capitán Rosembert Villagómez,tertiary,True,False,67.797,,60,"LINESTRING (-64.1035647 -18.4851685, -64.1040072 -18.4856108)",,,
251210279,Calle Santa Cruz,tertiary,False,True,6.453,,60,"LINESTRING (-64.1047095 -18.486452, -64.1047377 -18.4865035)",,,
479370700,Avenida Santa Cruz,tertiary,True,False,108.598,,60,"LINESTRING (-64.1047095 -18.486452, -64.1046138 -18.4863807, -64.1040078 -18.4857393)",,,
282420311,Calle 24 de Septiembre,residential,False,False,169.859,,,"LINESTRING (-64.1122147 -18.488164, -64.1106246 -18.4884076)",,,
666504923,Segundo Anillo,tertiary,False,True,21.682,,,"LINESTRING (-64.1122147 -18.488164, -64.112226 -18.4879693)",,,
666504923,Segundo Anillo,tertiary,False,False,114.82300000000001,,,"LINESTRING (-64.1122147 -18.488164, -64.1122361 -18.4885343, -64.1122802 -18.4889356, -64.11228 -18.4891939)",,,
251210279,Calle Santa Cruz,tertiary,False,False,134.603,,60,"LINESTRING (-64.1054487 -18.4887224, -64.1051035 -18.487557)",,,
251210279,Calle Santa Cruz,tertiary,False,True,83.056,,60,"LINESTRING (-64.1054487 -18.4887224, -64.1056473 -18.4894452)",,,
282420412,Calle Ignacio Terán,residential,False,False,97.46,,,"LINESTRING (-64.1054487 -18.4887224, -64.1062569 -18.4882973)",,,
282420412,Calle Ignacio Terán,residential,False,True,164.278,,,"LINESTRING (-64.1054487 -18.4887224, -64.1040688 -18.489408)",,,
251210279,Calle Santa Cruz,tertiary,False,False,83.056,,60,"LINESTRING (-64.1056473 -18.4894452, -64.1054487 -18.4887224)",,,
282420270,Calle Leonor Suarez,residential,False,False,160.902,2,,"LINESTRING (-64.1056473 -18.4894452, -64.1043879 -18.4902621)",,,
282420270,Calle Leonor Suarez,residential,False,True,77.379,2,,"LINESTRING (-64.1056473 -18.4894452, -64.1062532 -18.4890527)",,,
251210279,Calle Santa Cruz,tertiary,False,True,117.03299999999999,,60,"LINESTRING (-64.1056473 -18.4894452, -64.1058011 -18.4899131, -64.1059868 -18.4904472)",,,
400454443,Calle Sucre,tertiary,True,False,80.69200000000001,1,60,"LINESTRING (-64.1079992 -18.490054, -64.1078735 -18.490184, -64.1075563 -18.4906436)",,,
667025553,Calle Plaza Principal,residential,True,False,82.979,1,,"LINESTRING (-64.1079992 -18.490054, -64.1076134 -18.4894978, -64.107567 -18.4894304)",,,
400454438,Calle Florida,residential,True,False,92.109,,,"LINESTRING (-64.1059868 -18.4904472, -64.1067182 -18.4899944)",,,
251210279,Calle Santa Cruz,tertiary,False,False,117.03299999999999,,60,"LINESTRING (-64.1059868 -18.4904472, -64.1058011 -18.4899131, -64.1056473 -18.4894452)",,,
251210279,Calle Santa Cruz,tertiary,False,True,130.236,,60,"LINESTRING (-64.1059868 -18.4904472, -64.1062833 -18.4910666, -64.1063614 -18.491217, -64.1064855 -18.4914394, -64.1065354 -18.4914933)",,,
667583073,Calle Señor de Malta,residential,True,False,104.086,,,"LINESTRING (-64.1083484 -18.4905086, -64.1091371 -18.4899458)",,,
667070701,Calle Escalante y Mendoza,residential,True,False,62.608,1,,"LINESTRING (-64.1083484 -18.4905086, -64.1081535 -18.490277, -64.1079992 -18.490054)",,,
282420159,Calle Vicente Caballero,residential,False,True,44.910000000000004,1,,"LINESTRING (-64.1088929 -18.4917739, -64.1088203 -18.4918009, -64.1085859 -18.4918301, -64.1084882 -18.491881)",,,
667070701,Calle Escalante y Mendoza,residential,True,False,82.846,1,,"LINESTRING (-64.1088929 -18.4917739, -64.108717 -18.4913936, -64.1085903 -18.4910865)",,,
667583074,Calle Vicente Caballero,residential,False,False,157.459,1,,"LINESTRING (-64.1088929 -18.4917739, -64.1092876 -18.4916477, -64.1096888 -18.4914837, -64.1102647 -18.4912195)",,,
667583075,Calle Escalante y Mendoza,residential,False,False,117.00399999999999,1,,"LINESTRING (-64.1088929 -18.4917739, -64.1091031 -18.4922299, -64.1093489 -18.4927331)",,,
251210282,Calle Escalante y Mendoza,residential,False,True,110.768,1,,"LINESTRING (-64.1093489 -18.4927331, -64.1100475 -18.493477)",,,
282420398,Calle Neptaly Sandóval,residential,False,True,59.591,,,"LINESTRING (-64.1093489 -18.4927331, -64.1089085 -18.4930689)",,,
667070702,Calle Neptaly Sandóval,residential,False,False,180.298,,,"LINESTRING (-64.1093489 -18.4927331, -64.1097821 -18.4924726, -64.110539 -18.4920215, -64.1106756 -18.4919177, -64.1107651 -18.4918312)",,,
667583075,Calle Escalante y Mendoza,residential,False,True,117.00399999999999,1,,"LINESTRING (-64.1093489 -18.4927331, -64.1091031 -18.4922299, -64.1088929 -18.4917739)",,,
282420417,Calle 2 de Noviembre,residential,False,False,66.895,,,"LINESTRING (-64.1068745 -18.4849251, -64.1063558 -18.4852714)",,,
864187021,Avenida Primero de Mayo,tertiary,False,True,26.426,2,60,"LINESTRING (-64.1084299 -18.4849177, -64.1085061 -18.4851441)",,,
282420412,Calle Ignacio Terán,residential,False,True,30.73,,,"LINESTRING (-64.1084299 -18.4849177, -64.1083638 -18.4850925, -64.10833 -18.4851773)",,,
282420254,Calle Teniente Quintana,residential,False,True,175.744,2,,"LINESTRING (-64.1100525 -18.4849137, -64.1100546 -18.4850594, -64.1099948 -18.4853738, -64.1098834 -18.4856939, -64.1096373 -18.4864363)",,,
502733844,Calle Roberto López,residential,False,False,49.961,,,"LINESTRING (-64.1100525 -18.4849137, -64.1099356 -18.4849462, -64.109821 -18.4849824, -64.1097137 -18.4850269, -64.1096035 -18.4850547)",,,
502733844,Calle Roberto López,residential,False,True,120.89,,,"LINESTRING (-64.1100525 -18.4849137, -64.1106228 -18.4849566, -64.1111897 -18.4850434)",,,
282420418,Calle El Trigal,residential,False,True,165.204,,,"LINESTRING (-64.1111897 -18.4850434, -64.1107369 -18.4864657)",,,
502733844,Calle Roberto López,residential,False,True,119.931,,,"LINESTRING (-64.1111897 -18.4850434, -64.1123256 -18.4850957)",,,
502733844,Calle Roberto López,residential,False,False,120.89,,,"LINESTRING (-64.1111897 -18.4850434, -64.1106228 -18.4849566, -64.1100525 -18.4849137)",,,
667025551,Calle Simon Bolivar,residential,True,False,11.97,1,,"LINESTRING (-64.1049157 -18.4850714, -64.1048559 -18.4849799)",,,
378461320,,primary,True,False,112.213,,80,"LINESTRING (-64.1049157 -18.4850714, -64.1045229 -18.4853576, -64.1041505 -18.4856255, -64.1040707 -18.4856847)",F22,,
282420417,Calle 2 de Noviembre,residential,False,True,66.895,,,"LINESTRING (-64.1063558 -18.4852714, -64.1068745 -18.4849251)",,,
282420305,,residential,False,True,119.93499999999999,,,"LINESTRING (-64.1063558 -18.4852714, -64.1064253 -18.4853551, -64.1066875 -18.4860917, -64.1068089 -18.4862486)",,,
282420417,Calle 2 de Noviembre,residential,False,False,117.17,,,"LINESTRING (-64.1063558 -18.4852714, -64.1061299 -18.4854218, -64.1054442 -18.4858738)",,,
282420412,Calle Ignacio Terán,residential,False,False,65.556,,,"LINESTRING (-64.1081209 -18.4857325, -64.10833 -18.4851773)",,,
282420412,Calle Ignacio Terán,residential,False,True,226.505,,,"LINESTRING (-64.1081209 -18.4857325, -64.1079773 -18.4860563, -64.107776 -18.4865329, -64.1077478 -18.4866755, -64.107725 -18.4868622, -64.1077237 -18.487115, -64.1077063 -18.4872883, -64.107636 -18.4874467, -64.1075279 -18.4876643)",,,
282420419,Calle Victoria Rueda,residential,False,False,167.013,,,"LINESTRING (-64.1081209 -18.4857325, -64.1077248 -18.4855981, -64.1076548 -18.4855925, -64.107596 -18.4856386, -64.1068089 -18.4862486)",,,
251210273,Avenida Capitán Rosembert Villagómez,tertiary,True,False,68.089,,60,"LINESTRING (-64.1039548 -18.485674, -64.1035133 -18.4852272)",,,
479370699,,primary,True,False,8.94,,80,"LINESTRING (-64.1039548 -18.485674, -64.1040072 -18.4856108)",F22,,
378461320,,primary,True,False,90.924,,80,"LINESTRING (-64.1040078 -18.4857393, -64.1034611 -18.4863716)",F22,,
479370700,Avenida Santa Cruz,tertiary,True,False,9.163,,60,"LINESTRING (-64.1040078 -18.4857393, -64.1039548 -18.485674)",,,
282420417,Calle 2 de Noviembre,residential,False,False,60.248,,,"LINESTRING (-64.1054442 -18.4858738, -64.105057 -18.486115, -64.1050279 -18.486163, -64.1050136 -18.4862081)",,,
282420417,Calle 2 de Noviembre,residential,False,True,117.17,,,"LINESTRING (-64.1054442 -18.4858738, -64.1061299 -18.4854218, -64.1063558 -18.4852714)",,,
667025551,Calle Simon Bolivar,residential,True,False,105.20599999999999,1,,"LINESTRING (-64.1054442 -18.4858738, -64.1051851 -18.4854898, -64.1049157 -18.4850714)",,,
593922436,Calle Montes Claros,residential,True,False,11.211,2,,"LINESTRING (-64.1050136 -18.4862081, -64.1050711 -18.4862929)",,,
282420417,Calle 2 de Noviembre,residential,False,True,60.248,,,"LINESTRING (-64.1050136 -18.4862081, -64.1050279 -18.486163, -64.105057 -18.486115, -64.1054442 -18.4858738)",,,
282420305,,residential,False,False,119.93499999999999,,,"LINESTRING (-64.1068089 -18.4862486, -64.1066875 -18.4860917, -64.1064253 -18.4853551, -64.1063558 -18.4852714)",,,
282420419,Calle Victoria Rueda,residential,False,False,98.655,,,"LINESTRING (-64.1068089 -18.4862486, -64.1065962 -18.4864354, -64.1060739 -18.4867953)",,,
282420419,Calle Victoria Rueda,residential,False,True,167.013,,,"LINESTRING (-64.1068089 -18.4862486, -64.107596 -18.4856386, -64.1076548 -18.4855925, -64.1077248 -18.4855981, -64.1081209 -18.4857325)",,,
400454449,,residential,False,False,42.244,,,"LINESTRING (-64.1050711 -18.4862929, -64.1047377 -18.4865035)",,,
593922436,Calle Montes Claros,residential,True,False,62.992,2,,"LINESTRING (-64.1050711 -18.4862929, -64.1053659 -18.4867856)",,,
282420357,,residential,False,False,161.727,,,"LINESTRING (-64.1122616 -18.4863137, -64.1114849 -18.486401, -64.1110677 -18.4864264, -64.1107369 -18.4864657)",,,
