osmid,lanes,highway,width,oneway,reversed,length,name,maxspeed,geometry,bridge
67421357,,residential,10,False,False,116.20600000000002,Calle Baptista,,"LINESTRING (-65.1838644 -18.198158, -65.1835966 -18.1982359, -65.1830632 -18.1984437, -65.1828409 -18.1985381)",
998147961,,residential,4,False,True,54.036,,,"LINESTRING (-65.1828409 -18.1985381, -65.1826242 -18.1980979)",
1176483042,2,primary,4,False,False,146.922,,,"LINESTRING (-65.1828409 -18.1985381, -65.1831888 -18.1998174)",
67421357,,residential,10,False,True,116.20600000000002,Calle Baptista,,"LINESTRING (-65.1828409 -18.1985381, -65.1830632 -18.1984437, -65.1835966 -18.1982359, -65.1838644 -18.198158)",
998147960,2,primary,10,False,False,107.27799999999999,Calle Baptista,,"LINESTRING (-65.1828409 -18.1985381, -65.1824113 -18.1987198, -65.1818871 -18.1988626)",
67421362,,residential,4,False,True,100.533,Calle Independencia,,"LINESTRING (-65.1769325 -18.1989692, -65.1778791 -18.1990629)",
67967762,,residential,5,False,False,103.173,Calle Aroma,,"LINESTRING (-65.1769325 -18.1989692, -65.1770815 -18.1998862)",
67967762,,residential,5,False,True,107.16499999999999,Calle Aroma,,"LINESTRING (-65.1769325 -18.1989692, -65.1768555 -18.1985739, -65.1767001 -18.1980319)",
67421378,,residential,,False,True,65.824,,,"LINESTRING (-65.1784107 -18.1991905, -65.1790335 -18.1991709)",
67421394,,residential,7,False,True,62.916,Calle Campero,,"LINESTRING (-65.1784107 -18.1991905, -65.1784305 -18.198625)",
849426758,2,residential,,True,False,54.289,,,"LINESTRING (-65.1784107 -18.1991905, -65.1778973 -18.1992129)",
849426759,2,residential,7,True,False,53.857,Calle Campero,,"LINESTRING (-65.1784107 -18.1991905, -65.178391 -18.1992577, -65.1784 -18.1996722)",
67421392,2,residential,8,False,False,78.17099999999999,Parque el Kjochi,,"LINESTRING (-65.178623 -18.203842, -65.1784724 -18.2039861, -65.177949 -18.2040384)",
67421392,2,residential,8,False,True,165.088,Parque el Kjochi,,"LINESTRING (-65.178623 -18.203842, -65.1797465 -18.2037646, -65.180156 -18.2036212)",
67421367,,residential,6,False,False,100.457,Calle Loa,,"LINESTRING (-65.1775173 -18.2026456, -65.1774638 -18.2035476)",
67421412,2,residential,6,False,False,108.811,Avenida Terán,,"LINESTRING (-65.1775173 -18.2026456, -65.1785246 -18.2024408)",
67421412,2,residential,6,False,True,80.76,Avenida Terán,,"LINESTRING (-65.1775173 -18.2026456, -65.1767805 -18.2028395)",
67421367,,residential,6,False,True,140.08,Calle Loa,,"LINESTRING (-65.1775173 -18.2026456, -65.1775966 -18.2015853, -65.1776525 -18.2013958)",
849426759,2,residential,7,True,False,127.344,Calle Campero,,"LINESTRING (-65.1784461 -18.201298, -65.1785246 -18.2024408)",
998147966,2,residential,4,False,True,63.151,Calle Héroes del Chaco,,"LINESTRING (-65.1784461 -18.201298, -65.1790038 -18.2010934)",
67421383,,residential,4,False,False,84.602,Calle Héroes del Chaco,,"LINESTRING (-65.1784461 -18.201298, -65.1783519 -18.2013117, -65.1777657 -18.2013928, -65.1776525 -18.2013958)",
67421363,,residential,,False,False,91.591,,,"LINESTRING (-65.1801963 -18.2000336, -65.180394 -18.2008356)",
67421363,,residential,,False,True,60.87,,,"LINESTRING (-65.1801963 -18.2000336, -65.1800299 -18.1995095)",
67421416,,residential,,False,True,78.77499999999999,,,"LINESTRING (-65.1801963 -18.2000336, -65.1808054 -18.1998508, -65.1809103 -18.1998309)",
67421362,,residential,4,False,False,100.533,Calle Independencia,,"LINESTRING (-65.1778791 -18.1990629, -65.1769325 -18.1989692)",
67421423,,residential,6,False,False,16.79,Calle Junin,,"LINESTRING (-65.1778791 -18.1990629, -65.1778973 -18.1992129)",
67421423,,residential,6,False,True,55.938,Calle Junin,,"LINESTRING (-65.1778791 -18.1990629, -65.1778072 -18.1985645)",
67421363,,residential,,False,False,60.87,,,"LINESTRING (-65.1800299 -18.1995095, -65.1801963 -18.2000336)",
998147964,2,primary,10,False,False,92.993,Calle Baptista,,"LINESTRING (-65.1800299 -18.1995095, -65.1792466 -18.1998912)",
998147964,2,primary,10,False,True,14.017,Calle Baptista,,"LINESTRING (-65.1800299 -18.1995095, -65.1801493 -18.1994545)",
67421367,,residential,6,False,True,100.457,Calle Loa,,"LINESTRING (-65.1774638 -18.2035476, -65.1775173 -18.2026456)",
67421433,,residential,,False,False,69.00399999999999,,,"LINESTRING (-65.1774638 -18.2035476, -65.1770135 -18.2034057, -65.1769116 -18.2032661)",
67421433,,residential,,False,True,100.128,,,"LINESTRING (-65.1774638 -18.2035476, -65.1775394 -18.2035791, -65.1778549 -18.2035537, -65.1779202 -18.203603, -65.1779347 -18.2036285, -65.1779493 -18.2036669, -65.1779612 -18.2038703, -65.177949 -18.2040384)",
67421406,,residential,4,False,True,37.028,Calle Santa Cruz,,"LINESTRING (-65.1759815 -18.1981487, -65.1763207 -18.1980647)",
67421412,2,residential,6,False,False,111.587,Avenida Terán,,"LINESTRING (-65.1785246 -18.2024408, -65.1795404 -18.2021653)",
67421412,2,residential,6,False,True,108.811,Avenida Terán,,"LINESTRING (-65.1785246 -18.2024408, -65.1775173 -18.2026456)",
849426759,2,residential,7,True,False,156.153,Calle Campero,,"LINESTRING (-65.1785246 -18.2024408, -65.178623 -18.203842)",
67421456,,residential,,False,False,79.126,Calle Héroes del Chaco,,"LINESTRING (-65.1811256 -18.2006828, -65.180394 -18.2008356)",
391847909,,residential,6,False,False,111.141,Calle Avaroa,,"LINESTRING (-65.1811256 -18.2006828, -65.1813934 -18.2016494)",
391847909,,residential,6,False,True,22.139,Calle Avaroa,,"LINESTRING (-65.1811256 -18.2006828, -65.1810813 -18.2004882)",
67421363,,residential,,False,True,91.591,,,"LINESTRING (-65.180394 -18.2008356, -65.1801963 -18.2000336)",
67421456,,residential,,False,False,77.613,Calle Héroes del Chaco,,"LINESTRING (-65.180394 -18.2008356, -65.1796802 -18.2010011)",
67421456,,residential,,False,True,79.126,Calle Héroes del Chaco,,"LINESTRING (-65.180394 -18.2008356, -65.1811256 -18.2006828)",
67421394,,residential,7,False,False,26.328,Calle Campero,,"LINESTRING (-65.1784365 -18.1983883, -65.1784305 -18.198625)",
391847909,,residential,6,False,False,110.69,Calle Avaroa,,"LINESTRING (-65.1813934 -18.2016494, -65.1816616 -18.2026117)",
391847909,,residential,6,False,True,111.141,Calle Avaroa,,"LINESTRING (-65.1813934 -18.2016494, -65.1811256 -18.2006828)",
998147971,2,residential,6,False,False,122.29,Avenida Terán,,"LINESTRING (-65.1813934 -18.2016494, -65.1825053 -18.2013431)",
998147971,2,residential,6,False,True,138.859,Avenida Terán,,"LINESTRING (-65.1813934 -18.2016494, -65.1801327 -18.2020032)",
42674156,2,residential,,False,False,53.289,Avenida Circunvalación,,"LINESTRING (-65.1845833 -18.2010776, -65.184875 -18.2006866)",
42674156,2,residential,,False,True,102.302,Avenida Circunvalación,,"LINESTRING (-65.1845833 -18.2010776, -65.1840378 -18.2018378)",
67421400,,residential,4,False,False,32.726,Calle Luis Ponce de Lozada,,"LINESTRING (-65.1845833 -18.2010776, -65.1844929 -18.2007961)",
"[67421400, 140088068]",2,residential,4,False,"[False, True]",87.372,Calle Luis Ponce de Lozada,,"LINESTRING (-65.1845833 -18.2010776, -65.1848754 -18.2013212, -65.1849056 -18.2013447, -65.1849314 -18.2013648, -65.185095 -18.201492, -65.1852157 -18.2015838)",
67421376,2,residential,6,False,False,136.921,Calle Gualberto Villaroel,,"LINESTRING (-65.1818871 -18.1988626, -65.1821989 -18.2000578)",
998147960,2,primary,10,False,False,128.765,Calle Baptista,,"LINESTRING (-65.1818871 -18.1988626, -65.1807329 -18.1992351)",
998147962,,residential,6,False,True,50.131,Calle Gualberto Villaroel,,"LINESTRING (-65.1818871 -18.1988626, -65.1817795 -18.1984235)",
998147960,2,primary,10,False,True,107.27799999999999,Calle Baptista,,"LINESTRING (-65.1818871 -18.1988626, -65.1824113 -18.1987198, -65.1828409 -18.1985381)",
391847909,,residential,6,False,False,84.249,Calle Avaroa,,"LINESTRING (-65.1819481 -18.20364, -65.1821563 -18.2043714)",
391847909,,residential,6,False,True,118.279,Calle Avaroa,,"LINESTRING (-65.1819481 -18.20364, -65.1816616 -18.2026117)",
755013220,,residential,6,False,True,109.113,Calle Barrientos,,"LINESTRING (-65.1819481 -18.20364, -65.1809434 -18.203868)",
67967762,,residential,5,False,True,106.313,Calle Aroma,,"LINESTRING (-65.1769976 -18.2013001, -65.1771585 -18.2003563)",
67421383,,residential,4,False,True,70.82,Calle Héroes del Chaco,,"LINESTRING (-65.1769976 -18.2013001, -65.1772746 -18.2012922, -65.1776525 -18.2013958)",
67967762,,residential,5,False,False,172.96999999999997,Calle Aroma,,"LINESTRING (-65.1769976 -18.2013001, -65.1769153 -18.2016186, -65.1767805 -18.2028395)",
67967803,2,residential,3,False,False,19.087,Calle Zenteno,,"LINESTRING (-65.1810813 -18.2004882, -65.1810353 -18.2003222)",
391847909,,residential,6,False,False,22.139,Calle Avaroa,,"LINESTRING (-65.1810813 -18.2004882, -65.1811256 -18.2006828)",
67421444,,residential,,False,False,59.862,,,"LINESTRING (-65.1789958 -18.1986628, -65.1784305 -18.198625)",
67967753,2,primary,,False,False,56.638,Avenida Bolivar,40,"LINESTRING (-65.1789958 -18.1986628, -65.1790335 -18.1991709)",
67421444,,residential,,False,True,121.811,,,"LINESTRING (-65.1789958 -18.1986628, -65.1790633 -18.1985922, -65.1801123 -18.1985078)",
"[67967753, 67967778, 442977249]",2,primary,7.3,False,True,188.919,"['Puente Aiquile', 'Avenida Bolivar', 'Entrada Norte a Aiquile']",40,"LINESTRING (-65.1789958 -18.1986628, -65.1789832 -18.198443, -65.1789385 -18.1981519, -65.1789222 -18.1980756, -65.1789059 -18.1979993, -65.1788602 -18.1978535, -65.1788029 -18.1976998, -65.1787403 -18.1975257, -65.1786325 -18.1972993, -65.1785395 -18.1971597, -65.178496 -18.1971108, -65.1784606 -18.197071)",yes
67421400,,residential,4,False,True,77.353,Calle Luis Ponce de Lozada,,"LINESTRING (-65.1836611 -18.1974897, -65.1838644 -18.198158)",
67967760,,residential,3,False,False,133.287,Calle Apodaca,,"LINESTRING (-65.1836611 -18.1974897, -65.1833094 -18.1978765, -65.1829037 -18.1980084, -65.1826242 -18.1980979)",
67421406,,residential,4,False,False,37.028,Calle Santa Cruz,,"LINESTRING (-65.1763207 -18.1980647, -65.1759815 -18.1981487)",
67421406,,residential,4,False,True,40.243,Calle Santa Cruz,,"LINESTRING (-65.1763207 -18.1980647, -65.1767001 -18.1980319)",
67421376,2,residential,6,False,False,111.338,Calle Gualberto Villaroel,,"LINESTRING (-65.1825053 -18.2013431, -65.182751 -18.2023168)",
67421376,2,residential,6,False,True,137.066,Calle Gualberto Villaroel,,"LINESTRING (-65.1825053 -18.2013431, -65.1822247 -18.2001396)",
998147965,,residential,6,False,False,112.001,Avenida Terán,,"LINESTRING (-65.1825053 -18.2013431, -65.1835252 -18.2010677)",
998147971,2,residential,6,False,True,122.29,Avenida Terán,,"LINESTRING (-65.1825053 -18.2013431, -65.1813934 -18.2016494)",
67421366,,residential,5,False,True,11.097,Calle Pando,,"LINESTRING (-65.1801077 -18.1986075, -65.1801123 -18.1985078)",
67421387,,residential,4,False,True,63.088,Calle Ayacucho,,"LINESTRING (-65.1801077 -18.1986075, -65.1806192 -18.1989004)",
67421366,,residential,5,False,False,94.84700000000001,Calle Pando,,"LINESTRING (-65.1801077 -18.1986075, -65.1800763 -18.198937, -65.1801493 -18.1994545)",
67967762,,residential,5,False,False,52.902,Calle Aroma,,"LINESTRING (-65.1770815 -18.1998862, -65.1771585 -18.2003563)",
67967762,,residential,5,False,True,103.173,Calle Aroma,,"LINESTRING (-65.1770815 -18.1998862, -65.1769325 -18.1989692)",
849426757,,residential,4,False,True,89.578,Calle Ingavi,,"LINESTRING (-65.1770815 -18.1998862, -65.177913 -18.199728)",
67967803,2,residential,3,False,False,68.849,Calle Zenteno,,"LINESTRING (-65.1809103 -18.1998309, -65.1807329 -18.1992351)",
67967803,2,residential,3,False,True,56.203,Calle Zenteno,,"LINESTRING (-65.1809103 -18.1998309, -65.1810353 -18.2003222)",
67421416,,residential,,False,False,78.77499999999999,,,"LINESTRING (-65.1809103 -18.1998309, -65.1808054 -18.1998508, -65.1801963 -18.2000336)",
67421394,,residential,7,False,False,62.916,Calle Campero,,"LINESTRING (-65.1784305 -18.198625, -65.1784107 -18.1991905)",
67421394,,residential,7,False,True,26.328,Calle Campero,,"LINESTRING (-65.1784305 -18.198625, -65.1784365 -18.1983883)",
67421444,,residential,,False,False,66.184,,,"LINESTRING (-65.1784305 -18.198625, -65.1778072 -18.1985645)",
67421444,,residential,,False,True,59.862,,,"LINESTRING (-65.1784305 -18.198625, -65.1789958 -18.1986628)",
849426759,2,residential,7,True,False,112.81,Calle Campero,,"LINESTRING (-65.1784238 -18.2002837, -65.1784461 -18.201298)",
998147967,2,residential,6,False,False,49.333,Calle Arévalo,,"LINESTRING (-65.1784238 -18.2002837, -65.1779568 -18.2002888)",
998147967,2,residential,6,False,True,20.336,Calle Arévalo,,"LINESTRING (-65.1784238 -18.2002837, -65.1786162 -18.2002773)",
67421426,,residential,6,False,False,133.898,Calle Arévalo,,"LINESTRING (-65.1771585 -18.2003563, -65.1758989 -18.2004913)",
67421426,,residential,6,False,True,59.305,Calle Arévalo,,"LINESTRING (-65.1771585 -18.2003563, -65.1777183 -18.2003157)",
67967762,,residential,5,False,False,106.313,Calle Aroma,,"LINESTRING (-65.1771585 -18.2003563, -65.1769976 -18.2013001)",
67967762,,residential,5,False,True,52.902,Calle Aroma,,"LINESTRING (-65.1771585 -18.2003563, -65.1770815 -18.1998862)",
67967753,2,primary,,False,False,38.366,Avenida Bolivar,40,"LINESTRING (-65.1792466 -18.1998912, -65.1793706 -18.2002155)",
998147964,2,primary,10,False,True,92.993,Calle Baptista,,"LINESTRING (-65.1792466 -18.1998912, -65.1800299 -18.1995095)",
67967753,2,primary,,False,True,83.288,Avenida Bolivar,40,"LINESTRING (-65.1792466 -18.1998912, -65.1791562 -18.199647, -65.1790335 -18.1991709)",
67421412,2,residential,6,False,True,9.572,Avenida Terán,,"LINESTRING (-65.1796282 -18.202144, -65.1795404 -18.2021653)",
817966679,2,residential,,True,False,12.919,,,"LINESTRING (-65.1796282 -18.202144, -65.1796368 -18.2022599)",
998147971,2,residential,6,False,False,46.717,Avenida Terán,,"LINESTRING (-65.1796282 -18.202144, -65.1800522 -18.2020245)",
67967803,2,residential,3,False,True,68.849,Calle Zenteno,,"LINESTRING (-65.1807329 -18.1992351, -65.1809103 -18.1998309)",
998147960,2,primary,10,False,True,128.765,Calle Baptista,,"LINESTRING (-65.1807329 -18.1992351, -65.1818871 -18.1988626)",
998147963,,residential,3,False,False,39.107,Calle Zenteno,,"LINESTRING (-65.1807329 -18.1992351, -65.1806192 -18.1989004)",
998147964,2,primary,10,False,False,66.299,Calle Baptista,,"LINESTRING (-65.1807329 -18.1992351, -65.1801493 -18.1994545)",
998147964,2,primary,10,False,False,14.017,Calle Baptista,,"LINESTRING (-65.1801493 -18.1994545, -65.1800299 -18.1995095)",
998147964,2,primary,10,False,True,66.299,Calle Baptista,,"LINESTRING (-65.1801493 -18.1994545, -65.1807329 -18.1992351)",
67421366,,residential,5,False,True,94.84700000000001,Calle Pando,,"LINESTRING (-65.1801493 -18.1994545, -65.1800763 -18.198937, -65.1801077 -18.1986075)",
998147961,,residential,4,False,False,54.036,,,"LINESTRING (-65.1826242 -18.1980979, -65.1828409 -18.1985381)",
67967760,,residential,3,False,False,96.344,Calle Apodaca,,"LINESTRING (-65.1826242 -18.1980979, -65.1824553 -18.1981511, -65.1817795 -18.1984235)",
67967760,,residential,3,False,True,133.287,Calle Apodaca,,"LINESTRING (-65.1826242 -18.1980979, -65.1829037 -18.1980084, -65.1833094 -18.1978765, -65.1836611 -18.1974897)",
67421367,,residential,6,False,True,120.303,Calle Loa,,"LINESTRING (-65.1776525 -18.2013958, -65.1777183 -18.2003157)",
67421367,,residential,6,False,False,140.08,Calle Loa,,"LINESTRING (-65.1776525 -18.2013958, -65.1775966 -18.2015853, -65.1775173 -18.2026456)",
67421383,,residential,4,False,False,70.82,Calle Héroes del Chaco,,"LINESTRING (-65.1776525 -18.2013958, -65.1772746 -18.2012922, -65.1769976 -18.2013001)",
67421383,,residential,4,False,True,84.602,Calle Héroes del Chaco,,"LINESTRING (-65.1776525 -18.2013958, -65.1777657 -18.2013928, -65.1783519 -18.2013117, -65.1784461 -18.201298)",
67421392,2,residential,8,False,False,53.644,Parque el Kjochi,,"LINESTRING (-65.177949 -18.2040384, -65.1774423 -18.2040708)",
67421392,2,residential,8,False,True,78.17099999999999,Parque el Kjochi,,"LINESTRING (-65.177949 -18.2040384, -65.1784724 -18.2039861, -65.178623 -18.203842)",
67421433,,residential,,False,False,100.128,,,"LINESTRING (-65.177949 -18.2040384, -65.1779612 -18.2038703, -65.1779493 -18.2036669, -65.1779347 -18.2036285, -65.1779202 -18.203603, -65.1778549 -18.2035537, -65.1775394 -18.2035791, -65.1774638 -18.2035476)",
67421439,,primary,,True,False,110.03,Avenida Hans Grether,40,"LINESTRING (-65.1852535 -18.1994604, -65.1842397 -18.1996876)",
424218894,,residential,,False,False,10.193,,,"LINESTRING (-65.1852535 -18.1994604, -65.1852317 -18.1993711)",
67421358,2,residential,,False,False,46.224,Calle Sucre,,"LINESTRING (-65.1802974 -18.2040146, -65.180156 -18.2036212)",
67421434,2,residential,6,False,False,60.764,Calle Barrientos,,"LINESTRING (-65.1802974 -18.2040146, -65.1808569 -18.2038876)",
67421366,,residential,5,False,False,11.097,Calle Pando,,"LINESTRING (-65.1801123 -18.1985078, -65.1801077 -18.1986075)",
67421366,,residential,5,False,True,58.81,Calle Pando,,"LINESTRING (-65.1801123 -18.1985078, -65.180193 -18.1979845)",
67421444,,residential,,False,False,121.811,,,"LINESTRING (-65.1801123 -18.1985078, -65.1790633 -18.1985922, -65.1789958 -18.1986628)",
67421426,,residential,6,False,True,133.898,Calle Arévalo,,"LINESTRING (-65.1758989 -18.2004913, -65.1771585 -18.2003563)",
67421423,,residential,6,False,False,55.938,Calle Junin,,"LINESTRING (-65.1778072 -18.1985645, -65.1778791 -18.1990629)",
67421423,,residential,6,False,True,15.999,Calle Junin,,"LINESTRING (-65.1778072 -18.1985645, -65.1777792 -18.1984231)",
67421444,,residential,,False,True,66.184,,,"LINESTRING (-65.1778072 -18.1985645, -65.1784305 -18.198625)",
391847893,2,primary,,True,False,110.04,Avenida Bolivar,60,"LINESTRING (-65.1801327 -18.2020032, -65.1805303 -18.2029179)",
998147971,2,residential,6,False,False,138.859,Avenida Terán,,"LINESTRING (-65.1801327 -18.2020032, -65.1813934 -18.2016494)",
998147971,2,residential,6,False,True,8.827,Avenida Terán,,"LINESTRING (-65.1801327 -18.2020032, -65.1800522 -18.2020245)",
67967760,,residential,3,False,False,133.546,Calle Apodaca,,"LINESTRING (-65.1817795 -18.1984235, -65.1806192 -18.1989004)",
998147962,,residential,6,False,False,50.131,Calle Gualberto Villaroel,,"LINESTRING (-65.1817795 -18.1984235, -65.1818871 -18.1988626)",
67967760,,residential,3,False,True,96.344,Calle Apodaca,,"LINESTRING (-65.1817795 -18.1984235, -65.1824553 -18.1981511, -65.1826242 -18.1980979)",
998147962,,residential,6,False,True,119.857,Calle Gualberto Villaroel,,"LINESTRING (-65.1817795 -18.1984235, -65.1817503 -18.1983639, -65.181646 -18.1979833, -65.1812841 -18.1974687)",
67421374,,residential,4,False,False,119.655,Calle Santa Bárbara,,"LINESTRING (-65.182751 -18.2023168, -65.1816616 -18.2026117)",
67421374,,residential,4,False,True,113.017,Calle Santa Bárbara,,"LINESTRING (-65.182751 -18.2023168, -65.18378 -18.2020384)",
67421376,2,residential,6,False,True,111.338,Calle Gualberto Villaroel,,"LINESTRING (-65.182751 -18.2023168, -65.1825053 -18.2013431)",
67421376,2,residential,6,False,False,96.82199999999999,Calle Gualberto Villaroel,,"LINESTRING (-65.182751 -18.2023168, -65.1829407 -18.2030239, -65.1829741 -18.2030957, -65.1830135 -18.2031458)",
755013220,,residential,6,False,False,109.113,Calle Barrientos,,"LINESTRING (-65.1809434 -18.203868, -65.1819481 -18.20364)",
755013221,2,residential,6,False,True,9.393,Calle Barrientos,,"LINESTRING (-65.1809434 -18.203868, -65.1808569 -18.2038876)",
442977249,2,primary,,False,False,115.52800000000002,Entrada Norte a Aiquile,40,"LINESTRING (-65.177533 -18.1965336, -65.1776224 -18.1966164, -65.1777188 -18.1966811, -65.1779267 -18.1967836, -65.1782099 -18.1969119, -65.1783786 -18.1970036, -65.1784606 -18.197071)",
442977249,2,primary,,False,True,102.56700000000001,Entrada Norte a Aiquile,40,"LINESTRING (-65.177533 -18.1965336, -65.177389 -18.1963884, -65.1772126 -18.1961976, -65.1769737 -18.1957872)",
"[505320019, 505320022, 67421423]",,residential,6,False,False,175.553,Calle Junin,,"LINESTRING (-65.177533 -18.1965336, -65.1775516 -18.1966369, -65.1775919 -18.196732, -65.1776271 -18.196871, -65.1776339 -18.1969799, -65.1776407 -18.1970808, -65.1776429 -18.1971945, -65.1776366 -18.1974109, -65.1776723 -18.1976379, -65.1777205 -18.1980942)",yes
67421370,2,residential,4,False,False,111.242,,,"LINESTRING (-65.1835252 -18.2010677, -65.18378 -18.2020384)",
67421370,2,residential,4,False,True,132.137,,,"LINESTRING (-65.1835252 -18.2010677, -65.1832145 -18.1999166)",
998147965,,residential,6,False,False,106.588,Avenida Terán,,"LINESTRING (-65.1835252 -18.2010677, -65.1844929 -18.2007961)",
998147965,,residential,6,False,True,112.001,Avenida Terán,,"LINESTRING (-65.1835252 -18.2010677, -65.1825053 -18.2013431)",
67421376,2,residential,6,False,False,137.066,Calle Gualberto Villaroel,,"LINESTRING (-65.1822247 -18.2001396, -65.1825053 -18.2013431)",
67421376,2,residential,6,False,True,9.495,Calle Gualberto Villaroel,,"LINESTRING (-65.1822247 -18.2001396, -65.1821989 -18.2000578)",
1176483044,,residential,,True,False,129.071,Avenida Hans Grether,40,"LINESTRING (-65.1822247 -18.2001396, -65.1816408 -18.2002613, -65.1812214 -18.2003654, -65.1810813 -18.2004882)",
42674156,2,residential,,False,False,163.618,Avenida Circunvalación,,"LINESTRING (-65.1821563 -18.2043714, -65.1830135 -18.2031458)",
391847909,,residential,6,False,True,84.249,Calle Avaroa,,"LINESTRING (-65.1821563 -18.2043714, -65.1819481 -18.20364)",
67967753,2,primary,,False,False,93.276,Avenida Bolivar,40,"LINESTRING (-65.1793706 -18.2002155, -65.1796802 -18.2010011)",
67967753,2,primary,,False,True,38.366,Avenida Bolivar,40,"LINESTRING (-65.1793706 -18.2002155, -65.1792466 -18.1998912)",
998147969,2,residential,6,False,False,71.192,Calle Arévalo,,"LINESTRING (-65.1793706 -18.2002155, -65.178699 -18.2002691)",
67421456,,residential,,False,True,77.613,Calle Héroes del Chaco,,"LINESTRING (-65.1796802 -18.2010011, -65.180394 -18.2008356)",
67967753,2,primary,,False,True,93.276,Avenida Bolivar,40,"LINESTRING (-65.1796802 -18.2010011, -65.1793706 -18.2002155)",
67421456,,residential,,False,False,57.935,Calle Héroes del Chaco,,"LINESTRING (-65.1796802 -18.2010011, -65.1793144 -18.2011034, -65.1791573 -18.2011576)",
391847893,2,primary,,True,False,121.70100000000001,Avenida Bolivar,60,"LINESTRING (-65.1796802 -18.2010011, -65.1797405 -18.2010697, -65.1801327 -18.2020032)",
67421423,,residential,6,False,True,16.79,Calle Junin,,"LINESTRING (-65.1778973 -18.1992129, -65.1778791 -18.1990629)",
849426756,2,residential,6,True,False,57.301,Calle Junin,,"LINESTRING (-65.1778973 -18.1992129, -65.1779086 -18.199583, -65.177913 -18.199728)",
67421358,2,residential,,False,True,46.224,Calle Sucre,,"LINESTRING (-65.180156 -18.2036212, -65.1802974 -18.2040146)",
67421358,2,residential,,False,False,161.058,Calle Sucre,,"LINESTRING (-65.180156 -18.2036212, -65.1798338 -18.2027219, -65.1796368 -18.2022599)",
