osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,junction
71028780,False,2,F2,Avenida Felix Roja Tejada,trunk,80,True,55.616,"LINESTRING (-69.081898 -16.1692241, -69.0823632 -16.1689993)",,
699986264,False,,,,residential,,False,105.79,"LINESTRING (-69.081898 -16.1692241, -69.0815326 -16.1683398)",,
71028780,False,2,F2,Avenida Felix Roja Tejada,trunk,80,False,128.532,"LINESTRING (-69.081898 -16.1692241, -69.0814385 -16.169433, -69.0807961 -16.1696881)",,
71028780,False,2,F2,Avenida Felix Roja Tejada,trunk,80,False,52.896,"LINESTRING (-69.087521 -16.169006, -69.0870796 -16.1687902)",,
71028780,False,2,F2,Avenida Felix Roja Tejada,trunk,80,True,140.657,"LINESTRING (-69.087521 -16.169006, -69.0881112 -16.1693157, -69.0883492 -16.1694933, -69.0886042 -16.1697138)",,
677188074,False,2,F2,RN2: Kasani-Copacabana,trunk,80,True,17.055,"LINESTRING (-69.0889671 -16.1700724, -69.0890659 -16.1701929)",,
1023257894,False,2,F2,Avenida Felix Roja Tejada,trunk,80,False,25.215,"LINESTRING (-69.0889671 -16.1700724, -69.0888105 -16.1699027)",,
29092732,False,,,Calle Rigoberto Paredes,residential,,False,8.793,"LINESTRING (-69.0884649 -16.1680341, -69.0885448 -16.168015)",6,
29092732,False,,,Calle Rigoberto Paredes,residential,,True,82.478,"LINESTRING (-69.0884649 -16.1680341, -69.0877031 -16.1681559)",6,
763479530,True,2,,Avenida 16 de Julio,tertiary,,False,68.955,"LINESTRING (-69.0884649 -16.1680341, -69.0883601 -16.1674222)",9,
763479530,True,2,,Avenida 16 de Julio,tertiary,,False,83.19,"LINESTRING (-69.088289 -16.1670323, -69.0881624 -16.1662941)",9,
1216309907,False,,,Calle Manuel Mena Mejía,residential,,False,8.582,"LINESTRING (-69.088289 -16.1670323, -69.0883688 -16.1670232)",6,
1216309907,False,,,Calle Manuel Mena Mejía,residential,,True,77.312,"LINESTRING (-69.088289 -16.1670323, -69.0875735 -16.167138)",6,
42909527,False,,,Calle Buch,residential,,False,188.676,"LINESTRING (-69.0900044 -16.1661228, -69.0882436 -16.1662609)",6,
307882703,False,,,Calle Jauregui,tertiary,,False,61.436,"LINESTRING (-69.0878533 -16.1646267, -69.0872845 -16.1647092)",6,
886029853,False,,,Calle Jauregui,tertiary,,True,8.71,"LINESTRING (-69.0878533 -16.1646267, -69.0879327 -16.1646088)",6,
42909544,False,,,Calle Jauregui,residential,,False,80.097,"LINESTRING (-69.0887442 -16.164456, -69.0880052 -16.1645788)",6,
42909546,False,,,,residential,,True,113.55799999999999,"LINESTRING (-69.0887442 -16.164456, -69.0888593 -16.1649761, -69.0889562 -16.1654567)",6,
698349324,False,,,Avenida 6 de Agosto,residential,,False,90.903,"LINESTRING (-69.0889562 -16.1654567, -69.0881088 -16.1655335)",,
42909546,False,,,,residential,,False,113.55799999999999,"LINESTRING (-69.0889562 -16.1654567, -69.0888593 -16.1649761, -69.0887442 -16.164456)",6,
71026413,False,,,Calle Murillo,tertiary,,True,57.582,"LINESTRING (-69.0850656 -16.1657671, -69.0850903 -16.1662844)",6,
71057257,False,,,Calle J.P. Mejía,residential,,False,50.507,"LINESTRING (-69.0850656 -16.1657671, -69.0846076 -16.1658803)",10,
