osmid,ref,highway,oneway,reversed,length,bridge,geometry,name
182327667,,residential,False,True,154.436,,"LINESTRING (72.8870249 40.7281521, 72.8872197 40.7274186, 72.8873182 40.7267823)",
189638473,,residential,False,True,125.518,,"LINESTRING (72.8870249 40.7281521, 72.8864442 40.7280401, 72.8858425 40.7279446, 72.885567 40.7279395)",
182327662,,residential,False,True,160.315,,"LINESTRING (72.8873182 40.7267823, 72.8868464 40.7267346, 72.8863001 40.7265705, 72.885989 40.7265111, 72.885471 40.7265137)",
182327667,,residential,False,False,154.436,,"LINESTRING (72.8873182 40.7267823, 72.8872197 40.7274186, 72.8870249 40.7281521)",
182141509,4P136,primary,False,False,28.784,,"LINESTRING (72.8851147 40.726605, 72.8849051 40.7264006)",Boburshox ko'chasi
182327662,,residential,False,False,31.694,,"LINESTRING (72.8851147 40.726605, 72.885471 40.7265137)",
182141509,4P136,primary,False,True,113.58800000000001,,"LINESTRING (72.8851147 40.726605, 72.8853058 40.7268737, 72.8854098 40.727107, 72.8854898 40.7275731)",Boburshox ko'chasi
182426893,,residential,False,False,228.599,,"LINESTRING (72.8808574 40.7330236, 72.8810607 40.7327265, 72.88134 40.7323887, 72.8815924 40.732177, 72.8818717 40.7320956, 72.8821833 40.7317415, 72.8825201 40.7314534)",
182426893,,residential,False,True,107.99600000000001,,"LINESTRING (72.8828847 40.7305664, 72.8829439 40.73078, 72.8828014 40.7311246, 72.8825201 40.7314534)",
186251943,,residential,False,True,182.41899999999998,,"LINESTRING (72.8828847 40.7305664, 72.883286 40.7304733, 72.8838661 40.7302556, 72.8847414 40.7300481, 72.8849171 40.7300802)",
182426893,,residential,False,False,107.99600000000001,,"LINESTRING (72.8825201 40.7314534, 72.8828014 40.7311246, 72.8829439 40.73078, 72.8828847 40.7305664)",
182426893,,residential,False,True,228.59900000000002,,"LINESTRING (72.8825201 40.7314534, 72.8821833 40.7317415, 72.8818717 40.7320956, 72.8815924 40.732177, 72.88134 40.7323887, 72.8810607 40.7327265, 72.8808574 40.7330236)",
441786982,,residential,False,False,106.127,,"LINESTRING (72.8825201 40.7314534, 72.882741 40.7316172, 72.8830915 40.7318609, 72.8835092 40.7320319)",
182141509,4P136,primary,False,False,41.258,,"LINESTRING (72.885567 40.7279395, 72.8854898 40.7275731)",Boburshox ko'chasi
182141509,4P136,primary,False,True,92.919,,"LINESTRING (72.885567 40.7279395, 72.8855921 40.7281271, 72.8854181 40.7287606)",Boburshox ko'chasi
189638473,,residential,False,False,125.518,,"LINESTRING (72.885567 40.7279395, 72.8858425 40.7279446, 72.8864442 40.7280401, 72.8870249 40.7281521)",
182327667,,residential,False,True,64.715,,"LINESTRING (72.887639 40.7285016, 72.8870249 40.7281521)",
182327667,,residential,False,False,264.459,,"LINESTRING (72.887639 40.7285016, 72.8876079 40.7286348, 72.8882184 40.7296012, 72.8883555 40.7297364, 72.8887751 40.7301502, 72.8889234 40.7306161)",
182327674,,residential,False,False,95.106,,"LINESTRING (72.887639 40.7285016, 72.8878823 40.7285766, 72.8884032 40.7285475, 72.8884871 40.7284908, 72.8885852 40.7283321)",
441786982,,residential,False,True,106.12700000000001,,"LINESTRING (72.8835092 40.7320319, 72.8830915 40.7318609, 72.882741 40.7316172, 72.8825201 40.7314534)",
441786981,,residential,False,False,384.518,,"LINESTRING (72.8810266 40.7343862, 72.8810557 40.7343276, 72.8811614 40.7339238, 72.8814014 40.7335855, 72.8816991 40.7333126, 72.881944 40.7331598, 72.8827986 40.7327596, 72.8829955 40.7326977, 72.8832499 40.7326686, 72.883586 40.7324867, 72.8836532 40.7322575, 72.8837278 40.732279, 72.8839582 40.7322699, 72.8840951 40.7322818)",
441786983,,residential,False,True,212.824,,"LINESTRING (72.8810266 40.7343862, 72.8814446 40.7345714, 72.88216 40.7346405, 72.8834728 40.7347484)",
27079683,4P136,primary,False,False,20.974,,"LINESTRING (72.890115 40.7309781, 72.8903522 40.7310353)",Qorasuv ko'chasi
27079683,4P136,primary,False,True,108.174,,"LINESTRING (72.890115 40.7309781, 72.8889234 40.7306161)",Qorasuv ko'chasi
457974898,,residential,False,False,203.066,,"LINESTRING (72.8799018 40.7277788, 72.8805614 40.7267737, 72.8807305 40.7264158, 72.8808413 40.7262568, 72.8809753 40.7261551)",
457974900,,residential,False,True,506.08000000000004,,"LINESTRING (72.8799018 40.7277788, 72.8806505 40.727877, 72.8813235 40.7278721, 72.8821085 40.7278524, 72.8828334 40.7278068, 72.8829148 40.7274501, 72.883612 40.7275198, 72.883927 40.7275252, 72.8854898 40.7275731)",
457974898,,residential,False,True,203.066,,"LINESTRING (72.8809753 40.7261551, 72.8808413 40.7262568, 72.8807305 40.7264158, 72.8805614 40.7267737, 72.8799018 40.7277788)",
457974899,,residential,False,False,339.70700000000005,,"LINESTRING (72.8809753 40.7261551, 72.8813543 40.7262788, 72.8821296 40.7264291, 72.8826485 40.7264644, 72.883179 40.7265042, 72.8835054 40.7264644, 72.8838144 40.7263981, 72.8841875 40.7263274, 72.8845489 40.7263355, 72.8849051 40.7264006)",
182141509,4P136,primary,False,True,28.784,,"LINESTRING (72.8849051 40.7264006, 72.8851147 40.726605)",Boburshox ko'chasi
457974899,,residential,False,True,339.707,,"LINESTRING (72.8849051 40.7264006, 72.8845489 40.7263355, 72.8841875 40.7263274, 72.8838144 40.7263981, 72.8835054 40.7264644, 72.883179 40.7265042, 72.8826485 40.7264644, 72.8821296 40.7264291, 72.8813543 40.7262788, 72.8809753 40.7261551)",
182141509,4P136,primary,False,True,41.258,,"LINESTRING (72.8854898 40.7275731, 72.885567 40.7279395)",Boburshox ko'chasi
182141509,4P136,primary,False,False,113.58800000000001,,"LINESTRING (72.8854898 40.7275731, 72.8854098 40.727107, 72.8853058 40.7268737, 72.8851147 40.726605)",Boburshox ko'chasi
457974900,,residential,False,False,506.08000000000004,,"LINESTRING (72.8854898 40.7275731, 72.883927 40.7275252, 72.883612 40.7275198, 72.8829148 40.7274501, 72.8828334 40.7278068, 72.8821085 40.7278524, 72.8813235 40.7278721, 72.8806505 40.727877, 72.8799018 40.7277788)",
182327662,,residential,False,True,31.694,,"LINESTRING (72.885471 40.7265137, 72.8851147 40.726605)",
182327662,,residential,False,False,160.31500000000003,,"LINESTRING (72.885471 40.7265137, 72.885989 40.7265111, 72.8863001 40.7265705, 72.8868464 40.7267346, 72.8873182 40.7267823)",
182327659,,residential,False,True,126.697,,"LINESTRING (72.8913787 40.7277868, 72.8907186 40.7275488, 72.8899878 40.727359)",
474481096,,residential,False,False,129.582,,"LINESTRING (72.8913787 40.7277868, 72.8912282 40.7280232, 72.8911255 40.7282887, 72.8910701 40.7289135)",
474481097,,residential,False,True,48.042,,"LINESTRING (72.888772 40.7279239, 72.8885852 40.7283321)",
27079683,4P136,primary,False,False,223.674,,"LINESTRING (72.8863514 40.7301185, 72.8889234 40.7306161)",Qorasuv ko'chasi
27079683,4P136,primary,False,True,104.942,,"LINESTRING (72.8863514 40.7301185, 72.8851739 40.7298111)",Qorasuv ko'chasi
474481101,,residential,False,False,40.335,,"LINESTRING (72.8863514 40.7301185, 72.8861346 40.7304419)",
474481101,,residential,False,True,40.335,,"LINESTRING (72.8861346 40.7304419, 72.8863514 40.7301185)",
"[474481101, 474481103]",,residential,False,False,195.695,,"LINESTRING (72.8861346 40.7304419, 72.8859258 40.7306511, 72.885763 40.7307128, 72.8855365 40.7307074, 72.8853348 40.730686, 72.8854834 40.7311044, 72.8854551 40.7314986, 72.8854197 40.7317024)",
474481106,,residential,False,False,146.35899999999998,,"LINESTRING (72.8861346 40.7304419, 72.8862408 40.7305465, 72.886347 40.7307074, 72.886347 40.7308496, 72.8863293 40.7310641, 72.886347 40.7314021, 72.8863718 40.7317105)",
"[474481101, 474481103]",,residential,False,True,195.695,,"LINESTRING (72.8854197 40.7317024, 72.8854551 40.7314986, 72.8854834 40.7311044, 72.8853348 40.730686, 72.8855365 40.7307074, 72.885763 40.7307128, 72.8859258 40.7306511, 72.8861346 40.7304419)",
474481106,,residential,False,True,146.359,,"LINESTRING (72.8863718 40.7317105, 72.886347 40.7314021, 72.8863293 40.7310641, 72.886347 40.7308496, 72.886347 40.7307074, 72.8862408 40.7305465, 72.8861346 40.7304419)",
474485436,,residential,False,False,332.209,,"LINESTRING (72.8880086 40.7320723, 72.8873113 40.7320321, 72.8868371 40.7320321, 72.8863593 40.732075, 72.8860266 40.7321421, 72.8856621 40.7321984, 72.8853082 40.7322064, 72.8849289 40.7322309, 72.8844811 40.7322692, 72.8840951 40.7322818)",
474485436,,residential,False,True,117.51899999999999,,"LINESTRING (72.8880086 40.7320723, 72.8886315 40.7320858, 72.889088 40.7320107, 72.8893787 40.7319422)",
474485477,,residential,False,True,131.343,,"LINESTRING (72.8880086 40.7320723, 72.887999 40.7323304, 72.8880288 40.732473, 72.8881102 40.7328323, 72.8881492 40.7332453)",
474485436,,residential,False,False,117.519,,"LINESTRING (72.8893787 40.7319422, 72.889088 40.7320107, 72.8886315 40.7320858, 72.8880086 40.7320723)",
474485436,,residential,False,True,99.297,,"LINESTRING (72.8893787 40.7319422, 72.8895092 40.7319114, 72.8897286 40.7319088, 72.8902064 40.7319651, 72.8905326 40.7320345)",
474485437,,residential,False,False,149.787,,"LINESTRING (72.8893787 40.7319422, 72.8893924 40.7322976, 72.8893358 40.7328742, 72.8893145 40.7332872)",
474485437,,residential,False,False,83.968,,"LINESTRING (72.8893145 40.7332872, 72.8892508 40.7340408)",
474485437,,residential,False,True,149.787,,"LINESTRING (72.8893145 40.7332872, 72.8893358 40.7328742, 72.8893924 40.7322976, 72.8893787 40.7319422)",
474485476,,residential,False,True,81.05799999999999,,"LINESTRING (72.8893145 40.7332872, 72.8888641 40.7332561, 72.8883544 40.7332507)",
474485437,,residential,False,False,92.074,,"LINESTRING (72.8892508 40.7340408, 72.889134 40.7348641)",
474485437,,residential,False,True,83.968,,"LINESTRING (72.8892508 40.7340408, 72.8893145 40.7332872)",
474485437,,residential,False,True,92.074,,"LINESTRING (72.889134 40.7348641, 72.8892508 40.7340408)",
474485482,,residential,False,False,396.46,,"LINESTRING (72.889134 40.7348641, 72.8879843 40.7349864, 72.8868766 40.7350041, 72.8862062 40.7349423, 72.885769 40.7348716, 72.8855416 40.7348451, 72.8850344 40.734717, 72.8844885 40.7346703)",
1144558177,4K74,secondary,False,False,38.849,,"LINESTRING (72.8837778 40.7335219, 72.8838613 40.7331783)",
1144558177,4K74,secondary,False,True,100.461,,"LINESTRING (72.8837778 40.7335219, 72.8835505 40.7344088)",
474485472,,residential,False,False,80.10900000000001,,"LINESTRING (72.8837778 40.7335219, 72.8839061 40.7335491, 72.8840461 40.7336512, 72.8842047 40.7338092, 72.8842518 40.7340806)",
474485472,,residential,False,False,40.519,,"LINESTRING (72.8842518 40.7340806, 72.8843501 40.7344373)",
474485472,,residential,False,True,80.109,,"LINESTRING (72.8842518 40.7340806, 72.8842047 40.7338092, 72.8840461 40.7336512, 72.8839061 40.7335491, 72.8837778 40.7335219)",
474485475,,residential,False,False,184.7,,"LINESTRING (72.8842518 40.7340806, 72.88461 40.7340016, 72.8849072 40.7339533, 72.8854169 40.7339641, 72.886422 40.7339721)",
474485472,,residential,False,True,40.519,,"LINESTRING (72.8843501 40.7344373, 72.8842518 40.7340806)",
474485472,,residential,False,False,33.183,,"LINESTRING (72.8843501 40.7344373, 72.8843833 40.7346526, 72.8844885 40.7346703)",
474485474,,residential,False,False,67.638,,"LINESTRING (72.8843501 40.7344373, 72.8842465 40.734449, 72.8835505 40.7344088)",
474485472,,residential,False,True,33.183,,"LINESTRING (72.8844885 40.7346703, 72.8843833 40.7346526, 72.8843501 40.7344373)",
474485482,,residential,False,True,396.46,,"LINESTRING (72.8844885 40.7346703, 72.8850344 40.734717, 72.8855416 40.7348451, 72.885769 40.7348716, 72.8862062 40.7349423, 72.8868766 40.7350041, 72.8879843 40.7349864, 72.889134 40.7348641)",
1144558177,4K74,secondary,False,False,100.461,,"LINESTRING (72.8835505 40.7344088, 72.8837778 40.7335219)",
1144558177,4K74,secondary,False,True,38.325,,"LINESTRING (72.8835505 40.7344088, 72.8834728 40.7347484)",
474485474,,residential,False,True,67.638,,"LINESTRING (72.8835505 40.7344088, 72.8842465 40.734449, 72.8843501 40.7344373)",
474485475,,residential,False,True,184.7,,"LINESTRING (72.886422 40.7339721, 72.8854169 40.7339641, 72.8849072 40.7339533, 72.88461 40.7340016, 72.8842518 40.7340806)",
1144558177,4K74,secondary,False,False,101.614,,"LINESTRING (72.8838613 40.7331783, 72.8840951 40.7322818)",
1144558177,4K74,secondary,False,True,38.849,,"LINESTRING (72.8838613 40.7331783, 72.8837778 40.7335219)",
474485476,,residential,False,False,306.27,,"LINESTRING (72.8838613 40.7331783, 72.8848081 40.7332051, 72.8864326 40.7332507, 72.8874944 40.7332507)",
474485476,,residential,False,False,55.176,,"LINESTRING (72.8874944 40.7332507, 72.8881492 40.7332453)",
474485476,,residential,False,True,306.27,,"LINESTRING (72.8874944 40.7332507, 72.8864326 40.7332507, 72.8848081 40.7332051, 72.8838613 40.7331783)",
474485479,,residential,False,True,129.099,,"LINESTRING (72.8874944 40.7332507, 72.8874893 40.7337786, 72.8874681 40.7344115)",
474485476,,residential,False,False,17.3,,"LINESTRING (72.8881492 40.7332453, 72.8883544 40.7332507)",
474485476,,residential,False,True,55.176,,"LINESTRING (72.8881492 40.7332453, 72.8874944 40.7332507)",
474485477,,residential,False,False,131.34300000000002,,"LINESTRING (72.8881492 40.7332453, 72.8881102 40.7328323, 72.8880288 40.732473, 72.887999 40.7323304, 72.8880086 40.7320723)",
474485476,,residential,False,True,17.3,,"LINESTRING (72.8883544 40.7332507, 72.8881492 40.7332453)",
474485476,,residential,False,False,81.05799999999999,,"LINESTRING (72.8883544 40.7332507, 72.8888641 40.7332561, 72.8893145 40.7332872)",
474485478,,residential,False,True,128.486,,"LINESTRING (72.8883544 40.7332507, 72.8883529 40.7337813, 72.8883564 40.7344062)",
474485478,,residential,False,False,128.486,,"LINESTRING (72.8883564 40.7344062, 72.8883529 40.7337813, 72.8883544 40.7332507)",
474485479,,residential,False,False,129.099,,"LINESTRING (72.8874681 40.7344115, 72.8874893 40.7337786, 72.8874944 40.7332507)",
