osmid,highway,oneway,reversed,length,name,geometry,lanes,junction,maxspeed,ref
412802078,residential,False,False,216.802,,"LINESTRING (-86.1184086 12.0035114, -86.1182726 12.0015662)",,,,
412802078,residential,False,True,154.862,,"LINESTRING (-86.1184086 12.0035114, -86.1184725 12.0049027)",,,,
596174675,tertiary,False,True,90.789,Calle Central,"LINESTRING (-86.1184086 12.0035114, -86.1192433 12.003504)",,,,
1242251587,tertiary,False,False,177.418,Calle Central,"LINESTRING (-86.1184086 12.0035114, -86.1167775 12.0034919)",,,,
25756921,residential,False,False,71.199,Avenida Central,"LINESTRING (-86.1200039 12.0003043, -86.1200324 11.9996646)",,,,
25756921,residential,False,True,84.212,Avenida Central,"LINESTRING (-86.1200039 12.0003043, -86.1199281 12.001058)",,,,
25756922,residential,False,False,93.998,,"LINESTRING (-86.1200039 12.0003043, -86.120868 12.0002895)",,,,
25756922,residential,False,True,110.311,,"LINESTRING (-86.1200039 12.0003043, -86.1196885 12.0003194, -86.1189909 12.0003527)",,,,
25756922,residential,False,True,87.035,,"LINESTRING (-86.1216682 12.000286, -86.120868 12.0002895)",,,,
229029362,residential,False,False,78.319,,"LINESTRING (-86.1216682 12.000286, -86.1216459 12.00099)",,,,
229029362,residential,False,True,74.543,,"LINESTRING (-86.1216682 12.000286, -86.1217137 11.9996171)",,,,
229029363,residential,False,True,86.82300000000001,,"LINESTRING (-86.1216682 12.000286, -86.1219105 12.0002666, -86.1220674 12.0002129, -86.1223768 11.9999824)",,,,
25756925,tertiary,False,False,22.637,,"LINESTRING (-86.1206695 12.0027485, -86.1206636 12.002545)",2,,,
25756966,residential,False,True,98.122,,"LINESTRING (-86.1206695 12.0027485, -86.1215704 12.0027951)",,,,
229029352,tertiary,False,False,52.192,,"LINESTRING (-86.1206695 12.0027485, -86.1207075 12.0032164)",2,,,
25756926,residential,False,False,95.655,,"LINESTRING (-86.1216459 12.00099, -86.1207671 12.0010235)",,,,
25756926,residential,False,True,79.009,,"LINESTRING (-86.1216459 12.00099, -86.1223717 12.0009607)",,,,
229029362,residential,False,False,93.592,,"LINESTRING (-86.1216459 12.00099, -86.1216196 12.0018313)",,,,
229029362,residential,False,True,78.319,,"LINESTRING (-86.1216459 12.00099, -86.1216682 12.000286)",,,,
25756926,residential,False,False,91.334,,"LINESTRING (-86.1207671 12.0010235, -86.1199281 12.001058)",,,,
25756926,residential,False,True,95.655,,"LINESTRING (-86.1207671 12.0010235, -86.1216459 12.00099)",,,,
261107645,residential,False,False,82.352,,"LINESTRING (-86.1207671 12.0010235, -86.120868 12.0002895)",,,,
261107645,residential,False,True,91.234,,"LINESTRING (-86.1207671 12.0010235, -86.1206748 12.001839)",,,,
25756921,residential,False,False,84.212,Avenida Central,"LINESTRING (-86.1199281 12.001058, -86.1200039 12.0003043)",,,,
25756921,residential,False,True,85.813,Avenida Central,"LINESTRING (-86.1199281 12.001058, -86.119863 12.0018271)",,,,
25756926,residential,False,False,94.934,,"LINESTRING (-86.1199281 12.001058, -86.1190561 12.0010953)",,,,
25756926,residential,False,True,91.334,,"LINESTRING (-86.1199281 12.001058, -86.1207671 12.0010235)",,,,
25756929,residential,False,False,80.751,,"LINESTRING (-86.1223619 12.0018173, -86.1216196 12.0018313)",,,,
25756929,residential,False,True,182.46,,"LINESTRING (-86.1223619 12.0018173, -86.1240394 12.001832)",,,,
414730830,residential,False,False,95.256,,"LINESTRING (-86.1223619 12.0018173, -86.1223717 12.0009607)",,,,
414730830,residential,False,True,114.868,,"LINESTRING (-86.1223619 12.0018173, -86.1223705 12.0028503)",,,,
25756929,residential,False,False,88.305,,"LINESTRING (-86.1206748 12.001839, -86.119863 12.0018271)",,,,
25756929,residential,False,True,102.764,,"LINESTRING (-86.1206748 12.001839, -86.1216196 12.0018313)",,,,
261107645,residential,False,False,91.234,,"LINESTRING (-86.1206748 12.001839, -86.1207671 12.0010235)",,,,
261107645,residential,False,True,78.513,,"LINESTRING (-86.1206748 12.001839, -86.1206636 12.002545)",,,,
25756921,residential,False,False,85.813,Avenida Central,"LINESTRING (-86.119863 12.0018271, -86.1199281 12.001058)",,,,
25756921,residential,False,True,73.035,Avenida Central,"LINESTRING (-86.119863 12.0018271, -86.1198275 12.002483)",,,,
25756929,residential,False,False,80.56,,"LINESTRING (-86.119863 12.0018271, -86.1191224 12.001816)",,,,
25756929,residential,False,True,88.305,,"LINESTRING (-86.119863 12.0018271, -86.1206748 12.001839)",,,,
25756929,residential,False,False,43.96,,"LINESTRING (-86.1191224 12.001816, -86.1187187 12.0018352)",,,,
25756929,residential,False,True,80.56,,"LINESTRING (-86.1191224 12.001816, -86.119863 12.0018271)",,,,
44962250,residential,False,False,36.475,,"LINESTRING (-86.1191224 12.001816, -86.1191525 12.0021427)",,,,
44962250,residential,False,True,80.462,,"LINESTRING (-86.1191224 12.001816, -86.1190561 12.0010953)",,,,
414730831,residential,False,False,159.851,,"LINESTRING (-86.1192433 12.003504, -86.1192847 12.004941)",,,,
414730831,residential,False,True,46.719,,"LINESTRING (-86.1192433 12.003504, -86.1192159 12.0030847)",,,,
