osmid,highway,maxspeed,oneway,reversed,length,geometry,name,ref,bridge
278131741,residential,30,False,False,96.204,"LINESTRING (-85.9645899 12.7304172, -85.9647596 12.729568)",Avenida Central,,
278131741,residential,30,False,True,94.665,"LINESTRING (-85.9645899 12.7304172, -85.9644271 12.7312536)",Avenida Central,,
278131746,residential,30,False,False,88.458,"LINESTRING (-85.9645899 12.7304172, -85.9637906 12.7302591)",Calle Jorge Navarro,,
278131746,residential,30,False,True,95.867,"LINESTRING (-85.9645899 12.7304172, -85.9654574 12.7305824)",Calle Jorge Navarro,,
278131746,residential,30,False,False,95.867,"LINESTRING (-85.9654574 12.7305824, -85.9645899 12.7304172)",Calle Jorge Navarro,,
278131746,residential,30,False,True,78.851,"LINESTRING (-85.9654574 12.7305824, -85.9661686 12.7307294)",Calle Jorge Navarro,,
278131752,residential,30,False,False,97.338,"LINESTRING (-85.9654574 12.7305824, -85.9656096 12.7297197)",,,
278131752,residential,30,False,True,92.606,"LINESTRING (-85.9654574 12.7305824, -85.9653008 12.7314011)",,,
278131746,residential,30,False,False,78.851,"LINESTRING (-85.9661686 12.7307294, -85.9654574 12.7305824)",Calle Jorge Navarro,,
278131740,residential,30,False,False,99.574,"LINESTRING (-85.9661686 12.7307294, -85.9662478 12.7302729, -85.9663123 12.729845)",,,
"[278131745, 278131740]",residential,30,False,True,172.279,"LINESTRING (-85.9661686 12.7307294, -85.9660391 12.7315362, -85.9653008 12.7314011)",,,
278131745,residential,30,False,False,87.222,"LINESTRING (-85.9636356 12.7311149, -85.9644271 12.7312536)",,,
1254438701,tertiary,,False,False,96.634,"LINESTRING (-85.9636356 12.7311149, -85.9637906 12.7302591)",NIC-47,47,
1254438701,tertiary,,False,True,93.246,"LINESTRING (-85.9636356 12.7311149, -85.96346 12.7319358)",NIC-47,47,
278131741,residential,30,False,False,94.665,"LINESTRING (-85.9644271 12.7312536, -85.9645899 12.7304172)",Avenida Central,,
278131741,residential,30,False,True,94.886,"LINESTRING (-85.9644271 12.7312536, -85.9642669 12.7320925)",Avenida Central,,
278131745,residential,30,False,False,96.171,"LINESTRING (-85.9644271 12.7312536, -85.9653008 12.7314011)",,,
278131745,residential,30,False,True,87.222,"LINESTRING (-85.9644271 12.7312536, -85.9636356 12.7311149)",,,
278131745,residential,30,False,True,96.171,"LINESTRING (-85.9653008 12.7314011, -85.9644271 12.7312536)",,,
278131752,residential,30,False,False,92.606,"LINESTRING (-85.9653008 12.7314011, -85.9654574 12.7305824)",,,
278131752,residential,30,False,True,90.53,"LINESTRING (-85.9653008 12.7314011, -85.9651464 12.7322012)",,,
"[278131745, 278131740]",residential,30,False,False,172.279,"LINESTRING (-85.9653008 12.7314011, -85.9660391 12.7315362, -85.9661686 12.7307294)",,,
278131751,residential,30,False,True,89.235,"LINESTRING (-85.96346 12.7319358, -85.9642669 12.7320925)",,,
1254438701,tertiary,,False,False,93.246,"LINESTRING (-85.96346 12.7319358, -85.9636356 12.7311149)",NIC-47,47,
1254438701,tertiary,,False,True,101.47,"LINESTRING (-85.96346 12.7319358, -85.9632471 12.7328244)",NIC-47,47,
278131741,residential,30,False,False,94.886,"LINESTRING (-85.9642669 12.7320925, -85.9644271 12.7312536)",Avenida Central,,
278131741,residential,30,False,True,98.533,"LINESTRING (-85.9642669 12.7320925, -85.9640907 12.7329618)",Avenida Central,,
278131751,residential,30,False,False,89.235,"LINESTRING (-85.9642669 12.7320925, -85.96346 12.7319358)",,,
278131751,residential,30,False,True,96.639,"LINESTRING (-85.9642669 12.7320925, -85.9647976 12.7321871, -85.9650534 12.7321796, -85.9651464 12.7322012)",,,
278131747,residential,30,False,True,36.712,"LINESTRING (-85.9629107 12.7327878, -85.9632471 12.7328244)",,,
278131747,residential,30,False,False,36.712,"LINESTRING (-85.9632471 12.7328244, -85.9629107 12.7327878)",,,
278131747,residential,30,False,True,92.764,"LINESTRING (-85.9632471 12.7328244, -85.9640907 12.7329618)",,,
1254438701,tertiary,,False,False,101.47,"LINESTRING (-85.9632471 12.7328244, -85.96346 12.7319358)",NIC-47,47,
1254438701,tertiary,,False,True,79.429,"LINESTRING (-85.9632471 12.7328244, -85.9630948 12.7335231)",NIC-47,47,
278131741,residential,30,False,False,98.533,"LINESTRING (-85.9640907 12.7329618, -85.9642669 12.7320925)",Avenida Central,,
278131741,residential,30,False,True,91.688,"LINESTRING (-85.9640907 12.7329618, -85.9639221 12.7337698)",Avenida Central,,
278131747,residential,30,False,False,92.764,"LINESTRING (-85.9640907 12.7329618, -85.9632471 12.7328244)",,,
"[278131747, 1125529612, 1125529613]",residential,30,False,True,96.973,"LINESTRING (-85.9640907 12.7329618, -85.9644516 12.7330475, -85.9645079 12.7330619, -85.9649619 12.7331574)",,,cantilever
"[278131747, 1125529612, 1125529613]",residential,30,False,False,96.973,"LINESTRING (-85.9649619 12.7331574, -85.9645079 12.7330619, -85.9644516 12.7330475, -85.9640907 12.7329618)",,,cantilever
"[1125529614, 1125529615]",residential,30,False,False,108.192,"LINESTRING (-85.9649619 12.7331574, -85.9651288 12.7322993, -85.9651464 12.7322012)",,,cantilever
1125529615,residential,30,False,True,156.117,"LINESTRING (-85.9649619 12.7331574, -85.9647391 12.7343528, -85.9647327 12.7345417)",,,
278131743,residential,45,False,True,5.53,"LINESTRING (-85.9630948 12.7335231, -85.9630867 12.7335722)",,,
1091104565,tertiary,,False,False,93.829,"LINESTRING (-85.9630948 12.7335231, -85.9639221 12.7337698)",NIC-47,47,
1254438701,tertiary,,False,False,79.429,"LINESTRING (-85.9630948 12.7335231, -85.9632471 12.7328244)",NIC-47,47,
278131741,residential,30,False,False,91.688,"LINESTRING (-85.9639221 12.7337698, -85.9640907 12.7329618)",Avenida Central,,
278131741,residential,30,False,True,80.238,"LINESTRING (-85.9639221 12.7337698, -85.9637696 12.7344759)",Avenida Central,,
1091104565,tertiary,,False,True,93.829,"LINESTRING (-85.9639221 12.7337698, -85.9630948 12.7335231)",NIC-47,47,
"[1125529616, 1125529617, 1091104565]",tertiary,,False,False,123.789,"LINESTRING (-85.9639221 12.7337698, -85.9639462 12.7338087, -85.9641837 12.7341094, -85.9643799 12.7342612, -85.9647327 12.7345417)",NIC-47,47,cantilever
278131741,residential,30,False,False,80.238,"LINESTRING (-85.9637696 12.7344759, -85.9639221 12.7337698)",Avenida Central,,
1125529615,residential,30,False,False,156.117,"LINESTRING (-85.9647327 12.7345417, -85.9647391 12.7343528, -85.9649619 12.7331574)",,,
"[1125529616, 1125529617, 1091104565]",tertiary,,False,True,123.789,"LINESTRING (-85.9647327 12.7345417, -85.9643799 12.7342612, -85.9641837 12.7341094, -85.9639462 12.7338087, -85.9639221 12.7337698)",NIC-47,47,cantilever
278131743,residential,45,False,False,5.53,"LINESTRING (-85.9630867 12.7335722, -85.9630948 12.7335231)",,,
278131743,residential,45,False,True,45.869,"LINESTRING (-85.9630867 12.7335722, -85.9630257 12.7339804)",,,
597436301,residential,,False,False,143.362,"LINESTRING (-85.9630867 12.7335722, -85.9617765 12.7334018)",,,
597436301,residential,,False,True,143.362,"LINESTRING (-85.9617765 12.7334018, -85.9630867 12.7335722)",,,
278131743,residential,45,False,False,45.869,"LINESTRING (-85.9630257 12.7339804, -85.9630867 12.7335722)",,,
597436303,residential,,False,False,103.358,"LINESTRING (-85.9630257 12.7339804, -85.962083 12.7338444)",,,
278131743,residential,45,False,True,154.876,"LINESTRING (-85.9630257 12.7339804, -85.9629298 12.7345809, -85.9628077 12.7353569)",,,
597436303,residential,,False,True,42.676,"LINESTRING (-85.9616964 12.733773, -85.962083 12.7338444)",,,
597436305,residential,,False,False,103.814,"LINESTRING (-85.9628077 12.7353569, -85.9618629 12.7352073)",,,
278131743,residential,45,False,False,154.876,"LINESTRING (-85.9628077 12.7353569, -85.9629298 12.7345809, -85.9630257 12.7339804)",,,
597436305,residential,,False,True,96.065,"LINESTRING (-85.9609829 12.7351093, -85.9618629 12.7352073)",,,
597436305,residential,,False,False,96.065,"LINESTRING (-85.9618629 12.7352073, -85.9609829 12.7351093)",,,
597436305,residential,,False,True,103.814,"LINESTRING (-85.9618629 12.7352073, -85.9628077 12.7353569)",,,
597436306,residential,,False,False,153.416,"LINESTRING (-85.9618629 12.7352073, -85.962083 12.7338444)",,,
597436303,residential,,False,False,42.676,"LINESTRING (-85.962083 12.7338444, -85.9616964 12.733773)",,,
597436303,residential,,False,True,103.358,"LINESTRING (-85.962083 12.7338444, -85.9630257 12.7339804)",,,
597436306,residential,,False,True,153.416,"LINESTRING (-85.962083 12.7338444, -85.9618629 12.7352073)",,,
"[597436313, 278131746]",residential,30,False,True,153.445,"LINESTRING (-85.9629795 12.7296444, -85.9628529 12.7300737, -85.9637906 12.7302591)",Calle Jorge Navarro,,
278131752,residential,30,False,False,90.53,"LINESTRING (-85.9651464 12.7322012, -85.9653008 12.7314011)",,,
278131751,residential,30,False,False,96.63900000000001,"LINESTRING (-85.9651464 12.7322012, -85.9650534 12.7321796, -85.9647976 12.7321871, -85.9642669 12.7320925)",,,
"[1125529614, 1125529615]",residential,30,False,True,108.192,"LINESTRING (-85.9651464 12.7322012, -85.9651288 12.7322993, -85.9649619 12.7331574)",,,cantilever
