osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,ref,maxspeed,width
386530965,True,2,Avenida Morazán Norte,secondary,False,90.165,"LINESTRING (-89.7263435 13.7223305, -89.7268123 13.7216596)",,,,
471682980,True,1,5 Calle Oriente,secondary,False,86.048,"LINESTRING (-89.7263435 13.7223305, -89.7257164 13.7219119, -89.7256876 13.7218914)",,,,
386530080,True,,3ª Avenida Norte,residential,False,55.68,"LINESTRING (-89.7266003 13.7246133, -89.7269236 13.7242233)",,,,
"[867032546, 989459253, 386530079]",False,,3ª Avenida Norte,residential,True,48.41199999999999,"LINESTRING (-89.7266003 13.7246133, -89.7265147 13.7247152, -89.7264532 13.7247878, -89.726367 13.7248887, -89.7263377 13.7249206, -89.7263115 13.724946)",yes,,,
38776185,False,,3ª Avenida Norte,residential,False,82.627,"LINESTRING (-89.7258251 13.7255195, -89.7259011 13.7254299, -89.7263115 13.724946)",,,,
557469188,False,,,residential,False,41.923,"LINESTRING (-89.7258251 13.7255195, -89.7258774 13.7255988, -89.7259775 13.7258644)",,,,
988352761,False,,11 Calle Oriente,residential,True,36.299,"LINESTRING (-89.7258251 13.7255195, -89.7257623 13.7254982, -89.7256601 13.7254636, -89.7255815 13.725437, -89.7255078 13.725412)",,,,
988352762,False,,9 Calle Oriente,residential,True,82.347,"LINESTRING (-89.7238639 13.7231443, -89.7244807 13.7235795)",,,,
38776185,False,,3ª Avenida Norte,residential,True,82.627,"LINESTRING (-89.7263115 13.724946, -89.7259011 13.7254299, -89.7258251 13.7255195)",,,,
38776188,True,,9 Calle Oriente,residential,False,86.79400000000001,"LINESTRING (-89.7263115 13.724946, -89.7257256 13.7244979, -89.7256789 13.7244648)",,,,
"[867032546, 989459253, 386530079]",False,,3ª Avenida Norte,residential,False,48.412,"LINESTRING (-89.7263115 13.724946, -89.7263377 13.7249206, -89.726367 13.7248887, -89.7264532 13.7247878, -89.7265147 13.7247152, -89.7266003 13.7246133)",yes,,,
169523133,False,,,residential,True,43.768,"LINESTRING (-89.7195554 13.7235245, -89.7198263 13.7238172)",,,,
390318488,False,,10ª Avenida Norte,tertiary,True,37.479,"LINESTRING (-89.7195554 13.7235245, -89.7193258 13.7237772)",,,,
390318488,False,,10ª Avenida Norte,tertiary,False,24.289,"LINESTRING (-89.7195554 13.7235245, -89.7196699 13.7234066, -89.7196998 13.7233758, -89.7197104 13.7233663)",,,,
38775034,False,,2a Avenida Sur (Avenida El Ángel),tertiary,False,22.013,"LINESTRING (-89.7191871 13.7240193, -89.7191114 13.7242031)",,,,
390318488,False,,10ª Avenida Norte,tertiary,False,30.848,"LINESTRING (-89.7191871 13.7240193, -89.7192473 13.7238999, -89.7193258 13.7237772)",,,,
477174536,False,,2a Avenida Sur (Avenida El Ángel),tertiary,False,54.217,"LINESTRING (-89.7186755 13.7251356, -89.7184935 13.72559)",,,,
"[477174537, 38775034]",False,2,2a Avenida Sur (Avenida El Ángel),tertiary,True,113.91799999999999,"LINESTRING (-89.7186755 13.7251356, -89.7187765 13.7249062, -89.7188946 13.7246379, -89.7189253 13.7245698, -89.7191114 13.7242031)",,,,
796344372,False,,,residential,False,130.419,"LINESTRING (-89.7186755 13.7251356, -89.7193831 13.7254003, -89.7198051 13.7255496)",,,,
386530964,True,2,Avenida Morazán Norte,secondary,False,99.192,"LINESTRING (-89.7251157 13.7240466, -89.7256228 13.7233029)",,SON29E,,
38776188,True,,9 Calle Oriente,residential,False,86.042,"LINESTRING (-89.7251157 13.7240466, -89.7245455 13.7236245, -89.7245151 13.7236034, -89.7244807 13.7235795)",,,,
386530960,True,,3ª Avenida Norte,secondary,False,39.777,"LINESTRING (-89.7269236 13.7242233, -89.7271661 13.7239541)",,CA-8,,
557469186,True,,Avenida Morazán Norte,secondary,False,98.627,"LINESTRING (-89.7258231 13.7230593, -89.7263435 13.7223305)",,SON29E,,
398417277,True,2,7a Calle Poniente,secondary,False,85.59,"LINESTRING (-89.7258231 13.7230593, -89.7260975 13.7233263, -89.7263157 13.723575, -89.7263245 13.7236401)",,CA-8,,
171100558,True,,1 Avenida Norte Claudia Lars,residential,False,89.165,"LINESTRING (-89.7275129 13.7221578, -89.7270134 13.7227962)",,,,
398417276,True,,1 Avenida Norte,residential,False,119.763,"LINESTRING (-89.7270134 13.7227962, -89.7263245 13.7236401)",,,,
398417275,True,1,5 Calle Oriente,secondary,False,88.98700000000001,"LINESTRING (-89.7270134 13.7227962, -89.7264407 13.7223988, -89.7263889 13.7223606, -89.7263435 13.7223305)",,CA-8,,
398417277,True,2,7a Calle Poniente,secondary,False,91.914,"LINESTRING (-89.7263245 13.7236401, -89.7263481 13.7236853, -89.726883 13.7241878, -89.7269236 13.7242233)",,CA-8,,
"[386530077, 398417278, 386530078]",True,,1 Avenida Norte,residential,False,115.21,"LINESTRING (-89.7263245 13.7236401, -89.7260387 13.7240006, -89.7259625 13.7241014, -89.7256789 13.7244648)",yes,,,
386530078,True,,1 Avenida Norte,residential,False,102.074,"LINESTRING (-89.7256789 13.7244648, -89.7251061 13.7251949)",,,,
38776188,True,,9 Calle Oriente,residential,False,76.58599999999998,"LINESTRING (-89.7256789 13.7244648, -89.7251871 13.7240945, -89.7251555 13.7240733, -89.7251157 13.7240466)",,,,
239618478,False,,5 Calle Oriente,residential,False,20.497,"LINESTRING (-89.7256876 13.7218914, -89.7255196 13.7218057)",,,,
