osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,junction
1123583438,ถนนสถลเชียงคาน,secondary,False,False,66.8,"LINESTRING (101.7287064 17.4887343, 101.7286642 17.4893337)",,,
1123583438,ถนนสถลเชียงคาน,secondary,False,True,57.94,"LINESTRING (101.7287064 17.4887343, 101.7287429 17.4882144)",,,
34948253,,residential,False,False,264.525,"LINESTRING (101.7287064 17.4887343, 101.728321 17.4887574, 101.7278733 17.4888968, 101.7263423 17.4894498)",,,
34833190,ถนนชุมสาย,residential,False,True,152.203,"LINESTRING (101.7320918 17.4876826, 101.7306688 17.4878601)",,,
34833191,ถนนเจริญรัฐ,tertiary,False,False,160.013,"LINESTRING (101.7320918 17.4876826, 101.7321118 17.4891215)",,,
34833191,ถนนเจริญรัฐ,tertiary,False,True,59.479,"LINESTRING (101.7320918 17.4876826, 101.7320883 17.4871477)",,,
34833191,ถนนเจริญรัฐ,tertiary,False,True,51.672,"LINESTRING (101.7320799 17.4895852, 101.7321118 17.4891215)",,,
34833191,ถนนเจริญรัฐ,tertiary,False,False,112.71300000000001,"LINESTRING (101.7320799 17.4895852, 101.7319133 17.4902569, 101.7318397 17.4905726)",,,
34833192,ถนนพิพัฒน์มงคล,secondary,False,False,93.844,"LINESTRING (101.7313157 17.4925848, 101.7304379 17.4924783)",2,,
34833191,ถนนเจริญรัฐ,tertiary,False,True,220.442,"LINESTRING (101.7313157 17.4925848, 101.7315067 17.4918662, 101.7318189 17.4906613)",,,
1088773684,Wisutthithep,secondary,False,True,142.221,"LINESTRING (101.7313157 17.4925848, 101.7316314 17.4926209, 101.7316653 17.4926654, 101.7316743 17.4927183, 101.7315521 17.4935776)",,,
34833191,ถนนเจริญรัฐ,tertiary,False,False,56.982,"LINESTRING (101.7320489 17.4862799, 101.7320711 17.4863639, 101.7320815 17.4867896)",,,
34833189,ถนนสถลเชียงคาน,tertiary,False,False,51.484,"LINESTRING (101.7283151 17.4932441, 101.7281659 17.4936847)",,,
104957416,,residential,False,False,110.073,"LINESTRING (101.7283151 17.4932441, 101.7273474 17.4928862)",,,
34833189,ถนนสถลเชียงคาน,tertiary,False,True,110.91999999999999,"LINESTRING (101.7283151 17.4932441, 101.7283898 17.4928502, 101.7284559 17.4922563)",,,
104957427,,residential,False,False,102.301,"LINESTRING (101.7268603 17.4902259, 101.7263423 17.4894498)",,,
104957429,Ruam Chai,unclassified,False,False,184.253,"LINESTRING (101.7268603 17.4902259, 101.7285944 17.4903272)",,,
104957429,Ruam Chai,unclassified,False,True,50.446,"LINESTRING (101.7268603 17.4902259, 101.7263849 17.4902108)",,,
104957419,,residential,False,True,64.844,"LINESTRING (101.726887 17.4935118, 101.7262805 17.4935857)",,,
104957419,,residential,False,False,137.846,"LINESTRING (101.726887 17.4935118, 101.7273046 17.4935031, 101.7281659 17.4936847)",,,
34833189,ถนนสถลเชียงคาน,tertiary,False,True,51.484,"LINESTRING (101.7281659 17.4936847, 101.7283151 17.4932441)",,,
104957419,,residential,False,True,137.846,"LINESTRING (101.7281659 17.4936847, 101.7273046 17.4935031, 101.726887 17.4935118)",,,
