osmid,lanes,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,name,width
195255985,1,residential,False,True,109.577,,,"LINESTRING (98.9651774 19.3704277, 98.9641367 19.3705125)",,,
1128472057,2,secondary,False,True,139.883,1359,50,"LINESTRING (98.9651774 19.3704277, 98.9651193 19.3691709)",,,
194068845,,residential,False,True,294.496,,,"LINESTRING (98.9651774 19.3704277, 98.9657928 19.3703401, 98.9661634 19.3702614, 98.96645 19.3701396, 98.9662823 19.369861, 98.9661434 19.3696118, 98.9663855 19.3693453, 98.9668196 19.3691505)",,,
"[1128472057, 366250139, 366250142]",2,secondary,False,False,172.94299999999998,1359,50,"LINESTRING (98.9651774 19.3704277, 98.9652055 19.3708769, 98.9652431 19.3710842, 98.9653606 19.3714616, 98.9655326 19.3719363)",yes,,
194060088,2,unclassified,False,True,83.515,,,"LINESTRING (98.9660078 19.3731201, 98.9652652 19.3733909)",,,
366250139,2,secondary,False,True,140.755,1359,,"LINESTRING (98.9660078 19.3731201, 98.9655326 19.3719363)",,,
446681323,,residential,False,False,62.989,,,"LINESTRING (98.9660078 19.3731201, 98.9665745 19.3729328)",,ซอย16 หมู่7,
991520138,1,residential,False,False,10.714,,,"LINESTRING (98.9640394 19.3705418, 98.9641367 19.3705125)",,,
195255986,,residential,False,False,207.02700000000002,,,"LINESTRING (98.9640394 19.3705418, 98.9640716 19.3707035, 98.9641534 19.3711709, 98.964409 19.3716589, 98.9644341 19.3721329, 98.964483 19.3723323)",,,
"[991520138, 555786388]",1,residential,False,True,131.866,,,"LINESTRING (98.9640394 19.3705418, 98.9638091 19.3705859, 98.9637425 19.3706675, 98.9636203 19.3706983, 98.9634011 19.3706902, 98.9632923 19.3706819, 98.9631437 19.3706787, 98.9628345 19.370673)",,,
86393395,1,unclassified,False,False,57.924,,,"LINESTRING (98.9618453 19.3669452, 98.9619795 19.3674505)",,,
194068247,,residential,False,False,124.42,,,"LINESTRING (98.9618453 19.3669452, 98.9622127 19.3669057, 98.9624193 19.3669665, 98.9629942 19.367128)",,,
1128472057,2,secondary,False,False,74.277,1359,50,"LINESTRING (98.9649148 19.3673956, 98.9650125 19.3680572)",,,
1128472057,2,secondary,False,True,39.595,1359,50,"LINESTRING (98.9649148 19.3673956, 98.9648652 19.3670426)",,,
86393415,,unclassified,False,False,78.59299999999999,,,"LINESTRING (98.9649148 19.3673956, 98.9646359 19.3674044, 98.9643113 19.3674247, 98.9642295 19.3674032, 98.9641799 19.3673715)",,,
366250139,2,secondary,False,False,140.755,1359,,"LINESTRING (98.9655326 19.3719363, 98.9660078 19.3731201)",,,
991520140,,residential,False,True,74.993,,,"LINESTRING (98.9655326 19.3719363, 98.9649309 19.3723005)",,,
"[1128472057, 366250139, 366250142]",2,secondary,False,True,172.94299999999998,1359,50,"LINESTRING (98.9655326 19.3719363, 98.9653606 19.3714616, 98.9652431 19.3710842, 98.9652055 19.3708769, 98.9651774 19.3704277)",yes,,
195255985,1,residential,False,False,109.577,,,"LINESTRING (98.9641367 19.3705125, 98.9651774 19.3704277)",,,
991520138,1,residential,False,True,10.714,,,"LINESTRING (98.9641367 19.3705125, 98.9640394 19.3705418)",,,
194068246,,residential,False,True,113.539,,,"LINESTRING (98.9641367 19.3705125, 98.9640535 19.3703205, 98.9639209 19.3700982, 98.9638921 19.3699165, 98.9638859 19.3695417)",,,
194068245,,residential,False,False,64.674,,,"LINESTRING (98.9623864 19.3683298, 98.9624551 19.3686168, 98.9625088 19.3688997)",,,
1017027388,1,residential,False,False,168.344,,,"LINESTRING (98.9623864 19.3683298, 98.962644 19.3682231, 98.9629891 19.3681608, 98.9637322 19.3681431, 98.9639609 19.3681396)",,,
1017027388,1,residential,False,True,127.988,,,"LINESTRING (98.9623864 19.3683298, 98.9622522 19.3683763, 98.9621709 19.3683951, 98.962098 19.3683667, 98.9619952 19.3675094)",,,
194068256,,residential,False,True,36.938,,,"LINESTRING (98.9625088 19.3688997, 98.9621667 19.3689784)",,ซอย 17,
194068245,,residential,False,True,64.674,,,"LINESTRING (98.9625088 19.3688997, 98.9624551 19.3686168, 98.9623864 19.3683298)",,,
194068256,,residential,False,False,139.05100000000002,,,"LINESTRING (98.9625088 19.3688997, 98.9630757 19.3687871, 98.9638114 19.3686694)",,ซอย 17,
194068246,,residential,False,False,97.523,,,"LINESTRING (98.9638114 19.3686694, 98.9638269 19.3689064, 98.9638641 19.3691769, 98.9638924 19.369361, 98.9638859 19.3695417)",,,
194068256,,residential,False,False,133.29,,,"LINESTRING (98.9638114 19.3686694, 98.9642747 19.3686037, 98.9644941 19.3685726, 98.9650679 19.3684912)",,ซอย 17,
194068256,,residential,False,True,139.05100000000002,,,"LINESTRING (98.9638114 19.3686694, 98.9630757 19.3687871, 98.9625088 19.3688997)",,ซอย 17,
86393395,1,unclassified,False,True,6.753,,,"LINESTRING (98.9619952 19.3675094, 98.9619795 19.3674505)",,,
86393415,,unclassified,False,True,105.482,,,"LINESTRING (98.9619952 19.3675094, 98.9623842 19.3674563, 98.9626618 19.3674563, 98.9629957 19.3674323)",,,
1017027388,1,residential,False,False,127.98800000000001,,,"LINESTRING (98.9619952 19.3675094, 98.962098 19.3683667, 98.9621709 19.3683951, 98.9622522 19.3683763, 98.9623864 19.3683298)",,,
991520140,,residential,False,False,74.993,,,"LINESTRING (98.9649309 19.3723005, 98.9655326 19.3719363)",,,
991520140,,residential,False,True,17.652,,,"LINESTRING (98.9649309 19.3723005, 98.9647872 19.3723831)",,,
194068244,,residential,False,True,135.451,,,"LINESTRING (98.9649309 19.3723005, 98.9648655 19.3720814, 98.9649363 19.3715559, 98.9648646 19.3711001)",,,
194068249,,residential,False,False,33.837,,,"LINESTRING (98.9629957 19.3674323, 98.9629942 19.367128)",,,
86393415,,unclassified,False,False,105.482,,,"LINESTRING (98.9629957 19.3674323, 98.9626618 19.3674563, 98.9623842 19.3674563, 98.9619952 19.3675094)",,,
86393415,,unclassified,False,True,132.922,,,"LINESTRING (98.9629957 19.3674323, 98.9632639 19.367388, 98.9634798 19.3673349, 98.9636381 19.3672678, 98.9638057 19.3672121, 98.9638916 19.3672185, 98.9640056 19.3672539, 98.9641799 19.3673715)",,,
194060088,2,unclassified,False,True,47.047,,,"LINESTRING (98.9640945 19.3738073, 98.9637031 19.3740139)",,,
194060088,2,unclassified,False,False,61.846999999999994,,,"LINESTRING (98.9640945 19.3738073, 98.964441 19.3736838, 98.9646469 19.3736129)",,,
194060209,,residential,False,False,196.76,,,"LINESTRING (98.9640945 19.3738073, 98.9639132 19.373753, 98.9632136 19.3737823, 98.9622284 19.3737863)",,,
194067963,,residential,False,False,353.34799999999996,,,"LINESTRING (98.964483 19.3723323, 98.9642196 19.3723259, 98.9640365 19.3718768, 98.9634948 19.372007, 98.963524 19.3721635, 98.9636321 19.3724863, 98.9638199 19.3729924, 98.9643343 19.3729027, 98.9646434 19.3727977, 98.9647316 19.37279)",,,
195255986,,residential,False,True,207.02700000000004,,,"LINESTRING (98.964483 19.3723323, 98.9644341 19.3721329, 98.964409 19.3716589, 98.9641534 19.3711709, 98.9640716 19.3707035, 98.9640394 19.3705418)",,,
991520140,,residential,False,False,38.452,,,"LINESTRING (98.964483 19.3723323, 98.9645125 19.372407, 98.9645881 19.3724252, 98.964708 19.3723999, 98.9647872 19.3723831)",,,
194060088,2,unclassified,False,False,69.398,,,"LINESTRING (98.9646469 19.3736129, 98.9652652 19.3733909)",,,
194060088,2,unclassified,False,True,61.846999999999994,,,"LINESTRING (98.9646469 19.3736129, 98.964441 19.3736838, 98.9640945 19.3738073)",,,
194067962,,residential,False,True,92.287,,,"LINESTRING (98.9646469 19.3736129, 98.9646356 19.3733963, 98.9646659 19.3731763, 98.9647316 19.37279)",,,
194060088,2,unclassified,False,False,47.047,,,"LINESTRING (98.9637031 19.3740139, 98.9640945 19.3738073)",,,
194067962,,residential,False,False,24.199,,,"LINESTRING (98.9647872 19.3723831, 98.9647746 19.3726004)",,,
991520140,,residential,False,False,17.652,,,"LINESTRING (98.9647872 19.3723831, 98.9649309 19.3723005)",,,
991520140,,residential,False,True,38.452,,,"LINESTRING (98.9647872 19.3723831, 98.964708 19.3723999, 98.9645881 19.3724252, 98.9645125 19.372407, 98.964483 19.3723323)",,,
194060088,2,unclassified,False,False,83.515,,,"LINESTRING (98.9652652 19.3733909, 98.9660078 19.3731201)",,,
194060088,2,unclassified,False,True,69.398,,,"LINESTRING (98.9652652 19.3733909, 98.9646469 19.3736129)",,,
194067965,,residential,False,False,113.483,,,"LINESTRING (98.9652652 19.3733909, 98.9651847 19.3731945, 98.9650371 19.3726822, 98.964996 19.3726254, 98.9647746 19.3726004)",,,
804013026,,residential,False,True,70.643,,,"LINESTRING (98.9652652 19.3733909, 98.9653909 19.3737886, 98.9654767 19.3739935)",,,
194067962,,residential,False,False,21.56,,,"LINESTRING (98.9647746 19.3726004, 98.9647316 19.37279)",,,
194067962,,residential,False,True,24.199,,,"LINESTRING (98.9647746 19.3726004, 98.9647872 19.3723831)",,,
194067965,,residential,False,True,113.48299999999999,,,"LINESTRING (98.9647746 19.3726004, 98.964996 19.3726254, 98.9650371 19.3726822, 98.9651847 19.3731945, 98.9652652 19.3733909)",,,
194067962,,residential,False,True,21.56,,,"LINESTRING (98.9647316 19.37279, 98.9647746 19.3726004)",,,
194067962,,residential,False,False,92.287,,,"LINESTRING (98.9647316 19.37279, 98.9646659 19.3731763, 98.9646356 19.3733963, 98.9646469 19.3736129)",,,
194067963,,residential,False,True,353.348,,,"LINESTRING (98.9647316 19.37279, 98.9646434 19.3727977, 98.9643343 19.3729027, 98.9638199 19.3729924, 98.9636321 19.3724863, 98.963524 19.3721635, 98.9634948 19.372007, 98.9640365 19.3718768, 98.9642196 19.3723259, 98.964483 19.3723323)",,,
1128472057,2,secondary,False,False,48.607,1359,50,"LINESTRING (98.9650125 19.3680572, 98.9650679 19.3684912)",,,
1128472057,2,secondary,False,True,74.277,1359,50,"LINESTRING (98.9650125 19.3680572, 98.9649148 19.3673956)",,,
1017027388,1,residential,False,True,110.697,,,"LINESTRING (98.9650125 19.3680572, 98.9646176 19.368091, 98.9639609 19.3681396)",,,
1128472057,2,secondary,False,False,39.595,1359,50,"LINESTRING (98.9648652 19.3670426, 98.9649148 19.3673956)",,,
194068247,,residential,False,True,198.56199999999998,,,"LINESTRING (98.9648652 19.3670426, 98.9645702 19.3670502, 98.9639533 19.3669717, 98.9637601 19.3669819, 98.9635459 19.3670323, 98.9629942 19.367128)",,,
194068842,,unclassified,False,True,144.714,,,"LINESTRING (98.9648652 19.3670426, 98.96523 19.3670401, 98.9655277 19.3670552, 98.9660105 19.3670603, 98.9662412 19.3670957)",,,
991520139,,residential,False,False,65.79,,,"LINESTRING (98.9615502 19.369087, 98.9621667 19.3689784)",,ซอย 17,
195255984,2,tertiary,False,True,46.254,,,"LINESTRING (98.9650679 19.3684912, 98.9655003 19.3684098)",,ซอย 12 หมู่ 7 อินทาราม,
1128472057,2,secondary,False,False,75.771,1359,50,"LINESTRING (98.9650679 19.3684912, 98.9651193 19.3691709)",,,
1128472057,2,secondary,False,True,48.607,1359,50,"LINESTRING (98.9650679 19.3684912, 98.9650125 19.3680572)",,,
194068256,,residential,False,True,133.29,,,"LINESTRING (98.9650679 19.3684912, 98.9644941 19.3685726, 98.9642747 19.3686037, 98.9638114 19.3686694)",,ซอย 17,
194068249,,residential,False,True,33.837,,,"LINESTRING (98.9629942 19.367128, 98.9629957 19.3674323)",,,
194068247,,residential,False,False,198.56199999999998,,,"LINESTRING (98.9629942 19.367128, 98.9635459 19.3670323, 98.9637601 19.3669819, 98.9639533 19.3669717, 98.9645702 19.3670502, 98.9648652 19.3670426)",,,
194068247,,residential,False,True,124.42,,,"LINESTRING (98.9629942 19.367128, 98.9624193 19.3669665, 98.9622127 19.3669057, 98.9618453 19.3669452)",,,
194068248,,residential,False,False,37.546,,,"LINESTRING (98.9624012 19.3696806, 98.962757 19.3696439)",,,
194068248,,residential,False,True,82.497,,,"LINESTRING (98.9624012 19.3696806, 98.962307 19.3695281, 98.9622462 19.3692887, 98.9621667 19.3689784)",,,
964507278,,residential,False,False,104.013,,,"LINESTRING (98.9624012 19.3696806, 98.962364 19.3697033, 98.9622742 19.3697185, 98.962187 19.3697236, 98.9621052 19.3697122, 98.9619108 19.3696856, 98.961782 19.3696843, 98.9617404 19.3696869, 98.961716 19.36969, 98.9616989 19.3696976, 98.9616854 19.3697096, 98.96166 19.3697615, 98.9616747 19.3699462)",,,
194068244,,residential,False,False,135.451,,,"LINESTRING (98.9648646 19.3711001, 98.9649363 19.3715559, 98.9648655 19.3720814, 98.9649309 19.3723005)",,,
194068246,,residential,False,False,113.539,,,"LINESTRING (98.9638859 19.3695417, 98.9638921 19.3699165, 98.9639209 19.3700982, 98.9640535 19.3703205, 98.9641367 19.3705125)",,,
194068246,,residential,False,True,97.523,,,"LINESTRING (98.9638859 19.3695417, 98.9638924 19.369361, 98.9638641 19.3691769, 98.9638269 19.3689064, 98.9638114 19.3686694)",,,
194068248,,residential,False,True,119.49799999999999,,,"LINESTRING (98.9638859 19.3695417, 98.9633608 19.3695386, 98.962757 19.3696439)",,,
194068256,,residential,False,False,36.938,,,"LINESTRING (98.9621667 19.3689784, 98.9625088 19.3688997)",,ซอย 17,
991520139,,residential,False,True,65.79,,,"LINESTRING (98.9621667 19.3689784, 98.9615502 19.369087)",,ซอย 17,
194068248,,residential,False,False,82.497,,,"LINESTRING (98.9621667 19.3689784, 98.9622462 19.3692887, 98.962307 19.3695281, 98.9624012 19.3696806)",,,
195255984,2,tertiary,False,False,104.876,,,"LINESTRING (98.966482 19.3682314, 98.9655003 19.3684098)",,ซอย 12 หมู่ 7 อินทาราม,
991510357,,residential,False,False,84.406,,,"LINESTRING (98.966482 19.3682314, 98.9667519 19.3689465)",,,
