osmid,ref,highway,width,oneway,reversed,length,geometry
108083183,ขก.3051,tertiary,8,False,False,93.528,"LINESTRING (102.9097442 15.8371556, 102.9099207 15.8379794)"
"[157809864, 157809881]",,residential,,False,"[False, True]",562.0920000000001,"LINESTRING (102.9097442 15.8371556, 102.9096097 15.8371667, 102.9090155 15.8369891, 102.9086905 15.8369154, 102.9084285 15.8368557, 102.9080157 15.8368216, 102.9077665 15.8368487, 102.9074746 15.8369029, 102.9068439 15.8370714, 102.9067219 15.8371613, 102.9066697 15.8371998, 102.9067584 15.8372971, 102.9070711 15.8375378, 102.9074412 15.8377123, 102.9075153 15.8377695, 102.9076487 15.8379831, 102.9077665 15.8380994, 102.9080678 15.8382579, 102.9082775 15.8383785)"
108083183,ขก.3051,tertiary,8,False,False,51.9,"LINESTRING (102.9099207 15.8379794, 102.9100445 15.8384307)"
108083183,ขก.3051,tertiary,8,False,True,93.528,"LINESTRING (102.9099207 15.8379794, 102.9097442 15.8371556)"
157809881,,residential,,False,False,89.38300000000001,"LINESTRING (102.9099207 15.8379794, 102.9095597 15.8380453, 102.9091156 15.8381877)"
157809881,,residential,,False,False,96.78899999999999,"LINESTRING (102.9091156 15.8381877, 102.9084494 15.8384465, 102.9083066 15.8383953, 102.9082775 15.8383785)"
157809881,,residential,,False,True,89.38300000000001,"LINESTRING (102.9091156 15.8381877, 102.9095597 15.8380453, 102.9099207 15.8379794)"
157810161,,residential,,False,False,127.277,"LINESTRING (102.9091156 15.8381877, 102.9091599 15.8383752, 102.9091046 15.8387382, 102.9091078 15.8389077, 102.9091484 15.8390131, 102.9091536 15.8391816, 102.9091317 15.8393149)"
108083183,ขก.3051,tertiary,8,False,False,33.374,"LINESTRING (102.9100445 15.8384307, 102.9100704 15.8387298)"
108083183,ขก.3051,tertiary,8,False,True,51.9,"LINESTRING (102.9100445 15.8384307, 102.9099207 15.8379794)"
157809938,,residential,,False,False,85.828,"LINESTRING (102.9100445 15.8384307, 102.9108459 15.8384679)"
157809938,,residential,,False,True,85.828,"LINESTRING (102.9108459 15.8384679, 102.9100445 15.8384307)"
108083183,ขก.3051,tertiary,8,False,True,33.374,"LINESTRING (102.9100704 15.8387298, 102.9100445 15.8384307)"
157810075,,residential,,False,False,153.06900000000002,"LINESTRING (102.9100704 15.8387298, 102.9103144 15.8389619, 102.9105881 15.8390956, 102.9109071 15.8392513, 102.9110759 15.8392626, 102.9112143 15.8392458, 102.9113177 15.8391987)"
157810075,,residential,,False,True,153.06900000000002,"LINESTRING (102.9113177 15.8391987, 102.9112143 15.8392458, 102.9110759 15.8392626, 102.9109071 15.8392513, 102.9105881 15.8390956, 102.9103144 15.8389619, 102.9100704 15.8387298)"
157810161,,residential,,False,True,127.277,"LINESTRING (102.9091317 15.8393149, 102.9091536 15.8391816, 102.9091484 15.8390131, 102.9091078 15.8389077, 102.9091046 15.8387382, 102.9091599 15.8383752, 102.9091156 15.8381877)"
1087424522,,residential,,False,True,186.56100000000004,"LINESTRING (102.9080987 15.8400036, 102.9082489 15.8394385, 102.9082328 15.8392785, 102.9081979 15.8390876, 102.9081684 15.8389379, 102.9081845 15.8388063, 102.9082194 15.8386825, 102.9082516 15.8386231, 102.9082784 15.8385973, 102.9082891 15.8385663, 102.9082704 15.838507, 102.9082775 15.8383785)"
"[157809864, 157809881]",,residential,,False,"[False, True]",562.092,"LINESTRING (102.9082775 15.8383785, 102.9080678 15.8382579, 102.9077665 15.8380994, 102.9076487 15.8379831, 102.9075153 15.8377695, 102.9074412 15.8377123, 102.9070711 15.8375378, 102.9067584 15.8372971, 102.9066697 15.8371998, 102.9067219 15.8371613, 102.9068439 15.8370714, 102.9074746 15.8369029, 102.9077665 15.8368487, 102.9080157 15.8368216, 102.9084285 15.8368557, 102.9086905 15.8369154, 102.9090155 15.8369891, 102.9096097 15.8371667, 102.9097442 15.8371556)"
157809881,,residential,,False,True,96.789,"LINESTRING (102.9082775 15.8383785, 102.9083066 15.8383953, 102.9084494 15.8384465, 102.9091156 15.8381877)"
1087424522,,residential,,False,False,186.561,"LINESTRING (102.9082775 15.8383785, 102.9082704 15.838507, 102.9082891 15.8385663, 102.9082784 15.8385973, 102.9082516 15.8386231, 102.9082194 15.8386825, 102.9081845 15.8388063, 102.9081684 15.8389379, 102.9081979 15.8390876, 102.9082328 15.8392785, 102.9082489 15.8394385, 102.9080987 15.8400036)"
