osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,junction
12526578,2,พย.3029,ถนนชายกว๊าน,tertiary,False,False,144.518,"LINESTRING (99.8991985 19.1636195, 99.8989998 19.1636918, 99.8987353 19.1637454, 99.8978564 19.1638919)",,,
12526578,2,พย.3029,ถนนชายกว๊าน,tertiary,False,True,139.92300000000003,"LINESTRING (99.8991985 19.1636195, 99.8995512 19.1633304, 99.8997507 19.1632048, 99.8999222 19.163115, 99.9000754 19.1630515, 99.9002243 19.1630099, 99.9002714 19.162997, 99.9003282 19.1629872)",,,
193633787,2,,ถนนประสาท,residential,False,False,23.363,"LINESTRING (99.8991985 19.1636195, 99.8992704 19.1636908, 99.8993372 19.1637829)",,,
535056486,,,,unclassified,False,True,78.973,"LINESTRING (99.9021266 19.1641641, 99.9021403 19.163454)",,,
49510771,4,,,unclassified,False,True,65.411,"LINESTRING (99.9021266 19.1641641, 99.9021564 19.1642023, 99.9021872 19.1642259, 99.9022291 19.1642352, 99.9027189 19.1642299)",,,
103504150,,,ถนนประสาท ซอย 1,residential,False,False,70.584,"LINESTRING (99.9021266 19.1641641, 99.9017371 19.1641889, 99.9014556 19.1641807)",,,
87219174,,,ถนน รอบเวียงประตูคลอง,residential,False,False,76.297,"LINESTRING (99.8983492 19.17098, 99.8990752 19.1710039)",,,
12526578,2,พย.3029,ถนนชายกว๊าน,tertiary,False,False,43.236,"LINESTRING (99.9040861 19.1643732, 99.9040915 19.164342, 99.9041547 19.1639898)",,,
535056483,2,,,unclassified,False,True,53.068,"LINESTRING (99.9040861 19.1643732, 99.9040749 19.1645152, 99.9040682 19.16485)",,,
686701761,2,,,unclassified,False,False,36.038,"LINESTRING (99.9040861 19.1643732, 99.9039635 19.1642731, 99.9037936 19.164214)",,,
12526578,2,พย.3029,ถนนชายกว๊าน,tertiary,False,False,15.428,"LINESTRING (99.9016328 19.163026, 99.9014862 19.1630173)",,,
12526578,2,พย.3029,ถนนชายกว๊าน,tertiary,False,True,53.856,"LINESTRING (99.9016328 19.163026, 99.9021444 19.1630584)",,,
195066006,,,,unclassified,False,False,52.08200000000001,"LINESTRING (99.9016328 19.163026, 99.9017728 19.1631017, 99.9019359 19.1632105, 99.9020358 19.1632961)",,,
12526578,2,พย.3029,ถนนชายกว๊าน,tertiary,False,True,144.518,"LINESTRING (99.8978564 19.1638919, 99.8987353 19.1637454, 99.8989998 19.1636918, 99.8991985 19.1636195)",,,
193633783,2,,ถนนราชวงศ์,residential,False,False,133.225,"LINESTRING (99.8978564 19.1638919, 99.8978567 19.1649296, 99.8978758 19.165089)",,,
685747919,2,,ถนนท่ากว๊าน ซอย 1,residential,False,True,70.16,"LINESTRING (99.9014187 19.1658585, 99.9014282 19.1652276)",,,
193633784,2,,ถนนท่ากว๊าน,residential,False,False,199.051,"LINESTRING (99.9014187 19.1658585, 99.9012483 19.1658332, 99.9008703 19.1657786, 99.9006182 19.1657395, 99.9002572 19.165686, 99.8995414 19.1656184)",,,
193633784,2,,ถนนท่ากว๊าน,residential,False,True,88.554,"LINESTRING (99.9014187 19.1658585, 99.9014731 19.1658636, 99.9019845 19.1659115, 99.9022585 19.1659277)",,,
210782966,2,,,residential,False,False,57.137,"LINESTRING (99.9014187 19.1658585, 99.9014022 19.1659921, 99.9013558 19.1663689)",,,
193633784,2,,ถนนท่ากว๊าน,residential,False,False,103.755,"LINESTRING (99.8995414 19.1656184, 99.898567 19.1657718)",,,
193633784,2,,ถนนท่ากว๊าน,residential,False,True,199.05100000000002,"LINESTRING (99.8995414 19.1656184, 99.9002572 19.165686, 99.9006182 19.1657395, 99.9008703 19.1657786, 99.9012483 19.1658332, 99.9014187 19.1658585)",,,
193633787,2,,ถนนประสาท,residential,False,False,90.863,"LINESTRING (99.8995414 19.1656184, 99.8997318 19.1659582, 99.8999911 19.1663149)",,,
193633787,2,,ถนนประสาท,residential,False,True,66.325,"LINESTRING (99.8995414 19.1656184, 99.8994891 19.1653522, 99.8994646 19.1650273)",,,
193633787,2,,ถนนประสาท,residential,False,False,31.135,"LINESTRING (99.9009208 19.1675405, 99.9012163 19.1675627)",,,
193633787,2,,ถนนประสาท,residential,False,True,132.078,"LINESTRING (99.9009208 19.1675405, 99.9001823 19.1665791)",,,
248156137,1,,,residential,False,False,25.357,"LINESTRING (99.9009208 19.1675405, 99.9007045 19.1676418)",,,
193633783,2,,ถนนราชวงศ์,residential,False,False,90.49,"LINESTRING (99.8980999 19.1658551, 99.8983286 19.1666397)",,,
193633784,2,,ถนนท่ากว๊าน,residential,False,False,84.304,"LINESTRING (99.8980999 19.1658551, 99.8973085 19.1659816)",,,
193633784,2,,ถนนท่ากว๊าน,residential,False,True,49.927,"LINESTRING (99.8980999 19.1658551, 99.898567 19.1657718)",,,
193633783,2,,ถนนราชวงศ์,residential,False,True,88.394,"LINESTRING (99.8980999 19.1658551, 99.8979836 19.16543, 99.8978758 19.165089)",,,
103386381,2,พย.ถ3-0001,ถนนพหลโยธิน,tertiary,False,False,87.664,"LINESTRING (99.8989726 19.1693428, 99.8997613 19.1690848)",,,
103386381,2,พย.ถ3-0001,ถนนพหลโยธิน,tertiary,False,True,28.253,"LINESTRING (99.8989726 19.1693428, 99.8987194 19.1694286)",,,
193633787,2,,ถนนประสาท,residential,False,True,31.135,"LINESTRING (99.9012163 19.1675627, 99.9009208 19.1675405)",,,
210782966,2,,,residential,False,False,48.692,"LINESTRING (99.9012163 19.1675627, 99.9011767 19.167999)",,,
210782966,2,,,residential,False,True,57.299,"LINESTRING (99.9012163 19.1675627, 99.9012816 19.1670511)",,,
210782966,2,,,residential,False,True,60.084,"LINESTRING (99.9011428 19.1685384, 99.9011767 19.167999)",,,
103386381,2,พย.ถ3-0001,ถนนพหลโยธิน,tertiary,False,False,110.89800000000001,"LINESTRING (99.9011428 19.1685384, 99.9014318 19.1684484, 99.9016708 19.1684083, 99.9019096 19.1684033, 99.9021767 19.1684404)",,,
103386381,2,พย.ถ3-0001,ถนนพหลโยธิน,tertiary,False,True,70.747,"LINESTRING (99.9011428 19.1685384, 99.9010731 19.1685683, 99.9005296 19.1688017)",,,
103386381,2,พย.ถ3-0001,ถนนพหลโยธิน,tertiary,False,False,14.186,"LINESTRING (99.8997613 19.1690848, 99.8998898 19.1690455)",,,
103386381,2,พย.ถ3-0001,ถนนพหลโยธิน,tertiary,False,True,87.664,"LINESTRING (99.8997613 19.1690848, 99.8989726 19.1693428)",,,
193633786,2,,ถนนราชวงศ์,residential,True,False,111.856,"LINESTRING (99.8997613 19.1690848, 99.898967 19.1684147)",,,
193633783,2,,ถนนราชวงศ์,residential,False,True,4.528,"LINESTRING (99.898721 19.1682073, 99.8987101 19.1681679)",,,
248022100,1,,,residential,False,False,78.501,"LINESTRING (99.898721 19.1682073, 99.8994593 19.1680974)",,,
380332663,2,,ถนนราชวงศ์,residential,True,False,32.387,"LINESTRING (99.898721 19.1682073, 99.8987841 19.1684924)",,,
686728633,1,,,tertiary,True,False,25.948,"LINESTRING (99.9042605 19.1691931, 99.9041942 19.1689683)",,,
686724476,2,,,tertiary,False,False,136.87,"LINESTRING (99.9042605 19.1691931, 99.9046295 19.16953, 99.9052257 19.1700195)",,,
210021101,2,,ถนนงำเมือง,unclassified,False,False,180.855,"LINESTRING (99.9059987 19.1658571, 99.9052886 19.1660051, 99.9050601 19.1660045, 99.9043139 19.1658401)",,,
492808811,2,,,residential,False,False,149.789,"LINESTRING (99.9059987 19.1658571, 99.9060443 19.1660231, 99.9062711 19.1666146, 99.9063326 19.1667692, 99.9064866 19.1671217)",,,
247958226,,,,residential,False,True,176.821,"LINESTRING (99.9041487 19.1686614, 99.9036299 19.1671486)",,,
535056481,2,พย.ถ3-0001,ถนนพหลโยธิน,tertiary,False,False,95.655,"LINESTRING (99.9041487 19.1686614, 99.9048974 19.1681716)",,,
686728631,1,พย.ถ3-0001,ถนนพหลโยธิน,tertiary,True,False,16.22,"LINESTRING (99.9041487 19.1686614, 99.9040186 19.16874)",,,
103504150,,,ถนนประสาท ซอย 1,residential,False,False,29.987,"LINESTRING (99.9014556 19.1641807, 99.9011715 19.164154)",,,
103504150,,,ถนนประสาท ซอย 1,residential,False,True,70.584,"LINESTRING (99.9014556 19.1641807, 99.9017371 19.1641889, 99.9021266 19.1641641)",,,
685747919,2,,ถนนท่ากว๊าน ซอย 1,residential,False,False,116.458,"LINESTRING (99.9014556 19.1641807, 99.9014472 19.1646392, 99.9014404 19.1650095, 99.9014282 19.1652276)",,,
210782966,2,,,residential,False,False,57.299,"LINESTRING (99.9012816 19.1670511, 99.9012163 19.1675627)",,,
210021099,2,,ถนนดอนสนาม,residential,False,False,88.63900000000001,"LINESTRING (99.9012816 19.1670511, 99.9019226 19.1670817, 99.9021245 19.1670904)",,,
210782966,2,,,residential,False,True,76.258,"LINESTRING (99.9012816 19.1670511, 99.90135 19.1664304, 99.9013558 19.1663689)",,,
535056481,2,พย.ถ3-0001,ถนนพหลโยธิน,tertiary,False,True,31.953,"LINESTRING (99.9064866 19.1671217, 99.9062407 19.1672909)",,,
492808811,2,,,residential,False,True,149.789,"LINESTRING (99.9064866 19.1671217, 99.9063326 19.1667692, 99.9062711 19.1666146, 99.9060443 19.1660231, 99.9059987 19.1658571)",,,
