osmid,name,highway,oneway,reversed,length,geometry,junction,access
108157760,เจริญเมือง,unclassified,False,False,138.774,"LINESTRING (100.139574 18.1457652, 100.1402479 18.144694)",,
108157760,เจริญเมือง,unclassified,False,True,45.123999999999995,"LINESTRING (100.139574 18.1457652, 100.1393307 18.1460542, 100.1393082 18.1460828)",,
108189613,คำลือ,unclassified,False,False,175.363,"LINESTRING (100.139574 18.1457652, 100.1388146 18.1450743, 100.1386396 18.1449172, 100.1383753 18.1446745)",,
59012471,วีระ,residential,False,False,27.181,"LINESTRING (100.1418944 18.1442948, 100.1416937 18.1441419)",,
59012471,วีระ,residential,False,True,125.704,"LINESTRING (100.1418944 18.1442948, 100.1428187 18.1450065)",,
108157759,,residential,False,False,120.453,"LINESTRING (100.1418944 18.1442948, 100.1412114 18.1451621)",,
1202757518,เจริญเมือง,unclassified,False,True,53.578,"LINESTRING (100.1408822 18.1435238, 100.1411402 18.143109)",,
59012471,วีระ,residential,False,True,109.893,"LINESTRING (100.1408822 18.1435238, 100.1412403 18.1437966, 100.1416937 18.1441419)",,
1202757518,เจริญเมือง,unclassified,False,False,115.139,"LINESTRING (100.1408822 18.1435238, 100.1408341 18.1436067, 100.1403619 18.1444336)",,
59012471,วีระ,residential,False,False,125.704,"LINESTRING (100.1428187 18.1450065, 100.1418944 18.1442948)",,
1226056673,เทศบาล 1,residential,False,False,114.567,"LINESTRING (100.1428187 18.1450065, 100.1420593 18.1457419)",,
1226056673,เทศบาล 1,residential,False,True,56.417,"LINESTRING (100.1428187 18.1450065, 100.1431983 18.1446497)",,
101247351,ราษฎร์ดำเนิน,unclassified,False,False,30.555,"LINESTRING (100.1420556 18.1410529, 100.1422897 18.1408916)",,
108189614,ถนนร่องซ้อ,unclassified,False,True,37.227,"LINESTRING (100.1420556 18.1410529, 100.1422396 18.1413384)",,
108189614,ถนนร่องซ้อ,unclassified,False,False,313.786,"LINESTRING (100.1420556 18.1410529, 100.1419123 18.1408235, 100.1414055 18.1400193, 100.1412404 18.1397833, 100.1410942 18.1396267, 100.1408297 18.1393981, 100.1401807 18.138912)",,
59012386,เจริญเมือง,unclassified,False,True,98.52499999999999,"LINESTRING (100.1416504 18.142452, 100.1417456 18.1423832, 100.1418361 18.1423179, 100.1421258 18.1420317, 100.1423493 18.1418694)",,
