osmid,bridge,ref,highway,width,oneway,reversed,length,geometry,lanes
391707275,yes,3183,secondary,7,False,True,29.69,"LINESTRING (100.1526955 15.15298, 100.1524643 15.1531266)",
391707262,,3183,secondary,7,False,False,484.58599999999996,"LINESTRING (100.1526955 15.15298, 100.1531933 15.1525947, 100.1537381 15.1521799, 100.1543061 15.1518267, 100.1549867 15.1515418, 100.1555084 15.1514046, 100.1567258 15.1512755)",
292501461,,4050,tertiary,,False,True,243.109,"LINESTRING (100.1524643 15.1531266, 100.1511371 15.1513549)",2
391707275,yes,3183,secondary,7,False,False,29.69,"LINESTRING (100.1524643 15.1531266, 100.1526955 15.15298)",
391707273,,,unclassified,,False,True,427.99699999999996,"LINESTRING (100.1524643 15.1531266, 100.1529514 15.1537368, 100.1531803 15.1540172, 100.1534056 15.1544004, 100.1536095 15.1548042, 100.1538187 15.1553065, 100.1540547 15.1559951, 100.1542474 15.1565289)",
"[292501451, 391707286, 783259463]",yes,3183,secondary,7,False,True,358.96000000000004,"LINESTRING (100.1524643 15.1531266, 100.1513886 15.1539292, 100.1513092 15.1539907, 100.1512598 15.1540586, 100.1511472 15.1541984, 100.1510498 15.1543411, 100.1509541 15.1545143, 100.1507304 15.1549638, 100.1504493 15.1555334, 100.1504248 15.1555894)",
292501397,,,residential,,False,False,173.376,"LINESTRING (100.1504248 15.1555894, 100.1499582 15.155327, 100.149543 15.155182, 100.1489258 15.1550428)",
"[292501451, 391707286, 783259463]",yes,3183,secondary,7,False,False,358.96000000000004,"LINESTRING (100.1504248 15.1555894, 100.1504493 15.1555334, 100.1507304 15.1549638, 100.1509541 15.1545143, 100.1510498 15.1543411, 100.1511472 15.1541984, 100.1512598 15.1540586, 100.1513092 15.1539907, 100.1513886 15.1539292, 100.1524643 15.1531266)",
391707273,,,unclassified,,False,False,124.295,"LINESTRING (100.1548773 15.1561056, 100.1546394 15.1565751, 100.1545482 15.1566838, 100.1543337 15.1567511, 100.1542875 15.1566157, 100.1542474 15.1565289)",
391707273,,,unclassified,,False,True,406.38199999999995,"LINESTRING (100.1548773 15.1561056, 100.1553583 15.1551563, 100.1559314 15.1541227, 100.1563292 15.1534114, 100.1564699 15.1531938, 100.1566404 15.1529402, 100.1566763 15.1528931)",
292501397,,,residential,,False,True,173.376,"LINESTRING (100.1489258 15.1550428, 100.149543 15.155182, 100.1499582 15.155327, 100.1504248 15.1555894)",
528177802,,,residential,,False,False,176.96,"LINESTRING (100.1486745 15.1504068, 100.1498682 15.1503395, 100.1503125 15.1502542)",
292501461,,4050,tertiary,,False,False,151.04,"LINESTRING (100.1503125 15.1502542, 100.1511371 15.1513549)",2
528177802,,,residential,,False,True,176.96,"LINESTRING (100.1503125 15.1502542, 100.1498682 15.1503395, 100.1486745 15.1504068)",
292501461,,4050,tertiary,,False,False,243.109,"LINESTRING (100.1511371 15.1513549, 100.1524643 15.1531266)",2
292501461,,4050,tertiary,,False,True,151.04,"LINESTRING (100.1511371 15.1513549, 100.1503125 15.1502542)",2
391707273,,,unclassified,,False,False,406.382,"LINESTRING (100.1566763 15.1528931, 100.1566404 15.1529402, 100.1564699 15.1531938, 100.1563292 15.1534114, 100.1559314 15.1541227, 100.1553583 15.1551563, 100.1548773 15.1561056)",
391707262,,3183,secondary,7,False,True,484.586,"LINESTRING (100.1567258 15.1512755, 100.1555084 15.1514046, 100.1549867 15.1515418, 100.1543061 15.1518267, 100.1537381 15.1521799, 100.1531933 15.1525947, 100.1526955 15.15298)",
391707273,,,unclassified,,False,False,427.997,"LINESTRING (100.1542474 15.1565289, 100.1540547 15.1559951, 100.1538187 15.1553065, 100.1536095 15.1548042, 100.1534056 15.1544004, 100.1531803 15.1540172, 100.1529514 15.1537368, 100.1524643 15.1531266)",
391707273,,,unclassified,,False,True,124.295,"LINESTRING (100.1542474 15.1565289, 100.1542875 15.1566157, 100.1543337 15.1567511, 100.1545482 15.1566838, 100.1546394 15.1565751, 100.1548773 15.1561056)",
528191772,,,residential,,False,True,292.77,"LINESTRING (100.1542474 15.1565289, 100.1540509 15.1564879, 100.1538939 15.156443, 100.1537278 15.1563532, 100.1517771 15.1554298)",
528191772,,,residential,,False,False,292.77,"LINESTRING (100.1517771 15.1554298, 100.1537278 15.1563532, 100.1538939 15.156443, 100.1540509 15.1564879, 100.1542474 15.1565289)",
