osmid,highway,oneway,reversed,length,geometry,name,lanes
242744804,secondary_link,False,False,18.703,"LINESTRING (101.3762421 14.070873, 101.3763096 14.0708744, 101.3764151 14.0708656)",,
1075535800,secondary,True,False,173.44100000000003,"LINESTRING (101.3762421 14.070873, 101.3762616 14.0710811, 101.3762449 14.0712075, 101.3762179 14.0712777, 101.376161 14.0713414, 101.376076 14.0713807, 101.3756965 14.0714623, 101.3750951 14.0715835)",ถนนราษฎรดำริ,
32807050,secondary,False,False,39.052,"LINESTRING (101.3761659 14.0702694, 101.3760082 14.0700543, 101.3759659 14.0700276, 101.3759395 14.0699991)",ถนนราษฎรดำริ,4
"[32807050, 1012995050]",secondary,False,True,23.029,"LINESTRING (101.3761659 14.0702694, 101.3761839 14.0703259, 101.3762127 14.0704712)",ถนนราษฎรดำริ,4
242744871,residential,False,True,157.678,"LINESTRING (101.3761659 14.0702694, 101.3759699 14.07031, 101.375465 14.0704057, 101.375289 14.0704455, 101.3747367 14.0705669)",,
242744771,secondary_link,False,False,11.489,"LINESTRING (101.3698695 14.0750501, 101.3698026 14.0749697)",,
"[1075535801, 948885021]",secondary,True,False,882.56,"LINESTRING (101.3698695 14.0750501, 101.3698959 14.0750294, 101.3716562 14.0736492, 101.3724249 14.0730465, 101.3735316 14.0721786, 101.3739046 14.0719603, 101.3742793 14.0718257, 101.3757212 14.0715538, 101.3761178 14.0714556, 101.3762179 14.0714189, 101.3762864 14.0713805, 101.3763451 14.0713276, 101.376383 14.0712673, 101.3764045 14.0712101, 101.376428 14.0711194, 101.3764151 14.0708656)",ถนนราษฎรดำริ,
242744881,secondary,False,False,4.158,"LINESTRING (101.3762183 14.0705082, 101.3762127 14.0704712)",ถนนราษฎรดำริ,
1075535800,secondary,True,False,41.745999999999995,"LINESTRING (101.3762183 14.0705082, 101.3761899 14.0705753, 101.3761953 14.0706715, 101.3762421 14.070873)",ถนนราษฎรดำริ,
32807050,secondary,False,False,63.015,"LINESTRING (101.373853 14.0702034, 101.3737275 14.0700803, 101.3736741 14.0698999, 101.3736533 14.069695)",ถนนราษฎรดำริ,4
32807050,secondary,False,True,89.101,"LINESTRING (101.373853 14.0702034, 101.3739976 14.0702385, 101.3745561 14.0701607, 101.3746684 14.0701504)",ถนนราษฎรดำริ,4
242744762,residential,False,False,26.305999999999997,"LINESTRING (101.373853 14.0702034, 101.3738161 14.0702595, 101.3737229 14.0704035)",,
242744859,residential,False,False,60.277,"LINESTRING (101.3707492 14.0662552, 101.3708354 14.0667908)",,
1013631591,residential,False,True,48.064,"LINESTRING (101.3707492 14.0662552, 101.3703116 14.0663368)",,
242744838,residential,False,True,183.414,"LINESTRING (101.3740246 14.0664914, 101.3744533 14.0680876)",,
242744819,residential,False,True,219.96500000000003,"LINESTRING (101.3744293 14.0666327, 101.3748501 14.0682099, 101.3748374 14.0682474, 101.3748112 14.068274, 101.3747616 14.0682988, 101.3745434 14.0683536)",,
32807050,secondary,False,True,315.61699999999996,"LINESTRING (101.3734157 14.0667726, 101.3734436 14.0671988, 101.3734647 14.0674686, 101.373572 14.0688413, 101.3736012 14.0692147, 101.3736462 14.0696019)",ถนนราษฎรดำริ,4
242744873,residential,False,False,184.577,"LINESTRING (101.3734157 14.0667726, 101.373077 14.0668007, 101.3729015 14.0668153, 101.3725713 14.0668971, 101.3719408 14.0672201, 101.3718086 14.0672686)",ราษฎรดำริ ซอย 8,
242744860,residential,False,True,18.645,"LINESTRING (101.3752641 14.0670638, 101.375274 14.0672312)",,
242744768,residential,False,False,43.794,"LINESTRING (101.375274 14.0672312, 101.3748687 14.0672547)",,
242744860,residential,False,False,18.645,"LINESTRING (101.375274 14.0672312, 101.3752641 14.0670638)",,
242744860,residential,False,True,49.345,"LINESTRING (101.375274 14.0672312, 101.3753072 14.0676738)",,
242744768,residential,False,True,43.794,"LINESTRING (101.3748687 14.0672547, 101.375274 14.0672312)",,
242744774,residential,False,False,104.745,"LINESTRING (101.3718086 14.0672686, 101.3720006 14.068192)",,
242744774,residential,False,True,42.769,"LINESTRING (101.3718086 14.0672686, 101.3717321 14.0668912)",,
242744873,residential,False,False,45.664,"LINESTRING (101.3718086 14.0672686, 101.3713912 14.0673373)",ราษฎรดำริ ซอย 8,
242744873,residential,False,True,184.577,"LINESTRING (101.3718086 14.0672686, 101.3719408 14.0672201, 101.3725713 14.0668971, 101.3729015 14.0668153, 101.373077 14.0668007, 101.3734157 14.0667726)",ราษฎรดำริ ซอย 8,
242744855,residential,False,False,104.665,"LINESTRING (101.3713912 14.0673373, 101.3715619 14.0682639)",,
242744873,residential,False,False,49.888,"LINESTRING (101.3713912 14.0673373, 101.3709366 14.06742)",ราษฎรดำริ ซอย 8,
242744873,residential,False,True,45.664,"LINESTRING (101.3713912 14.0673373, 101.3718086 14.0672686)",ราษฎรดำริ ซอย 8,
