osmid,lanes,highway,oneway,reversed,length,geometry,name,bridge
148108263,2,primary,False,False,19.701,"LINESTRING (99.6059358 7.5519583, 99.6059725 7.5521317)",,
144910260,2,unclassified,False,False,286.62899999999996,"LINESTRING (99.6059358 7.5519583, 99.6058013 7.5522152, 99.6053326 7.5532725, 99.6054008 7.5532966, 99.6050376 7.554263, 99.6050269 7.5542914)",,
148108263,2,primary,False,True,26.721,"LINESTRING (99.6059358 7.5519583, 99.6058955 7.5517966, 99.6058777 7.551725)",,
148108263,2,primary,False,False,105.685,"LINESTRING (99.6058047 7.5550453, 99.6053749 7.5558949)",,
148108263,2,primary,False,True,15.124,"LINESTRING (99.6058047 7.5550453, 99.605877 7.5549297)",,
1044689734,3,tertiary,True,False,102.441,"LINESTRING (99.6058047 7.5550453, 99.6066554 7.5554162)",,
144910294,2,residential,False,False,89.367,"LINESTRING (99.6053749 7.5558949, 99.6061206 7.5562103)",กันตัง ซอย 3,
148108263,2,primary,False,False,45.493,"LINESTRING (99.6053749 7.5558949, 99.6051977 7.5562644)",,
148108263,2,primary,False,True,105.685,"LINESTRING (99.6053749 7.5558949, 99.6058047 7.5550453)",,
144910257,1,unclassified,False,False,33.558,"LINESTRING (99.6039608 7.55599, 99.6042355 7.5561201)",,
144910257,1,unclassified,False,True,198.684,"LINESTRING (99.6039608 7.55599, 99.6032308 7.5576237)",,
314261679,1,unclassified,False,True,109.01299999999999,"LINESTRING (99.6039608 7.55599, 99.6042186 7.5554087, 99.6043026 7.5553811, 99.6045407 7.5554844)",,
144910257,1,unclassified,False,True,33.558,"LINESTRING (99.6042355 7.5561201, 99.6039608 7.55599)",,
144910266,1,unclassified,False,False,10.735,"LINESTRING (99.6042355 7.5561201, 99.6042751 7.5560319)",,
144910266,1,unclassified,False,True,88.97,"LINESTRING (99.6042355 7.5561201, 99.6039723 7.5567686, 99.6040666 7.5568071)",,
144910294,2,residential,False,True,89.367,"LINESTRING (99.6061206 7.5562103, 99.6053749 7.5558949)",กันตัง ซอย 3,
508498307,2,residential,False,True,38.008,"LINESTRING (99.6061206 7.5562103, 99.6064085 7.5560222)",,
508498106,1,residential,False,False,70.42,"LINESTRING (99.6059996 7.5564376, 99.6063008 7.5569961)",,
807985087,2,residential,False,False,159.613,"LINESTRING (99.6059996 7.5564376, 99.6051077 7.5571075, 99.6050277 7.5571502, 99.6049257 7.5571782, 99.6047939 7.5571666)",กันตัง ซอย 1,
807985088,1,residential,True,False,29.597,"LINESTRING (99.6059996 7.5564376, 99.606093 7.5563363, 99.6061206 7.5562103)",,
1075535410,4,primary,False,False,55.395,"LINESTRING (99.60777 7.5567731, 99.6081298 7.5571209)",ถนนราชดำเนิน,
144910353,3,primary,True,False,59.655,"LINESTRING (99.60777 7.5567731, 99.6077068 7.5567252, 99.6075978 7.5566684, 99.6074475 7.5566251, 99.6072755 7.5565662)",ถนนราชดำเนิน,
144910266,1,unclassified,False,False,45.177,"LINESTRING (99.6047939 7.5571666, 99.6044383 7.5569646)",,
148108263,2,primary,False,False,47.572,"LINESTRING (99.6047939 7.5571666, 99.6046112 7.5575542)",,
148108263,2,primary,False,True,109.751,"LINESTRING (99.6047939 7.5571666, 99.6051977 7.5562644)",,
807985087,2,residential,False,True,159.613,"LINESTRING (99.6047939 7.5571666, 99.6049257 7.5571782, 99.6050277 7.5571502, 99.6051077 7.5571075, 99.6059996 7.5564376)",กันตัง ซอย 1,
144910300,2,unclassified,True,False,40.29,"LINESTRING (99.6070612 7.5573903, 99.6073375 7.5571531)",,
508498309,2,residential,False,True,43.516,"LINESTRING (99.6070612 7.5573903, 99.6073344 7.5576728)",,
144910353,3,primary,True,False,67.312,"LINESTRING (99.6053955 7.5574209, 99.6048394 7.557671)",ถนนราชดำเนิน,
809604707,2,unclassified,False,True,62.347,"LINESTRING (99.6053955 7.5574209, 99.6055485 7.5579607)",,
144910374,2,secondary,False,False,17.936,"LINESTRING (99.6044841 7.5578168, 99.6043486 7.5579061)",ถนนท่ากลาง,
148108263,2,primary,False,True,32.387,"LINESTRING (99.6044841 7.5578168, 99.6046112 7.5575542)",,
1051037933,2,primary,False,False,38.855,"LINESTRING (99.6044841 7.5578168, 99.6044666 7.5581658)",ถนนเพชรเกษม,
809604707,2,unclassified,False,False,62.347,"LINESTRING (99.6055485 7.5579607, 99.6053955 7.5574209)",,
144910300,2,unclassified,True,False,179.60600000000002,"LINESTRING (99.6055485 7.5579607, 99.6058934 7.5579124, 99.6070612 7.5573903)",,
"[144910288, 809604707, 809604708]",2,unclassified,False,True,106.205,"LINESTRING (99.6055485 7.5579607, 99.6056412 7.5583559, 99.6056493 7.5584567, 99.6056453 7.5585143, 99.6056419 7.5585577, 99.6056393 7.5586221, 99.6056276 7.5589044)",,yes
144910300,2,unclassified,True,False,51.054,"LINESTRING (99.6044666 7.5581658, 99.604923 7.5580876)",,
144910332,2,primary,False,False,47.585,"LINESTRING (99.6044666 7.5581658, 99.6044277 7.558592)",ถนนเพชรเกษม,
909103583,2,unclassified,False,True,31.672,"LINESTRING (99.6044666 7.5581658, 99.6043486 7.5579061)",,
1051037933,2,primary,False,True,38.855,"LINESTRING (99.6044666 7.5581658, 99.6044841 7.5578168)",ถนนเพชรเกษม,
144910300,2,unclassified,True,False,70.377,"LINESTRING (99.604923 7.5580876, 99.6055485 7.5579607)",,
148108263,2,primary,False,False,51.137,"LINESTRING (99.6057666 7.5512785, 99.6058777 7.551725)",,
300163354,2,tertiary,False,True,60.558,"LINESTRING (99.6057666 7.5512785, 99.6055572 7.551782)",ถนนท่ากลาง 1,
148108263,2,primary,False,True,51.137,"LINESTRING (99.6058777 7.551725, 99.6057666 7.5512785)",,
148108263,2,primary,False,False,26.721,"LINESTRING (99.6058777 7.551725, 99.6058955 7.5517966, 99.6059358 7.5519583)",,
300163352,1,residential,False,False,215.62,"LINESTRING (99.60788 7.5517022, 99.6059725 7.5521317)",ซอยกันตัง 9,
148108263,2,primary,False,False,37.379,"LINESTRING (99.6059725 7.5521317, 99.6059953 7.5524671)",,
148108263,2,primary,False,True,19.701,"LINESTRING (99.6059725 7.5521317, 99.6059358 7.5519583)",,
