osmid,ref,highway,width,oneway,reversed,length,lanes,geometry
197733429,3438,secondary,7,False,True,96.423,,"LINESTRING (99.534194 15.4693103, 99.5338204 15.4696372, 99.5335499 15.4699148)"
255635064,,unclassified,,False,False,180.415,,"LINESTRING (99.534194 15.4693103, 99.5343194 15.4694342, 99.5344106 15.4694704, 99.5344964 15.4694549, 99.5345984 15.4693877, 99.5350007 15.4690516, 99.5355264 15.4686638)"
197733429,3438,secondary,7,False,True,64.311,,"LINESTRING (99.5368579 15.4674896, 99.5363265 15.4677583)"
255635058,,unclassified,,False,True,18.573,,"LINESTRING (99.5368579 15.4674896, 99.536776 15.4673424)"
197733429,3438,secondary,7,False,False,651.894,,"LINESTRING (99.5368579 15.4674896, 99.5374065 15.4672121, 99.5423465 15.4649633)"
255635062,,unclassified,,False,True,65.052,,"LINESTRING (99.5362404 15.4676177, 99.536776 15.4673424)"
255635062,,unclassified,,False,False,281.482,,"LINESTRING (99.5362404 15.4676177, 99.5355425 15.4680486, 99.5350758 15.4683743, 99.5343677 15.4689223, 99.5341362 15.4691259)"
255635063,,unclassified,,False,True,333.48600000000005,,"LINESTRING (99.5362404 15.4676177, 99.5347003 15.4650913, 99.5346628 15.4650326)"
197733429,3438,secondary,7,False,False,96.423,,"LINESTRING (99.5335499 15.4699148, 99.5338204 15.4696372, 99.534194 15.4693103)"
255635062,,unclassified,,False,True,123.137,,"LINESTRING (99.5335499 15.4699148, 99.5334772 15.4698375, 99.5334501 15.4697826, 99.5334716 15.4697103, 99.5341362 15.4691259)"
255635058,,unclassified,,False,False,18.573,,"LINESTRING (99.536776 15.4673424, 99.5368579 15.4674896)"
255635062,,unclassified,,False,False,65.052,,"LINESTRING (99.536776 15.4673424, 99.5362404 15.4676177)"
255635062,,unclassified,,False,True,557.396,,"LINESTRING (99.536776 15.4673424, 99.5375644 15.4669683, 99.5376856 15.46691, 99.538269 15.4666272, 99.5383907 15.4665668, 99.5414647 15.4651735)"
255635059,,unclassified,,False,False,17.961,,"LINESTRING (99.5422748 15.4648173, 99.5423465 15.4649633)"
255635062,,unclassified,,False,False,95.426,,"LINESTRING (99.5422748 15.4648173, 99.5414647 15.4651735)"
255635059,,unclassified,,False,True,17.961,,"LINESTRING (99.5423465 15.4649633, 99.5422748 15.4648173)"
"[255635064, 255635061, 197733429]",3438,"['secondary', 'unclassified']",7,False,"[False, True]",537.433,,"LINESTRING (99.5423465 15.4649633, 99.54359 15.4643972, 99.5437608 15.4647294, 99.5408136 15.4660608)"
197733429,3438,secondary,7,False,True,651.894,,"LINESTRING (99.5423465 15.4649633, 99.5374065 15.4672121, 99.5368579 15.4674896)"
1153420008,อน.4034,tertiary,,False,False,93.695,2,"LINESTRING (99.5369518 15.4688291, 99.5365204 15.4680962)"
1153420008,อน.4034,tertiary,,False,True,111.368,2,"LINESTRING (99.5369518 15.4688291, 99.5374751 15.4696944)"
255635352,,residential,,False,True,120.256,,"LINESTRING (99.5369518 15.4688291, 99.5365526 15.4690583, 99.5359877 15.4693825)"
255635369,,residential,,False,True,93.971,,"LINESTRING (99.5359877 15.4693825, 99.5355264 15.4686638)"
255635352,,residential,,False,False,120.256,,"LINESTRING (99.5359877 15.4693825, 99.5365526 15.4690583, 99.5369518 15.4688291)"
"[255635369, 1153422339]",,residential,,False,False,190.83,,"LINESTRING (99.5359877 15.4693825, 99.5365993 15.4703596, 99.5371518 15.4701425)"
255635356,,residential,,False,True,69.38,,"LINESTRING (99.5375005 15.4710886, 99.5381019 15.4708576)"
255635375,,residential,,False,False,111.641,,"LINESTRING (99.5375005 15.4710886, 99.5371518 15.4701425)"
255635356,,residential,,False,False,451.26800000000003,,"LINESTRING (99.5375005 15.4710886, 99.5370979 15.4712923, 99.537243 15.4718072, 99.5368243 15.4720316, 99.5344157 15.4732569)"
255635375,,residential,,False,True,111.641,,"LINESTRING (99.5371518 15.4701425, 99.5375005 15.4710886)"
255635375,,residential,,False,False,74.962,,"LINESTRING (99.5371518 15.4701425, 99.5370875 15.4699667, 99.5370982 15.4698943, 99.5374751 15.4696944)"
"[255635369, 1153422339]",,residential,,False,True,190.83,,"LINESTRING (99.5371518 15.4701425, 99.5365993 15.4703596, 99.5359877 15.4693825)"
1153420008,อน.4034,tertiary,,False,False,93.863,2,"LINESTRING (99.5378967 15.4704343, 99.5374751 15.4696944)"
1153420008,อน.4034,tertiary,,False,True,51.952,2,"LINESTRING (99.5378967 15.4704343, 99.5381019 15.4708576)"
255635358,,residential,,False,True,114.195,,"LINESTRING (99.5378967 15.4704343, 99.5383609 15.4702061, 99.5388459 15.4699676)"
255635370,,residential,,False,False,69.288,,"LINESTRING (99.5397267 15.4716676, 99.5394746 15.4710938)"
255635370,,residential,,False,False,61.194,,"LINESTRING (99.5394746 15.4710938, 99.5392171 15.4706026)"
255635370,,residential,,False,True,69.288,,"LINESTRING (99.5394746 15.4710938, 99.5397267 15.4716676)"
255635378,,residential,,False,False,128.52,,"LINESTRING (99.5394746 15.4710938, 99.5383203 15.4714073)"
255635368,,residential,,False,False,121.189,,"LINESTRING (99.5392171 15.4706026, 99.5381416 15.4709394)"
255635370,,residential,,False,False,81.044,,"LINESTRING (99.5392171 15.4706026, 99.5388459 15.4699676)"
255635370,,residential,,False,True,61.194,,"LINESTRING (99.5392171 15.4706026, 99.5394746 15.4710938)"
255635368,,residential,,False,True,266.197,,"LINESTRING (99.5392171 15.4706026, 99.5407511 15.470098, 99.5415614 15.4698116)"
255635370,,residential,,False,True,97.863,,"LINESTRING (99.5383964 15.4692015, 99.5388459 15.4699676)"
255635355,,residential,,False,False,112.925,,"LINESTRING (99.5383964 15.4692015, 99.537929 15.469451, 99.5374751 15.4696944)"
255635355,,residential,,False,True,111.93100000000001,,"LINESTRING (99.5383964 15.4692015, 99.5388306 15.4689606, 99.5393191 15.4687311)"
255635370,,residential,,False,False,203.339,,"LINESTRING (99.5383964 15.4692015, 99.5378862 15.4683116, 99.5374788 15.4676009)"
255635355,,residential,,False,False,42.686,,"LINESTRING (99.5396785 15.4685656, 99.5393191 15.4687311)"
255635364,,residential,,False,False,32.475,,"LINESTRING (99.5396785 15.4685656, 99.5396488 15.468407, 99.5396246 15.4682782)"
255635364,,residential,,False,True,166.222,,"LINESTRING (99.5396785 15.4685656, 99.5397107 15.4686432, 99.5411466 15.4683664)"
255635355,,residential,,False,True,42.686,,"LINESTRING (99.5393191 15.4687311, 99.5396785 15.4685656)"
255635362,,residential,,False,True,48.545,,"LINESTRING (99.5393191 15.4687311, 99.5395348 15.469115)"
255635355,,residential,,False,False,111.93100000000001,,"LINESTRING (99.5393191 15.4687311, 99.5388306 15.4689606, 99.5383964 15.4692015)"
1153420008,อน.4034,tertiary,,False,False,111.368,2,"LINESTRING (99.5374751 15.4696944, 99.5369518 15.4688291)"
1153420008,อน.4034,tertiary,,False,True,93.863,2,"LINESTRING (99.5374751 15.4696944, 99.5378967 15.4704343)"
255635355,,residential,,False,True,112.925,,"LINESTRING (99.5374751 15.4696944, 99.537929 15.469451, 99.5383964 15.4692015)"
255635375,,residential,,False,True,74.962,,"LINESTRING (99.5374751 15.4696944, 99.5370982 15.4698943, 99.5370875 15.4699667, 99.5371518 15.4701425)"
255635362,,residential,,False,False,50.238,,"LINESTRING (99.5399842 15.469915, 99.539761 15.4695177)"
255635373,,residential,,False,True,162.58,,"LINESTRING (99.5399842 15.469915, 99.5414112 15.4694187)"
255635373,,residential,,False,False,94.396,,"LINESTRING (99.5399842 15.469915, 99.5395551 15.4700546, 99.5394851 15.470036, 99.5392938 15.4697474)"
255635354,,residential,,False,False,46.559,,"LINESTRING (99.5414112 15.4694187, 99.5415614 15.4698116)"
255635354,,residential,,False,True,73.821,,"LINESTRING (99.5414112 15.4694187, 99.5412489 15.4687735)"
255635373,,residential,,False,False,162.58,,"LINESTRING (99.5414112 15.4694187, 99.5399842 15.469915)"
255635356,,residential,,False,False,69.38,,"LINESTRING (99.5381019 15.4708576, 99.5375005 15.4710886)"
1153420008,อน.4034,tertiary,,False,False,51.952,2,"LINESTRING (99.5381019 15.4708576, 99.5378967 15.4704343)"
1153420008,อน.4034,tertiary,,False,True,10.042,2,"LINESTRING (99.5381019 15.4708576, 99.5381416 15.4709394)"
255635358,,residential,,False,False,56.207,,"LINESTRING (99.539761 15.4695177, 99.5392938 15.4697474)"
255635362,,residential,,False,False,50.919,,"LINESTRING (99.539761 15.4695177, 99.5395348 15.469115)"
255635362,,residential,,False,True,50.238,,"LINESTRING (99.539761 15.4695177, 99.5399842 15.469915)"
255635358,,residential,,False,True,53.884,,"LINESTRING (99.5388459 15.4699676, 99.5392938 15.4697474)"
255635370,,residential,,False,False,97.863,,"LINESTRING (99.5388459 15.4699676, 99.5383964 15.4692015)"
255635370,,residential,,False,True,81.044,,"LINESTRING (99.5388459 15.4699676, 99.5392171 15.4706026)"
255635358,,residential,,False,False,114.195,,"LINESTRING (99.5388459 15.4699676, 99.5383609 15.4702061, 99.5378967 15.4704343)"
255635354,,residential,,False,True,46.559,,"LINESTRING (99.5415614 15.4698116, 99.5414112 15.4694187)"
255635368,,residential,,False,False,266.197,,"LINESTRING (99.5415614 15.4698116, 99.5407511 15.470098, 99.5392171 15.4706026)"
255635358,,residential,,False,False,53.884,,"LINESTRING (99.5392938 15.4697474, 99.5388459 15.4699676)"
255635358,,residential,,False,True,56.207,,"LINESTRING (99.5392938 15.4697474, 99.539761 15.4695177)"
255635373,,residential,,False,True,94.39599999999999,,"LINESTRING (99.5392938 15.4697474, 99.5394851 15.470036, 99.5395551 15.4700546, 99.5399842 15.469915)"
255635378,,residential,,False,True,128.52,,"LINESTRING (99.5383203 15.4714073, 99.5394746 15.4710938)"
1153420008,อน.4034,tertiary,,False,False,55.461,2,"LINESTRING (99.5383203 15.4714073, 99.5382722 15.4712634, 99.5381416 15.4709394)"
255635064,,unclassified,,False,True,199.755,,"LINESTRING (99.5408136 15.4660608, 99.5391259 15.4668233)"
255635376,,residential,,False,True,137.801,,"LINESTRING (99.5408136 15.4660608, 99.5412315 15.4672328)"
"[255635064, 197733429, 255635061]",3438,"['unclassified', 'secondary']",7,False,"[False, True]",537.433,,"LINESTRING (99.5408136 15.4660608, 99.5437608 15.4647294, 99.54359 15.4643972, 99.5423465 15.4649633)"
255635354,,residential,,False,False,73.821,,"LINESTRING (99.5412489 15.4687735, 99.5414112 15.4694187)"
255635354,,residential,,False,True,46.576,,"LINESTRING (99.5412489 15.4687735, 99.5411466 15.4683664)"
255635361,,residential,,False,False,187.579,,"LINESTRING (99.5412489 15.4687735, 99.5395348 15.469115)"
255635361,,residential,,False,True,187.579,,"LINESTRING (99.5395348 15.469115, 99.5412489 15.4687735)"
255635362,,residential,,False,False,48.545,,"LINESTRING (99.5395348 15.469115, 99.5393191 15.4687311)"
255635362,,residential,,False,True,50.919,,"LINESTRING (99.5395348 15.469115, 99.539761 15.4695177)"
255635354,,residential,,False,False,46.576,,"LINESTRING (99.5411466 15.4683664, 99.5412489 15.4687735)"
255635354,,residential,,False,True,47.677,,"LINESTRING (99.5411466 15.4683664, 99.5410418 15.4679497)"
255635364,,residential,,False,False,166.222,,"LINESTRING (99.5411466 15.4683664, 99.5397107 15.4686432, 99.5396785 15.4685656)"
255635377,,residential,,False,False,156.209,,"LINESTRING (99.5396246 15.4682782, 99.5410418 15.4679497)"
255635364,,residential,,False,False,170.42700000000002,,"LINESTRING (99.5396246 15.4682782, 99.5393942 15.4675471, 99.5391259 15.4668233)"
255635364,,residential,,False,True,32.475,,"LINESTRING (99.5396246 15.4682782, 99.5396488 15.468407, 99.5396785 15.4685656)"
255635376,,residential,,False,False,137.801,,"LINESTRING (99.5412315 15.4672328, 99.5408136 15.4660608)"
255635354,,residential,,False,False,123.31199999999998,,"LINESTRING (99.5412315 15.4672328, 99.5408586 15.4672214, 99.5410418 15.4679497)"
255635354,,residential,,False,False,47.677,,"LINESTRING (99.5410418 15.4679497, 99.5411466 15.4683664)"
255635377,,residential,,False,True,156.209,,"LINESTRING (99.5410418 15.4679497, 99.5396246 15.4682782)"
255635354,,residential,,False,True,123.31199999999998,,"LINESTRING (99.5410418 15.4679497, 99.5408586 15.4672214, 99.5412315 15.4672328)"
255635540,,unclassified,,False,False,50.319,,"LINESTRING (99.5344157 15.4732569, 99.5343406 15.4728102)"
255635356,,residential,,False,True,451.268,,"LINESTRING (99.5344157 15.4732569, 99.5368243 15.4720316, 99.537243 15.4718072, 99.5370979 15.4712923, 99.5375005 15.4710886)"
255635540,,unclassified,,False,True,50.319,,"LINESTRING (99.5343406 15.4728102, 99.5344157 15.4732569)"
255635062,,unclassified,,False,False,123.137,,"LINESTRING (99.5341362 15.4691259, 99.5334716 15.4697103, 99.5334501 15.4697826, 99.5334772 15.4698375, 99.5335499 15.4699148)"
255635062,,unclassified,,False,True,281.482,,"LINESTRING (99.5341362 15.4691259, 99.5343677 15.4689223, 99.5350758 15.4683743, 99.5355425 15.4680486, 99.5362404 15.4676177)"
255635063,,unclassified,,False,False,333.48600000000005,,"LINESTRING (99.5346628 15.4650326, 99.5347003 15.4650913, 99.5362404 15.4676177)"
520660849,,residential,,False,False,74.604,,"LINESTRING (99.5407778 15.4650879, 99.5409304 15.4650789, 99.5414647 15.4651735)"
520660850,,residential,,False,False,365.03299999999996,,"LINESTRING (99.5407778 15.4650879, 99.5407553 15.4651283, 99.5406566 15.4652001, 99.5404505 15.4652803, 99.5402523 15.4653111, 99.5400989 15.4653265, 99.5399231 15.465305, 99.5397857 15.4652341, 99.5396706 15.4651725, 99.5395556 15.4651448, 99.5393606 15.465114, 99.5391561 15.4651602, 99.5389643 15.465308, 99.5388205 15.4653912, 99.5386319 15.4654282, 99.5383858 15.4654343, 99.5381973 15.4654313, 99.537948 15.4653265, 99.5378425 15.4652834, 99.5376028 15.4652865)"
255635062,,unclassified,,False,True,95.426,,"LINESTRING (99.5414647 15.4651735, 99.5422748 15.4648173)"
255635062,,unclassified,,False,False,557.3960000000001,,"LINESTRING (99.5414647 15.4651735, 99.5383907 15.4665668, 99.538269 15.4666272, 99.5376856 15.46691, 99.5375644 15.4669683, 99.536776 15.4673424)"
520660849,,residential,,False,True,74.604,,"LINESTRING (99.5414647 15.4651735, 99.5409304 15.4650789, 99.5407778 15.4650879)"
520660850,,residential,,False,True,365.03299999999996,,"LINESTRING (99.5376028 15.4652865, 99.5378425 15.4652834, 99.537948 15.4653265, 99.5381973 15.4654313, 99.5383858 15.4654343, 99.5386319 15.4654282, 99.5388205 15.4653912, 99.5389643 15.465308, 99.5391561 15.4651602, 99.5393606 15.465114, 99.5395556 15.4651448, 99.5396706 15.4651725, 99.5397857 15.4652341, 99.5399231 15.465305, 99.5400989 15.4653265, 99.5402523 15.4653111, 99.5404505 15.4652803, 99.5406566 15.4652001, 99.5407553 15.4651283, 99.5407778 15.4650879)"
