osmid,ref,highway,oneway,reversed,length,geometry,bridge,lanes
167933634,,residential,False,True,114.288,"LINESTRING (99.2967259 20.0312046, 99.2969623 20.0312369, 99.2971186 20.0312583, 99.2974294 20.0312519, 99.2978147 20.0312261)",,
554069110,,residential,False,False,83.333,"LINESTRING (99.2967259 20.0312046, 99.2967763 20.031671, 99.2967942 20.0317383, 99.2968189 20.0318285, 99.296753 20.0319291)",,
"[554069069, 554069110]",,residential,False,True,173.945,"LINESTRING (99.2967259 20.0312046, 99.2966865 20.0308272, 99.2967077 20.0308034, 99.2969396 20.0307631, 99.2971392 20.0307638, 99.2979162 20.0309125)",,
197173109,,unclassified,False,True,45.583,"LINESTRING (99.3004797 20.0350574, 99.3004171 20.0354631)",,1
40211524,107,primary,False,False,170.00400000000002,"LINESTRING (99.3004797 20.0350574, 99.3002257 20.0347793, 99.2993983 20.033915)",,
40211524,107,primary,False,True,145.045,"LINESTRING (99.3004797 20.0350574, 99.300812 20.0354978, 99.301149 20.035902, 99.3013298 20.036087)",,
243154573,,residential,False,True,160.78900000000002,"LINESTRING (99.298238 20.0290523, 99.2980911 20.0291165, 99.2980877 20.0291903, 99.2981253 20.0295208, 99.2981765 20.0298802, 99.2981907 20.0302078, 99.2981945 20.0303545, 99.2981958 20.0304048)",,
243154600,,residential,False,False,168.535,"LINESTRING (99.298238 20.0290523, 99.2985863 20.0288405, 99.2989347 20.028741, 99.2991465 20.0287186, 99.2992401 20.0287808, 99.2992865 20.0288052, 99.2993856 20.0290395, 99.2994107 20.0292116)",,
554069163,,residential,False,True,83.31000000000002,"LINESTRING (99.298238 20.0290523, 99.298356 20.0292026, 99.2984703 20.0292007, 99.2986984 20.0291162, 99.298771 20.0291195, 99.2988435 20.0291714, 99.2988772 20.0292347)",,
243154594,,residential,False,False,44.104,"LINESTRING (99.3022676 20.0290567, 99.3023103 20.0294513)",,
243154576,,residential,False,False,31.613,"LINESTRING (99.3022676 20.0290567, 99.302539 20.029024, 99.3025679 20.0290219)",,
243154576,,residential,False,True,140.17000000000002,"LINESTRING (99.3022676 20.0290567, 99.3020062 20.0290882, 99.3017466 20.0291973, 99.3010104 20.0294762)",,
243154594,,residential,False,True,44.104,"LINESTRING (99.3023103 20.0294513, 99.3022676 20.0290567)",,
243154594,,residential,False,False,79.51599999999999,"LINESTRING (99.3023103 20.0294513, 99.3023752 20.0297818, 99.3025375 20.0301288)",,
554069166,,residential,False,False,163.041,"LINESTRING (99.3023103 20.0294513, 99.3017758 20.0297412, 99.3013539 20.0298668, 99.3008736 20.0300004)",,
243154592,,residential,False,False,12.563,"LINESTRING (99.2994817 20.0294759, 99.2994278 20.0295769)",,
243154600,,residential,False,True,30.343,"LINESTRING (99.2994817 20.0294759, 99.2994368 20.0293347, 99.2994107 20.0292116)",,
243154602,,residential,False,False,148.645,"LINESTRING (99.2994817 20.0294759, 99.2997118 20.0294395, 99.2999689 20.0293507, 99.3000089 20.0293369, 99.30033 20.0292117, 99.3006374 20.0291219, 99.3008407 20.029116)",,
243154576,,residential,False,False,140.17000000000002,"LINESTRING (99.3010104 20.0294762, 99.3017466 20.0291973, 99.3020062 20.0290882, 99.3022676 20.0290567)",,
243154576,,residential,False,True,61.153000000000006,"LINESTRING (99.3010104 20.0294762, 99.3009554 20.0295594, 99.3009272 20.0296249, 99.300883 20.0297736, 99.3008736 20.0300004)",,
243154602,,residential,False,True,52.92,"LINESTRING (99.3010104 20.0294762, 99.3010442 20.0294046, 99.301054 20.0293337, 99.300996 20.0291764, 99.3008594 20.0291155, 99.3008407 20.029116)",,
243154592,,residential,False,True,12.563,"LINESTRING (99.2994278 20.0295769, 99.2994817 20.0294759)",,
139226988,,residential,False,False,58.525999999999996,"LINESTRING (99.2994278 20.0295769, 99.299167 20.0297992, 99.2990146 20.0299323)",,
243154592,,residential,False,False,91.234,"LINESTRING (99.2994278 20.0295769, 99.2993852 20.0301417, 99.2994262 20.0303439, 99.2994331 20.0303919)",,
243154591,,residential,False,True,212.158,"LINESTRING (99.3025375 20.0301288, 99.3020833 20.0303759, 99.3016461 20.0305749, 99.3014033 20.0306836, 99.3012704 20.0307385, 99.300693 20.0309114)",,
243154594,,residential,False,True,79.51599999999999,"LINESTRING (99.3025375 20.0301288, 99.3023752 20.0297818, 99.3023103 20.0294513)",,
243154576,,residential,False,True,119.691,"LINESTRING (99.3005732 20.030294, 99.2995392 20.0307576)",,
243154576,,residential,False,False,48.043,"LINESTRING (99.3005732 20.030294, 99.3008213 20.030144, 99.3008521 20.0301037, 99.3008736 20.0300004)",,
243154598,,residential,False,True,69.854,"LINESTRING (99.3005732 20.030294, 99.3006454 20.0305877, 99.300693 20.0309114)",,
139226988,,residential,False,False,63.755,"LINESTRING (99.2981958 20.0304048, 99.2981435 20.0304825, 99.2979816 20.0307503, 99.2979162 20.0309125)",,
139226988,,residential,False,True,101.116,"LINESTRING (99.2981958 20.0304048, 99.2983169 20.0303483, 99.2988241 20.0300988, 99.2990146 20.0299323)",,
243154573,,residential,False,False,160.789,"LINESTRING (99.2981958 20.0304048, 99.2981945 20.0303545, 99.2981907 20.0302078, 99.2981765 20.0298802, 99.2981253 20.0295208, 99.2980877 20.0291903, 99.2980911 20.0291165, 99.298238 20.0290523)",,
243154576,,residential,False,False,119.691,"LINESTRING (99.2995392 20.0307576, 99.3005732 20.030294)",,
243154592,,residential,False,True,42.148,"LINESTRING (99.2995392 20.0307576, 99.2994331 20.0303919)",,
243154592,,residential,False,False,97.972,"LINESTRING (99.2995392 20.0307576, 99.2995697 20.0308509, 99.2995902 20.0313514, 99.2995877 20.031634)",,
243154598,,residential,False,True,23.615,"LINESTRING (99.300693 20.0309114, 99.3007081 20.0311233)",,
243154591,,residential,False,False,212.15800000000002,"LINESTRING (99.300693 20.0309114, 99.3012704 20.0307385, 99.3014033 20.0306836, 99.3016461 20.0305749, 99.3020833 20.0303759, 99.3025375 20.0301288)",,
243154598,,residential,False,False,69.854,"LINESTRING (99.300693 20.0309114, 99.3006454 20.0305877, 99.3005732 20.030294)",,
139226988,,residential,False,False,132.53,"LINESTRING (99.2978147 20.0312261, 99.2977546 20.0314355, 99.2976266 20.0318076, 99.2975324 20.0321661, 99.2974441 20.0323641)",,
139226988,,residential,False,True,36.461,"LINESTRING (99.2978147 20.0312261, 99.2978536 20.0310906, 99.2979162 20.0309125)",,
167933634,,residential,False,False,114.288,"LINESTRING (99.2978147 20.0312261, 99.2974294 20.0312519, 99.2971186 20.0312583, 99.2969623 20.0312369, 99.2967259 20.0312046)",,
243154581,,residential,False,True,14.741,"LINESTRING (99.3013339 20.0317669, 99.3012148 20.031838)",,
703260258,,residential,False,False,51.037,"LINESTRING (99.3013339 20.0317669, 99.3014583 20.0315728, 99.3016112 20.0313901)",,
243154581,,residential,False,False,14.741,"LINESTRING (99.3012148 20.031838, 99.3013339 20.0317669)",,
243154581,,residential,False,True,316.72499999999997,"LINESTRING (99.3012148 20.031838, 99.3011503 20.0321254, 99.3009233 20.0322888, 99.300648 20.0323523, 99.3002761 20.0324839, 99.2999959 20.0326382, 99.2997689 20.0328968, 99.2996337 20.0332599, 99.2992115 20.0337381)",,
243154598,,residential,False,False,113.921,"LINESTRING (99.3012148 20.031838, 99.3010347 20.0318776, 99.3009782 20.0318651, 99.3009324 20.0318136, 99.30084 20.0316749, 99.3007854 20.0314733, 99.3007081 20.0311233)",,
139226988,,residential,False,False,68.12700000000001,"LINESTRING (99.2974441 20.0323641, 99.297211 20.0326015, 99.2969799 20.0327933)",,
139226988,,residential,False,True,132.52999999999997,"LINESTRING (99.2974441 20.0323641, 99.2975324 20.0321661, 99.2976266 20.0318076, 99.2977546 20.0314355, 99.2978147 20.0312261)",,
904656536,107,primary,False,False,87.204,"LINESTRING (99.2974441 20.0323641, 99.2971184 20.0321199, 99.296753 20.0319291)",,
"[904656536, 904656537, 40211524]",107,primary,False,True,195.008,"LINESTRING (99.2974441 20.0323641, 99.2978252 20.0326564, 99.2979647 20.0327597, 99.2989087 20.0334513)",yes,
243154592,,residential,False,False,107.545,"LINESTRING (99.2993203 20.0325676, 99.2990779 20.0331708, 99.2989087 20.0334513)",,
243154592,,residential,False,True,108.049,"LINESTRING (99.2993203 20.0325676, 99.2994911 20.0320959, 99.2995867 20.0317525, 99.2995877 20.031634)",,
554069100,,residential,False,False,73.423,"LINESTRING (99.2993203 20.0325676, 99.29889 20.0324645, 99.2986622 20.0323492)",,
139226988,,residential,False,False,14.047,"LINESTRING (99.2969799 20.0327933, 99.296855 20.0328401)",,
139226988,,residential,False,True,68.12700000000001,"LINESTRING (99.2969799 20.0327933, 99.297211 20.0326015, 99.2974441 20.0323641)",,
964285043,,residential,False,True,116.51100000000001,"LINESTRING (99.2969799 20.0327933, 99.2970487 20.0328882, 99.2970541 20.0329563, 99.2970514 20.032989, 99.2970246 20.0330294, 99.2969924 20.0330747, 99.2969415 20.0331654, 99.296912 20.0332662, 99.2968932 20.0333393, 99.2968529 20.0335081, 99.296802 20.0336316, 99.2967108 20.033745)",,
40211524,107,primary,False,False,44.918,"LINESTRING (99.2992115 20.0337381, 99.2989087 20.0334513)",,
40211524,107,primary,False,True,27.708,"LINESTRING (99.2992115 20.0337381, 99.2993983 20.033915)",,
243154581,,residential,False,False,316.725,"LINESTRING (99.2992115 20.0337381, 99.2996337 20.0332599, 99.2997689 20.0328968, 99.2999959 20.0326382, 99.3002761 20.0324839, 99.300648 20.0323523, 99.3009233 20.0322888, 99.3011503 20.0321254, 99.3012148 20.031838)",,
40211524,107,primary,False,False,27.708,"LINESTRING (99.2993983 20.033915, 99.2992115 20.0337381)",,
40211524,107,primary,False,True,170.00400000000002,"LINESTRING (99.2993983 20.033915, 99.3002257 20.0347793, 99.3004797 20.0350574)",,
243154575,,residential,False,False,127.30799999999999,"LINESTRING (99.2993983 20.033915, 99.2988298 20.0344479, 99.2985259 20.0347142)",,
243154575,,residential,False,False,9.342,"LINESTRING (99.2985259 20.0347142, 99.2984996 20.0347945)",,
243154575,,residential,False,True,127.30799999999999,"LINESTRING (99.2985259 20.0347142, 99.2988298 20.0344479, 99.2993983 20.033915)",,
374779451,,residential,False,True,104.664,"LINESTRING (99.2985259 20.0347142, 99.2989573 20.0348892, 99.2992094 20.0349548, 99.2992684 20.0350152, 99.2992845 20.0351866)",,
197173109,,unclassified,False,False,45.583,"LINESTRING (99.3004171 20.0354631, 99.3004797 20.0350574)",,1
243154582,,residential,False,False,88.878,"LINESTRING (99.3004171 20.0354631, 99.3001703 20.035464, 99.2999891 20.0355275, 99.2997356 20.0356682, 99.2996559 20.0357476)",,
167933639,,residential,False,True,34.554,"LINESTRING (99.2981665 20.0357198, 99.2984906 20.0357819)",,
243154575,,residential,False,False,66.523,"LINESTRING (99.2981665 20.0357198, 99.2980898 20.0363137)",,
"[139226974, 167933639]",,residential,False,False,286.16900000000004,"LINESTRING (99.2981665 20.0357198, 99.2980472 20.0356939, 99.2978115 20.0356297, 99.2974256 20.0355206, 99.2970874 20.0354821, 99.2966959 20.0353423, 99.2965081 20.0352617, 99.296374 20.0352062, 99.296256 20.0352415, 99.296068 20.0353979, 99.2960462 20.035166, 99.2960964 20.034952)",,
243154575,,residential,False,True,63.309000000000005,"LINESTRING (99.2981665 20.0357198, 99.2982458 20.0352084, 99.298279 20.0351661)",,
243154582,,residential,False,False,13.969999999999999,"LINESTRING (99.2996559 20.0357476, 99.299644 20.0358223, 99.2996438 20.0358724)",,
243154582,,residential,False,True,88.878,"LINESTRING (99.2996559 20.0357476, 99.2997356 20.0356682, 99.2999891 20.0355275, 99.3001703 20.035464, 99.3004171 20.0354631)",,
374779471,,residential,False,True,81.349,"LINESTRING (99.2996559 20.0357476, 99.2995474 20.0356502, 99.2994615 20.0352622, 99.2994133 20.0352067, 99.2992845 20.0351866)",,
167933639,,residential,False,False,123.25500000000001,"LINESTRING (99.2996438 20.0358724, 99.299581 20.0359155, 99.2994119 20.0359155, 99.2990907 20.035886, 99.2987261 20.0358202, 99.2984906 20.0357819)",,
243154582,,residential,False,False,103.23399999999998,"LINESTRING (99.2996438 20.0358724, 99.2996824 20.0360176, 99.299651 20.0361606, 99.2996397 20.0362099, 99.2995617 20.0365485, 99.299552 20.0367074, 99.2995527 20.0367841)",,
243154582,,residential,False,True,13.969999999999999,"LINESTRING (99.2996438 20.0358724, 99.299644 20.0358223, 99.2996559 20.0357476)",,
243154575,,residential,False,True,66.523,"LINESTRING (99.2980898 20.0363137, 99.2981665 20.0357198)",,
374779459,,residential,False,True,25.645000000000003,"LINESTRING (99.2980898 20.0363137, 99.2979245 20.0363298, 99.2978482 20.0363501)",,
703260259,,residential,False,False,81.753,"LINESTRING (99.2980898 20.0363137, 99.2981263 20.0366523, 99.2982458 20.0370309)",,
40211524,107,primary,False,False,117.864,"LINESTRING (99.3022017 20.0367504, 99.3019233 20.0365826, 99.301575 20.036338, 99.3013298 20.036087)",,
374779455,,residential,False,False,139.41,"LINESTRING (99.2982458 20.0370309, 99.2987964 20.0369253, 99.2992148 20.0368245, 99.2995527 20.0367841)",,
703260259,,residential,False,True,81.753,"LINESTRING (99.2982458 20.0370309, 99.2981263 20.0366523, 99.2980898 20.0363137)",,
904656536,107,primary,False,True,39.614,"LINESTRING (99.2952495 20.0316931, 99.2956286 20.0317013)",,
256394440,,residential,False,False,138.834,"LINESTRING (99.2952495 20.0316931, 99.2952693 20.0318361, 99.295348 20.0321742, 99.2954012 20.0323902, 99.2954156 20.032445, 99.2955333 20.0329122)",,
904656536,107,primary,False,False,197.438,"LINESTRING (99.2952495 20.0316931, 99.2950911 20.031684, 99.2948167 20.0316752, 99.2943435 20.03166, 99.2934149 20.0316756, 99.2933608 20.0316814)",,
256394440,,residential,False,True,138.834,"LINESTRING (99.2955333 20.0329122, 99.2954156 20.032445, 99.2954012 20.0323902, 99.295348 20.0321742, 99.2952693 20.0318361, 99.2952495 20.0316931)",,
243154592,,residential,False,False,108.049,"LINESTRING (99.2995877 20.031634, 99.2995867 20.0317525, 99.2994911 20.0320959, 99.2993203 20.0325676)",,
243154592,,residential,False,True,97.972,"LINESTRING (99.2995877 20.031634, 99.2995902 20.0313514, 99.2995697 20.0308509, 99.2995392 20.0307576)",,
"[1177758547, 256395293]",,residential,False,False,150.313,"LINESTRING (99.2995877 20.031634, 99.2999985 20.0316511, 99.300104 20.0316555, 99.3001606 20.0314195, 99.3002172 20.031333, 99.3003181 20.0312283, 99.300465 20.0311801, 99.3006154 20.0311435, 99.3007081 20.0311233)",,
243154598,,residential,False,False,23.615,"LINESTRING (99.3007081 20.0311233, 99.300693 20.0309114)",,
243154598,,residential,False,True,113.92100000000002,"LINESTRING (99.3007081 20.0311233, 99.3007854 20.0314733, 99.30084 20.0316749, 99.3009324 20.0318136, 99.3009782 20.0318651, 99.3010347 20.0318776, 99.3012148 20.031838)",,
"[1177758547, 256395293]",,residential,False,True,150.313,"LINESTRING (99.3007081 20.0311233, 99.3006154 20.0311435, 99.300465 20.0311801, 99.3003181 20.0312283, 99.3002172 20.031333, 99.3001606 20.0314195, 99.300104 20.0316555, 99.2999985 20.0316511, 99.2995877 20.031634)",,
374779459,,residential,False,False,25.645000000000003,"LINESTRING (99.2978482 20.0363501, 99.2979245 20.0363298, 99.2980898 20.0363137)",,
374779459,,residential,False,True,113.36699999999999,"LINESTRING (99.2978482 20.0363501, 99.2977945 20.0362909, 99.297643 20.0362733, 99.2973426 20.0363136, 99.2968222 20.0364698)",,
374779459,,residential,False,False,113.367,"LINESTRING (99.2968222 20.0364698, 99.2973426 20.0363136, 99.297643 20.0362733, 99.2977945 20.0362909, 99.2978482 20.0363501)",,
554069068,,residential,False,False,45.82,"LINESTRING (99.2985603 20.0361441, 99.2984867 20.036115, 99.2984682 20.0360691, 99.2984906 20.0357819)",,
554069092,,residential,False,False,131.972,"LINESTRING (99.2988983 20.0312404, 99.2987779 20.0310157, 99.2987689 20.0308946, 99.2988138 20.0308048, 99.2988945 20.030733, 99.2994331 20.0303919)",,
40211524,107,primary,False,False,145.04500000000002,"LINESTRING (99.3013298 20.036087, 99.301149 20.035902, 99.300812 20.0354978, 99.3004797 20.0350574)",,
40211524,107,primary,False,True,117.864,"LINESTRING (99.3013298 20.036087, 99.301575 20.036338, 99.3019233 20.0365826, 99.3022017 20.0367504)",,
374779440,,residential,False,False,106.29400000000001,"LINESTRING (99.3013298 20.036087, 99.3015429 20.0358468, 99.3021223 20.0361895)",,
374779440,,residential,False,False,24.324,"LINESTRING (99.302471 20.0364062, 99.3026748 20.036512)",,
374779440,,residential,False,True,43.675,"LINESTRING (99.302471 20.0364062, 99.3021223 20.0361895)",,
374779468,,residential,False,True,57.393,"LINESTRING (99.302471 20.0364062, 99.3027231 20.0359476)",,
374779440,,residential,False,False,43.675,"LINESTRING (99.3021223 20.0361895, 99.302471 20.0364062)",,
374779440,,residential,False,True,106.29400000000001,"LINESTRING (99.3021223 20.0361895, 99.3015429 20.0358468, 99.3013298 20.036087)",,
374779469,,residential,False,True,129.667,"LINESTRING (99.3021223 20.0361895, 99.3022852 20.0358513, 99.3023073 20.0358039, 99.3023166 20.0357823, 99.3023193 20.0357622, 99.3023019 20.035732, 99.3022683 20.0357017, 99.3021597 20.0356412, 99.3020739 20.035577, 99.3020363 20.0355467, 99.3020229 20.0355089, 99.302039 20.0354812, 99.3020953 20.0354359, 99.3022911 20.03533)",,
374779440,,residential,False,True,24.324,"LINESTRING (99.3026748 20.036512, 99.302471 20.0364062)",,
374779468,,residential,False,False,57.393,"LINESTRING (99.3027231 20.0359476, 99.302471 20.0364062)",,
554069100,,residential,False,True,73.423,"LINESTRING (99.2986622 20.0323492, 99.29889 20.0324645, 99.2993203 20.0325676)",,
243154575,,residential,False,False,63.309000000000005,"LINESTRING (99.298279 20.0351661, 99.2982458 20.0352084, 99.2981665 20.0357198)",,
243154575,,residential,False,True,48.051,"LINESTRING (99.298279 20.0351661, 99.2984576 20.0349389, 99.2984996 20.0347945)",,
374779471,,residential,False,False,105.631,"LINESTRING (99.298279 20.0351661, 99.2986676 20.0352219, 99.2992845 20.0351866)",,
243154582,,residential,False,True,103.23400000000001,"LINESTRING (99.2995527 20.0367841, 99.299552 20.0367074, 99.2995617 20.0365485, 99.2996397 20.0362099, 99.299651 20.0361606, 99.2996824 20.0360176, 99.2996438 20.0358724)",,
374779455,,residential,False,True,139.41,"LINESTRING (99.2995527 20.0367841, 99.2992148 20.0368245, 99.2987964 20.0369253, 99.2982458 20.0370309)",,
374779451,,residential,False,False,104.664,"LINESTRING (99.2992845 20.0351866, 99.2992684 20.0350152, 99.2992094 20.0349548, 99.2989573 20.0348892, 99.2985259 20.0347142)",,
374779471,,residential,False,False,81.34899999999999,"LINESTRING (99.2992845 20.0351866, 99.2994133 20.0352067, 99.2994615 20.0352622, 99.2995474 20.0356502, 99.2996559 20.0357476)",,
374779471,,residential,False,True,105.631,"LINESTRING (99.2992845 20.0351866, 99.2986676 20.0352219, 99.298279 20.0351661)",,
964233540,,residential,False,True,38.204,"LINESTRING (99.2959146 20.0312312, 99.2962803 20.0312327)",,
554069062,,residential,False,False,162.803,"LINESTRING (99.2959146 20.0312312, 99.2955735 20.0312267, 99.2952953 20.0312222, 99.294667 20.0310561, 99.2945497 20.0310226, 99.2944779 20.0310106, 99.2943872 20.0310142)",,
554069076,,residential,False,True,57.243,"LINESTRING (99.2959146 20.0312312, 99.295937 20.0312671, 99.2959935 20.0317373)",,
554069062,,residential,False,True,162.803,"LINESTRING (99.2943872 20.0310142, 99.2944779 20.0310106, 99.2945497 20.0310226, 99.294667 20.0310561, 99.2952953 20.0312222, 99.2955735 20.0312267, 99.2959146 20.0312312)",,
167933639,,residential,False,False,34.554,"LINESTRING (99.2984906 20.0357819, 99.2981665 20.0357198)",,
167933639,,residential,False,True,123.255,"LINESTRING (99.2984906 20.0357819, 99.2987261 20.0358202, 99.2990907 20.035886, 99.2994119 20.0359155, 99.299581 20.0359155, 99.2996438 20.0358724)",,
554069068,,residential,False,True,45.82,"LINESTRING (99.2984906 20.0357819, 99.2984682 20.0360691, 99.2984867 20.036115, 99.2985603 20.0361441)",,
139226988,,residential,False,False,36.461,"LINESTRING (99.2979162 20.0309125, 99.2978536 20.0310906, 99.2978147 20.0312261)",,
139226988,,residential,False,True,63.755,"LINESTRING (99.2979162 20.0309125, 99.2979816 20.0307503, 99.2981435 20.0304825, 99.2981958 20.0304048)",,
"[554069069, 554069110]",,residential,False,False,173.945,"LINESTRING (99.2979162 20.0309125, 99.2971392 20.0307638, 99.2969396 20.0307631, 99.2967077 20.0308034, 99.2966865 20.0308272, 99.2967259 20.0312046)",,
904656536,107,primary,False,False,38.33,"LINESTRING (99.2959935 20.0317373, 99.2956286 20.0317013)",,
904656536,107,primary,False,True,29.843,"LINESTRING (99.2959935 20.0317373, 99.2962776 20.0317654)",,
554069076,,residential,False,False,57.243,"LINESTRING (99.2959935 20.0317373, 99.295937 20.0312671, 99.2959146 20.0312312)",,
243154576,,residential,False,False,61.153,"LINESTRING (99.3008736 20.0300004, 99.300883 20.0297736, 99.3009272 20.0296249, 99.3009554 20.0295594, 99.3010104 20.0294762)",,
243154576,,residential,False,True,48.043,"LINESTRING (99.3008736 20.0300004, 99.3008521 20.0301037, 99.3008213 20.030144, 99.3005732 20.030294)",,
554069166,,residential,False,True,163.041,"LINESTRING (99.3008736 20.0300004, 99.3013539 20.0298668, 99.3017758 20.0297412, 99.3023103 20.0294513)",,
904656536,107,primary,False,True,197.43800000000002,"LINESTRING (99.2933608 20.0316814, 99.2934149 20.0316756, 99.2943435 20.03166, 99.2948167 20.0316752, 99.2950911 20.031684, 99.2952495 20.0316931)",,
243154575,,residential,False,True,9.342,"LINESTRING (99.2984996 20.0347945, 99.2985259 20.0347142)",,
243154575,,residential,False,False,48.051,"LINESTRING (99.2984996 20.0347945, 99.2984576 20.0349389, 99.298279 20.0351661)",,
554069085,,residential,False,False,59.766,"LINESTRING (99.2984996 20.0347945, 99.2984077 20.0345562, 99.2982752 20.0343009)",,
"[243154592, 139226998]",,residential,False,"[False, True]",251.08499999999995,"LINESTRING (99.2982752 20.0343009, 99.2982034 20.0343906, 99.2981783 20.03443, 99.2977445 20.0344877, 99.2975908 20.0345936, 99.2973893 20.0346417, 99.2971229 20.0346417, 99.2968599 20.0345808, 99.2967942 20.0346105, 99.2967438 20.0346289, 99.2965731 20.0346948, 99.2960964 20.034952)",,
243154592,,residential,False,True,115.352,"LINESTRING (99.2982752 20.0343009, 99.2985881 20.0338909, 99.2989087 20.0334513)",,
554069085,,residential,False,True,59.766,"LINESTRING (99.2982752 20.0343009, 99.2984077 20.0345562, 99.2984996 20.0347945)",,
243154592,,residential,False,False,42.148,"LINESTRING (99.2994331 20.0303919, 99.2995392 20.0307576)",,
243154592,,residential,False,True,91.23400000000001,"LINESTRING (99.2994331 20.0303919, 99.2994262 20.0303439, 99.2993852 20.0301417, 99.2994278 20.0295769)",,
554069092,,residential,False,True,131.97199999999998,"LINESTRING (99.2994331 20.0303919, 99.2988945 20.030733, 99.2988138 20.0308048, 99.2987689 20.0308946, 99.2987779 20.0310157, 99.2988983 20.0312404)",,
