osmid,oneway,name,highway,reversed,length,geometry,bridge,lanes,ref,junction
"[1211620609, 89792306, 1211620589]",False,ถนนมนตรี,tertiary,True,34.642,"LINESTRING (98.3929284 7.8844682, 98.3929363 7.8845193, 98.3929623 7.8846889, 98.3929746 7.8847691, 98.3929757 7.8847762)",yes,,,
234197992,True,ถนนมนตรี,tertiary,False,48.26,"LINESTRING (98.3923885 7.8810073, 98.3923784 7.8805734)",,,,
90116976,True,ซอยสุรินทร์,tertiary,False,87.845,"LINESTRING (98.3923885 7.8810073, 98.3926273 7.8805097, 98.3927309 7.8802938)",,,,
1211620588,False,ถนนมนตรี,tertiary,True,278.243,"LINESTRING (98.3923885 7.8810073, 98.392406 7.8811117, 98.3926045 7.8822955, 98.3927615 7.8834022, 98.3927726 7.8834803)",,,,
23274171,True,ถนนพังงา,residential,False,122.375,"LINESTRING (98.3873609 7.8838222, 98.3874234 7.8838164, 98.3878345 7.8837782, 98.3884671 7.8837195)",,,,
55936243,True,ถนนเยาวราช,secondary,False,119.58600000000001,"LINESTRING (98.3873609 7.8838222, 98.3873656 7.8838728, 98.387404 7.8842855, 98.3874346 7.8846254, 98.3874565 7.8848042, 98.3874673 7.8848924)",,,,
23274171,True,ถนนพังงา,residential,False,148.82600000000002,"LINESTRING (98.3895007 7.8836697, 98.3907273 7.883606, 98.3908501 7.8836009)",,,,
23286942,True,,residential,False,64.09700000000001,"LINESTRING (98.3895007 7.8836697, 98.3894995 7.8836411, 98.3894953 7.8835783, 98.3894692 7.8831387, 98.3894697 7.8831212, 98.3894693 7.8830942)",,,,
55874149,True,ถนนรัษฎา,tertiary,False,117.737,"LINESTRING (98.3894693 7.8830942, 98.3891673 7.8831021, 98.3890942 7.8831061, 98.3890432 7.8831094, 98.3884018 7.8831468)",,2,,
393461464,False,ถนนกระบี่,tertiary,True,60.141,"LINESTRING (98.3846757 7.8851176, 98.3852198 7.8851629)",,,,
393461464,False,ถนนกระบี่,tertiary,False,60.141,"LINESTRING (98.3852198 7.8851629, 98.3846757 7.8851176)",,,,
55932236,False,ถนนสตูล,residential,False,70.416,"LINESTRING (98.3852198 7.8851629, 98.3852264 7.8852076, 98.385313 7.8857894)",,,,
268298981,False,ถนนดีบุก,residential,False,12.801,"LINESTRING (98.3854407 7.8865649, 98.3855559 7.8865497)",,,,
55932236,False,ถนนสตูล,residential,True,87.372,"LINESTRING (98.3854407 7.8865649, 98.3854069 7.8863502, 98.385313 7.8857894)",,,,
89795465,True,ถนนสตูล,residential,False,230.865,"LINESTRING (98.3854407 7.8865649, 98.3854921 7.8869818, 98.3855065 7.8870855, 98.3855291 7.8872475, 98.3855407 7.8873693, 98.3855356 7.8874724, 98.3855338 7.8875095, 98.3854386 7.8879819, 98.3854227 7.888078, 98.3852919 7.8886086)",,,,
24446319,False,ถนนบางกอก,secondary,False,25.329,"LINESTRING (98.386639 7.8814888, 98.3864811 7.8813232)",,,,
24446319,False,ถนนบางกอก,secondary,True,78.438,"LINESTRING (98.386639 7.8814888, 98.3871278 7.8820018)",,,,
65666148,False,บางกอก ซอย 6,residential,False,28.226,"LINESTRING (98.386639 7.8814888, 98.386456 7.8816665)",,,,
1008032123,False,,residential,False,154.041,"LINESTRING (98.386639 7.8814888, 98.3866699 7.8814665, 98.3867451 7.8814117, 98.3867703 7.8813898, 98.3869497 7.8812325, 98.387019 7.8811973, 98.3870921 7.8811788, 98.3871672 7.8811482, 98.3872343 7.8810858, 98.3872705 7.8810791, 98.3873174 7.8810911, 98.3873496 7.8811442, 98.3874032 7.8812717, 98.3874368 7.8813926, 98.387414 7.8814843, 98.3873281 7.8816158)",,,,
47861251,True,วงเวียนสุรินทร์,primary,False,18.727,"LINESTRING (98.3920194 7.8803479, 98.3919928 7.8804361, 98.3920013 7.880512)",,,,roundabout
23274171,True,ถนนพังงา,residential,False,113.979,"LINESTRING (98.3884671 7.8837195, 98.3885046 7.8837177, 98.3895007 7.8836697)",,,,
47860839,True,ถนนตะกั่วป่า,residential,False,64.089,"LINESTRING (98.3884018 7.8831468, 98.3884044 7.8831746, 98.388465 7.8836913, 98.3884671 7.8837195)",,,,
55874149,True,ถนนรัษฎา,tertiary,False,96.02000000000001,"LINESTRING (98.3884018 7.8831468, 98.388282 7.8831524, 98.3878905 7.883172, 98.3875753 7.883188, 98.3875312 7.8831912)",,2,,
90108964,False,ถนนตะกั่วป่า,residential,True,189.80100000000002,"LINESTRING (98.3884018 7.8831468, 98.3883997 7.8831067, 98.3883967 7.8830486, 98.3883827 7.8827693, 98.3884697 7.8820204, 98.3885135 7.8816439, 98.3885291 7.8814484)",,,,
234197991,True,ถนนมนตรี,tertiary,False,16.374,"LINESTRING (98.3922082 7.8806618, 98.3922919 7.8807835)",,,,
47861251,True,วงเวียนสุรินทร์,primary,False,21.864,"LINESTRING (98.3922082 7.8806618, 98.3922834 7.8806471, 98.3923463 7.8806087, 98.3923784 7.8805734)",,,,roundabout
47861251,True,วงเวียนสุรินทร์,primary,False,13.760000000000002,"LINESTRING (98.3923784 7.8805734, 98.3923915 7.8805528, 98.3924179 7.8804569)",,,,roundabout
234197999,True,,tertiary,False,38.955,"LINESTRING (98.3924179 7.8804569, 98.3927309 7.8802938)",,,,
55932238,False,,residential,False,104.566,"LINESTRING (98.3875845 7.8858506, 98.3866423 7.8859659)",,,,
55936243,True,ถนนเยาวราช,secondary,False,47.423,"LINESTRING (98.3875845 7.8858506, 98.3876362 7.8861887, 98.3876457 7.8862727)",,,,
55932238,False,,residential,True,88.253,"LINESTRING (98.3858471 7.8860633, 98.3866423 7.8859659)",,,,
55932239,True,ซอยรมณีย์,residential,False,135.906,"LINESTRING (98.3891365 7.8847772, 98.3891373 7.8848001, 98.3891782 7.8859707, 98.3891792 7.8859987)",,,,
235838574,True,ถนนถลาง,residential,False,184.298,"LINESTRING (98.3891365 7.8847772, 98.3875602 7.884886, 98.3874673 7.8848924)",,,,
1247051486,False,ถนนพังงา,tertiary,False,63.506,"LINESTRING (98.3927726 7.8834803, 98.3933454 7.8834151)",,,,
1211620588,False,ถนนมนตรี,tertiary,False,278.24300000000005,"LINESTRING (98.3927726 7.8834803, 98.3927615 7.8834022, 98.3926045 7.8822955, 98.392406 7.8811117, 98.3923885 7.8810073)",,,,
"[1211620609, 1211620610, 1211620588]",False,ถนนมนตรี,tertiary,True,45.815000000000005,"LINESTRING (98.3927726 7.8834803, 98.3928101 7.8837182, 98.3928228 7.883799, 98.3928338 7.8838878)",yes,,,
"[518919403, 90345693, 1247051486]",False,ถนนพังงา,tertiary,True,212.287,"LINESTRING (98.3927726 7.8834803, 98.3922076 7.8835323, 98.3917774 7.883565, 98.3912078 7.8835735, 98.3910345 7.883589, 98.3909614 7.8835937, 98.3908501 7.8836009)",yes,,,
23274134,True,ถนนดีบุก,tertiary,False,62.912,"LINESTRING (98.3891792 7.8859987, 98.3897499 7.8859755)",,,,
24446319,False,ถนนบางกอก,secondary,False,95.994,"LINESTRING (98.387278 7.8830868, 98.38727 7.8829678, 98.3872204 7.8822254)",,,,
698598691,True,,tertiary_link,False,24.226000000000003,"LINESTRING (98.387278 7.8830868, 98.3872347 7.8830942, 98.3871962 7.8831154, 98.387167 7.883148, 98.3871503 7.8831883, 98.3871479 7.8832318)",,,,
55936243,True,ถนนเยาวราช,secondary,False,40.521,"LINESTRING (98.3873186 7.8834602, 98.3873218 7.8834876, 98.3873609 7.8838222)",,,,
55936236,True,ถนนระนอง,residential,False,75.38000000000001,"LINESTRING (98.3871479 7.8832318, 98.3870651 7.8832381, 98.3864655 7.8832833)",,,,
698598691,True,,tertiary_link,False,32.155,"LINESTRING (98.3871479 7.8832318, 98.3871635 7.8832799, 98.3871963 7.8833185, 98.387251 7.8833627, 98.3873186 7.8834602)",,,,
479237626,True,,tertiary_link,False,40.421,"LINESTRING (98.3875312 7.8831912, 98.3874107 7.8832532, 98.3873691 7.8833111, 98.3873463 7.8833569, 98.3873186 7.8834602)",,,,
698598692,True,,tertiary_link,False,30.364,"LINESTRING (98.3875312 7.8831912, 98.3873478 7.8831064, 98.3873143 7.8830917, 98.387278 7.8830868)",,,,
65666145,False,,residential,False,58.017,"LINESTRING (98.386456 7.8816665, 98.3868315 7.8820324)",,,,
65666148,False,บางกอก ซอย 6,residential,True,28.226,"LINESTRING (98.386456 7.8816665, 98.386639 7.8814888)",,,,
65666148,False,บางกอก ซอย 6,residential,False,124.721,"LINESTRING (98.386456 7.8816665, 98.3857279 7.8817161, 98.3857502 7.8821142)",,,,
65666145,False,,residential,True,58.017,"LINESTRING (98.3868315 7.8820324, 98.386456 7.8816665)",,,,
504906536,False,บางกอก ซอย 4,residential,True,32.813,"LINESTRING (98.3868315 7.8820324, 98.3871278 7.8820018)",,,,
504906536,False,บางกอก ซอย 4,residential,False,119.447,"LINESTRING (98.3868315 7.8820324, 98.3862488 7.8820749, 98.3857502 7.8821142)",,,,
504907775,False,,residential,False,22.617,"LINESTRING (98.3855937 7.8823941, 98.3856094 7.8825969)",,,,
90380890,False,บางกอก ซอย 2,residential,False,180.151,"LINESTRING (98.3855937 7.8823941, 98.3871876 7.8822288, 98.3872204 7.8822254)",,,,
"[504906536, 504907775]",False,บางกอก ซอย 4,residential,True,48.913,"LINESTRING (98.3855937 7.8823941, 98.3855759 7.882128, 98.3857502 7.8821142)",,,,
504907775,False,,residential,True,22.617,"LINESTRING (98.3856094 7.8825969, 98.3855937 7.8823941)",,,,
90380893,True,,residential,False,169.68800000000002,"LINESTRING (98.3856094 7.8825969, 98.3863753 7.8825246, 98.3864613 7.8832479, 98.3864655 7.8832833)",,,,
55936236,True,ถนนระนอง,residential,False,107.811,"LINESTRING (98.385709 7.8833539, 98.3852986 7.8834335, 98.3851638 7.8834596, 98.3847484 7.8835401)",,,,
90380893,True,,residential,False,84.887,"LINESTRING (98.385709 7.8833539, 98.3857037 7.8833136, 98.3856094 7.8825969)",,,,
55874149,True,ถนนรัษฎา,tertiary,False,104.055,"LINESTRING (98.3906944 7.8829412, 98.3902256 7.8829981, 98.3897567 7.883055)",,2,,
89792306,False,ถนนมนตรี,tertiary,True,9.221,"LINESTRING (98.3933595 7.8873684, 98.3933713 7.8874505)",,,,
89792306,False,ถนนมนตรี,tertiary,False,33.292,"LINESTRING (98.3933595 7.8873684, 98.3933371 7.8871674, 98.3933264 7.8870708)",,,,
753631714,False,ถนนแม่หลวน,secondary,False,15.925,"LINESTRING (98.3851997 7.8890627, 98.38506 7.8890258)",,,,
47861251,True,วงเวียนสุรินทร์,primary,False,20.389000000000003,"LINESTRING (98.3920013 7.880512, 98.3920486 7.8805939, 98.3921221 7.8806451)",,,,roundabout
234197996,True,ถนนภูเก็ต,primary,False,76.52199999999999,"LINESTRING (98.3920013 7.880512, 98.3918915 7.880711, 98.3917932 7.8809477, 98.3917143 7.8811377)",,,,
90345689,False,,residential,False,86.46199999999999,"LINESTRING (98.3904253 7.886369, 98.3899479 7.8864809, 98.3896564 7.8865218)",,,,
100811736,False,ถนนเทพกระษัตรี,primary,False,49.004999999999995,"LINESTRING (98.3904253 7.886369, 98.3905112 7.8860525, 98.3905408 7.8859434)",,,ภก.ถ2-0032,
100811736,False,ถนนเทพกระษัตรี,primary,True,123.68799999999999,"LINESTRING (98.3904253 7.886369, 98.3904138 7.8865017, 98.3903838 7.8867962, 98.3903526 7.8871019, 98.3903144 7.8874759)",,,ภก.ถ2-0032,
90345689,False,,residential,True,22.657,"LINESTRING (98.3888764 7.8865216, 98.3890821 7.8865228)",,,,
959147960,False,,residential,True,7.044,"LINESTRING (98.3888764 7.8865216, 98.3888125 7.8865242)",,,,
699475217,False,,residential,False,54.952,"LINESTRING (98.3888764 7.8865216, 98.3888633 7.8862112, 98.3888542 7.8860279)",,,,
90345689,False,,residential,False,63.257000000000005,"LINESTRING (98.3896564 7.8865218, 98.3893884 7.8865245, 98.3890821 7.8865228)",,,,
90345689,False,,residential,True,86.46199999999999,"LINESTRING (98.3896564 7.8865218, 98.3899479 7.8864809, 98.3904253 7.886369)",,,,
90345697,False,,residential,False,229.94900000000007,"LINESTRING (98.3896564 7.8865218, 98.3895318 7.8871794, 98.3895092 7.8872136, 98.389474 7.8872395, 98.3894439 7.8872478, 98.3891679 7.8872415, 98.3891458 7.8872455, 98.3891314 7.8872522, 98.3891141 7.8872663, 98.3890946 7.8873114, 98.3890463 7.8875094, 98.3890372 7.8875404, 98.3890301 7.887549, 98.3890224 7.8875537, 98.3889755 7.8875577, 98.3889138 7.8875637, 98.388892 7.887572, 98.3888794 7.8875841, 98.3888719 7.8875974, 98.3888602 7.8876348, 98.3887616 7.8880658)",,,,
24446319,False,ถนนบางกอก,secondary,False,14.875,"LINESTRING (98.3872204 7.8822254, 98.3871805 7.8820976)",,,,
24446319,False,ถนนบางกอก,secondary,True,95.994,"LINESTRING (98.3872204 7.8822254, 98.38727 7.8829678, 98.387278 7.8830868)",,,,
90380890,False,บางกอก ซอย 2,residential,True,180.151,"LINESTRING (98.3872204 7.8822254, 98.3871876 7.8822288, 98.3855937 7.8823941)",,,,
24446319,False,ถนนบางกอก,secondary,False,78.438,"LINESTRING (98.3871278 7.8820018, 98.386639 7.8814888)",,,,
504906536,False,บางกอก ซอย 4,residential,False,32.813,"LINESTRING (98.3871278 7.8820018, 98.3868315 7.8820324)",,,,
24446319,False,ถนนบางกอก,secondary,True,12.2,"LINESTRING (98.3871278 7.8820018, 98.3871732 7.8820742, 98.3871805 7.8820976)",,,,
23274134,True,ถนนดีบุก,tertiary,False,35.944,"LINESTRING (98.3888542 7.8860279, 98.3891792 7.8859987)",,,,
699475217,False,,residential,True,54.952,"LINESTRING (98.3888542 7.8860279, 98.3888633 7.8862112, 98.3888764 7.8865216)",,,,
1247051486,False,ถนนพังงา,tertiary,True,5.21,"LINESTRING (98.3933926 7.883412, 98.3933454 7.8834151)",,,,
126735133,False,พังงา ซอย 2,residential,False,275.842,"LINESTRING (98.3933926 7.883412, 98.3931346 7.8815423, 98.3930625 7.8810159, 98.3930538 7.8809541)",,,,
234197998,True,ถนนภูเก็ต,primary,False,49.744,"LINESTRING (98.3917143 7.8811377, 98.3919523 7.8807575)",,,,
393259330,False,ถนนภูเก็ต,primary,True,114.46,"LINESTRING (98.3917143 7.8811377, 98.391516 7.8815426, 98.3912412 7.882054)",,,,
"[393259329, 393259330]",False,ถนนภูเก็ต,primary,False,96.457,"LINESTRING (98.3908632 7.8828348, 98.3909005 7.8827175, 98.3910249 7.8824656, 98.3911196 7.8822802, 98.3912412 7.882054)",yes,,,
482006749,True,ถนนรัษฎา,tertiary,False,22.490000000000002,"LINESTRING (98.3908632 7.8828348, 98.3908061 7.8828885, 98.3907726 7.8829151, 98.3906944 7.8829412)",,2,,
55936236,True,ถนนระนอง,residential,False,57.464,"LINESTRING (98.386228 7.8833012, 98.385709 7.8833539)",,,,
135965969,False,,residential,False,192.803,"LINESTRING (98.386228 7.8833012, 98.3862314 7.8833324, 98.386268 7.8836687, 98.3863529 7.8842601, 98.3864619 7.8850194)",,,,
55932237,True,ถนนกระบี่,tertiary,False,137.76,"LINESTRING (98.3864619 7.8850194, 98.3860263 7.8850744, 98.3859902 7.885079, 98.3857719 7.8851047, 98.385337 7.8851557, 98.3852198 7.8851629)",,,,
135965969,False,,residential,True,192.803,"LINESTRING (98.3864619 7.8850194, 98.3863529 7.8842601, 98.386268 7.8836687, 98.3862314 7.8833324, 98.386228 7.8833012)",,,,
47861251,True,วงเวียนสุรินทร์,primary,False,9.664,"LINESTRING (98.3921221 7.8806451, 98.3922082 7.8806618)",,,,roundabout
206136625,False,,residential,False,22.767,"LINESTRING (98.3919856 7.889043, 98.3921794 7.8889718)",,,,
89792306,False,ถนนมนตรี,tertiary,False,73.201,"LINESTRING (98.3934937 7.8885158, 98.3934232 7.8878612)",,,,
206136625,False,,residential,True,62.64,"LINESTRING (98.3934937 7.8885158, 98.3931657 7.8885807, 98.3929488 7.8886683)",,,,
89792306,False,ถนนมนตรี,tertiary,False,24.404,"LINESTRING (98.3934024 7.8876678, 98.3933713 7.8874505)",,,,
89792306,False,ถนนมนตรี,tertiary,True,21.627,"LINESTRING (98.3934024 7.8876678, 98.3934232 7.8878612)",,,,
55936236,True,ถนนระนอง,residential,False,26.235,"LINESTRING (98.3864655 7.8832833, 98.386228 7.8833012)",,,,
234197991,True,ถนนมนตรี,tertiary,False,27.065,"LINESTRING (98.3922919 7.8807835, 98.3923885 7.8810073)",,,,
234197998,True,ถนนภูเก็ต,primary,False,22.494,"LINESTRING (98.3919523 7.8807575, 98.3921221 7.8806451)",,,,
234197995,True,,primary_link,False,38.146,"LINESTRING (98.3919523 7.8807575, 98.392073 7.8807389, 98.3922071 7.8807575, 98.3922919 7.8807835)",,,,
89792306,False,ถนนมนตรี,tertiary,False,121.371,"LINESTRING (98.3933264 7.8870708, 98.3932905 7.8868637, 98.3932456 7.8865179, 98.3932282 7.8864158, 98.3931637 7.8859914)",,,,
89792306,False,ถนนมนตรี,tertiary,True,33.292,"LINESTRING (98.3933264 7.8870708, 98.3933371 7.8871674, 98.3933595 7.8873684)",,,,
89792306,False,ถนนมนตรี,tertiary,False,9.221,"LINESTRING (98.3933713 7.8874505, 98.3933595 7.8873684)",,,,
89792306,False,ถนนมนตรี,tertiary,True,24.404,"LINESTRING (98.3933713 7.8874505, 98.3934024 7.8876678)",,,,
"[1211620609, 89792306, 1211620589]",False,ถนนมนตรี,tertiary,False,34.641999999999996,"LINESTRING (98.3929757 7.8847762, 98.3929746 7.8847691, 98.3929623 7.8846889, 98.3929363 7.8845193, 98.3929284 7.8844682)",yes,,,
89792306,False,ถนนมนตรี,tertiary,True,136.707,"LINESTRING (98.3929757 7.8847762, 98.3930671 7.8853299, 98.3931637 7.8859914)",,,,
959122895,False,,residential,True,81.437,"LINESTRING (98.3929757 7.8847762, 98.3930268 7.8847671, 98.3932221 7.8847325, 98.3934166 7.8847145, 98.3934611 7.8847189, 98.3934843 7.8847322, 98.3935061 7.8847544, 98.3935212 7.884781, 98.3935349 7.8848245, 98.3935487 7.8849367)",,,,
475819076,False,,residential,False,46.19,"LINESTRING (98.3918734 7.8874235, 98.3919722 7.8878272)",,,,
475819076,False,,residential,True,41.812,"LINESTRING (98.3918734 7.8874235, 98.3915005 7.8874939)",,,,
959130241,False,,residential,True,17.622,"LINESTRING (98.3918734 7.8874235, 98.3918548 7.8872661)",,,,
100811736,False,ถนนเทพกระษัตรี,primary,False,123.688,"LINESTRING (98.3903144 7.8874759, 98.3903526 7.8871019, 98.3903838 7.8867962, 98.3904138 7.8865017, 98.3904253 7.886369)",,,ภก.ถ2-0032,
475819076,False,,residential,False,132.33100000000002,"LINESTRING (98.3903144 7.8874759, 98.3910024 7.8875795, 98.3915005 7.8874939)",,,,
206136625,False,,residential,False,85.087,"LINESTRING (98.3922295 7.8889474, 98.3929488 7.8886683)",,,,
206136625,False,,residential,True,6.149,"LINESTRING (98.3922295 7.8889474, 98.3921794 7.8889718)",,,,
475819076,False,,residential,True,82.647,"LINESTRING (98.3922295 7.8889474, 98.3920001 7.8882936, 98.3920001 7.8882425)",,,,
237181307,True,ถนนภูเก็ต,primary,False,20.54,"LINESTRING (98.3908604 7.8830195, 98.3908632 7.8828348)",,2,,
482006752,True,ถนนรัษฎา,tertiary,False,21.381999999999998,"LINESTRING (98.3908604 7.8830195, 98.3908369 7.8829843, 98.3908021 7.8829637, 98.3907598 7.8829478, 98.3906944 7.8829412)",,1,,
65666148,False,บางกอก ซอย 6,residential,True,124.721,"LINESTRING (98.3857502 7.8821142, 98.3857279 7.8817161, 98.386456 7.8816665)",,,,
"[504906536, 504907775]",False,บางกอก ซอย 4,residential,False,48.913,"LINESTRING (98.3857502 7.8821142, 98.3855759 7.882128, 98.3855937 7.8823941)",,,,
504906536,False,บางกอก ซอย 4,residential,True,119.447,"LINESTRING (98.3857502 7.8821142, 98.3862488 7.8820749, 98.3868315 7.8820324)",,,,
237181307,True,ถนนภูเก็ต,primary,False,64.658,"LINESTRING (98.3908501 7.8836009, 98.3908531 7.8834298, 98.3908604 7.8830195)",,2,,
"[518919403, 90345693, 1247051486]",False,ถนนพังงา,tertiary,False,212.287,"LINESTRING (98.3908501 7.8836009, 98.3909614 7.8835937, 98.3910345 7.883589, 98.3912078 7.8835735, 98.3917774 7.883565, 98.3922076 7.8835323, 98.3927726 7.8834803)",yes,,,
55932236,False,ถนนสตูล,residential,False,87.372,"LINESTRING (98.385313 7.8857894, 98.3854069 7.8863502, 98.3854407 7.8865649)",,,,
55932236,False,ถนนสตูล,residential,True,70.416,"LINESTRING (98.385313 7.8857894, 98.3852264 7.8852076, 98.3852198 7.8851629)",,,,
548529411,False,,residential,False,131.75600000000003,"LINESTRING (98.385313 7.8857894, 98.3855832 7.885763, 98.3856291 7.885761, 98.3856915 7.885755, 98.3857134 7.8857516, 98.3857381 7.8857427, 98.3857816 7.8857152, 98.385836 7.8856717, 98.3858708 7.8856451, 98.385893 7.8856335, 98.3859161 7.8856285, 98.3860587 7.8856162, 98.3864684 7.885595)",,,,
548529411,False,,residential,True,131.75599999999997,"LINESTRING (98.3864684 7.885595, 98.3860587 7.8856162, 98.3859161 7.8856285, 98.385893 7.8856335, 98.3858708 7.8856451, 98.385836 7.8856717, 98.3857816 7.8857152, 98.3857381 7.8857427, 98.3857134 7.8857516, 98.3856915 7.885755, 98.3856291 7.885761, 98.3855832 7.885763, 98.385313 7.8857894)",,,,
89795465,True,ถนนสตูล,residential,False,51.505,"LINESTRING (98.3852919 7.8886086, 98.3851997 7.8890627)",,,,
656617488,False,,residential,False,64.52,"LINESTRING (98.3852919 7.8886086, 98.3847288 7.8884487)",,,,
206136625,False,,residential,True,85.087,"LINESTRING (98.3929488 7.8886683, 98.3922295 7.8889474)",,,,
206136625,False,,residential,False,62.64,"LINESTRING (98.3929488 7.8886683, 98.3931657 7.8885807, 98.3934937 7.8885158)",,,,
656772528,False,,residential,False,49.323,"LINESTRING (98.3929488 7.8886683, 98.3929174 7.8884618, 98.3928232 7.8882464)",,,,
715916318,False,,residential,False,56.428,"LINESTRING (98.3928232 7.8882464, 98.392345 7.8884285)",,,,
656772528,False,,residential,False,139.548,"LINESTRING (98.3928232 7.8882464, 98.3927962 7.8878964, 98.3927523 7.8877954, 98.3920001 7.8880698)",,,,
656772528,False,,residential,True,49.323,"LINESTRING (98.3928232 7.8882464, 98.3929174 7.8884618, 98.3929488 7.8886683)",,,,
475819076,False,,residential,False,41.812,"LINESTRING (98.3915005 7.8874939, 98.3918734 7.8874235)",,,,
475819076,False,,residential,True,132.33100000000002,"LINESTRING (98.3915005 7.8874939, 98.3910024 7.8875795, 98.3903144 7.8874759)",,,,
698223635,False,,residential,False,70.822,"LINESTRING (98.3915005 7.8874939, 98.3915712 7.8879582, 98.3917388 7.887937)",,,,
698223635,False,,residential,True,70.822,"LINESTRING (98.3917388 7.887937, 98.3915712 7.8879582, 98.3915005 7.8874939)",,,,
715916317,False,,residential,True,70.236,"LINESTRING (98.392573 7.8876155, 98.3919722 7.8878272)",,,,
475819076,False,,residential,True,46.19,"LINESTRING (98.3919722 7.8878272, 98.3918734 7.8874235)",,,,
715916317,False,,residential,False,70.236,"LINESTRING (98.3919722 7.8878272, 98.392573 7.8876155)",,,,
475819076,False,,residential,False,27.207,"LINESTRING (98.3919722 7.8878272, 98.3920001 7.8880093, 98.3920001 7.8880698)",,,,
715916318,False,,residential,True,56.428,"LINESTRING (98.392345 7.8884285, 98.3928232 7.8882464)",,,,
715916319,False,,residential,True,76.125,"LINESTRING (98.3913097 7.8882584, 98.3916208 7.8882452, 98.3918059 7.8882531, 98.3920001 7.8882425)",,,,
475819076,False,,residential,True,19.203,"LINESTRING (98.3920001 7.8882425, 98.3920001 7.8880698)",,,,
475819076,False,,residential,False,82.647,"LINESTRING (98.3920001 7.8882425, 98.3920001 7.8882936, 98.3922295 7.8889474)",,,,
715916319,False,,residential,False,76.125,"LINESTRING (98.3920001 7.8882425, 98.3918059 7.8882531, 98.3916208 7.8882452, 98.3913097 7.8882584)",,,,
475819076,False,,residential,False,19.203,"LINESTRING (98.3920001 7.8880698, 98.3920001 7.8882425)",,,,
475819076,False,,residential,True,27.207,"LINESTRING (98.3920001 7.8880698, 98.3920001 7.8880093, 98.3919722 7.8878272)",,,,
656772528,False,,residential,True,139.548,"LINESTRING (98.3920001 7.8880698, 98.3927523 7.8877954, 98.3927962 7.8878964, 98.3928232 7.8882464)",,,,
