osmid,highway,oneway,reversed,length,lanes,name,geometry,ref,bridge,width
1019979736,unclassified,False,True,82.106,,,"LINESTRING (99.0081411 18.5818337, 99.007381 18.5819954)",,,
1075535696,secondary,False,True,29.69,2,ถนนเจริญราษฎร์,"LINESTRING (99.0081411 18.5818337, 99.0082034 18.5820941)",,,
254850467,secondary,False,False,75.541,2,ถนนอินทยงยศ,"LINESTRING (99.0081411 18.5818337, 99.0080749 18.581429, 99.0080278 18.5811629)",,,
58828964,unclassified,False,True,60.631,2,ถนนชัยมงคล,"LINESTRING (99.009177 18.5760559, 99.0086284 18.5762199)",,,
113348033,unclassified,False,True,8.597,,,"LINESTRING (99.009177 18.5760559, 99.0092572 18.5760418)",,,
113348012,unclassified,True,False,247.151,,,"LINESTRING (99.009177 18.5760559, 99.0092266 18.5762323, 99.0092352 18.5764197, 99.0092096 18.5769476, 99.0092064 18.5769788, 99.009175 18.5773692, 99.0091072 18.5782681)",,,
87511579,residential,False,False,27.691,,,"LINESTRING (99.0095665 18.5804343, 99.0097974 18.5805531)",,,
113347999,unclassified,True,False,245.49,,,"LINESTRING (99.0095665 18.5804343, 99.0095924 18.5803664, 99.0096021 18.5803006, 99.0093579 18.5792334, 99.0092355 18.5786026, 99.0092068 18.578268)",,,
1009055708,residential,False,False,35.076,,,"LINESTRING (99.0095665 18.5804343, 99.0095495 18.5805875, 99.0094999 18.5807419)",,,
66836079,residential,False,True,47.555,2,ถนน วังซ้าย,"LINESTRING (99.0060264 18.577099, 99.0059157 18.5766844)",,,
85003036,tertiary,False,True,83.957,2,ถนนมุกดา,"LINESTRING (99.0060264 18.577099, 99.0067491 18.5767815)",,,
369450649,residential,False,True,59.191,,,"LINESTRING (99.0060264 18.577099, 99.0062062 18.5776033)",,,
85003036,tertiary,False,False,198.433,2,ถนนมุกดา,"LINESTRING (99.0060264 18.577099, 99.0054706 18.5774449, 99.0051948 18.5776601, 99.004659 18.5780688, 99.0045193 18.5781652)",,,
58828964,unclassified,False,False,113.744,2,ถนนชัยมงคล,"LINESTRING (99.0067491 18.5767815, 99.0077783 18.5764739)",,,
85003036,tertiary,False,False,83.957,2,ถนนมุกดา,"LINESTRING (99.0067491 18.5767815, 99.0060264 18.577099)",,,
254850467,secondary,False,False,58.806,2,ถนนอินทยงยศ,"LINESTRING (99.0067491 18.5767815, 99.0065622 18.5762832)",,,
254850467,secondary,False,True,68.447,2,ถนนอินทยงยศ,"LINESTRING (99.0067491 18.5767815, 99.006913 18.5771677, 99.0069809 18.5773563)",,,
87684923,residential,True,False,70.665,,,"LINESTRING (99.0082034 18.5820941, 99.0088661 18.5819977)",,,
1075535696,secondary,False,False,29.69,2,ถนนเจริญราษฎร์,"LINESTRING (99.0082034 18.5820941, 99.0081411 18.5818337)",,,
254850467,secondary,False,True,39.152,2,ถนนอินทยงยศ,"LINESTRING (99.0079244 18.5799469, 99.007972 18.5802961)",,,
535053571,residential,False,False,54.135,,,"LINESTRING (99.0079244 18.5799469, 99.0084378 18.5799328)",,,
254850467,secondary,False,False,58.872,2,ถนนอินทยงยศ,"LINESTRING (99.0079244 18.5799469, 99.0077923 18.5795271, 99.0077572 18.579442)",,,
