osmid,oneway,ref,highway,reversed,length,name,geometry,junction
154088988,True,348,primary,False,45.588,,"LINESTRING (102.5017149 13.6927763, 102.5019761 13.6930983)",
311729304,True,33,primary,False,10.918,ถนนสุวรรณศร,"LINESTRING (102.5017149 13.6927763, 102.5017901 13.6927107)",
206086875,False,,residential,True,92.175,,"LINESTRING (102.5069919 13.6900871, 102.5064746 13.6894279)",
259408029,False,,primary_link,True,16.109,,"LINESTRING (102.5069919 13.6900871, 102.5070914 13.690195)",
799399206,True,33,primary,False,180.672,ถนนสุวรรณศร,"LINESTRING (102.5069919 13.6900871, 102.5056714 13.6910841)",
83649048,False,,secondary,False,104.498,ถนนมหาดไทย,"LINESTRING (102.5016678 13.6882937, 102.5022888 13.6890142)",
83649062,True,33,primary,False,13.335,ถนนสุวรรณศร,"LINESTRING (102.5045404 13.6919505, 102.5046182 13.6920436)",
131898853,True,,tertiary,False,287.92,,"LINESTRING (102.5045404 13.6919505, 102.5034332 13.6928065, 102.5024543 13.6935619)",
345558344,True,,primary,False,19.3,,"LINESTRING (102.5046752 13.6918366, 102.5045404 13.6919505)",
442934664,True,33,primary,False,90.774,ถนนสุวรรณศร,"LINESTRING (102.5046752 13.6918366, 102.5043533 13.6914453, 102.5042373 13.6913019, 102.5041527 13.6911973)",
83649045,False,,residential,False,37.643,,"LINESTRING (102.5049181 13.6885719, 102.5051674 13.6883354)",
83649045,False,,residential,True,58.371,,"LINESTRING (102.5049181 13.6885719, 102.5045331 13.6889402)",
202933626,False,,residential,True,37.037,,"LINESTRING (102.5049181 13.6885719, 102.5051286 13.6888348)",
83649048,False,,secondary,True,9.462,ถนนมหาดไทย,"LINESTRING (102.5023507 13.6890744, 102.5022888 13.6890142)",
99033196,False,,residential,False,74.321,ซอยบำรุงราษฏร์,"LINESTRING (102.5023507 13.6890744, 102.5028902 13.6886597)",
83649048,False,,secondary,False,135.22899999999998,ถนนมหาดไทย,"LINESTRING (102.5023507 13.6890744, 102.5028398 13.6896779, 102.5031162 13.6900365)",
202933626,False,,residential,False,37.037,,"LINESTRING (102.5051286 13.6888348, 102.5049181 13.6885719)",
202933626,False,,residential,True,6.244,,"LINESTRING (102.5051286 13.6888348, 102.5051117 13.6888885)",
258769916,False,,residential,False,55.689,,"LINESTRING (102.5051286 13.6888348, 102.5051674 13.6883354)",
83649045,False,,residential,False,58.371,,"LINESTRING (102.5045331 13.6889402, 102.5049181 13.6885719)",
83649045,False,,residential,True,100.03999999999999,,"LINESTRING (102.5045331 13.6889402, 102.5039465 13.6893832, 102.5038094 13.689501)",
83649048,False,,secondary,False,69.464,ถนนมหาดไทย,"LINESTRING (102.5031162 13.6900365, 102.5035052 13.6905339)",
83649045,False,,residential,False,95.677,,"LINESTRING (102.5031162 13.6900365, 102.5033037 13.6898917, 102.5038094 13.689501)",
83649048,False,,secondary,True,135.22899999999998,ถนนมหาดไทย,"LINESTRING (102.5031162 13.6900365, 102.5028398 13.6896779, 102.5023507 13.6890744)",
474482257,False,,residential,True,130.433,,"LINESTRING (102.5031162 13.6900365, 102.502569 13.6904448, 102.5021587 13.690751)",
206086875,False,,residential,False,43.802,,"LINESTRING (102.5061451 13.6890588, 102.5064154 13.6893524)",
152136792,False,,residential,False,68.65,,"LINESTRING (102.5061451 13.6890588, 102.5057012 13.6894014, 102.5056592 13.689454)",
152136792,False,,residential,True,97.993,,"LINESTRING (102.5061451 13.6890588, 102.5065218 13.6887499, 102.506862 13.6885205)",
206086875,False,,residential,False,10.554,,"LINESTRING (102.5064154 13.6893524, 102.5064746 13.6894279)",
206086875,False,,residential,True,43.802,,"LINESTRING (102.5064154 13.6893524, 102.5061451 13.6890588)",
152136795,False,,residential,True,184.304,,"LINESTRING (102.5064154 13.6893524, 102.5057518 13.690068, 102.5056255 13.690162, 102.5054066 13.690252, 102.5052635 13.6903134, 102.5051327 13.6904052)",
202933626,False,,residential,False,137.758,,"LINESTRING (102.5047791 13.6900845, 102.5051117 13.6888885)",
