osmid,name,highway,oneway,reversed,length,ref,width,geometry,lanes,bridge
590239238,,residential,False,True,121.267,,,"LINESTRING (100.3951533 14.8926724, 100.3955347 14.8919985, 100.3958257 14.8921563)",,
590239238,,residential,False,True,109.754,,,"LINESTRING (100.3948212 14.8936058, 100.3951533 14.8926724)",,
122487906,,residential,False,False,40.723000000000006,,,"LINESTRING (100.3948212 14.8936058, 100.3951196 14.8936992, 100.3951757 14.8937315)",,
122487906,,residential,False,True,45.425000000000004,,,"LINESTRING (100.3948212 14.8936058, 100.3944846 14.8934937, 100.3944238 14.8934672)",,
590239238,,residential,False,False,145.78,,,"LINESTRING (100.3948212 14.8936058, 100.3945517 14.8944016, 100.3940929 14.8942349)",,
122487908,,residential,False,False,92.474,,,"LINESTRING (100.3940929 14.8942349, 100.3944238 14.8934672)",,
122487908,,residential,False,True,26.891000000000002,,,"LINESTRING (100.3940929 14.8942349, 100.3940752 14.8942759, 100.3938825 14.8943414)",,
590239238,,residential,False,True,145.78,,,"LINESTRING (100.3940929 14.8942349, 100.3945517 14.8944016, 100.3948212 14.8936058)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,False,41.876,,,"LINESTRING (100.3993126 14.8913924, 100.3990067 14.8911591)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,True,175.517,,,"LINESTRING (100.3993126 14.8913924, 100.3993315 14.8914068, 100.3999284 14.8918511, 100.3999688 14.8918735, 100.40062 14.8923378)",,
590239253,,residential,False,False,54.09,,,"LINESTRING (100.3993126 14.8913924, 100.3993825 14.891277, 100.3993953 14.8912581, 100.3994085 14.8912412, 100.3994307 14.8912174, 100.3994489 14.8911952, 100.399464 14.8911732, 100.3995781 14.8909803)",,
590239253,,residential,False,True,54.09,,,"LINESTRING (100.3995781 14.8909803, 100.399464 14.8911732, 100.3994489 14.8911952, 100.3994307 14.8912174, 100.3994085 14.8912412, 100.3993953 14.8912581, 100.3993825 14.891277, 100.3993126 14.8913924)",,
122487905,,unclassified,False,False,39.697,,,"LINESTRING (100.3965266 14.8931436, 100.3963589 14.8934617)",,
590239401,,residential,False,True,103.15299999999999,,,"LINESTRING (100.3965266 14.8931436, 100.3962708 14.8929905, 100.3961258 14.8933492, 100.3963589 14.8934617)",,
122487905,,unclassified,False,True,77.353,,,"LINESTRING (100.3965266 14.8931436, 100.3968452 14.8925198)",,
122491751,,residential,False,True,80.87299999999999,,,"LINESTRING (100.3956311 14.8907883, 100.3956963 14.8908099, 100.3963426 14.8910253)",,
590239322,,residential,False,False,46.223,,,"LINESTRING (100.39552 14.8944541, 100.3953346 14.8948292)",,
590239327,,residential,False,False,33.357,,,"LINESTRING (100.39552 14.8944541, 100.395804 14.8945752)",,
590239327,,residential,False,True,118.839,,,"LINESTRING (100.39552 14.8944541, 100.3950096 14.894236, 100.3951757 14.8937315)",,
590239324,,residential,False,True,65.691,,,"LINESTRING (100.3964189 14.8917748, 100.3961675 14.8923133)",,
590239327,,residential,False,False,35.191,,,"LINESTRING (100.3952964 14.8934373, 100.3951757 14.8937315)",,
122487906,,residential,False,False,101.069,,,"LINESTRING (100.3951757 14.8937315, 100.3960332 14.8941049)",,
590239327,,residential,False,True,35.191,,,"LINESTRING (100.3951757 14.8937315, 100.3952964 14.8934373)",,
122487906,,residential,False,True,40.723000000000006,,,"LINESTRING (100.3951757 14.8937315, 100.3951196 14.8936992, 100.3948212 14.8936058)",,
590239327,,residential,False,False,118.839,,,"LINESTRING (100.3951757 14.8937315, 100.3950096 14.894236, 100.39552 14.8944541)",,
122487905,,unclassified,False,False,45.693,,,"LINESTRING (100.395804 14.8945752, 100.3956258 14.8949483)",,
122487905,,unclassified,False,True,57.805,,,"LINESTRING (100.395804 14.8945752, 100.3960332 14.8941049)",,
590239327,,residential,False,True,33.357,,,"LINESTRING (100.395804 14.8945752, 100.39552 14.8944541)",,
96381486,,secondary,False,False,50.626,3030,,"LINESTRING (100.397285 14.8890866, 100.3975274 14.889477)",,
590239329,,residential,False,False,75.086,,,"LINESTRING (100.397285 14.8890866, 100.3970483 14.8892696, 100.3970037 14.8893054, 100.3969605 14.8893494, 100.396782 14.8895514)",,
590239329,,residential,False,True,75.086,,,"LINESTRING (100.396782 14.8895514, 100.3969605 14.8893494, 100.3970037 14.8893054, 100.3970483 14.8892696, 100.397285 14.8890866)",,
171888420,,primary,True,False,221.393,369,,"LINESTRING (100.3939999 14.8950958, 100.3942074 14.8957163, 100.394348 14.8960795, 100.3944447 14.896296, 100.394475 14.8963637, 100.394609 14.8966274, 100.3947893 14.8969284)",,
122487905,,unclassified,False,False,79.625,,,"LINESTRING (100.3963589 14.8934617, 100.3960332 14.8941049)",,
122487905,,unclassified,False,True,39.697,,,"LINESTRING (100.3963589 14.8934617, 100.3965266 14.8931436)",,
590239401,,residential,False,False,103.15299999999999,,,"LINESTRING (100.3963589 14.8934617, 100.3961258 14.8933492, 100.3962708 14.8929905, 100.3965266 14.8931436)",,
122491768,,residential,False,False,41.999,,,"LINESTRING (100.3963589 14.8934617, 100.3967148 14.8936178)",,
"[997406956, 171888420, 997406955]",,primary,True,False,35.424,369,,"LINESTRING (100.3947893 14.8969284, 100.3948254 14.8969864, 100.3949046 14.8971137, 100.3949592 14.8972014)",,yes
122487905,,unclassified,False,False,127.264,,,"LINESTRING (100.3952799 14.8956369, 100.3947674 14.8966687)",,
122487905,,unclassified,False,True,85.114,,,"LINESTRING (100.3952799 14.8956369, 100.3956258 14.8949483)",,
1034949873,,residential,False,False,65.373,,,"LINESTRING (100.3952799 14.8956369, 100.395111 14.8955327, 100.3947719 14.8953135)",,
89399308,,primary,True,False,52.252,369,,"LINESTRING (100.3941536 14.8951475, 100.3940033 14.8947006)",,
1034949873,,residential,False,True,74.661,,,"LINESTRING (100.3941536 14.8951475, 100.394419 14.8950889, 100.3947719 14.8953135)",,
1034949873,,residential,False,False,74.661,,,"LINESTRING (100.3947719 14.8953135, 100.394419 14.8950889, 100.3941536 14.8951475)",,
1034949873,,residential,False,True,65.373,,,"LINESTRING (100.3947719 14.8953135, 100.395111 14.8955327, 100.3952799 14.8956369)",,
1034949874,,residential,False,False,69.911,,,"LINESTRING (100.3947719 14.8953135, 100.3945665 14.895685, 100.394366 14.8957593)",,
89399308,,primary,True,False,71.767,369,,"LINESTRING (100.394366 14.8957593, 100.394311 14.8956156, 100.3941536 14.8951475)",,
1034949874,,residential,False,True,69.911,,,"LINESTRING (100.394366 14.8957593, 100.3945665 14.895685, 100.3947719 14.8953135)",,
