osmid,highway,oneway,reversed,length,geometry,maxspeed,name
106743403,residential,False,False,22.682,"LINESTRING (25.8714745 -24.5660931, 25.871344 -24.5659272)",,
476419064,residential,False,False,62.557,"LINESTRING (25.8714745 -24.5660931, 25.8720642 -24.566263)",,
476419064,residential,False,True,24.715999999999998,"LINESTRING (25.8714745 -24.5660931, 25.8713161 -24.5660937, 25.8712301 -24.566094)",,
106743406,residential,False,True,24.142,"LINESTRING (25.8764309 -24.5629384, 25.8762038 -24.5630053)",,
106743406,residential,False,False,66.512,"LINESTRING (25.8764309 -24.5629384, 25.8766219 -24.5629323, 25.8769123 -24.5629008, 25.8770849 -24.5628801)",,
106743396,residential,False,True,62.865,"LINESTRING (25.8763943 -24.5674338, 25.8757998 -24.567599)",,
106743396,residential,False,False,57.236000000000004,"LINESTRING (25.8763943 -24.5674338, 25.8766205 -24.5673583, 25.8766688 -24.5673437, 25.8768124 -24.5673001, 25.8769266 -24.5672592)",,
106743444,residential,False,False,65.209,"LINESTRING (25.8763943 -24.5674338, 25.8764201 -24.5671885, 25.8764572 -24.5669965, 25.8764914 -24.5668548)",,
106743427,residential,False,False,22.463,"LINESTRING (25.8754664 -24.5704998, 25.8755158 -24.5704302, 25.8755607 -24.5703887, 25.8756224 -24.5703649)",,
106743427,residential,False,True,126.753,"LINESTRING (25.8754664 -24.5704998, 25.8754246 -24.5706771, 25.8753608 -24.5708674, 25.8752945 -24.5710369, 25.8752342 -24.571265, 25.875206 -24.5714382, 25.8751984 -24.5716081)",,
106743452,residential,False,True,115.68999999999998,"LINESTRING (25.8754664 -24.5704998, 25.8750813 -24.5705101, 25.8746006 -24.5705149, 25.8743226 -24.5705179)",,
106743413,residential,False,True,34.919,"LINESTRING (25.8780098 -24.569512, 25.878346 -24.5695836)",,
106743413,residential,False,False,54.513999999999996,"LINESTRING (25.8780098 -24.569512, 25.8777858 -24.5694989, 25.8775946 -24.5694926, 25.8774722 -24.5694792)",,
647913172,residential,False,False,193.58200000000002,"LINESTRING (25.8780098 -24.569512, 25.8780555 -24.5691083, 25.8781026 -24.5688542, 25.8781467 -24.5686611, 25.8781913 -24.5685647, 25.8783147 -24.5683573, 25.8784622 -24.5680914, 25.8785528 -24.5678639)",,
106743406,residential,False,False,54.426,"LINESTRING (25.8728863 -24.5634463, 25.8734049 -24.5633155)",,
106743469,unclassified,False,True,24.618,"LINESTRING (25.8728863 -24.5634463, 25.8729531 -24.5636592)",60,
476418277,residential,False,False,19.706,"LINESTRING (25.869302 -24.5700682, 25.8693154 -24.5698914)",,
476418278,residential,False,False,106.597,"LINESTRING (25.869302 -24.5700682, 25.8694165 -24.5699282, 25.8694612 -24.5698904, 25.8695213 -24.5698603, 25.8699548 -24.5696715, 25.8701731 -24.5695571)",,
649812554,residential,False,True,40.37,"LINESTRING (25.872002 -24.5647094, 25.8716029 -24.5647017)",,
