osmid,oneway,highway,junction,reversed,length,geometry,bridge
212313763,True,secondary,roundabout,False,21.902,"LINESTRING (25.6824289 -25.2139686, 25.6823563 -25.2139695, 25.6822905 -25.213942, 25.6822443 -25.2138913)",
212318937,True,secondary,,False,39.114999999999995,"LINESTRING (25.6824289 -25.2139686, 25.6823156 -25.2140727, 25.6822606 -25.2141413, 25.6821888 -25.2142433)",
212313763,True,secondary,roundabout,False,6.516,"LINESTRING (25.6823163 -25.2136928, 25.6823465 -25.2136822, 25.6823784 -25.2136772)",
212313763,True,secondary,roundabout,False,19.362,"LINESTRING (25.6823784 -25.2136772, 25.6824421 -25.2136844, 25.6824978 -25.2137132, 25.682537 -25.2137591)",
212318897,True,tertiary,,False,28.022,"LINESTRING (25.6823784 -25.2136772, 25.682445 -25.2136031, 25.6825705 -25.2134954)",
212313763,True,secondary,roundabout,False,19.837,"LINESTRING (25.6825479 -25.213785, 25.6825525 -25.2138444, 25.6825309 -25.2139005, 25.6824866 -25.2139444)",
397231264,True,unclassified,,False,29.255000000000003,"LINESTRING (25.6825479 -25.213785, 25.682617 -25.2138447, 25.6826734 -25.213878, 25.682788 -25.2139294)",
212313763,True,secondary,roundabout,False,6.429,"LINESTRING (25.6824866 -25.2139444, 25.682459 -25.2139591, 25.6824289 -25.2139686)",
212318906,False,unclassified,,False,59.865,"LINESTRING (25.682788 -25.2139294, 25.6830244 -25.2139807, 25.6833682 -25.2140489)",
397231263,True,unclassified,,False,30.445,"LINESTRING (25.682788 -25.2139294, 25.6826499 -25.2139453, 25.6825667 -25.2139477, 25.6824866 -25.2139444)",
212313668,False,secondary,,False,100.19899999999998,"LINESTRING (25.682042 -25.2136699, 25.6816363 -25.2133923, 25.6814593 -25.2132964, 25.6813212 -25.2132333, 25.6812039 -25.2131909)",
459447989,True,secondary,,False,27.768,"LINESTRING (25.682042 -25.2136699, 25.6821224 -25.2136699, 25.6821936 -25.2136759, 25.6823163 -25.2136928)",
212313763,True,secondary,roundabout,False,3.082,"LINESTRING (25.682537 -25.2137591, 25.6825479 -25.213785)",
212313763,True,secondary,roundabout,False,7.465,"LINESTRING (25.6822443 -25.2138913, 25.6822315 -25.2138598, 25.6822268 -25.2138265)",
212313763,True,secondary,roundabout,False,18.201999999999998,"LINESTRING (25.6822268 -25.2138265, 25.6822373 -25.2137727, 25.6822685 -25.2137261, 25.6823163 -25.2136928)",
459447990,True,secondary,,False,25.781999999999996,"LINESTRING (25.6822268 -25.2138265, 25.6821399 -25.2137742, 25.6820856 -25.2137263, 25.682042 -25.2136699)",
212318926,False,residential,,False,54.731,"LINESTRING (25.684376 -25.2077482, 25.6838861 -25.2075342)",
212318926,False,residential,,True,44.49,"LINESTRING (25.684376 -25.2077482, 25.6847772 -25.2079165)",
212318949,False,residential,,False,228.74599999999998,"LINESTRING (25.684376 -25.2077482, 25.6838508 -25.2090066, 25.6838143 -25.2091043, 25.6837862 -25.2092061, 25.6836519 -25.2096952)",
212318896,False,residential,,False,60.158,"LINESTRING (25.68269 -25.2062849, 25.6832718 -25.2064098)",
"[212318905, 212318891]",False,residential,,"[False, True]",164.549,"LINESTRING (25.68269 -25.2062849, 25.682297 -25.2072581, 25.6822821 -25.207283, 25.6822613 -25.207303, 25.6822298 -25.2073055, 25.6821908 -25.207302, 25.6818441 -25.2072215)",
212318896,False,residential,,True,76.769,"LINESTRING (25.68269 -25.2062849, 25.682563 -25.2062613, 25.6824678 -25.2062577, 25.681931 -25.2062918)",
212318899,False,residential,,True,65.989,"LINESTRING (25.6829249 -25.209813, 25.682288 -25.2096711)",
656546388,False,tertiary,,False,20.429,"LINESTRING (25.6829249 -25.209813, 25.6829828 -25.2096369)",
656546388,False,tertiary,,True,8.465,"LINESTRING (25.6829249 -25.209813, 25.6829047 -25.2098869)",
212318915,False,tertiary,,True,25.674,"LINESTRING (25.6839115 -25.2118685, 25.6837817 -25.2120673)",
656546388,False,tertiary,,False,16.942,"LINESTRING (25.6839115 -25.2118685, 25.6837594 -25.2118031)",
