osmid,ref,highway,oneway,reversed,length,geometry,lanes,bridge
727195870,N 12,secondary,False,True,231.316,"LINESTRING (48.0130493 -22.1472271, 48.0113016 -22.1485337)",,
966649834,N 12,secondary,False,False,123.587,"LINESTRING (48.0130493 -22.1472271, 48.0122843 -22.1463708)",,
1151026027,,residential,False,False,123.737,"LINESTRING (48.0130493 -22.1472271, 48.0137748 -22.1481141)",,
171518428,,tertiary,False,False,203.709,"LINESTRING (48.0114303 -22.145388, 48.0111667 -22.1450469, 48.0110323 -22.144936, 48.0108922 -22.1448544, 48.0106606 -22.1448265, 48.010309 -22.1448584, 48.0100484 -22.1449159, 48.0097784 -22.1450831)",,
966649834,N 12,secondary,False,False,244.642,"LINESTRING (48.0114303 -22.145388, 48.0115845 -22.1451172, 48.0116285 -22.144852, 48.0117398 -22.1441216, 48.0119082 -22.1432474)",,
966649834,N 12,secondary,False,True,140.33,"LINESTRING (48.0114303 -22.145388, 48.0116916 -22.1457134, 48.0122843 -22.1463708)",,
171518443,,residential,False,False,403.481,"LINESTRING (48.0122843 -22.1463708, 48.0092327 -22.1486463)",,
966649834,N 12,secondary,False,True,123.587,"LINESTRING (48.0122843 -22.1463708, 48.0130493 -22.1472271)",,
966649834,N 12,secondary,False,False,140.33,"LINESTRING (48.0122843 -22.1463708, 48.0116916 -22.1457134, 48.0114303 -22.145388)",,
257920790,,residential,False,False,194.271,"LINESTRING (48.0083194 -22.1451398, 48.0088178 -22.1447596, 48.0091063 -22.1445789, 48.0091969 -22.1445867, 48.0092727 -22.1446218, 48.0096397 -22.1450097, 48.0097784 -22.1450831)",,
1182400394,,residential,True,False,140.822,"LINESTRING (48.0083194 -22.1451398, 48.0081426 -22.1449444, 48.0078775 -22.1446515, 48.0074411 -22.1441692)",,
171518428,,tertiary,False,False,163.016,"LINESTRING (48.008879 -22.1457581, 48.0076079 -22.1466317)",,
171518428,,tertiary,False,True,119.223,"LINESTRING (48.008879 -22.1457581, 48.0097784 -22.1450831)",,
1182400394,,residential,True,False,89.714,"LINESTRING (48.008879 -22.1457581, 48.0083194 -22.1451398)",,
1182400395,,tertiary,False,True,110.804,"LINESTRING (48.0069181 -22.145867, 48.0076079 -22.1466317)",2,
171518428,,tertiary,False,True,163.016,"LINESTRING (48.0076079 -22.1466317, 48.008879 -22.1457581)",,
1182400395,,tertiary,False,False,110.804,"LINESTRING (48.0076079 -22.1466317, 48.0069181 -22.145867)",2,
"[967263288, 171518430, 967263287]",,tertiary,False,True,279.878,"LINESTRING (48.0076079 -22.1466317, 48.008106 -22.1473346, 48.0086582 -22.1479846, 48.0087605 -22.1481009, 48.0092327 -22.1486463)",,yes
171518443,,residential,False,False,88.789,"LINESTRING (48.0092327 -22.1486463, 48.0085745 -22.149162)",,
171518443,,residential,False,True,403.481,"LINESTRING (48.0092327 -22.1486463, 48.0122843 -22.1463708)",,
967263288,,tertiary,False,True,62.374,"LINESTRING (48.0092327 -22.1486463, 48.0096198 -22.1490777)",,
"[967263288, 171518430, 967263287]",,tertiary,False,False,279.878,"LINESTRING (48.0092327 -22.1486463, 48.0087605 -22.1481009, 48.0086582 -22.1479846, 48.008106 -22.1473346, 48.0076079 -22.1466317)",,yes
967263288,,tertiary,False,False,62.374,"LINESTRING (48.0096198 -22.1490777, 48.0092327 -22.1486463)",,
727195870,N 12,secondary,False,False,231.316,"LINESTRING (48.0113016 -22.1485337, 48.0130493 -22.1472271)",,
