osmid,name,highway,oneway,reversed,length,ref,geometry,junction,bridge
53182938,Rue du Champ de Courses,residential,False,False,86.247,,"LINESTRING (46.3138952 -15.7218018, 46.3139922 -15.7225718)",,
53182938,Rue du Champ de Courses,residential,False,True,80.957,,"LINESTRING (46.3138952 -15.7218018, 46.3137916 -15.7210806)",,
53182996,Avenue Gallieni,residential,False,False,64.441,,"LINESTRING (46.3138952 -15.7218018, 46.3144923 -15.7217276)",,
53182996,Avenue Gallieni,residential,False,True,79.988,,"LINESTRING (46.3138952 -15.7218018, 46.313154 -15.7218936)",,
53182933,Rue Julepinte,residential,False,False,84.206,,"LINESTRING (46.3150124 -15.72164, 46.3149223 -15.7208877)",,
53182933,Rue Julepinte,residential,False,True,90.676,,"LINESTRING (46.3150124 -15.72164, 46.3151039 -15.7224507)",,
53182996,Avenue Gallieni,residential,False,False,57.181,,"LINESTRING (46.3150124 -15.72164, 46.3155448 -15.7215975)",,
53182996,Avenue Gallieni,residential,False,True,56.515,,"LINESTRING (46.3150124 -15.72164, 46.3144923 -15.7217276)",,
53182933,Rue Julepinte,residential,False,False,90.676,,"LINESTRING (46.3151039 -15.7224507, 46.3150124 -15.72164)",,
117112635,Rue Bostany,residential,False,False,59.68,,"LINESTRING (46.3151039 -15.7224507, 46.3156556 -15.722373)",,
117112635,Rue Bostany,residential,False,True,51.998,,"LINESTRING (46.3151039 -15.7224507, 46.3146203 -15.7224952)",,
53182937,Rue Jarrosy,residential,False,False,86.446,,"LINESTRING (46.3144923 -15.7217276, 46.3146203 -15.7224952)",,
53182937,Rue Jarrosy,residential,False,True,85.584,,"LINESTRING (46.3144923 -15.7217276, 46.3144365 -15.7209598)",,
53182996,Avenue Gallieni,residential,False,False,56.515,,"LINESTRING (46.3144923 -15.7217276, 46.3150124 -15.72164)",,
53182996,Avenue Gallieni,residential,False,True,64.441,,"LINESTRING (46.3144923 -15.7217276, 46.3138952 -15.7218018)",,
53182937,Rue Jarrosy,residential,False,True,86.446,,"LINESTRING (46.3146203 -15.7224952, 46.3144923 -15.7217276)",,
117112635,Rue Bostany,residential,False,False,51.998,,"LINESTRING (46.3146203 -15.7224952, 46.3151039 -15.7224507)",,
117112635,Rue Bostany,residential,False,True,67.766,,"LINESTRING (46.3146203 -15.7224952, 46.3139922 -15.7225718)",,
53182996,Avenue Gallieni,residential,False,False,57.768,,"LINESTRING (46.3155448 -15.7215975, 46.3160801 -15.7215312)",,
53182996,Avenue Gallieni,residential,False,True,57.181,,"LINESTRING (46.3155448 -15.7215975, 46.3150124 -15.72164)",,
116965853,Rue Victor Hugo,residential,False,True,87.937,,"LINESTRING (46.3155448 -15.7215975, 46.3154394 -15.7208132)",,
117112636,Rue Victor Hugo,residential,False,False,87.043,,"LINESTRING (46.3155448 -15.7215975, 46.3156556 -15.722373)",,
117112635,Rue Bostany,residential,False,False,57.191,,"LINESTRING (46.3156556 -15.722373, 46.3161869 -15.7223184)",,
117112635,Rue Bostany,residential,False,True,59.68,,"LINESTRING (46.3156556 -15.722373, 46.3151039 -15.7224507)",,
117112636,Rue Victor Hugo,residential,False,True,87.043,,"LINESTRING (46.3156556 -15.722373, 46.3155448 -15.7215975)",,
53182943,Rue du Colonel Barré,primary,False,False,66.254,N 4,"LINESTRING (46.313154 -15.7218936, 46.3130761 -15.7213025)",,
53182996,Avenue Gallieni,residential,False,False,79.988,,"LINESTRING (46.313154 -15.7218936, 46.3138952 -15.7218018)",,
53182938,Rue du Champ de Courses,residential,False,True,86.247,,"LINESTRING (46.3139922 -15.7225718, 46.3138952 -15.7218018)",,
117112635,Rue Bostany,residential,False,False,67.766,,"LINESTRING (46.3139922 -15.7225718, 46.3146203 -15.7224952)",,
53182927,Rue Berthelot,residential,False,False,87.666,,"LINESTRING (46.3160801 -15.7215312, 46.3159776 -15.720749)",,
53182927,Rue Berthelot,residential,False,True,88.276,,"LINESTRING (46.3160801 -15.7215312, 46.3161869 -15.7223184)",,
53182996,Avenue Gallieni,residential,False,False,73.103,,"LINESTRING (46.3160801 -15.7215312, 46.3167575 -15.7214473)",,
53182996,Avenue Gallieni,residential,False,True,57.768,,"LINESTRING (46.3160801 -15.7215312, 46.3155448 -15.7215975)",,
53182914,,residential,False,True,69.39,,"LINESTRING (46.3178557 -15.7220944, 46.3179714 -15.7220804, 46.3184989 -15.7220163)",,
"[53182940, 1188035854]",Avenue du 14 octobre 1960,secondary,True,False,86.37899999999999,,"LINESTRING (46.3178557 -15.7220944, 46.3177869 -15.7216446, 46.3177431 -15.7213252)",,
53182927,Rue Berthelot,residential,False,False,88.276,,"LINESTRING (46.3161869 -15.7223184, 46.3160801 -15.7215312)",,
117112631,Rue Bostany,residential,False,True,168.343,,"LINESTRING (46.3161869 -15.7223184, 46.3177492 -15.7221439)",,
117112635,Rue Bostany,residential,False,True,57.191,,"LINESTRING (46.3161869 -15.7223184, 46.3156556 -15.722373)",,
53183017,,unclassified,False,True,87.326,,"LINESTRING (46.3128478 -15.7197284, 46.3129606 -15.7205062)",,
