osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,tunnel,junction,maxspeed
45474764,True,Làlana Rakotomalala Joël,residential,False,278.37200000000007,"LINESTRING (47.5297645 -18.9080512, 47.5295024 -18.9075778, 47.5294662 -18.9075131, 47.5294447 -18.9074496, 47.5294192 -18.9073697, 47.529379 -18.9072124, 47.5293468 -18.9071121, 47.529312 -18.907036, 47.529265 -18.9069624, 47.5292141 -18.906899, 47.5291336 -18.9068152, 47.5288855 -18.9066008, 47.5288345 -18.9065513, 47.5287983 -18.906512, 47.5287608 -18.9064486, 47.5287326 -18.906394, 47.5286199 -18.9060971, 47.5285864 -18.9060274, 47.5285489 -18.9059703, 47.5285261 -18.9059436, 47.528488 -18.9059073)",,,,,
28915927,False,,residential,False,72.958,"LINESTRING (47.5242668 -18.9077289, 47.5248978 -18.9074566)",,,,,
40149435,False,Làlana Rajaonah Tselatra,residential,False,77.555,"LINESTRING (47.5242668 -18.9077289, 47.5242374 -18.9077429, 47.5242125 -18.9077607, 47.5241752 -18.9077937, 47.5238038 -18.9082658)",,,,,
"[577152041, 45754850]",True,Làlana Refotaka,residential,False,188.699,"LINESTRING (47.5242668 -18.9077289, 47.5244341 -18.9078445, 47.5248299 -18.9081179, 47.5253861 -18.9082434, 47.5256224 -18.9083201, 47.5258682 -18.9084366)",,,,,
28928981,True,Làlana Rainitovo,residential,False,312.47800000000007,"LINESTRING (47.5226908 -18.9093387, 47.5227509 -18.9096983, 47.5227759 -18.9097455, 47.5228281 -18.9097819, 47.5231969 -18.9099608, 47.523318 -18.9100012, 47.5234514 -18.9100136, 47.5235818 -18.9099925, 47.523711 -18.9099389, 47.5238031 -18.9098745, 47.5238962 -18.9098025, 47.5240486 -18.9096214, 47.5240849 -18.9095138, 47.5241019 -18.9093975, 47.5240951 -18.9093108, 47.524011 -18.9090579, 47.5238906 -18.9086776)",,,,,
28929353,True,,residential,False,217.86199999999997,"LINESTRING (47.5226908 -18.9093387, 47.5235349 -18.9094972, 47.5236139 -18.9094399, 47.5236562 -18.9093175, 47.5236488 -18.9091831, 47.5230378 -18.9086481)",,,,,
45178780,False,Làlana Jean Jaurès,tertiary,False,194.43500000000003,"LINESTRING (47.5238906 -18.9086776, 47.5249211 -18.9088728, 47.5251269 -18.9089098, 47.5252932 -18.9089491, 47.5253844 -18.9089987, 47.5254159 -18.909055, 47.5254191 -18.9091292, 47.5253884 -18.9091928, 47.5253515 -18.9092114, 47.5253027 -18.9092206)",,,,,
683408548,False,Làlana Jean Jaurès,tertiary,True,62.824,"LINESTRING (47.5238906 -18.9086776, 47.5236349 -18.9084961, 47.5234045 -18.9083497)",,,,,
28929010,True,Làlana Andriantsilavo,residential,False,12.753,"LINESTRING (47.5231772 -18.9072738, 47.5232626 -18.9071924)",,,,,
28928987,True,Làlana Refotaka,residential,False,126.51499999999999,"LINESTRING (47.5231772 -18.9072738, 47.5233576 -18.9073089, 47.5234584 -18.9073334, 47.5235768 -18.9073682, 47.5237198 -18.9074249, 47.5238859 -18.9074996, 47.5242668 -18.9077289)",,,,,
28929209,True,,tertiary,False,30.876,"LINESTRING (47.5219915 -18.9070964, 47.5218576 -18.9068493)",,,,,
591357140,True,Làlana Refotaka,residential,False,126.282,"LINESTRING (47.5219915 -18.9070964, 47.5221062 -18.907112, 47.5226792 -18.9071975, 47.5228802 -18.9072289, 47.5231772 -18.9072738)",,,,,
683408548,False,Làlana Jean Jaurès,tertiary,False,133.536,"LINESTRING (47.5223645 -18.9076611, 47.5234045 -18.9083497)",,,,,
28928994,True,Làlana Jean Jaurès,tertiary,False,60.151999999999994,"LINESTRING (47.5223645 -18.9076611, 47.5222582 -18.9075476, 47.5221666 -18.9074329, 47.5220447 -18.9072161)",,,,,
28928999,True,Làlana Ravelontsalama Elysée,residential,False,50.882,"LINESTRING (47.5234045 -18.9083497, 47.5230378 -18.9086481)",,,,,
683408548,False,Làlana Jean Jaurès,tertiary,True,133.536,"LINESTRING (47.5234045 -18.9083497, 47.5223645 -18.9076611)",,,,,
683408548,False,Làlana Jean Jaurès,tertiary,False,62.824,"LINESTRING (47.5234045 -18.9083497, 47.5236349 -18.9084961, 47.5238906 -18.9086776)",,,,,
28929370,False,,tertiary,False,183.92499999999998,"LINESTRING (47.5253027 -18.9092206, 47.5252526 -18.9092162, 47.5248425 -18.9090653, 47.5248015 -18.9090675, 47.5247592 -18.9090763, 47.5247142 -18.9090961, 47.5246638 -18.9091539, 47.5246233 -18.909221, 47.5246046 -18.909249, 47.5245946 -18.909287, 47.5245877 -18.9093365, 47.524595 -18.9093984, 47.5246615 -18.9096425, 47.524804 -18.9100976)",,,,,
45178780,False,Làlana Jean Jaurès,tertiary,True,194.435,"LINESTRING (47.5253027 -18.9092206, 47.5253515 -18.9092114, 47.5253884 -18.9091928, 47.5254191 -18.9091292, 47.5254159 -18.909055, 47.5253844 -18.9089987, 47.5252932 -18.9089491, 47.5251269 -18.9089098, 47.5249211 -18.9088728, 47.5238906 -18.9086776)",,,,,
301483806,False,Làlana Razanatseheno Henri,tertiary,True,164.253,"LINESTRING (47.5253027 -18.9092206, 47.5254923 -18.9092797, 47.5256391 -18.9093327, 47.5257464 -18.9093987, 47.5258451 -18.9094891, 47.5261875 -18.9100803, 47.5262506 -18.9101752, 47.5263317 -18.910243)",,,,,
28929002,False,Làlana Solombavambahoaka Frantsay 77,residential,False,145.851,"LINESTRING (47.5223926 -18.9092138, 47.5222424 -18.9090332, 47.5222137 -18.9089904, 47.5220881 -18.9087633, 47.5217129 -18.9080745)",,,,,
28929353,True,,residential,False,34.926,"LINESTRING (47.5223926 -18.9092138, 47.5225069 -18.9092929, 47.522604 -18.9093217, 47.5226908 -18.9093387)",,,,,
45178511,False,,residential,True,111.70299999999999,"LINESTRING (47.5223926 -18.9092138, 47.5222953 -18.9092438, 47.522197 -18.9092425, 47.5221575 -18.9092419, 47.5216748 -18.909082, 47.5215704 -18.9091695, 47.5214425 -18.9092766)",,,,,
28929304,True,,tertiary,False,82.532,"LINESTRING (47.5217129 -18.9080745, 47.5223645 -18.9076611)",,,,,
28929002,False,Làlana Solombavambahoaka Frantsay 77,residential,True,145.851,"LINESTRING (47.5217129 -18.9080745, 47.5220881 -18.9087633, 47.5222137 -18.9089904, 47.5222424 -18.9090332, 47.5223926 -18.9092138)",,,,,
40163478,True,Làlana Rajhonson Emile,tertiary,False,13.679,"LINESTRING (47.5216784 -18.907019, 47.5216204 -18.9071291)",,,,,
380654513,True,Làlana Liège,residential,False,34.054,"LINESTRING (47.5216784 -18.907019, 47.521833 -18.9070612, 47.5219915 -18.9070964)",,,,,
"[40149324, 569438295]",False,Arabe Andrianampoinimerina,residential,True,77.991,"LINESTRING (47.5249091 -18.9058498, 47.5252127 -18.9062058, 47.5253746 -18.9063957)",,,,,
119369728,True,,residential,False,17.868,"LINESTRING (47.52421 -18.9064225, 47.5243384 -18.9063173)",,,,,
119369725,True,Araben'ny Fahaleovantena,primary,False,92.11,"LINESTRING (47.52421 -18.9064225, 47.5241032 -18.9063056, 47.5240735 -18.9062732, 47.5236373 -18.9057959)",N 7,2,,,
48559630,True,,residential,False,32.596,"LINESTRING (47.5239818 -18.9066208, 47.52421 -18.9064225)",,,,,
531720068,True,Araben'ny Fahaleovantena,primary,False,134.34,"LINESTRING (47.5239818 -18.9066208, 47.5240669 -18.9067063, 47.5245091 -18.9071634, 47.5246083 -18.9072535, 47.5246938 -18.9073135, 47.5247903 -18.9073812, 47.5248978 -18.9074566)",N 7,2,,,
28929228,True,Lalana Indira Gandhi,tertiary,False,86.812,"LINESTRING (47.5224651 -18.9063209, 47.5218576 -18.9068493)",,,,,
45177396,True,,tertiary,False,133.102,"LINESTRING (47.5218576 -18.9068493, 47.5210016 -18.9059678)",,,,,
580927386,True,Lalana Indira Gandhi,tertiary,False,26.81,"LINESTRING (47.5218576 -18.9068493, 47.5217156 -18.9069688, 47.5216784 -18.907019)",,,,,
531720074,True,Làlana Liège,residential,False,64.447,"LINESTRING (47.5209478 -18.9072812, 47.52127 -18.9070737, 47.5214899 -18.9070394)",,,,,
531720068,True,Araben'ny Fahaleovantena,primary,False,55.048,"LINESTRING (47.5230406 -18.9056234, 47.5233891 -18.9059927)",N 7,2,,,
28929228,True,Lalana Indira Gandhi,tertiary,False,104.585,"LINESTRING (47.5230406 -18.9056234, 47.523057 -18.9056814, 47.5230624 -18.9057393, 47.5230501 -18.9057896, 47.5230349 -18.9058237, 47.5229467 -18.9059132, 47.5224651 -18.9063209)",,,,,
316109890,True,Làlana Dokotera Villette,residential,False,43.788,"LINESTRING (47.5210057 -18.9107044, 47.5209437 -18.9110938)",,,,,
48902597,True,Arabe Jeneraly Ramanantsoa Gabriel,tertiary,False,61.672,"LINESTRING (47.5215875 -18.9107701, 47.5214787 -18.9107629, 47.5212442 -18.9107403, 47.5210057 -18.9107044)",,,,,
30407266,False,Arabe Jeneraly Ramanantsoa Gabriel,tertiary,True,51.167,"LINESTRING (47.5226606 -18.9107611, 47.5231454 -18.9107237)",,,,,
31408446,False,Arabe Jeneraly Ramanantsoa Gabriel,tertiary,False,59.678,"LINESTRING (47.5226606 -18.9107611, 47.5222848 -18.9107763, 47.5220938 -18.9107839)",,,,,
30407266,False,Arabe Jeneraly Ramanantsoa Gabriel,tertiary,False,51.167,"LINESTRING (47.5231454 -18.9107237, 47.5226606 -18.9107611)",,,,,
28929381,True,Araben'ny Frantsa,tertiary,False,168.008,"LINESTRING (47.5231454 -18.9107237, 47.5241138 -18.9111946, 47.5241926 -18.9112065, 47.5242403 -18.9111863, 47.5243378 -18.9110989, 47.5243811 -18.911096, 47.5245677 -18.9111601)",,2,,,
28928999,True,Làlana Ravelontsalama Elysée,residential,False,92.547,"LINESTRING (47.5230378 -18.9086481, 47.5227079 -18.9089297, 47.5223926 -18.9092138)",,,,,
28929370,False,,tertiary,True,183.925,"LINESTRING (47.524804 -18.9100976, 47.5246615 -18.9096425, 47.524595 -18.9093984, 47.5245877 -18.9093365, 47.5245946 -18.909287, 47.5246046 -18.909249, 47.5246233 -18.909221, 47.5246638 -18.9091539, 47.5247142 -18.9090961, 47.5247592 -18.9090763, 47.5248015 -18.9090675, 47.5248425 -18.9090653, 47.5252526 -18.9092162, 47.5253027 -18.9092206)",,,,,
28929371,True,Làlana Jeneraly Rabehevitra,tertiary,False,188.35500000000002,"LINESTRING (47.524804 -18.9100976, 47.5240223 -18.9104593, 47.5231454 -18.9107237)",,,,,
28929378,True,,tertiary,False,117.071,"LINESTRING (47.5246867 -18.911208, 47.5251293 -18.910242)",,,,,
30407238,False,,tertiary,True,13.604,"LINESTRING (47.5246867 -18.911208, 47.5245677 -18.9111601)",,,,,
30407256,False,Araben'ny Frantsa,residential,False,31.224,"LINESTRING (47.5246867 -18.911208, 47.5248912 -18.9112995, 47.524955 -18.9113281)",,,,,
44060121,False,,tertiary,True,15.477,"LINESTRING (47.5251293 -18.910242, 47.5250622 -18.9102122, 47.5249961 -18.9101829)",,,,,
44060122,False,Làlana Ratsimilaho,tertiary,False,89.333,"LINESTRING (47.5251293 -18.910242, 47.525592 -18.9104474, 47.5258316 -18.9106731)",,,,,
28929384,True,,tertiary,False,117.634,"LINESTRING (47.5245677 -18.9111601, 47.5249961 -18.9101829)",,,,,
30407238,False,,tertiary,False,13.604,"LINESTRING (47.5245677 -18.9111601, 47.5246867 -18.911208)",,,,,
44060122,False,Làlana Ratsimilaho,tertiary,True,2.254,"LINESTRING (47.5269356 -18.9116446, 47.5269199 -18.9116308)",,,,,
30407386,True,Làlana Ratsimilaho Ramaromanompo,tertiary,False,283.03999999999996,"LINESTRING (47.5269356 -18.9116446, 47.5268957 -18.9119095, 47.5268957 -18.9121728, 47.5268884 -18.9123286, 47.5269654 -18.9126149, 47.5270772 -18.9128889, 47.527239 -18.9131655, 47.5274618 -18.9134096, 47.5277004 -18.9135664, 47.527956 -18.9136955, 47.5280101 -18.9137238, 47.5280318 -18.9137351)",,,,,
28929382,True,,tertiary,False,22.323,"LINESTRING (47.5249961 -18.9101829, 47.524804 -18.9100976)",,,,,
44060121,False,,tertiary,False,15.477,"LINESTRING (47.5249961 -18.9101829, 47.5250622 -18.9102122, 47.5251293 -18.910242)",,,,,
44060122,False,Làlana Ratsimilaho,tertiary,False,156.354,"LINESTRING (47.5258316 -18.9106731, 47.5269199 -18.9116308)",,,,,
28929391,True,Làlana Printsy Ratsimamanga,residential,False,118.156,"LINESTRING (47.5258316 -18.9106731, 47.5253418 -18.9109682, 47.524955 -18.9113281)",,,,,
44060122,False,Làlana Ratsimilaho,tertiary,True,89.333,"LINESTRING (47.5258316 -18.9106731, 47.525592 -18.9104474, 47.5251293 -18.910242)",,,,,
28930157,True,Làlana Printsy Ratsimamanga,residential,False,163.718,"LINESTRING (47.524955 -18.9113281, 47.5249342 -18.9114525, 47.5247392 -18.9127316, 47.5247515 -18.9127844)",,,,,
30407256,False,Araben'ny Frantsa,residential,True,31.224,"LINESTRING (47.524955 -18.9113281, 47.5248912 -18.9112995, 47.5246867 -18.911208)",,,,,
28929483,True,,residential,False,67.013,"LINESTRING (47.5281683 -18.9117249, 47.5282872 -18.9118489, 47.5285918 -18.9121751)",,,,,
28929514,True,Làlana Ramelina,residential,False,179.035,"LINESTRING (47.5281683 -18.9117249, 47.5281228 -18.9117141, 47.5277218 -18.9112845, 47.5275643 -18.9112158, 47.5274074 -18.9111965, 47.5272881 -18.9112146, 47.5271317 -18.9113112, 47.5269923 -18.9114769, 47.5269356 -18.9116446)",,,,,
28930018,True,,tertiary,False,20.815,"LINESTRING (47.5239424 -18.9142609, 47.5240641 -18.9143897, 47.5240748 -18.9144)",,,,,
45181095,False,Làlana Titsy,tertiary,False,204.75199999999998,"LINESTRING (47.5239424 -18.9142609, 47.5236858 -18.9141535, 47.5221665 -18.9135071)",,2,,,
45181095,False,Làlana Titsy,tertiary,True,204.75199999999998,"LINESTRING (47.5221665 -18.9135071, 47.5236858 -18.9141535, 47.5239424 -18.9142609)",,2,,,
301434213,True,,tertiary,False,10.700000000000001,"LINESTRING (47.5221665 -18.9135071, 47.5221709 -18.9134884, 47.5221687 -18.9134692, 47.5221601 -18.9134516, 47.5221463 -18.9134377, 47.5221283 -18.9134286)",,,,roundabout,
367986710,True,Làlana Dokotera Villette,residential,False,135.807,"LINESTRING (47.520846 -18.9129848, 47.5209498 -18.9128229, 47.5210416 -18.9126452, 47.5210574 -18.912592, 47.5210454 -18.9125343, 47.5210197 -18.9124543, 47.5209342 -18.9121786, 47.5208478 -18.9118391)",,,,,
28930032,True,Làlana Rakotonirina,residential,False,194.69799999999998,"LINESTRING (47.5219248 -18.9125017, 47.5219086 -18.9129266, 47.5218577 -18.9131892, 47.5218283 -18.9132344, 47.5217804 -18.913272, 47.5217217 -18.9132923, 47.5216531 -18.9132915, 47.520846 -18.9129848)",,,,,
301434212,True,Arabe Rainitsarovy,tertiary,False,239.35100000000006,"LINESTRING (47.5219248 -18.9125017, 47.5217542 -18.9120972, 47.5217228 -18.9120032, 47.521715 -18.9119159, 47.5217192 -18.9118484, 47.5217371 -18.9117708, 47.5217728 -18.9116626, 47.5218388 -18.9115347, 47.5220972 -18.9112146, 47.5221523 -18.9111436, 47.5221983 -18.9110566, 47.5222397 -18.9109978, 47.5223033 -18.9109299, 47.5223772 -18.9108837, 47.5226606 -18.9107611)",,,,,
45178509,True,Làlana Réunion,residential,False,103.809,"LINESTRING (47.5208478 -18.9118391, 47.5211978 -18.9116052, 47.5212655 -18.9115536, 47.52131 -18.9115032, 47.5214743 -18.9112656, 47.5215028 -18.9111731)",,,,,
316109891,True,Rue Raveloary,residential,False,59.471,"LINESTRING (47.5209437 -18.9110938, 47.5215028 -18.9111731)",,,,,
45178508,True,Làlana Dokotera Villette,residential,False,83.578,"LINESTRING (47.5209437 -18.9110938, 47.5208542 -18.9116869, 47.520846 -18.9117892, 47.5208478 -18.9118391)",,,,,
45178509,True,Làlana Réunion,residential,False,45.689,"LINESTRING (47.5215028 -18.9111731, 47.5215875 -18.9107701)",,,,,
316109891,True,Rue Raveloary,residential,False,91.107,"LINESTRING (47.5215028 -18.9111731, 47.5217037 -18.9111616, 47.5217313 -18.9111551, 47.5219253 -18.9111095, 47.5220121 -18.9110759, 47.5220927 -18.9110017, 47.5220938 -18.9107839)",,,,,
48902597,True,Arabe Jeneraly Ramanantsoa Gabriel,tertiary,False,53.281,"LINESTRING (47.5220938 -18.9107839, 47.5215875 -18.9107701)",,,,,
31408446,False,Arabe Jeneraly Ramanantsoa Gabriel,tertiary,True,59.678,"LINESTRING (47.5220938 -18.9107839, 47.5222848 -18.9107763, 47.5226606 -18.9107611)",,,,,
28930124,False,,residential,True,91.771,"LINESTRING (47.5254258 -18.9117609, 47.5261604 -18.9122061)",,,,,
48828921,True,Làlana Rabobalahy,residential,False,206.387,"LINESTRING (47.5254258 -18.9117609, 47.5253977 -18.911648, 47.5253886 -18.9115779, 47.5253984 -18.9114939, 47.5254414 -18.9114032, 47.5254834 -18.9113615, 47.5255217 -18.9113234, 47.5256555 -18.9112957, 47.5257682 -18.9113148, 47.5265043 -18.9115515, 47.5267887 -18.9116186, 47.5269199 -18.9116308)",,,,,
40487325,False,Làlana Rabobalahy,residential,False,16.577,"LINESTRING (47.5247515 -18.9127844, 47.5246033 -18.9128351)",,,,,
28930132,True,Làlana Rabobalahy,residential,False,167.53000000000003,"LINESTRING (47.5247515 -18.9127844, 47.5248009 -18.9128103, 47.5252118 -18.9126924, 47.5253381 -18.9125834, 47.5254592 -18.9124263, 47.5255294 -18.9122541, 47.5255148 -18.912035, 47.5254258 -18.9117609)",,,,,
40487325,False,Làlana Rabobalahy,residential,True,16.577,"LINESTRING (47.5246033 -18.9128351, 47.5247515 -18.9127844)",,,,,
28930187,False,,residential,True,89.299,"LINESTRING (47.5253746 -18.9063957, 47.5260447 -18.9059027)",,,,,
"[40149324, 569438295]",False,Arabe Andrianampoinimerina,residential,False,77.991,"LINESTRING (47.5253746 -18.9063957, 47.5252127 -18.9062058, 47.5249091 -18.9058498)",,,,,
301483806,False,Làlana Razanatseheno Henri,tertiary,False,164.253,"LINESTRING (47.5263317 -18.910243, 47.5262506 -18.9101752, 47.5261875 -18.9100803, 47.5258451 -18.9094891, 47.5257464 -18.9093987, 47.5256391 -18.9093327, 47.5254923 -18.9092797, 47.5253027 -18.9092206)",,,,,
48978596,False,Làlana Rabefiraisana,residential,True,44.016,"LINESTRING (47.5253957 -18.9072531, 47.5250116 -18.9074101)",,,,,
967778507,True,,residential,False,60.533,"LINESTRING (47.5253957 -18.9072531, 47.5259311 -18.9070536)",,,,,
30408325,True,,residential,False,164.12199999999999,"LINESTRING (47.5273306 -18.9092476, 47.5275086 -18.9091538, 47.5275304 -18.9091263, 47.5276671 -18.9087647, 47.5276572 -18.9087199, 47.5273829 -18.9083529, 47.5271574 -18.9080511)",,,,,
40149333,False,Làlana Rabezavana,residential,False,139.285,"LINESTRING (47.5273306 -18.9092476, 47.527436 -18.9087962, 47.5271574 -18.9080511)",,,,,
40149333,False,Làlana Rabezavana,residential,True,139.285,"LINESTRING (47.5271574 -18.9080511, 47.527436 -18.9087962, 47.5273306 -18.9092476)",,,,,
528688442,False,Làlana Rabezavana,residential,False,141.742,"LINESTRING (47.5271574 -18.9080511, 47.526623 -18.9068926, 47.526618 -18.906883)",,,,,
40149435,False,Làlana Rajaonah Tselatra,residential,True,77.555,"LINESTRING (47.5238038 -18.9082658, 47.5241752 -18.9077937, 47.5242125 -18.9077607, 47.5242374 -18.9077429, 47.5242668 -18.9077289)",,,,,
45181094,True,,primary,False,24.881,"LINESTRING (47.5242318 -18.9144344, 47.5242772 -18.9143822, 47.5243268 -18.9143315, 47.5243899 -18.9142681)",N 7,,,,
"[531720057, 311093540]",True,Place de l'OUA,primary,False,12.239999999999998,"LINESTRING (47.5242318 -18.9144344, 47.5242363 -18.9144031, 47.5242252 -18.9143786, 47.5242093 -18.9143575, 47.5241868 -18.9143427)",N 7,,,roundabout,
28915120,True,Place de l'OUA,primary,False,2.813,"LINESTRING (47.5241868 -18.9143427, 47.5241615 -18.9143345)",N 7,,,roundabout,
45181096,True,,tertiary,False,24.686999999999998,"LINESTRING (47.5241615 -18.9143345, 47.5241069 -18.9143029, 47.5240217 -18.9142763, 47.5239424 -18.9142609)",,,,,
531720060,True,Place de l'OUA,primary,False,12.764000000000001,"LINESTRING (47.5241615 -18.9143345, 47.5241376 -18.9143361, 47.5241114 -18.9143471, 47.5240918 -18.9143634, 47.5240807 -18.9143807, 47.5240748 -18.9144)",N 7,,,roundabout,
28915127,False,Làlana Ralaimongo,primary,False,295.403,"LINESTRING (47.5243899 -18.9142681, 47.5247326 -18.9138812, 47.5256022 -18.912854, 47.5261604 -18.9122061)",N 7,3,,,
45181100,True,,primary,False,22.939999999999998,"LINESTRING (47.5243899 -18.9142681, 47.524251 -18.9143235, 47.5241868 -18.9143427)",N 7,,,,
45178511,False,,residential,False,111.703,"LINESTRING (47.5214425 -18.9092766, 47.5215704 -18.9091695, 47.5216748 -18.909082, 47.5221575 -18.9092419, 47.522197 -18.9092425, 47.5222953 -18.9092438, 47.5223926 -18.9092138)",,,,,
40163478,True,Làlana Rajhonson Emile,tertiary,False,2.65,"LINESTRING (47.5216204 -18.9071291, 47.5216151 -18.9071524)",,,,,
40163478,True,Làlana Rajhonson Emile,tertiary,False,106.645,"LINESTRING (47.5216151 -18.9071524, 47.521547 -18.9073908, 47.5215406 -18.9075286, 47.521551 -18.9076689, 47.5217129 -18.9080745)",,,,,
576696072,True,Làlana Liège,residential,False,19.959,"LINESTRING (47.5214899 -18.9070394, 47.5216784 -18.907019)",,,,,
48552337,True,,tertiary_link,False,20.095000000000002,"LINESTRING (47.5214899 -18.9070394, 47.5215702 -18.9070615, 47.521592 -18.9070879, 47.5216042 -18.9071207, 47.5216151 -18.9071524)",,,,,
28928994,True,Làlana Jean Jaurès,tertiary,False,14.439,"LINESTRING (47.5220447 -18.9072161, 47.5219915 -18.9070964)",,,,,
48552335,True,,residential,False,50.449000000000005,"LINESTRING (47.5220447 -18.9072161, 47.5219754 -18.9071479, 47.5219056 -18.9071119, 47.5218073 -18.9070863, 47.5217244 -18.9070871, 47.5216749 -18.9070958, 47.5216204 -18.9071291)",,,,,
28930101,True,,tertiary,False,35.931,"LINESTRING (47.5263361 -18.9122923, 47.5263536 -18.9121617, 47.5263626 -18.9119704)",,,,,
