osmid,oneway,highway,reversed,length,name,geometry,ref,junction
88303547,True,residential,False,52.186,,"LINESTRING (48.2730777 -13.4065891, 48.2732928 -13.406169)",,
88387360,True,residential,False,89.94,Rue du Docteur Manceau,"LINESTRING (48.2730777 -13.4065891, 48.2733759 -13.4067802, 48.2737748 -13.40703)",,
88387360,True,residential,False,64.638,Rue du Docteur Manceau,"LINESTRING (48.2737748 -13.40703, 48.2739177 -13.4070789, 48.2743506 -13.4071837)",,
88303534,True,residential,False,106.148,Rue 20,"LINESTRING (48.2743506 -13.4071837, 48.2743549 -13.4062291)",,
88387360,True,residential,False,135.866,Rue du Docteur Manceau,"LINESTRING (48.2743506 -13.4071837, 48.2755667 -13.4074896)",,
88387353,False,residential,True,83.022,Rue 16,"LINESTRING (48.2755667 -13.4074896, 48.2755983 -13.4067436)",,
"[759409909, 88303533, 759409910]",True,residential,False,186.699,Rue Camille Valentin,"LINESTRING (48.2755667 -13.4074896, 48.2755861 -13.407581, 48.2756273 -13.4076276, 48.2757084 -13.407683, 48.2758601 -13.4077369, 48.2759484 -13.407743, 48.2759681 -13.4077443, 48.2760489 -13.407726, 48.2761018 -13.4077139, 48.2761965 -13.4076491, 48.2762778 -13.4075582, 48.2762846 -13.4067595)",,
88303532,True,residential,False,74.255,Rue du Jardin,"LINESTRING (48.2755983 -13.4067436, 48.2762846 -13.4067595)",,
88387353,False,residential,False,83.022,Rue 16,"LINESTRING (48.2755983 -13.4067436, 48.2755667 -13.4074896)",,
88387353,False,residential,True,45.899,Rue 16,"LINESTRING (48.2755983 -13.4067436, 48.2756208 -13.4063314)",,
88387353,False,residential,False,45.899,Rue 16,"LINESTRING (48.2756208 -13.4063314, 48.2755983 -13.4067436)",,
88387356,False,secondary,False,73.434,Rue Passot,"LINESTRING (48.2756208 -13.4063314, 48.2762992 -13.406357)",N 30a,
88387356,False,secondary,True,45.71,Rue Passot,"LINESTRING (48.2756208 -13.4063314, 48.2751985 -13.406316)",N 30a,
"[88303532, 759409918, 759409919]",True,residential,False,248.84699999999998,Rue du Jardin,"LINESTRING (48.2762846 -13.4067595, 48.2777726 -13.4067919, 48.2779901 -13.4067903, 48.2782181 -13.4067866, 48.2782241 -13.4067865, 48.2782209 -13.4066629, 48.2782291 -13.4064358)",,
88387356,False,secondary,False,101.12700000000001,Rue Passot,"LINESTRING (48.2782291 -13.4064358, 48.2782525 -13.4064384, 48.2784042 -13.4064549, 48.2784764 -13.4064804, 48.2785202 -13.4065336, 48.2785596 -13.4066635, 48.2786444 -13.4070469, 48.2786777 -13.4071062)",N 30a,
88387356,False,secondary,True,208.941,Rue Passot,"LINESTRING (48.2782291 -13.4064358, 48.2770561 -13.4063793, 48.2762992 -13.406357)",N 30a,
93408916,True,residential,False,90.925,Rue 7,"LINESTRING (48.2737724 -13.4062123, 48.2737748 -13.40703)",,
93544259,True,secondary,False,63.152,Rue Passot,"LINESTRING (48.2737724 -13.4062123, 48.273902 -13.4062291, 48.2740282 -13.4062307, 48.2741785 -13.4062246, 48.2743549 -13.4062291)",N 30a,
88303534,True,residential,False,15.049,Rue 20,"LINESTRING (48.2743549 -13.4062291, 48.2743516 -13.4060938)",,
93544259,True,secondary,False,49.977999999999994,Rue Passot,"LINESTRING (48.2743549 -13.4062291, 48.2747018 -13.4062676, 48.2748147 -13.4062673)",N 30a,
"[93408914, 759409908]",True,secondary,False,88.949,Boulevard de l'Independance,"LINESTRING (48.2743516 -13.4060938, 48.2740981 -13.4060006, 48.2735824 -13.4058109)",N 30a,
88303541,False,residential,True,42.004,,"LINESTRING (48.2763921 -13.4046005, 48.2763537 -13.4049764)",,
88303537,False,residential,False,49.309,Avenue Victor Augagneur,"LINESTRING (48.2763921 -13.4046005, 48.2763104 -13.4045704, 48.2759706 -13.4044317)",,
88303537,False,residential,True,129.2,Avenue Victor Augagneur,"LINESTRING (48.2763921 -13.4046005, 48.2765202 -13.4046201, 48.2767521 -13.4046179, 48.277581 -13.4045388)",,
88303537,False,residential,True,75.41799999999999,Avenue Victor Augagneur,"LINESTRING (48.275325 -13.4041778, 48.2755245 -13.4042482, 48.2757615 -13.4043322, 48.2759706 -13.4044317)",,
88303551,False,residential,True,90.69500000000001,Rue Clément Raimbault,"LINESTRING (48.275325 -13.4041778, 48.2752918 -13.4044177, 48.2752538 -13.4047825, 48.275265 -13.404904, 48.2752877 -13.404986)",,
165644122,False,residential,False,16.099,Avenue Victor Augagneur,"LINESTRING (48.2747282 -13.4040769, 48.2745842 -13.4040403)",,
165644121,True,residential,False,65.548,Avenue Victor Augagneur,"LINESTRING (48.2747282 -13.4040769, 48.2752339 -13.4041562, 48.275325 -13.4041778)",,
165644122,False,residential,True,16.099,Avenue Victor Augagneur,"LINESTRING (48.2745842 -13.4040403, 48.2747282 -13.4040769)",,
165644120,True,residential,False,153.42200000000003,Rue Albert 1er,"LINESTRING (48.2745842 -13.4040403, 48.2751686 -13.4036346, 48.2752234 -13.4036203, 48.2752768 -13.4036311, 48.2753179 -13.4036579, 48.2753423 -13.4037154, 48.2753415 -13.4037554, 48.2753374 -13.4038072, 48.275325 -13.4041778)",,
165644122,False,residential,False,107.652,Avenue Victor Augagneur,"LINESTRING (48.2745842 -13.4040403, 48.2740804 -13.4039049, 48.2737784 -13.4038538, 48.27362 -13.4038054)",,
88387372,True,residential,False,48.021,Rue Guynemer,"LINESTRING (48.27362 -13.4038054, 48.2732387 -13.4040266)",,
165644122,False,residential,True,107.652,Avenue Victor Augagneur,"LINESTRING (48.27362 -13.4038054, 48.2737784 -13.4038538, 48.2740804 -13.4039049, 48.2745842 -13.4040403)",,
88303537,False,residential,False,129.20000000000002,Avenue Victor Augagneur,"LINESTRING (48.277581 -13.4045388, 48.2767521 -13.4046179, 48.2765202 -13.4046201, 48.2763921 -13.4046005)",,
88303572,False,residential,True,144.872,Avenue de la Libération,"LINESTRING (48.277581 -13.4045388, 48.2776952 -13.4046605, 48.2778112 -13.4048563, 48.2778856 -13.4049819, 48.2779315 -13.4050756, 48.277955 -13.4051554, 48.2781294 -13.4055727, 48.2782064 -13.4056788)",,
88303541,False,residential,False,42.004,,"LINESTRING (48.2763537 -13.4049764, 48.2763921 -13.4046005)",,
