osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,ref,maxspeed,width
"[126873266, 79293572]",2,Rue Millbich,residential,False,False,298.75899999999996,"LINESTRING (5.9978472 50.1196099, 5.9994116 50.1203115, 5.999764 50.1204669, 6.0001325 50.1206435, 6.0004115 50.1208208, 6.0010514 50.1212649, 6.0010906 50.1212921)",,,,
"[126873266, 126873284, 27599108]",2,Rue Millbich,residential,False,True,168.33500000000004,"LINESTRING (5.9978472 50.1196099, 5.9977395 50.1195606, 5.997308 50.1193437, 5.9970915 50.1192233, 5.9966219 50.118922, 5.9964779 50.118811, 5.9964544 50.1187702, 5.9964534 50.1187317, 5.9965041 50.1186762, 5.996577 50.1186444, 5.9967532 50.1186025)",yes,,,
26583320,,Rue Millbich,residential,True,False,37.101,"LINESTRING (5.9974301 50.1196326, 5.997522 50.1195647, 5.9975789 50.1195617, 5.9977751 50.1196385, 5.9978217 50.1196346, 5.9978472 50.1196099)",,,,
"[665023162, 192928182]",2,Grand-Rue,primary,False,False,180.647,"LINESTRING (5.9974301 50.1196326, 5.9973625 50.1195965, 5.9959619 50.1188761, 5.9958553 50.1188316, 5.9957773 50.118799, 5.9956826 50.1187624, 5.9955009 50.1187168, 5.9953803 50.1186978)",,N 12,50,
192928182,2,Grand-Rue,primary,False,True,311.587,"LINESTRING (5.9974301 50.1196326, 5.9992138 50.1205181, 5.9995323 50.1206959, 6.0008574 50.1213707)",,N 12,50,
"[665023162, 192928182]",2,Grand-Rue,primary,False,True,180.647,"LINESTRING (5.9953803 50.1186978, 5.9955009 50.1187168, 5.9956826 50.1187624, 5.9957773 50.118799, 5.9958553 50.1188316, 5.9959619 50.1188761, 5.9973625 50.1195965, 5.9974301 50.1196326)",,N 12,50,
"[126873266, 126873284, 27599108]",2,Rue Millbich,residential,False,False,168.33499999999998,"LINESTRING (5.9967532 50.1186025, 5.996577 50.1186444, 5.9965041 50.1186762, 5.9964534 50.1187317, 5.9964544 50.1187702, 5.9964779 50.118811, 5.9966219 50.118922, 5.9970915 50.1192233, 5.997308 50.1193437, 5.9977395 50.1195606, 5.9978472 50.1196099)",yes,,,
27486805,2,Montée de l'École,residential,False,True,82.129,"LINESTRING (6.0008574 50.1213707, 6.0007466 50.1213778, 6.0003892 50.1213283, 6.0001867 50.1213326, 5.9997243 50.1213945)",,,,
192928182,2,Grand-Rue,primary,False,False,311.587,"LINESTRING (6.0008574 50.1213707, 5.9995323 50.1206959, 5.9992138 50.1205181, 5.9974301 50.1196326)",,N 12,50,
192928182,2,Grand-Rue,primary,False,True,21.719,"LINESTRING (6.0008574 50.1213707, 6.0009665 50.1214178, 6.0011102 50.1214797)",,N 12,50,
27486805,2,Montée de l'École,residential,False,False,82.12899999999999,"LINESTRING (5.9997243 50.1213945, 6.0001867 50.1213326, 6.0003892 50.1213283, 6.0007466 50.1213778, 6.0008574 50.1213707)",,,,
27486805,2,Montée de l'École,residential,False,True,110.277,"LINESTRING (5.9997243 50.1213945, 5.9996186 50.1214396, 5.9995537 50.1215016, 5.999549 50.1215377, 5.9995738 50.12157, 5.999778 50.1217151, 5.9998387 50.1217703, 5.9998352 50.1217978, 5.9998083 50.1218144, 5.9997152 50.1218508, 5.9994615 50.1219564, 5.999213 50.1220506)",,,,
882853847,,,unclassified,False,False,130.054,"LINESTRING (5.9997243 50.1213945, 5.9995973 50.1213339, 5.9988637 50.1209599, 5.9984943 50.1208292, 5.998477 50.1208223, 5.9982341 50.1207251)",,,,2.6
27486805,2,Montée de l'École,residential,False,False,110.27699999999999,"LINESTRING (5.999213 50.1220506, 5.9994615 50.1219564, 5.9997152 50.1218508, 5.9998083 50.1218144, 5.9998352 50.1217978, 5.9998387 50.1217703, 5.999778 50.1217151, 5.9995738 50.12157, 5.999549 50.1215377, 5.9995537 50.1215016, 5.9996186 50.1214396, 5.9997243 50.1213945)",,,,
27596468,2,Rue Josy Conrad,residential,False,False,75.82000000000001,"LINESTRING (5.999213 50.1220506, 5.9989486 50.1219391, 5.9983886 50.1216221)",,,,
27596468,2,Rue Josy Conrad,residential,False,True,121.639,"LINESTRING (5.999213 50.1220506, 5.9996429 50.1222964, 6.0003607 50.1228561)",,,,
27554676,2,Cité Emilie Schmitz,residential,False,False,31.548000000000002,"LINESTRING (6.0014414 50.1250659, 6.0013952 50.1250603, 6.0011595 50.1250113, 6.0010141 50.1249945)",,,,
366991103,2,Rue de Wilwerdange,primary,False,False,119.63499999999999,"LINESTRING (6.0014414 50.1250659, 6.0015002 50.124884, 6.0015229 50.1247978, 6.0017525 50.1240087)",,N 12,50,
27554676,2,Cité Emilie Schmitz,residential,False,True,102.137,"LINESTRING (5.999763 50.1254345, 6.0008755 50.1250154, 6.0010141 50.1249945)",,,,
27554677,,Cité Emilie Schmitz,residential,False,False,84.355,"LINESTRING (5.999763 50.1254345, 5.9994824 50.1250969, 5.9993632 50.1250358, 5.9992444 50.1249969, 5.9989534 50.1249486)",,,,
"[27595069, 27554677]",,Cité Emilie Schmitz,residential,False,False,185.57799999999997,"LINESTRING (5.9989534 50.1249486, 5.9986105 50.1248887, 5.9980718 50.1244341, 5.9981898 50.1243421, 5.9984802 50.1240734, 5.9988128 50.1238094, 5.9988939 50.1237424)",,,,
