osmid,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge
282591244,residential,False,False,149.644,,,,"LINESTRING (-87.3318188 15.6841396, -87.3332145 15.6842138)",
420851203,primary,False,True,53.682,2,CA-13,80,"LINESTRING (-87.3318188 15.6841396, -87.3319506 15.6846054)",
420851203,primary,False,False,144.32500000000002,2,CA-13,80,"LINESTRING (-87.3318188 15.6841396, -87.3317586 15.6838993, -87.3317202 15.6835443, -87.331724 15.6832338, -87.3317773 15.6829913, -87.3318065 15.6828588)",
282591275,residential,False,True,93.3,,,,"LINESTRING (-87.3318065 15.6828588, -87.3320032 15.6828869, -87.3326724 15.6829525)",
420851203,primary,False,False,85.793,2,CA-13,80,"LINESTRING (-87.3318065 15.6828588, -87.3319375 15.6824227, -87.3320291 15.6821176)",
420851203,primary,False,True,144.32500000000002,2,CA-13,80,"LINESTRING (-87.3318065 15.6828588, -87.3317773 15.6829913, -87.331724 15.6832338, -87.3317202 15.6835443, -87.3317586 15.6838993, -87.3318188 15.6841396)",
747863163,tertiary,False,True,25.178,,345,,"LINESTRING (-87.3320291 15.6821176, -87.3318489 15.6822631)",
420851203,primary,False,False,189.84699999999998,2,CA-13,80,"LINESTRING (-87.3320291 15.6821176, -87.3322388 15.6814148, -87.3324538 15.6804609)",
420851203,primary,False,True,85.793,2,CA-13,80,"LINESTRING (-87.3320291 15.6821176, -87.3319375 15.6824227, -87.3318065 15.6828588)",
1082794099,tertiary,False,True,99.512,,RV-321,,"LINESTRING (-87.3320291 15.6821176, -87.3326072 15.6820322, -87.3329507 15.6820049)",
1082794099,tertiary,False,False,110.206,,RV-321,,"LINESTRING (-87.3358157 15.6819881, -87.3347863 15.6819945)",
282591299,residential,False,True,124.97399999999999,,,,"LINESTRING (-87.3358157 15.6819881, -87.335824 15.6814561, -87.3359751 15.6808824)",
1082794099,tertiary,False,True,54.44,,RV-321,,"LINESTRING (-87.3358157 15.6819881, -87.3362037 15.6819945, -87.3363202 15.681965)",
747863163,tertiary,False,False,73.398,,345,,"LINESTRING (-87.3305686 15.6849169, -87.330787 15.6842912)",
282591237,residential,False,True,151.824,,,,"LINESTRING (-87.3305686 15.6849169, -87.3299598 15.6846657, -87.3298621 15.6846056, -87.3294385 15.6842161, -87.3293972 15.6841824)",
"[282591321, 747863163]",tertiary,False,True,100.22200000000001,,345,,"LINESTRING (-87.3305686 15.6849169, -87.3304606 15.6852413, -87.3303032 15.6857811)",yes
282591268,residential,False,False,90.034,,,,"LINESTRING (-87.3308819 15.679148, -87.3305479 15.6798911)",
282591273,residential,False,False,129.2,,,,"LINESTRING (-87.3308819 15.679148, -87.3320018 15.679581)",
282591299,residential,False,False,111.286,,,,"LINESTRING (-87.3366011 15.679178, -87.3362747 15.6801282)",
282591273,residential,False,False,67.132,,,,"LINESTRING (-87.3320018 15.679581, -87.332596 15.6797739)",
282591273,residential,False,True,129.2,,,,"LINESTRING (-87.3320018 15.679581, -87.3308819 15.679148)",
282591288,residential,False,False,82.511,,,,"LINESTRING (-87.3320018 15.679581, -87.3316039 15.6802165)",
282591238,residential,False,False,89.742,,,,"LINESTRING (-87.3355796 15.6796771, -87.3362747 15.6801282)",
282591308,residential,False,False,89.571,,,,"LINESTRING (-87.3355796 15.6796771, -87.3353185 15.6804424)",
282591273,residential,False,True,67.132,,,,"LINESTRING (-87.332596 15.6797739, -87.3320018 15.679581)",
420851203,primary,False,True,36.454,2,CA-13,80,"LINESTRING (-87.332596 15.6797739, -87.3325614 15.6799344, -87.3325268 15.6800949)",
282591240,unclassified,False,True,118.701,,,,"LINESTRING (-87.3305479 15.6798911, -87.3316039 15.6802165)",
282591268,residential,False,True,90.034,,,,"LINESTRING (-87.3305479 15.6798911, -87.3308819 15.679148)",
282591235,residential,False,False,84.305,,,,"LINESTRING (-87.3346772 15.6800024, -87.3353185 15.6804424)",
282591300,residential,False,False,51.408,,,,"LINESTRING (-87.3346772 15.6800024, -87.3344853 15.6804262)",
282591263,residential,False,True,139.706,,,,"LINESTRING (-87.3325268 15.6800949, -87.333817 15.6802834)",
420851203,primary,False,True,41.441,2,CA-13,80,"LINESTRING (-87.3325268 15.6800949, -87.3324538 15.6804609)",
420851203,primary,False,False,36.454,2,CA-13,80,"LINESTRING (-87.3325268 15.6800949, -87.3325614 15.6799344, -87.332596 15.6797739)",
282591238,residential,False,False,168.44,,,,"LINESTRING (-87.3362747 15.6801282, -87.337545 15.681022)",
282591238,residential,False,True,89.742,,,,"LINESTRING (-87.3362747 15.6801282, -87.3355796 15.6796771)",
