osmid,oneway,name,highway,reversed,length,geometry,bridge,lanes,tunnel,maxspeed
30318550,True,Avenida La Merced,tertiary,False,82.536,"LINESTRING (-87.2049484 14.1045344, -87.2041853 14.1044777)",,,,
1254171952,True,Calle Bolivia,residential,False,84.48,"LINESTRING (-87.2049484 14.1045344, -87.2048968 14.1052925)",,,,
42789974,True,Avenida Juan Ramón Molina,tertiary,False,98.22300000000001,"LINESTRING (-87.2052827 14.103434, -87.2050573 14.103288, -87.2044384 14.1031309)",,,,
"[29224824, 838011785]",True,Calle Bolivia,tertiary,False,79.932,"LINESTRING (-87.2052827 14.103434, -87.2051926 14.1035478, -87.2051693 14.1035919, -87.205077 14.1039852, -87.2050411 14.1041026)",,,,
"[838011785, 113730051, 838011783]",True,"['2a Avenida', 'Calle Bolivia', 'Puente Mallol']",tertiary,False,116.833,"LINESTRING (-87.2063904 14.102684, -87.20634 14.1027222, -87.2057174 14.1032414, -87.2056703 14.1032813, -87.2055716 14.1033717)",yes,2,,
1205102254,True,4a Avenida,tertiary,False,68.113,"LINESTRING (-87.2078031 14.1020323, -87.2078247 14.1014201)",,,,
838011783,True,2a Avenida,tertiary,False,11.254,"LINESTRING (-87.2064945 14.1026769, -87.2063904 14.102684)",,,,
417637994,True,3a Calle,residential,False,70.507,"LINESTRING (-87.2071715 14.1013933, -87.2078247 14.1014201)",,,,
42789969,True,2a Avenida,tertiary,False,62.802,"LINESTRING (-87.2066703 14.1013702, -87.2066146 14.1019324)",,,,
417637994,True,3a Calle,residential,False,54.113,"LINESTRING (-87.2066703 14.1013702, -87.2071715 14.1013933)",,,,
1254188667,False,3a Calle,residential,False,52.533,"LINESTRING (-87.2066703 14.1013702, -87.2063752 14.1013518, -87.2061843 14.1013383)",,,,
414725765,False,1a Calle,residential,False,73.862,"LINESTRING (-87.2077443 14.1027822, -87.2070628 14.1027161)",,,,
1205102251,True,4a Avenida,tertiary,False,83.626,"LINESTRING (-87.2077443 14.1027822, -87.2078031 14.1020323)",,,,
30318484,True,2a Calle,residential,False,55.19,"LINESTRING (-87.2066146 14.1019324, -87.2071239 14.101981)",,,,
42789969,True,2a Avenida,tertiary,False,84.179,"LINESTRING (-87.2066146 14.1019324, -87.206572 14.1023063, -87.2065443 14.1025483, -87.2064945 14.1026769)",,,,
30318484,True,2a Calle,residential,False,51.238,"LINESTRING (-87.2061417 14.101888, -87.2066146 14.1019324)",,,,
421362724,True,1a Avenida,tertiary,False,104.35499999999999,"LINESTRING (-87.2061417 14.101888, -87.2061423 14.1023378, -87.2061556 14.1023834, -87.206195 14.1024355, -87.206389 14.1025278, -87.2064188 14.1025815, -87.2063904 14.102684)",,1,,
30318550,True,Avenida La Merced,tertiary,False,25.337,"LINESTRING (-87.2041853 14.1044777, -87.2039524 14.1045077)",,,,
42789920,True,Avenida José Cecillio del Valle,tertiary,False,88.157,"LINESTRING (-87.204181 14.1036849, -87.2041853 14.1044777)",,,,
414254000,False,,residential,True,35.443,"LINESTRING (-87.204181 14.1036849, -87.2038557 14.1036395)",,,,
30318818,False,Calle El Jazmín,residential,True,121.599,"LINESTRING (-87.2074542 14.1056237, -87.2077632 14.104572)",,,,
42441879,True,Avenida Miguel de Cervantes,tertiary,False,46.232,"LINESTRING (-87.2074542 14.1056237, -87.2078772 14.1056913)",,,,
42441879,True,Avenida Miguel de Cervantes,tertiary,False,162.629,"LINESTRING (-87.1995037 14.1046609, -87.2009909 14.1049031)",,,,
