osmid,highway,oneway,reversed,length,lanes,name,geometry,maxspeed,bridge
815950448,residential,False,True,70.007,,,"LINESTRING (-88.5297099 16.5055505, -88.5293634 16.5060853)",,
196917614,residential,False,False,71.037,,,"LINESTRING (-88.5346603 16.5093458, -88.5343106 16.5098896)",,
196917614,residential,False,True,71.552,,,"LINESTRING (-88.5346603 16.5093458, -88.5350285 16.5088078)",,
815950446,tertiary,False,False,101.651,,3rd Street,"LINESTRING (-88.5346603 16.5093458, -88.5338616 16.5088465)",,
815950446,tertiary,False,True,183.468,,3rd Street,"LINESTRING (-88.5346603 16.5093458, -88.5361193 16.5102208)",,
196917631,residential,False,False,96.448,,,"LINESTRING (-88.5278752 16.5066547, -88.5273813 16.5073814)",,
196917631,residential,False,True,65.435,,,"LINESTRING (-88.5278752 16.5066547, -88.5281875 16.5061481)",,
815950442,residential,False,False,99.372,,5th Street,"LINESTRING (-88.5278752 16.5066547, -88.5286642 16.5071305)",,
815950442,residential,False,True,109.759,,5th Street,"LINESTRING (-88.5278752 16.5066547, -88.5270169 16.5061096)",,
196917626,residential,False,False,136.482,,2nd Street,"LINESTRING (-88.5334312 16.5078263, -88.5323552 16.5071613)",,
196917626,residential,False,True,99.401,,2nd Street,"LINESTRING (-88.5334312 16.5078263, -88.5342221 16.5082997)",,
778999732,residential,False,False,70.596,,,"LINESTRING (-88.5334312 16.5078263, -88.533066 16.5083559)",,
778999732,residential,False,True,82.007,,,"LINESTRING (-88.5334312 16.5078263, -88.5338335 16.5071977)",,
815950446,tertiary,False,False,183.468,,3rd Street,"LINESTRING (-88.5361193 16.5102208, -88.5346603 16.5093458)",,
815950449,residential,False,False,76.48,,,"LINESTRING (-88.5361193 16.5102208, -88.5357395 16.5108043)",,
196917638,residential,False,False,74.839,,,"LINESTRING (-88.5282194 16.5094921, -88.5278341 16.5100547)",,
196917638,residential,False,True,72.205,,,"LINESTRING (-88.5282194 16.5094921, -88.5285946 16.5089515)",,
"[815950448, 196917628]",residential,False,False,162.40300000000002,2,8th Street,"LINESTRING (-88.5282194 16.5094921, -88.5274495 16.5090069, -88.5277752 16.5085215)",,
196917628,residential,False,True,238.495,2,8th Street,"LINESTRING (-88.5282194 16.5094921, -88.5290567 16.5099686, -88.5301458 16.5105825)",,
372385932,primary,False,True,101.809,2,Thomas Vincent Ramos Highway,"LINESTRING (-88.5348137 16.5074091, -88.5340142 16.5069084)",40 mph,
957374426,residential,False,True,37.008,,,"LINESTRING (-88.5348137 16.5074091, -88.5346267 16.5076895)",,
196917630,residential,False,False,76.962,,,"LINESTRING (-88.5323556 16.5095071, -88.5319891 16.5101034)",,
815950442,residential,False,True,45.35,,5th Street,"LINESTRING (-88.5323556 16.5095071, -88.5320132 16.5092651)",,
815950442,residential,False,False,95.71700000000001,,5th Street,"LINESTRING (-88.5323556 16.5095071, -88.5325403 16.509618, -88.5331165 16.509964)",,
196917614,residential,False,False,75.178,,,"LINESTRING (-88.5343106 16.5098896, -88.5339345 16.5104615)",,
196917614,residential,False,True,71.037,,,"LINESTRING (-88.5343106 16.5098896, -88.5346603 16.5093458)",,
1072478592,residential,False,False,183.169,,4th Street,"LINESTRING (-88.5343106 16.5098896, -88.5357395 16.5108043)",,
1072478592,residential,False,True,103.051,,4th Street,"LINESTRING (-88.5343106 16.5098896, -88.5334958 16.509391)",,
196917626,residential,False,False,99.401,,2nd Street,"LINESTRING (-88.5342221 16.5082997, -88.5334312 16.5078263)",,
196917626,residential,False,True,102.874,,2nd Street,"LINESTRING (-88.5342221 16.5082997, -88.5350285 16.5088078)",,
955561329,residential,False,True,71.93,,,"LINESTRING (-88.5342221 16.5082997, -88.5338616 16.5088465)",,
"[955561329, 957374426]",residential,False,False,80.407,,,"LINESTRING (-88.5342221 16.5082997, -88.5344881 16.507906, -88.5346267 16.5076895)",,
196917638,residential,False,False,73.999,,,"LINESTRING (-88.5301732 16.5065701, -88.5298018 16.5071323)",,
815950446,tertiary,False,True,101.049,,3rd Street,"LINESTRING (-88.5301732 16.5065701, -88.5309614 16.5070748)",,
815950447,residential,False,False,101.783,,3rd Street,"LINESTRING (-88.5301732 16.5065701, -88.5293634 16.5060853)",,
955561328,tertiary,False,True,69.426,,,"LINESTRING (-88.5301732 16.5065701, -88.5305132 16.5060376)",,
815950446,tertiary,False,False,101.049,,3rd Street,"LINESTRING (-88.5309614 16.5070748, -88.5301732 16.5065701)",,
1097520398,residential,False,False,72.398,,,"LINESTRING (-88.5309614 16.5070748, -88.5313195 16.5065216)",,
1097520398,residential,False,True,70.951,,,"LINESTRING (-88.5309614 16.5070748, -88.5306 16.5076106)",,
815950446,tertiary,False,True,223.08299999999997,,3rd Street,"LINESTRING (-88.5309614 16.5070748, -88.5320155 16.5077035, -88.5327198 16.5081616)",,
196917622,residential,False,False,100.603,,4th Street,"LINESTRING (-88.5281875 16.5061481, -88.5289879 16.5066273)",,
196917622,residential,False,True,106.987,,4th Street,"LINESTRING (-88.5281875 16.5061481, -88.5273456 16.5056245)",,
196917631,residential,False,False,65.435,,,"LINESTRING (-88.5281875 16.5061481, -88.5278752 16.5066547)",,
196917631,residential,False,True,72.674,,,"LINESTRING (-88.5281875 16.5061481, -88.52855 16.5055946)",,
815950442,residential,False,False,103.273,,5th Street,"LINESTRING (-88.5331165 16.509964, -88.5339345 16.5104615)",,
955561329,residential,False,True,78.153,,,"LINESTRING (-88.5331165 16.509964, -88.5327441 16.5105694)",,
815950442,residential,False,True,95.71700000000001,,5th Street,"LINESTRING (-88.5331165 16.509964, -88.5325403 16.509618, -88.5323556 16.5095071)",,
955561329,residential,False,False,75.464,,,"LINESTRING (-88.5331165 16.509964, -88.5331996 16.5098385, -88.5334958 16.509391)",,
196917635,residential,False,False,134.328,2,7th Street,"LINESTRING (-88.5356766 16.5131415, -88.5346084 16.5125008)",,
668106840,residential,False,False,71.481,,,"LINESTRING (-88.5356766 16.5131415, -88.5360305 16.5125955)",,
668106840,residential,False,True,76.006,,,"LINESTRING (-88.5356766 16.5131415, -88.5352778 16.5137081)",,
196917639,residential,False,True,100.706,2,North Frontage Road,"LINESTRING (-88.5338335 16.5071977, -88.5346267 16.5076895)",,
778999732,residential,False,False,82.007,,,"LINESTRING (-88.5338335 16.5071977, -88.5334312 16.5078263)",,
778999732,residential,False,True,37.496,,,"LINESTRING (-88.5338335 16.5071977, -88.5340142 16.5069084)",,
196917625,residential,False,True,72.682,,,"LINESTRING (-88.529817 16.5111551, -88.5301458 16.5105825)",,
196917822,residential,False,True,146.329,,9th Street,"LINESTRING (-88.529817 16.5111551, -88.5310013 16.5118203)",,
"[196917625, 815950445, 815935861]",residential,False,False,167.473,,,"LINESTRING (-88.529817 16.5111551, -88.5296095 16.5114927, -88.5295548 16.5115818, -88.529355 16.5118271, -88.5289914 16.5124337)",,yes
196917822,residential,False,False,244.255,,9th Street,"LINESTRING (-88.529817 16.5111551, -88.5287078 16.5105385, -88.5278341 16.5100547)",,
668106840,residential,False,True,71.481,,,"LINESTRING (-88.5360305 16.5125955, -88.5356766 16.5131415)",,
778999730,residential,False,True,131.072,2,6th Street,"LINESTRING (-88.5360305 16.5125955, -88.5350017 16.5119501)",,
1072478592,residential,False,False,103.051,,4th Street,"LINESTRING (-88.5334958 16.509391, -88.5343106 16.5098896)",,
955561329,residential,False,False,72.019,,,"LINESTRING (-88.5334958 16.509391, -88.533542 16.5093222, -88.5338616 16.5088465)",,
955561329,residential,False,True,75.464,,,"LINESTRING (-88.5334958 16.509391, -88.5331996 16.5098385, -88.5331165 16.509964)",,
196917638,residential,False,False,91.612,,,"LINESTRING (-88.5294615 16.5076281, -88.5289966 16.508321)",,
196917638,residential,False,True,65.997,,,"LINESTRING (-88.5294615 16.5076281, -88.5298018 16.5071323)",,
815950442,residential,False,True,101.424,,5th Street,"LINESTRING (-88.5294615 16.5076281, -88.5286642 16.5071305)",,
815950442,residential,False,False,235.775,,5th Street,"LINESTRING (-88.5294615 16.5076281, -88.5302681 16.508143, -88.5312919 16.508818)",,
196917628,residential,False,False,132.151,2,8th Street,"LINESTRING (-88.5352778 16.5137081, -88.5342258 16.5130795)",,
668106840,residential,False,False,76.006,,,"LINESTRING (-88.5352778 16.5137081, -88.5356766 16.5131415)",,
196917626,residential,False,False,101.419,,2nd Street,"LINESTRING (-88.5313195 16.5065216, -88.5305132 16.5060376)",,
196917626,residential,False,True,131.346,,2nd Street,"LINESTRING (-88.5313195 16.5065216, -88.5323552 16.5071613)",,
1097520398,residential,False,True,72.398,,,"LINESTRING (-88.5313195 16.5065216, -88.5309614 16.5070748)",,
"[675743889, 1097520398]",residential,False,False,185.041,2,North Frontage Road,"LINESTRING (-88.5313195 16.5065216, -88.5317426 16.5058501, -88.5309854 16.5053535)",,
196917614,residential,False,False,77.426,,,"LINESTRING (-88.5339345 16.5104615, -88.5335411 16.5110468)",,
196917614,residential,False,True,75.178,,,"LINESTRING (-88.5339345 16.5104615, -88.5343106 16.5098896)",,
815950442,residential,False,False,182.526,,5th Street,"LINESTRING (-88.5339345 16.5104615, -88.5353617 16.5113682)",,
815950442,residential,False,True,103.273,,5th Street,"LINESTRING (-88.5339345 16.5104615, -88.5331165 16.509964)",,
196917635,residential,False,False,99.586,2,7th Street,"LINESTRING (-88.5285946 16.5089515, -88.5277752 16.5085215)",,
196917638,residential,False,False,72.205,,,"LINESTRING (-88.5285946 16.5089515, -88.5282194 16.5094921)",,
196917638,residential,False,True,82.17,,,"LINESTRING (-88.5285946 16.5089515, -88.5289966 16.508321)",,
196917635,residential,False,True,236.003,2,7th Street,"LINESTRING (-88.5285946 16.5089515, -88.5294311 16.5094143, -88.5305014 16.5100295)",,
196917630,residential,False,False,76.632,,,"LINESTRING (-88.5316723 16.510662, -88.5313406 16.5112734)",,
196917630,residential,False,True,70.702,,,"LINESTRING (-88.5316723 16.510662, -88.5319891 16.5101034)",,
196917635,residential,False,False,143.279,2,7th Street,"LINESTRING (-88.5316723 16.510662, -88.5305014 16.5100295)",,
196917635,residential,False,True,92.812,2,7th Street,"LINESTRING (-88.5316723 16.510662, -88.5324102 16.5111049)",,
196917625,residential,False,False,72.238,,,"LINESTRING (-88.5305014 16.5100295, -88.5301458 16.5105825)",,
196917625,residential,False,True,77.513,,,"LINESTRING (-88.5305014 16.5100295, -88.5308831 16.5094362)",,
196917635,residential,False,True,143.279,2,7th Street,"LINESTRING (-88.5305014 16.5100295, -88.5316723 16.510662)",,
196917635,residential,False,False,236.003,2,7th Street,"LINESTRING (-88.5305014 16.5100295, -88.5294311 16.5094143, -88.5285946 16.5089515)",,
196917822,residential,False,False,177.806,,9th Street,"LINESTRING (-88.5338838 16.5136063, -88.5324676 16.5127617)",,
815950449,residential,False,True,68.998,,,"LINESTRING (-88.5338838 16.5136063, -88.5342258 16.5130795)",,
196917625,residential,False,False,81.392,,,"LINESTRING (-88.5312919 16.508818, -88.5308831 16.5094362)",,
815950442,residential,False,False,91.57,,5th Street,"LINESTRING (-88.5312919 16.508818, -88.5320132 16.5092651)",,
815950442,residential,False,True,235.775,,5th Street,"LINESTRING (-88.5312919 16.508818, -88.5302681 16.508143, -88.5294615 16.5076281)",,
760874166,residential,False,True,64.325,,,"LINESTRING (-88.5270169 16.5061096, -88.5273456 16.5056245)",,
815950442,residential,False,False,109.759,,5th Street,"LINESTRING (-88.5270169 16.5061096, -88.5278752 16.5066547)",,
196917614,residential,False,False,70.715,,,"LINESTRING (-88.5328139 16.5122193, -88.5324676 16.5127617)",,
196917614,residential,False,True,79.698,,,"LINESTRING (-88.5328139 16.5122193, -88.5331973 16.511604)",,
196917628,residential,False,False,102.039,2,8th Street,"LINESTRING (-88.5328139 16.5122193, -88.532035 16.511686)",,
196917628,residential,False,True,178.341,2,8th Street,"LINESTRING (-88.5328139 16.5122193, -88.5342258 16.5130795)",,
196917622,residential,False,True,100.35,,4th Street,"LINESTRING (-88.5306 16.5076106, -88.5298018 16.5071323)",,
1097520398,residential,False,False,70.951,,,"LINESTRING (-88.5306 16.5076106, -88.5309614 16.5070748)",,
196917622,residential,False,False,224.769,,4th Street,"LINESTRING (-88.5306 16.5076106, -88.531656 16.5082773, -88.53236 16.5087235)",,
815950446,tertiary,False,True,101.651,,3rd Street,"LINESTRING (-88.5338616 16.5088465, -88.5346603 16.5093458)",,
955561329,residential,False,False,71.93,,,"LINESTRING (-88.5338616 16.5088465, -88.5342221 16.5082997)",,
815950446,tertiary,False,False,100.848,,3rd Street,"LINESTRING (-88.5338616 16.5088465, -88.5335009 16.508624, -88.533066 16.5083559)",,
955561329,residential,False,True,72.019,,,"LINESTRING (-88.5338616 16.5088465, -88.533542 16.5093222, -88.5334958 16.509391)",,
196917631,residential,False,False,72.674,,,"LINESTRING (-88.52855 16.5055946, -88.5281875 16.5061481)",,
196917631,residential,False,True,71.299,,,"LINESTRING (-88.52855 16.5055946, -88.5289093 16.5050538)",,
815950447,residential,False,False,104.97,,3rd Street,"LINESTRING (-88.52855 16.5055946, -88.527719 16.5050883)",,
815950447,residential,False,True,102.456,,3rd Street,"LINESTRING (-88.52855 16.5055946, -88.5293634 16.5060853)",,
196917630,residential,False,False,70.702,,,"LINESTRING (-88.5319891 16.5101034, -88.5316723 16.510662)",,
196917630,residential,False,True,76.962,,,"LINESTRING (-88.5319891 16.5101034, -88.5323556 16.5095071)",,
778999730,residential,False,False,95.728,2,6th Street,"LINESTRING (-88.5319891 16.5101034, -88.5327441 16.5105694)",,
778999730,residential,False,True,139.31,2,6th Street,"LINESTRING (-88.5319891 16.5101034, -88.5308831 16.5094362)",,
778999730,residential,False,False,100.188,2,6th Street,"LINESTRING (-88.5327441 16.5105694, -88.5335411 16.5110468)",,
778999730,residential,False,True,95.728,2,6th Street,"LINESTRING (-88.5327441 16.5105694, -88.5319891 16.5101034)",,
955561329,residential,False,False,78.153,,,"LINESTRING (-88.5327441 16.5105694, -88.5331165 16.509964)",,
955561329,residential,False,True,69.374,,,"LINESTRING (-88.5327441 16.5105694, -88.5324102 16.5111049)",,
196917632,residential,False,True,73.316,,,"LINESTRING (-88.53236 16.5087235, -88.5327198 16.5081616)",,
196917622,residential,False,True,224.769,,4th Street,"LINESTRING (-88.53236 16.5087235, -88.531656 16.5082773, -88.5306 16.5076106)",,
196917632,residential,False,False,70.667,,,"LINESTRING (-88.53236 16.5087235, -88.5321878 16.5089925, -88.5320132 16.5092651)",,
196917622,residential,False,False,106.987,,4th Street,"LINESTRING (-88.5273456 16.5056245, -88.5281875 16.5061481)",,
760874166,residential,False,False,64.325,,,"LINESTRING (-88.5273456 16.5056245, -88.5270169 16.5061096)",,
760874166,residential,False,True,71.691,,,"LINESTRING (-88.5273456 16.5056245, -88.527719 16.5050883)",,
196917822,residential,False,False,86.271,,9th Street,"LINESTRING (-88.5316625 16.5122676, -88.5310013 16.5118203)",,
196917822,residential,False,True,101.909,,9th Street,"LINESTRING (-88.5316625 16.5122676, -88.5324676 16.5127617)",,
955561329,residential,False,False,75.891,,,"LINESTRING (-88.5316625 16.5122676, -88.532035 16.511686)",,
"[955561329, 815950443, 196917636]",residential,False,True,159.01999999999998,,,"LINESTRING (-88.5316625 16.5122676, -88.5314889 16.5125518, -88.5314456 16.5126226, -88.5312739 16.5128893, -88.5308929 16.5134926)",,yes
196917635,residential,False,False,180.486,2,7th Street,"LINESTRING (-88.5346084 16.5125008, -88.5331973 16.511604)",,
196917635,residential,False,True,134.328,2,7th Street,"LINESTRING (-88.5346084 16.5125008, -88.5356766 16.5131415)",,
815950449,residential,False,False,76.187,,,"LINESTRING (-88.5346084 16.5125008, -88.5342258 16.5130795)",,
815950449,residential,False,True,74.215,,,"LINESTRING (-88.5346084 16.5125008, -88.5350017 16.5119501)",,
196917614,residential,False,False,71.552,,,"LINESTRING (-88.5350285 16.5088078, -88.5346603 16.5093458)",,
196917626,residential,False,False,102.874,,2nd Street,"LINESTRING (-88.5350285 16.5088078, -88.5342221 16.5082997)",,
"[196917614, 196917639]",residential,False,"[False, True]",179.382,2,North Frontage Road,"LINESTRING (-88.5350285 16.5088078, -88.5354003 16.508291, -88.5354147 16.5082566, -88.5354008 16.5082286, -88.5346267 16.5076895)",,
196917630,residential,False,True,70.758,,,"LINESTRING (-88.5310013 16.5118203, -88.5313406 16.5112734)",,
196917822,residential,False,False,146.329,,9th Street,"LINESTRING (-88.5310013 16.5118203, -88.529817 16.5111551)",,
196917822,residential,False,True,86.271,,9th Street,"LINESTRING (-88.5310013 16.5118203, -88.5316625 16.5122676)",,
"[821943197, 196917630, 815935855]",residential,False,False,165.631,,,"LINESTRING (-88.5310013 16.5118203, -88.5307764 16.5121503, -88.5307335 16.5122225, -88.5305786 16.5124849, -88.5301971 16.5130943)",,yes
760874166,residential,False,False,71.691,,,"LINESTRING (-88.527719 16.5050883, -88.5273456 16.5056245)",,
815950447,residential,False,True,104.97,,3rd Street,"LINESTRING (-88.527719 16.5050883, -88.52855 16.5055946)",,
196917638,residential,False,False,82.17,,,"LINESTRING (-88.5289966 16.508321, -88.5285946 16.5089515)",,
196917638,residential,False,True,91.612,,,"LINESTRING (-88.5289966 16.508321, -88.5294615 16.5076281)",,
778999730,residential,False,True,98.998,2,6th Street,"LINESTRING (-88.5289966 16.508321, -88.5281964 16.5078693)",,
778999730,residential,False,False,236.301,2,6th Street,"LINESTRING (-88.5289966 16.508321, -88.5298305 16.5088314, -88.5308831 16.5094362)",,
815950442,residential,False,True,182.526,,5th Street,"LINESTRING (-88.5353617 16.5113682, -88.5339345 16.5104615)",,
815950449,residential,False,False,75.231,,,"LINESTRING (-88.5353617 16.5113682, -88.5350017 16.5119501)",,
815950449,residential,False,True,74.525,,,"LINESTRING (-88.5353617 16.5113682, -88.5357395 16.5108043)",,
196917628,residential,False,False,178.341,2,8th Street,"LINESTRING (-88.5342258 16.5130795, -88.5328139 16.5122193)",,
196917628,residential,False,True,132.151,2,8th Street,"LINESTRING (-88.5342258 16.5130795, -88.5352778 16.5137081)",,
815950449,residential,False,False,68.998,,,"LINESTRING (-88.5342258 16.5130795, -88.5338838 16.5136063)",,
815950449,residential,False,True,76.187,,,"LINESTRING (-88.5342258 16.5130795, -88.5346084 16.5125008)",,
196917635,residential,False,False,92.812,2,7th Street,"LINESTRING (-88.5324102 16.5111049, -88.5316723 16.510662)",,
196917635,residential,False,True,100.605,2,7th Street,"LINESTRING (-88.5324102 16.5111049, -88.5331973 16.511604)",,
955561329,residential,False,False,69.374,,,"LINESTRING (-88.5324102 16.5111049, -88.5327441 16.5105694)",,
955561329,residential,False,True,75.994,,,"LINESTRING (-88.5324102 16.5111049, -88.532035 16.511686)",,
957374427,tertiary,False,False,38.661,2,,"LINESTRING (-88.5311856 16.5050636, -88.5309854 16.5053535)",,
372385932,primary,False,False,99.667,2,Thomas Vincent Ramos Highway,"LINESTRING (-88.5311856 16.5050636, -88.531341 16.505165, -88.5319605 16.505565)",40 mph,
815950442,residential,False,False,45.35,,5th Street,"LINESTRING (-88.5320132 16.5092651, -88.5323556 16.5095071)",,
815950442,residential,False,True,91.57,,5th Street,"LINESTRING (-88.5320132 16.5092651, -88.5312919 16.508818)",,
196917632,residential,False,True,70.667,,,"LINESTRING (-88.5320132 16.5092651, -88.5321878 16.5089925, -88.53236 16.5087235)",,
196917625,residential,False,False,77.513,,,"LINESTRING (-88.5308831 16.5094362, -88.5305014 16.5100295)",,
196917625,residential,False,True,81.392,,,"LINESTRING (-88.5308831 16.5094362, -88.5312919 16.508818)",,
778999730,residential,False,False,139.31,2,6th Street,"LINESTRING (-88.5308831 16.5094362, -88.5319891 16.5101034)",,
778999730,residential,False,True,236.301,2,6th Street,"LINESTRING (-88.5308831 16.5094362, -88.5298305 16.5088314, -88.5289966 16.508321)",,
196917626,residential,False,False,101.332,,2nd Street,"LINESTRING (-88.5305132 16.5060376, -88.5297099 16.5055505)",,
196917626,residential,False,True,101.419,,2nd Street,"LINESTRING (-88.5305132 16.5060376, -88.5313195 16.5065216)",,
955561328,tertiary,False,False,69.426,,,"LINESTRING (-88.5305132 16.5060376, -88.5301732 16.5065701)",,
"[955561328, 957374427]",tertiary,False,True,91.219,2,,"LINESTRING (-88.5305132 16.5060376, -88.5308553 16.5055419, -88.5309854 16.5053535)",,
196917628,residential,False,False,148.752,2,8th Street,"LINESTRING (-88.5313406 16.5112734, -88.5301458 16.5105825)",,
196917628,residential,False,True,87.094,2,8th Street,"LINESTRING (-88.5313406 16.5112734, -88.532035 16.511686)",,
196917630,residential,False,False,70.758,,,"LINESTRING (-88.5313406 16.5112734, -88.5310013 16.5118203)",,
196917630,residential,False,True,76.632,,,"LINESTRING (-88.5313406 16.5112734, -88.5316723 16.510662)",,
196917614,residential,False,True,70.715,,,"LINESTRING (-88.5324676 16.5127617, -88.5328139 16.5122193)",,
196917822,residential,False,False,101.909,,9th Street,"LINESTRING (-88.5324676 16.5127617, -88.5316625 16.5122676)",,
196917822,residential,False,True,177.806,,9th Street,"LINESTRING (-88.5324676 16.5127617, -88.5338838 16.5136063)",,
815950442,residential,False,False,101.424,,5th Street,"LINESTRING (-88.5286642 16.5071305, -88.5294615 16.5076281)",,
815950442,residential,False,True,99.372,,5th Street,"LINESTRING (-88.5286642 16.5071305, -88.5278752 16.5066547)",,
815950448,residential,False,False,65.74,,,"LINESTRING (-88.5286642 16.5071305, -88.5289879 16.5066273)",,
815950448,residential,False,True,96.105,,,"LINESTRING (-88.5286642 16.5071305, -88.5281964 16.5078693)",,
778999730,residential,False,False,131.072,2,6th Street,"LINESTRING (-88.5350017 16.5119501, -88.5360305 16.5125955)",,
778999730,residential,False,True,185.299,2,6th Street,"LINESTRING (-88.5350017 16.5119501, -88.5335411 16.5110468)",,
815950449,residential,False,False,74.215,,,"LINESTRING (-88.5350017 16.5119501, -88.5346084 16.5125008)",,
815950449,residential,False,True,75.231,,,"LINESTRING (-88.5350017 16.5119501, -88.5353617 16.5113682)",,
196917628,residential,False,False,87.094,2,8th Street,"LINESTRING (-88.532035 16.511686, -88.5313406 16.5112734)",,
196917628,residential,False,True,102.039,2,8th Street,"LINESTRING (-88.532035 16.511686, -88.5328139 16.5122193)",,
955561329,residential,False,False,75.994,,,"LINESTRING (-88.532035 16.511686, -88.5324102 16.5111049)",,
955561329,residential,False,True,75.891,,,"LINESTRING (-88.532035 16.511686, -88.5316625 16.5122676)",,
196917635,residential,False,True,99.586,2,7th Street,"LINESTRING (-88.5277752 16.5085215, -88.5285946 16.5089515)",,
815950448,residential,False,False,85.298,,,"LINESTRING (-88.5277752 16.5085215, -88.5281964 16.5078693)",,
"[815950448, 196917628]",residential,False,True,162.40300000000002,2,8th Street,"LINESTRING (-88.5277752 16.5085215, -88.5274495 16.5090069, -88.5282194 16.5094921)",,
196917622,residential,False,False,100.35,,4th Street,"LINESTRING (-88.5298018 16.5071323, -88.5306 16.5076106)",,
196917622,residential,False,True,103.356,,4th Street,"LINESTRING (-88.5298018 16.5071323, -88.5289879 16.5066273)",,
196917638,residential,False,False,65.997,,,"LINESTRING (-88.5298018 16.5071323, -88.5294615 16.5076281)",,
196917638,residential,False,True,73.999,,,"LINESTRING (-88.5298018 16.5071323, -88.5301732 16.5065701)",,
196917622,residential,False,False,103.356,,4th Street,"LINESTRING (-88.5289879 16.5066273, -88.5298018 16.5071323)",,
196917622,residential,False,True,100.603,,4th Street,"LINESTRING (-88.5289879 16.5066273, -88.5281875 16.5061481)",,
815950448,residential,False,False,72.352,,,"LINESTRING (-88.5289879 16.5066273, -88.5293634 16.5060853)",,
815950448,residential,False,True,65.74,,,"LINESTRING (-88.5289879 16.5066273, -88.5286642 16.5071305)",,
778999730,residential,False,False,98.998,2,6th Street,"LINESTRING (-88.5281964 16.5078693, -88.5289966 16.508321)",,
778999730,residential,False,True,102.444,2,6th Street,"LINESTRING (-88.5281964 16.5078693, -88.5273813 16.5073814)",,
815950448,residential,False,False,96.105,,,"LINESTRING (-88.5281964 16.5078693, -88.5286642 16.5071305)",,
815950448,residential,False,True,85.298,,,"LINESTRING (-88.5281964 16.5078693, -88.5277752 16.5085215)",,
815950449,residential,False,False,74.525,,,"LINESTRING (-88.5357395 16.5108043, -88.5353617 16.5113682)",,
815950449,residential,False,True,76.48,,,"LINESTRING (-88.5357395 16.5108043, -88.5361193 16.5102208)",,
1072478592,residential,False,True,183.169,,4th Street,"LINESTRING (-88.5357395 16.5108043, -88.5343106 16.5098896)",,
196917631,residential,False,True,96.448,,,"LINESTRING (-88.5273813 16.5073814, -88.5278752 16.5066547)",,
778999730,residential,False,False,102.444,2,6th Street,"LINESTRING (-88.5273813 16.5073814, -88.5281964 16.5078693)",,
815950447,residential,False,False,102.456,,3rd Street,"LINESTRING (-88.5293634 16.5060853, -88.52855 16.5055946)",,
815950447,residential,False,True,101.783,,3rd Street,"LINESTRING (-88.5293634 16.5060853, -88.5301732 16.5065701)",,
