osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,bridge
560778294,True,Saint Vincent Street,tertiary,False,112.412,"LINESTRING (-88.2206596 16.9631254, -88.2206624 16.9633214, -88.2206715 16.9634433, -88.2207035 16.9636526, -88.2207793 16.9641283)",,,
561895475,False,Mangrove Road,residential,True,51.515,"LINESTRING (-88.2206596 16.9631254, -88.2207298 16.963117, -88.2211402 16.9630678)",,,
560778294,True,Saint Vincent Street,tertiary,False,63.422,"LINESTRING (-88.2210221 16.9655424, -88.2211208 16.9661049)",,,
130700678,False,Mahogany Street,residential,True,54.426,"LINESTRING (-88.2210221 16.9655424, -88.2209664 16.965553, -88.2205202 16.9656379)",2,25 mph,
428343642,False,Madre Cacao Road,residential,True,71.015,"LINESTRING (-88.2210221 16.9655424, -88.2210901 16.9655291, -88.2216763 16.9654146)",,,
560108771,True,South Riverside Drive,residential,False,60.197,"LINESTRING (-88.2217492 16.9681362, -88.2217137 16.968147, -88.2215832 16.9681881, -88.2214622 16.9682149, -88.2213215 16.968236, -88.2211971 16.9682448)",1,25 mph,
"[1195119344, 29370074, 1195119343]",False,,tertiary,False,56.269999999999996,"LINESTRING (-88.2217492 16.9681362, -88.2217558 16.968158, -88.2218821 16.968579, -88.2218952 16.9686226)",,,yes
1231456840,False,South Riverside Drive,residential,False,62.567,"LINESTRING (-88.2217492 16.9681362, -88.2217876 16.968121, -88.2218482 16.9681147, -88.2223293 16.9680504)",,,
29370073,False,,residential,False,37.313,"LINESTRING (-88.2206775 16.9691515, -88.2206667 16.9691943, -88.2206685 16.969224, -88.2206731 16.9692509, -88.220686 16.9692912, -88.2207071 16.9693219, -88.2207311 16.969343, -88.2207577 16.9693554, -88.2207987 16.9693581, -88.220857 16.969347)",,,
29370072,False,Courthouse Lane,residential,False,47.444,"LINESTRING (-88.2212695 16.970647, -88.2216901 16.9705048)",,,
560779780,False,,residential,True,52.207,"LINESTRING (-88.2212695 16.970647, -88.2210677 16.970219)",,,
"[29370072, 533378328]",False,Courthouse Lane,residential,"[False, True]",201.80899999999997,"LINESTRING (-88.2212695 16.970647, -88.2209845 16.9707311, -88.2205888 16.9708819, -88.220494 16.9709181, -88.2204556 16.9709248, -88.2204148 16.9709245, -88.2203765 16.9709145, -88.2203524 16.9709018, -88.2203334 16.9708759, -88.2203277 16.9708439, -88.2202851 16.9704453, -88.2202788 16.9703827, -88.2202434 16.970028)",,,
372412561,True,Commerce Street,tertiary,False,69.646,"LINESTRING (-88.2225339 16.9702862, -88.2226224 16.9704645, -88.2227265 16.9707838, -88.2227582 16.9708733)",,,
377236405,False,Courthouse Lane,residential,True,93.047,"LINESTRING (-88.2225339 16.9702862, -88.2221585 16.9703687, -88.2220867 16.9703858, -88.2220073 16.9704067, -88.2216901 16.9705048)",,,
191443779,False,Ecumenical Drive,tertiary,True,58.967,"LINESTRING (-88.2258726 16.9624053, -88.2258734 16.9629356)",,,
130590451,False,Tubroose Street,residential,True,184.744,"LINESTRING (-88.2200978 16.9625387, -88.2203333 16.9641848)",2,25 mph,
560778295,False,Havana Road,residential,True,62.483,"LINESTRING (-88.2200978 16.9625387, -88.2206193 16.962507, -88.2206841 16.9625031)",,,
560778294,True,Saint Vincent Street,tertiary,False,102.962,"LINESTRING (-88.2207793 16.9641283, -88.2209251 16.9650437)",,,
561895480,False,Yemeri Road,residential,False,47.849,"LINESTRING (-88.2207793 16.9641283, -88.2207193 16.9641359, -88.2203333 16.9641848)",,,
561895480,False,Yemeri Road,residential,True,54.858,"LINESTRING (-88.2207793 16.9641283, -88.220848 16.9641176, -88.2212884 16.9640491)",,,
130590451,False,Tubroose Street,residential,False,184.744,"LINESTRING (-88.2203333 16.9641848, -88.2200978 16.9625387)",2,25 mph,
130590451,False,Tubroose Street,residential,True,162.796,"LINESTRING (-88.2203333 16.9641848, -88.2205202 16.9656379)",2,25 mph,
561895480,False,Yemeri Road,residential,True,47.849,"LINESTRING (-88.2203333 16.9641848, -88.2207193 16.9641359, -88.2207793 16.9641283)",,,
428343642,False,Madre Cacao Road,residential,False,65.123,"LINESTRING (-88.2230138 16.9651759, -88.2224103 16.9652749)",,,
453392519,False,Pine Street,residential,False,47.867,"LINESTRING (-88.2230138 16.9651759, -88.2229656 16.9647479)",,,
453392519,False,Pine Street,residential,True,65.269,"LINESTRING (-88.2230138 16.9651759, -88.2230805 16.9657594)",,,
372413787,True,Cedar Street,residential,False,53.239,"LINESTRING (-88.2216763 16.9654146, -88.2215899 16.964943)",,,
428343642,False,Madre Cacao Road,residential,True,79.596,"LINESTRING (-88.2216763 16.9654146, -88.2224103 16.9652749)",,,
428343642,False,Madre Cacao Road,residential,False,71.015,"LINESTRING (-88.2216763 16.9654146, -88.2210901 16.9655291, -88.2210221 16.9655424)",,,
130590451,False,Tubroose Street,residential,False,162.796,"LINESTRING (-88.2205202 16.9656379, -88.2203333 16.9641848)",2,25 mph,
130590451,False,Tubroose Street,residential,True,121.919,"LINESTRING (-88.2205202 16.9656379, -88.2205907 16.9660041, -88.2206566 16.9662647, -88.2207809 16.9667049)",2,25 mph,
130700678,False,Mahogany Street,residential,False,54.426,"LINESTRING (-88.2205202 16.9656379, -88.2209664 16.965553, -88.2210221 16.9655424)",2,25 mph,
130590451,False,Tubroose Street,residential,True,88.464,"LINESTRING (-88.2207809 16.9667049, -88.2209909 16.9674747)",2,25 mph,
453392522,False,Oak Street,residential,True,69.146,"LINESTRING (-88.2207809 16.9667049, -88.2201538 16.966869)",2,25 mph,
