osmid,oneway,lanes,ref,highway,reversed,length,name,width,geometry,bridge
367015845,True,2,A3,primary,False,163.759,,,"LINESTRING (22.7766296 41.9674842, 22.7756258 41.9687538)",
41733414,False,,,residential,False,177.863,бул. Македонија,2.5,"LINESTRING (22.7766296 41.9674842, 22.7766316 41.9675015, 22.7766524 41.9677001, 22.7766581 41.9678404, 22.7766176 41.9680042, 22.7765961 41.9680571, 22.7765669 41.9681076, 22.7765223 41.9681697, 22.7763384 41.968379, 22.775903 41.9689374)",
873390122,False,,,residential,False,27.345,М.М. Брицо,,"LINESTRING (22.7795549 41.9669146, 22.7798439 41.966795)",
180018641,True,,,residential,False,16.089,бул. Методи Митевски Брицо,2.5,"LINESTRING (22.7795549 41.9669146, 22.7794647 41.9669398, 22.7793682 41.9669535)",
365611021,True,,,tertiary,False,32.337999999999994,,,"LINESTRING (22.7795549 41.9669146, 22.7795915 41.9669318, 22.7796397 41.9669709, 22.779668 41.967013, 22.7797169 41.9671673)",
432399498,False,,,residential,False,8.649,Орце Николов,2.5,"LINESTRING (22.7759026 41.9666258, 22.7758979 41.9667035)",
392924145,True,,,tertiary,False,110.385,бул. Методи Митевски Брицо,2.5,"LINESTRING (22.7759026 41.9666258, 22.7759837 41.9666563, 22.7760107 41.966661, 22.776039 41.9666659, 22.7769671 41.9667245, 22.777068 41.9667309, 22.7772223 41.9667398)",
432399498,False,,,residential,True,25.252,Орце Николов,2.5,"LINESTRING (22.7759026 41.9666258, 22.7758983 41.9665809, 22.7758872 41.966399)",
693012131,False,,,residential,True,61.525,Кеј на Слободата,2.5,"LINESTRING (22.7772804 41.9626828, 22.7767495 41.9630705)",
41733357,False,,,residential,False,155.608,19-ти Октомври,2.5,"LINESTRING (22.7772804 41.9626828, 22.7773113 41.9627028, 22.7786115 41.963672)",
41733349,False,,,residential,False,125.881,Пијанечка,2.5,"LINESTRING (22.7789029 41.9648072, 22.77787 41.9639755)",
693012131,False,,,residential,False,61.525,Кеј на Слободата,2.5,"LINESTRING (22.7767495 41.9630705, 22.7772804 41.9626828)",
693012131,False,,,residential,True,62.486,Кеј на Слободата,2.5,"LINESTRING (22.7767495 41.9630705, 22.7761925 41.9634503)",
41733349,False,,,residential,True,136.78699999999998,Пијанечка,2.5,"LINESTRING (22.7767495 41.9630705, 22.7767724 41.9630907, 22.77787 41.9639755)",
41733352,False,,,residential,True,51.617000000000004,Орце Николов,2.5,"LINESTRING (22.7759055 41.9653695, 22.7759214 41.9653313, 22.7759443 41.9652998, 22.7759738 41.9652701, 22.7760123 41.9652399, 22.7763146 41.9650266)",
180020474,False,,,residential,False,140.18800000000002,Трст,2.5,"LINESTRING (22.7759055 41.9653695, 22.7758637 41.9653624, 22.7758219 41.9653503, 22.77579 41.965335, 22.7757334 41.9652974, 22.7755148 41.965131, 22.7751983 41.9648744, 22.7747204 41.9645016, 22.7747058 41.9644912)",
180020474,False,,,residential,True,103.31299999999999,Трст,2.5,"LINESTRING (22.7759055 41.9653695, 22.7760138 41.965382, 22.777152 41.9653347)",
"[432399498, 365594015]",False,,,residential,"[False, True]",50.215,Орце Николов,2.5,"LINESTRING (22.7759055 41.9653695, 22.7758942 41.9657724, 22.7758953 41.965821)",yes
693012131,False,,,residential,False,56.755,Кеј на Слободата,2.5,"LINESTRING (22.7747058 41.9644912, 22.7752034 41.9641396)",
180020474,False,,,residential,True,140.188,Трст,2.5,"LINESTRING (22.7747058 41.9644912, 22.7747204 41.9645016, 22.7751983 41.9648744, 22.7755148 41.965131, 22.7757334 41.9652974, 22.77579 41.965335, 22.7758219 41.9653503, 22.7758637 41.9653624, 22.7759055 41.9653695)",
"[260797443, 693012130, 693012131]",False,,,residential,True,125.98199999999999,Кеј на Слободата,2.5,"LINESTRING (22.7747058 41.9644912, 22.774447 41.9646681, 22.7740411 41.964954, 22.7739558 41.965017, 22.7738664 41.9650822, 22.7738121 41.9651153, 22.7737429 41.96516, 22.7735777 41.9652512)",yes
41733352,False,,,residential,False,54.194,Орце Николов,2.5,"LINESTRING (22.7773034 41.9643218, 22.7768253 41.9646552)",
41733352,False,,,residential,True,61.047000000000004,Орце Николов,2.5,"LINESTRING (22.7773034 41.9643218, 22.7776544 41.9640725, 22.7777546 41.9640179, 22.77787 41.9639755)",
41733353,False,,,residential,False,133.523,Осоговска,2.5,"LINESTRING (22.7773034 41.9643218, 22.7762111 41.9634632, 22.7761925 41.9634503)",
41733353,False,,,residential,True,126.336,Осоговска,2.5,"LINESTRING (22.7773034 41.9643218, 22.7777187 41.9646798, 22.7777721 41.9647426, 22.7777938 41.9648121, 22.7777868 41.9653298)",
41733352,False,,,residential,True,54.194,Орце Николов,2.5,"LINESTRING (22.7768253 41.9646552, 22.7773034 41.9643218)",
41733354,False,,,residential,True,109.387,Охридска,2.5,"LINESTRING (22.7768253 41.9646552, 22.7759209 41.9639372)",
41733352,False,,,residential,False,59.081,Орце Николов,2.5,"LINESTRING (22.7768253 41.9646552, 22.7765578 41.9648405, 22.7763146 41.9650266)",
41733354,False,,,residential,False,85.035,Охридска,2.5,"LINESTRING (22.7768253 41.9646552, 22.7771141 41.9649098, 22.777135 41.9649305, 22.7771461 41.9649536, 22.7771499 41.9649791, 22.777152 41.9653347)",
41733357,False,,,residential,False,60.868,19-ти Октомври,2.5,"LINESTRING (22.7786115 41.963672, 22.7790942 41.9640853)",
41733352,False,,,residential,False,70.75,Орце Николов,2.5,"LINESTRING (22.7786115 41.963672, 22.7781445 41.9639088, 22.7780916 41.9639315, 22.7780212 41.9639459, 22.77787 41.9639755)",
41733352,False,,,residential,True,61.211999999999996,Орце Николов,2.5,"LINESTRING (22.7786115 41.963672, 22.7787377 41.9636022, 22.7791716 41.9633126)",
41733357,False,,,residential,True,155.608,19-ти Октомври,2.5,"LINESTRING (22.7786115 41.963672, 22.7773113 41.9627028, 22.7772804 41.9626828)",
41733352,False,,,residential,False,30.469,Орце Николов,2.5,"LINESTRING (22.7803249 41.9624063, 22.7802291 41.9625118, 22.7800954 41.9626197)",
41733359,False,,,residential,True,54.660000000000004,Белградска,2.5,"LINESTRING (22.7803249 41.9624063, 22.7803675 41.9624129, 22.7804018 41.9624259, 22.7804516 41.9624606, 22.7806677 41.9626239, 22.7807068 41.9626414, 22.7807446 41.9626513, 22.7807892 41.9626547, 22.7808613 41.962657)",
41733352,False,,,residential,False,54.716,Орце Николов,2.5,"LINESTRING (22.7800954 41.9626197, 22.7796266 41.962967)",
41733352,False,,,residential,True,30.469,Орце Николов,2.5,"LINESTRING (22.7800954 41.9626197, 22.7802291 41.9625118, 22.7803249 41.9624063)",
41733355,False,,,residential,False,146.93099999999998,Пиринска,2.5,"LINESTRING (22.7800954 41.9626197, 22.7801729 41.9626926, 22.7802437 41.9627729, 22.7802973 41.9628535, 22.7803308 41.962919, 22.7803478 41.9629751, 22.780354 41.9630336, 22.780349 41.9630821, 22.7803392 41.9631254, 22.7803162 41.9631736, 22.78027 41.9632213, 22.7801937 41.9632792, 22.7796443 41.9636806)",
41733355,False,,,residential,True,63.982,Пиринска,2.5,"LINESTRING (22.7790942 41.9640853, 22.7796443 41.9636806)",
41733357,False,,,residential,False,42.843,19-ти Октомври,2.5,"LINESTRING (22.7790942 41.9640853, 22.7794375 41.9643739)",
41733357,False,,,residential,True,60.868,19-ти Октомври,2.5,"LINESTRING (22.7790942 41.9640853, 22.7786115 41.963672)",
41733352,False,,,residential,True,53.778,Орце Николов,2.5,"LINESTRING (22.7791716 41.9633126, 22.7796266 41.962967)",
365516871,False,,,residential,False,56.586,Скопска,,"LINESTRING (22.7791716 41.9633126, 22.7796443 41.9636806)",
365516871,False,,,residential,True,78.914,Скопска,,"LINESTRING (22.7791716 41.9633126, 22.7784983 41.9628096)",
41733352,False,,,residential,False,61.211999999999996,Орце Николов,2.5,"LINESTRING (22.7791716 41.9633126, 22.7787377 41.9636022, 22.7786115 41.963672)",
41733357,False,,,residential,True,42.843,19-ти Октомври,2.5,"LINESTRING (22.7794375 41.9643739, 22.7790942 41.9640853)",
41733358,False,,,residential,False,53.349,Титоградска,2.5,"LINESTRING (22.7784983 41.9628096, 22.7789565 41.9624718)",
365516871,False,,,residential,False,78.914,Скопска,,"LINESTRING (22.7784983 41.9628096, 22.7791716 41.9633126)",
693012131,False,,,residential,False,62.486,Кеј на Слободата,2.5,"LINESTRING (22.7761925 41.9634503, 22.7767495 41.9630705)",
41733353,False,,,residential,True,133.523,Осоговска,2.5,"LINESTRING (22.7761925 41.9634503, 22.7762111 41.9634632, 22.7773034 41.9643218)",
693012131,False,,,residential,True,112.084,Кеј на Слободата,2.5,"LINESTRING (22.7761925 41.9634503, 22.7758086 41.9637205, 22.7752034 41.9641396)",
41733354,False,,,residential,False,109.387,Охридска,2.5,"LINESTRING (22.7759209 41.9639372, 22.7768253 41.9646552)",
41733352,False,,,residential,False,51.617000000000004,Орце Николов,2.5,"LINESTRING (22.7763146 41.9650266, 22.7760123 41.9652399, 22.7759738 41.9652701, 22.7759443 41.9652998, 22.7759214 41.9653313, 22.7759055 41.9653695)",
41733352,False,,,residential,True,59.081,Орце Николов,2.5,"LINESTRING (22.7763146 41.9650266, 22.7765578 41.9648405, 22.7768253 41.9646552)",
41733360,False,,,residential,False,134.80399999999997,Загребска,2.5,"LINESTRING (22.7763146 41.9650266, 22.7759968 41.9647813, 22.7752325 41.9641607, 22.7752034 41.9641396)",
693012131,False,,,residential,True,56.755,Кеј на Слободата,2.5,"LINESTRING (22.7752034 41.9641396, 22.7747058 41.9644912)",
41733360,False,,,residential,True,134.804,Загребска,2.5,"LINESTRING (22.7752034 41.9641396, 22.7752325 41.9641607, 22.7759968 41.9647813, 22.7763146 41.9650266)",
693012131,False,,,residential,False,112.084,Кеј на Слободата,2.5,"LINESTRING (22.7752034 41.9641396, 22.7758086 41.9637205, 22.7761925 41.9634503)",
"[693012130, 260797443, 693012131]",False,,,residential,False,125.982,Кеј на Слободата,2.5,"LINESTRING (22.7735777 41.9652512, 22.7737429 41.96516, 22.7738121 41.9651153, 22.7738664 41.9650822, 22.7739558 41.965017, 22.7740411 41.964954, 22.774447 41.9646681, 22.7747058 41.9644912)",yes
392924145,True,,,tertiary,False,218.63,бул. Методи Митевски Брицо,2.5,"LINESTRING (22.7735777 41.9652512, 22.7736331 41.9652613, 22.7736845 41.9652728, 22.7737614 41.9653137, 22.7745931 41.965858, 22.7756474 41.9664622)",
"[693011417, 180018618, 693011422]",False,,,tertiary,True,105.93,,2.5,"LINESTRING (22.7735777 41.9652512, 22.7733408 41.9651087, 22.7726967 41.9647442, 22.7725698 41.9646634)",yes
1044273183,False,,,residential,False,40.415,Н. Ј. Вапцаров,,"LINESTRING (22.7735777 41.9652512, 22.7735697 41.9653605, 22.773591 41.965614)",
