osmid,highway,oneway,reversed,length,ref,name,geometry,bridge,maxspeed
180826131,secondary,False,True,49.691,R1103,Маршал Тито,"LINESTRING (22.0908347 41.4853931, 22.0907197 41.4851185, 22.0906446 41.4849697)",,
33778439,residential,False,False,92.979,,Душан Јуруков,"LINESTRING (22.0892069 41.4862138, 22.0882679 41.4866659)",,
33778501,residential,False,True,66.587,,Димче Мирчев,"LINESTRING (22.0892069 41.4862138, 22.0888639 41.4856729)",,
33778439,residential,False,True,106.482,,Душан Јуруков,"LINESTRING (22.0892069 41.4862138, 22.0894554 41.4860805, 22.0896964 41.4859034, 22.0900051 41.4857588, 22.0902539 41.4856783)",,
33778501,residential,False,False,88.19800000000001,,Димче Мирчев,"LINESTRING (22.0892069 41.4862138, 22.0893668 41.4864415, 22.0894551 41.4867242, 22.0895578 41.4869574)",,
33778439,residential,False,True,92.979,,Душан Јуруков,"LINESTRING (22.0882679 41.4866659, 22.0892069 41.4862138)",,
33778496,residential,False,False,66.917,,,"LINESTRING (22.0882679 41.4866659, 22.0883246 41.4872662)",,
33778439,residential,False,False,130.172,,Душан Јуруков,"LINESTRING (22.0882679 41.4866659, 22.0880478 41.4867575, 22.0878465 41.4869045, 22.0876703 41.487071, 22.0873699 41.4873781, 22.0872013 41.4875039)",,
180813415,residential,False,True,53.31,,Гоце Делчев,"LINESTRING (22.089318 41.4841642, 22.0889343 41.4845479)",,
180826131,secondary,False,True,38.348,R1103,Маршал Тито,"LINESTRING (22.089318 41.4841642, 22.0889394 41.483968)",,
180826131,secondary,False,False,143.788,R1103,Маршал Тито,"LINESTRING (22.089318 41.4841642, 22.0902793 41.4846499, 22.090503 41.4848035, 22.0906446 41.4849697)",,
33778448,residential,False,False,162.044,,Манчо Малинков,"LINESTRING (22.0912564 41.4862516, 22.0901869 41.4866513, 22.0895578 41.4869574)",,
180826131,secondary,False,False,150.498,R1103,Маршал Тито,"LINESTRING (22.0912564 41.4862516, 22.0915297 41.4867497, 22.0917278 41.4870109, 22.0920927 41.4874468)",,
180826131,secondary,False,True,101.719,R1103,Маршал Тито,"LINESTRING (22.0912564 41.4862516, 22.0911264 41.4859841, 22.0908347 41.4853931)",,
33778448,residential,False,True,162.044,,Манчо Малинков,"LINESTRING (22.0895578 41.4869574, 22.0901869 41.4866513, 22.0912564 41.4862516)",,
33778501,residential,False,True,88.19800000000001,,Димче Мирчев,"LINESTRING (22.0895578 41.4869574, 22.0894551 41.4867242, 22.0893668 41.4864415, 22.0892069 41.4862138)",,
300490593,residential,False,False,56.870000000000005,,Манчо Малиминов,"LINESTRING (22.0895578 41.4869574, 22.0896599 41.4871938, 22.0897998 41.487435)",,
33778461,residential,False,False,85.472,,,"LINESTRING (22.0847608 41.4858475, 22.0856465 41.4854594)",,
33778314,tertiary,False,True,100.629,,Индустриска,"LINESTRING (22.0847608 41.4858475, 22.0853737 41.4861848, 22.085649 41.4863569, 22.0857184 41.4863986)",,
33778461,residential,False,False,53.848,,,"LINESTRING (22.0856465 41.4854594, 22.0861548 41.4851602)",,
33778461,residential,False,True,85.472,,,"LINESTRING (22.0856465 41.4854594, 22.0847608 41.4858475)",,
180813413,residential,False,True,108.463,,Васка Калајџиска,"LINESTRING (22.0856465 41.4854594, 22.0844322 41.4851073)",,
"[300492176, 180813410]",residential,False,"[False, True]",87.71000000000001,,Васка Калајџиска,"LINESTRING (22.0856465 41.4854594, 22.0858449 41.4857327, 22.0861477 41.4861531)",,
33778461,residential,False,True,53.848,,,"LINESTRING (22.0861548 41.4851602, 22.0856465 41.4854594)",,
"[33778494, 252300695]",residential,False,False,186.121,,Васка Калајџиска,"LINESTRING (22.0861548 41.4851602, 22.0855582 41.48469, 22.0854887 41.4846747, 22.0854217 41.4846787, 22.0846118 41.4848505, 22.0844322 41.4851073)",,20
33778494,residential,False,True,138.513,,Васка Калајџиска,"LINESTRING (22.0861548 41.4851602, 22.08663 41.4855075, 22.0866381 41.485535, 22.0866282 41.485563, 22.0861477 41.4861531)",,
180813465,residential,False,False,60.580000000000005,,Васка Калајџиска,"LINESTRING (22.0861548 41.4851602, 22.0866492 41.4848895, 22.0867332 41.4848308)",,
33778464,residential,False,False,139.169,,Васка Калајџиска,"LINESTRING (22.0867332 41.4848308, 22.087334 41.4852366, 22.0873857 41.4852453, 22.0874393 41.4852341, 22.0879435 41.484815)",,
180813465,residential,False,False,48.983000000000004,,Васка Калајџиска,"LINESTRING (22.0867332 41.4848308, 22.0867861 41.4847604, 22.08683 41.4846857, 22.086879 41.4845629, 22.0868959 41.4844135)",,
180813465,residential,False,True,60.580000000000005,,Васка Калајџиска,"LINESTRING (22.0867332 41.4848308, 22.0866492 41.4848895, 22.0861548 41.4851602)",,
33778837,residential,False,False,57.877,,Питу Гули,"LINESTRING (22.0844729 41.483612, 22.0846877 41.483117)",,
33778851,residential,False,False,5.274,,Димче Мирчев,"LINESTRING (22.0844729 41.483612, 22.0844133 41.483596)",,
300470393,residential,False,True,223.88400000000001,,Димче Мирчев,"LINESTRING (22.0844729 41.483612, 22.0868206 41.4843035, 22.0868959 41.4844135)",,
180813418,residential,False,True,106.344,,Васка Калајџиска,"LINESTRING (22.0838094 41.4847784, 22.0842475 41.4838801)",,
180813413,residential,False,False,63.522000000000006,,Васка Калајџиска,"LINESTRING (22.0838094 41.4847784, 22.0842382 41.4850173, 22.0844322 41.4851073)",,
180813413,residential,False,True,99.678,,Васка Калајџиска,"LINESTRING (22.0838094 41.4847784, 22.0831706 41.4844205, 22.0833825 41.4841673)",,
33778467,residential,False,False,44.083,,Гоце Делчев,"LINESTRING (22.0875099 41.4862526, 22.0872489 41.4862754, 22.0869851 41.4863035)",,
33778478,residential,False,False,109.722,,,"LINESTRING (22.0875099 41.4862526, 22.0878057 41.4863456, 22.0879591 41.4862353, 22.088179 41.4860778, 22.0884976 41.4858703, 22.0885322 41.485836)",,
180813415,residential,False,False,154.856,,Гоце Делчев,"LINESTRING (22.0875099 41.4862526, 22.0875654 41.4858497, 22.0876315 41.4857428, 22.0878108 41.4855919, 22.0883562 41.4850637)",,
180813415,residential,False,True,137.73000000000002,,Гоце Делчев,"LINESTRING (22.0875099 41.4862526, 22.0874682 41.4864684, 22.0873776 41.4869787, 22.0872072 41.4873545, 22.087109 41.4874348)",,
33778467,residential,False,True,44.083,,Гоце Делчев,"LINESTRING (22.0869851 41.4863035, 22.0872489 41.4862754, 22.0875099 41.4862526)",,
33778484,residential,False,False,82.213,,Гоце Делчев,"LINESTRING (22.0869851 41.4863035, 22.0869064 41.4866606, 22.0867429 41.4870176)",,
300492176,residential,False,False,79.443,,Васка Калајџиска,"LINESTRING (22.0869851 41.4863035, 22.0867693 41.4863561, 22.0864984 41.4863705, 22.0861477 41.4861531)",,
33778494,residential,False,False,138.513,,Васка Калајџиска,"LINESTRING (22.0861477 41.4861531, 22.0866282 41.485563, 22.0866381 41.485535, 22.08663 41.4855075, 22.0861548 41.4851602)",,
33778494,residential,False,True,45.221000000000004,,Васка Калајџиска,"LINESTRING (22.0861477 41.4861531, 22.0859718 41.4862795, 22.0857184 41.4863986)",,
"[300492176, 180813410]",residential,False,"[False, True]",87.71000000000001,,Васка Калајџиска,"LINESTRING (22.0861477 41.4861531, 22.0858449 41.4857327, 22.0856465 41.4854594)",,
300492176,residential,False,True,79.443,,Васка Калајџиска,"LINESTRING (22.0861477 41.4861531, 22.0864984 41.4863705, 22.0867693 41.4863561, 22.0869851 41.4863035)",,
33778484,residential,False,True,82.213,,Гоце Делчев,"LINESTRING (22.0867429 41.4870176, 22.0869064 41.4866606, 22.0869851 41.4863035)",,
33778314,tertiary,False,False,100.62899999999999,,Индустриска,"LINESTRING (22.0857184 41.4863986, 22.085649 41.4863569, 22.0853737 41.4861848, 22.0847608 41.4858475)",,
33778314,tertiary,False,True,163.38,,Индустриска,"LINESTRING (22.0857184 41.4863986, 22.0862844 41.4868204, 22.087109 41.4874348)",,
33778494,residential,False,False,45.221000000000004,,Васка Калајџиска,"LINESTRING (22.0857184 41.4863986, 22.0859718 41.4862795, 22.0861477 41.4861531)",,
33778496,residential,False,True,66.917,,,"LINESTRING (22.0883246 41.4872662, 22.0882679 41.4866659)",,
300490593,residential,False,True,25.07,,Манчо Малиминов,"LINESTRING (22.0898607 41.4876558, 22.0897998 41.487435)",,
947879101,residential,False,True,42.852,,,"LINESTRING (22.0898607 41.4876558, 22.0898996 41.4876946, 22.0899627 41.4877268, 22.0901598 41.4877489, 22.0903328 41.4877348)",,
33778685,residential,False,False,65.619,,Даме Груев,"LINESTRING (22.0937482 41.4856265, 22.0936305 41.4854441, 22.093517 41.4853289, 22.093226 41.4852185)",,
"[33778685, 33778367]",residential,False,True,72.771,,Даме Груев,"LINESTRING (22.0937482 41.4856265, 22.0937504 41.4858797, 22.0937688 41.4861046, 22.0937424 41.4862794)",,
33778685,residential,False,False,7.026,,Даме Груев,"LINESTRING (22.0925384 41.4849577, 22.0924601 41.4849812)",,
33778685,residential,False,True,64.2,,Даме Груев,"LINESTRING (22.0925384 41.4849577, 22.093226 41.4852185)",,
180813401,residential,False,False,15.661,,Ленинова,"LINESTRING (22.0925384 41.4849577, 22.0926902 41.4848746)",,
33778694,residential,False,False,338.704,,Душан Преграц,"LINESTRING (22.0937129 41.4840964, 22.0932654 41.4838299, 22.093094 41.4836877, 22.0930317 41.4836108, 22.0930024 41.4835003, 22.0930366 41.4833479, 22.0933132 41.4826566, 22.0933528 41.4824877, 22.0933623 41.4821495, 22.0933566 41.4819352, 22.0935089 41.4813225)",,
180813401,residential,False,True,54.411,,Ленинова,"LINESTRING (22.0937129 41.4840964, 22.0934712 41.4843306, 22.0932822 41.4844622)",,
33778687,residential,False,False,33.431,,Ацо Аџи Илов,"LINESTRING (22.0936702 41.4805043, 22.0932837 41.4805852)",,
33778694,residential,False,True,91.967,,Душан Преграц,"LINESTRING (22.0936702 41.4805043, 22.0935089 41.4813225)",,
33778694,residential,False,False,91.967,,Душан Преграц,"LINESTRING (22.0935089 41.4813225, 22.0936702 41.4805043)",,
33778694,residential,False,True,338.70399999999995,,Душан Преграц,"LINESTRING (22.0935089 41.4813225, 22.0933566 41.4819352, 22.0933623 41.4821495, 22.0933528 41.4824877, 22.0933132 41.4826566, 22.0930366 41.4833479, 22.0930024 41.4835003, 22.0930317 41.4836108, 22.093094 41.4836877, 22.0932654 41.4838299, 22.0937129 41.4840964)",,
33778687,residential,False,True,32.656,,Ацо Аџи Илов,"LINESTRING (22.0929039 41.4806579, 22.0932837 41.4805852)",,
300472408,residential,False,True,21.034,,Ацо Аџи Илов,"LINESTRING (22.0929039 41.4806579, 22.0926562 41.4806946)",,
300485298,residential,False,False,194.50099999999998,,Иво Виларов,"LINESTRING (22.0929039 41.4806579, 22.0928713 41.4813268, 22.092788 41.4817611, 22.0926053 41.4823874)",,
33778788,residential,True,False,4.666,,Ставре Ставрев,"LINESTRING (22.0870516 41.4830617, 22.0871069 41.4830684)",,
300492173,secondary,False,False,187.122,R1103,Маршал Тито,"LINESTRING (22.0870516 41.4830617, 22.0874007 41.4831849, 22.0882911 41.4836247, 22.0889394 41.483968)",,
300492173,secondary,False,True,204.904,R1103,Маршал Тито,"LINESTRING (22.0870516 41.4830617, 22.0866615 41.4829496, 22.0847541 41.4824035)",,
180826129,secondary,False,False,44.62,R29173,Ацо Аџи Илов,"LINESTRING (22.0896644 41.4833376, 22.0900117 41.4830321)",,
180826129,secondary,False,True,7.11,R29173,Ацо Аџи Илов,"LINESTRING (22.0896644 41.4833376, 22.0896107 41.4833873)",,
33778805,residential,False,False,55.939,,Ацо Аџи Илов,"LINESTRING (22.0909916 41.4822099, 22.0912156 41.4818411, 22.0912627 41.4817498)",,
239327939,residential,False,True,118.523,,,"LINESTRING (22.0909916 41.4822099, 22.0908741 41.4820802, 22.0906407 41.4819215, 22.090284 41.4816743, 22.0899617 41.4814815)",,
259917030,residential,True,False,59.333999999999996,,Јане Сандански,"LINESTRING (22.0909916 41.4822099, 22.0910201 41.4823448, 22.0909987 41.4827415)",,
33778805,residential,False,False,43.909,,Ацо Аџи Илов,"LINESTRING (22.0912627 41.4817498, 22.0914556 41.4815318, 22.0915721 41.481431)",,
33778805,residential,False,True,55.939,,Ацо Аџи Илов,"LINESTRING (22.0912627 41.4817498, 22.0912156 41.4818411, 22.0909916 41.4822099)",,
239327950,residential,False,False,63.275999999999996,,,"LINESTRING (22.0912627 41.4817498, 22.0910488 41.4815259, 22.0908101 41.4812929)",,
33778837,residential,False,False,79.53,,Питу Гули,"LINESTRING (22.0846877 41.483117, 22.0847541 41.4824035)",,
33778837,residential,False,True,57.877,,Питу Гули,"LINESTRING (22.0846877 41.483117, 22.0844729 41.483612)",,
33778842,residential,False,False,279.637,,Питу Гули,"LINESTRING (22.0846877 41.483117, 22.0878338 41.4839942)",,
33778837,residential,False,True,79.53,,Питу Гули,"LINESTRING (22.0847541 41.4824035, 22.0846877 41.483117)",,
300492173,secondary,False,True,18.751,R1103,Маршал Тито,"LINESTRING (22.0847541 41.4824035, 22.0845325 41.4823739)",,
300492173,secondary,False,False,204.904,R1103,Маршал Тито,"LINESTRING (22.0847541 41.4824035, 22.0866615 41.4829496, 22.0870516 41.4830617)",,
33778842,residential,False,True,279.637,,Питу Гули,"LINESTRING (22.0878338 41.4839942, 22.0846877 41.483117)",,
33778848,residential,False,True,101.302,,Борис Кидрич,"LINESTRING (22.0822398 41.4825623, 22.0820486 41.4816626)",,
300492174,residential,False,False,51.529,,Антигона,"LINESTRING (22.0822398 41.4825623, 22.0823305 41.4830207)",,
300492173,secondary,False,False,144.058,R1103,Маршал Тито,"LINESTRING (22.0822398 41.4825623, 22.0833127 41.4824438, 22.0837231 41.4823936, 22.0839498 41.4823694)",,
180813417,residential,False,False,68.804,,Антигона,"LINESTRING (22.082455 41.4840115, 22.0832698 41.4839101)",,
300492174,residential,False,False,31.885,,Антигона,"LINESTRING (22.082455 41.4840115, 22.0825607 41.4842871)",,
300492174,residential,False,True,57.569,,Антигона,"LINESTRING (22.082455 41.4840115, 22.0824302 41.4834941)",,
300492174,residential,False,True,31.885,,Антигона,"LINESTRING (22.0825607 41.4842871, 22.082455 41.4840115)",,
300492174,residential,False,False,57.569,,Антигона,"LINESTRING (22.0824302 41.4834941, 22.082455 41.4840115)",,
300492174,residential,False,True,53.291,,Антигона,"LINESTRING (22.0824302 41.4834941, 22.0823305 41.4830207)",,
300492172,residential,False,True,128.513,,Антигона,"LINESTRING (22.0824302 41.4834941, 22.0835876 41.4833738, 22.0839492 41.4834461)",,
33778853,residential,False,False,115.938,,Антигона,"LINESTRING (22.0823305 41.4830207, 22.0837076 41.4828697)",,
300492174,residential,False,False,53.291,,Антигона,"LINESTRING (22.0823305 41.4830207, 22.0824302 41.4834941)",,
300492174,residential,False,True,51.529,,Антигона,"LINESTRING (22.0823305 41.4830207, 22.0822398 41.4825623)",,
33778853,residential,False,True,115.938,,Антигона,"LINESTRING (22.0837076 41.4828697, 22.0823305 41.4830207)",,
33778848,residential,False,False,57.197,,Борис Кидрич,"LINESTRING (22.0819442 41.4811542, 22.0820486 41.4816626)",,
259918373,residential,False,True,122.804,,Едвард Кардељ,"LINESTRING (22.0819442 41.4811542, 22.0834012 41.4809862)",,
239326745,residential,False,False,11.849,,Kiro Krstev,"LINESTRING (22.0911647 41.4805034, 22.0911178 41.480604)",,
239321276,residential,False,False,73.03599999999999,,12 Ваташки Другари,"LINESTRING (22.0911647 41.4805034, 22.0909806 41.4802067, 22.0909457 41.4800962, 22.0909618 41.4800239, 22.0910718 41.4799073)",,
33778914,secondary,False,False,58.829,R29173,Фемо Кулаков,"LINESTRING (22.0894031 41.4817832, 22.0891588 41.4812868)",,
33778914,secondary,False,True,25.38,R29173,Фемо Кулаков,"LINESTRING (22.0894031 41.4817832, 22.0895065 41.4819979)",,
239326745,residential,False,True,57.366,,Kiro Krstev,"LINESTRING (22.0894031 41.4817832, 22.0899617 41.4814815)",,
239326745,residential,False,False,133.97,,Kiro Krstev,"LINESTRING (22.0894031 41.4817832, 22.0890185 41.4818387, 22.0886479 41.4818806, 22.088294 41.481854, 22.0878306 41.4817441)",,
300485305,residential,False,False,40.234,,8ми Ноември,"LINESTRING (22.0859531 41.4800698, 22.085495 41.4799552)",,
300485305,residential,False,True,64.573,,8ми Ноември,"LINESTRING (22.0859531 41.4800698, 22.0866883 41.4802538)",,
180813475,residential,False,False,120.933,,В. Арсов Шпанец,"LINESTRING (22.0859531 41.4800698, 22.0858565 41.4803024, 22.0854988 41.4811027)",,
239326745,residential,False,True,114.09,,Kiro Krstev,"LINESTRING (22.0854988 41.4811027, 22.0867746 41.4814758)",,
300485303,residential,False,False,44.638,,В. Арсов Шпанец,"LINESTRING (22.0854988 41.4811027, 22.0852977 41.4814748)",,
180813475,residential,False,True,120.933,,В. Арсов Шпанец,"LINESTRING (22.0854988 41.4811027, 22.0858565 41.4803024, 22.0859531 41.4800698)",,
300485302,residential,False,False,50.69,,Едвард Кардељ,"LINESTRING (22.0854988 41.4811027, 22.0852242 41.4810349, 22.0849163 41.4809714)",,
300485303,residential,False,True,44.638,,В. Арсов Шпанец,"LINESTRING (22.0852977 41.4814748, 22.0854988 41.4811027)",,
"[300470392, 300485303]",residential,False,False,175.512,,"['В. Арсов Шпанец', 'Ѓорѓи Димитров - Вешката']","LINESTRING (22.0852977 41.4814748, 22.0852866 41.481534, 22.0853156 41.4815807, 22.0860164 41.4817802, 22.0865473 41.4819043, 22.0865951 41.4819038, 22.0866286 41.4818789, 22.0867746 41.4814758)",,
702529407,residential,False,True,131.655,,,"LINESTRING (22.0852977 41.4814748, 22.0851079 41.4814557, 22.0850515 41.4814577, 22.0850193 41.4814918, 22.0848986 41.4816787, 22.0846599 41.4820685, 22.0845325 41.4823739)",,
239326746,residential,False,False,53.626,,8ми Ноември,"LINESTRING (22.0905184 41.4790664, 22.0901 41.4794329)",,
300485305,residential,False,False,51.99,,8ми Ноември,"LINESTRING (22.0896331 41.4797812, 22.0890942 41.480017)",,
239326746,residential,False,True,55.322,,8ми Ноември,"LINESTRING (22.0896331 41.4797812, 22.089794 41.4797009, 22.0901 41.4794329)",,
300485304,residential,False,False,127.44,,Браќа Миладинови,"LINESTRING (22.0896331 41.4797812, 22.0898239 41.4801916, 22.0899131 41.4804338, 22.0899748 41.4805343, 22.090074 41.4806588, 22.0898782 41.4808015)",,
33778914,secondary,False,True,132.471,R29173,Фемо Кулаков,"LINESTRING (22.0886113 41.4801683, 22.0891588 41.4812868)",,
300485305,residential,False,False,30.742,,8ми Ноември,"LINESTRING (22.0886113 41.4801683, 22.0882568 41.4802451)",,
300485305,residential,False,True,37.54,,8ми Ноември,"LINESTRING (22.0886113 41.4801683, 22.0890307 41.4800448)",,
180813478,residential,False,False,149.63,,,"LINESTRING (22.0874105 41.4804182, 22.0868667 41.4791357)",,
300485305,residential,False,True,26.137,,8ми Ноември,"LINESTRING (22.0874105 41.4804182, 22.0877175 41.4803697)",,
300485305,residential,False,False,23.52,,8ми Ноември,"LINESTRING (22.0874105 41.4804182, 22.0872924 41.4804049, 22.0871379 41.4803662)",,
239321266,residential,False,True,122.851,,Илинденска,"LINESTRING (22.085495 41.4799552, 22.0849163 41.4809714)",,
300485305,residential,False,False,48.013,,8ми Ноември,"LINESTRING (22.085495 41.4799552, 22.0849483 41.4798185)",,
300485305,residential,False,True,40.234,,8ми Ноември,"LINESTRING (22.085495 41.4799552, 22.0859531 41.4800698)",,
239321261,residential,False,False,91.089,,Вељко Влаховиќ,"LINESTRING (22.0835964 41.4804599, 22.0846774 41.4803367)",,
239321266,residential,False,False,122.851,,Илинденска,"LINESTRING (22.0849163 41.4809714, 22.085495 41.4799552)",,
300485302,residential,False,False,44.388,,Едвард Кардељ,"LINESTRING (22.0849163 41.4809714, 22.0846514 41.4809207, 22.0843922 41.4809125)",,
300485302,residential,False,True,50.69,,Едвард Кардељ,"LINESTRING (22.0849163 41.4809714, 22.0852242 41.4810349, 22.0854988 41.4811027)",,
33778687,residential,False,False,32.656,,Ацо Аџи Илов,"LINESTRING (22.0932837 41.4805852, 22.0929039 41.4806579)",,
33778687,residential,False,True,33.431,,Ацо Аџи Илов,"LINESTRING (22.0932837 41.4805852, 22.0936702 41.4805043)",,
33778848,residential,False,False,101.302,,Борис Кидрич,"LINESTRING (22.0820486 41.4816626, 22.0822398 41.4825623)",,
33778848,residential,False,True,57.197,,Борис Кидрич,"LINESTRING (22.0820486 41.4816626, 22.0819442 41.4811542)",,
33779037,residential,False,True,78.356,,,"LINESTRING (22.0820486 41.4816626, 22.0829769 41.481549)",,
33778685,residential,False,True,94.307,,Даме Груев,"LINESTRING (22.0913629 41.4847921, 22.0918154 41.4848525, 22.0923699 41.4849853, 22.0924601 41.4849812)",,
"[42928240, 42928241]",residential,False,False,26.457,,,"LINESTRING (22.0913629 41.4847921, 22.0911616 41.4848606, 22.0910687 41.4848802)",,
300473379,residential,False,True,88.054,,Христо Ботев Градски Пазар,"LINESTRING (22.0913629 41.4847921, 22.0913787 41.4844556, 22.0914056 41.4840396, 22.0914093 41.484001)",,
44747452,secondary,False,True,85.419,R29173,Ацо Аџи Илов,"LINESTRING (22.0896107 41.4833873, 22.0889394 41.483968)",,
180826129,secondary,False,False,7.11,R29173,Ацо Аџи Илов,"LINESTRING (22.0896107 41.4833873, 22.0896644 41.4833376)",,
180826129,secondary,False,True,44.62,R29173,Ацо Аџи Илов,"LINESTRING (22.0900117 41.4830321, 22.0896644 41.4833376)",,
33778914,secondary,False,False,30.19,R29173,Фемо Кулаков,"LINESTRING (22.0900117 41.4830321, 22.0899444 41.48287, 22.0899208 41.4827698)",,
180826130,residential,True,False,122.61699999999999,,Ацо Аџи Илов,"LINESTRING (22.0900117 41.4830321, 22.0907162 41.4824636, 22.0909916 41.4822099)",,
180813411,residential,False,True,79.29100000000001,,,"LINESTRING (22.0864718 41.4795658, 22.0867013 41.4801543, 22.0866883 41.4802538)",,
300485305,residential,False,False,64.573,,8ми Ноември,"LINESTRING (22.0866883 41.4802538, 22.0859531 41.4800698)",,
300485305,residential,False,True,39.484,,8ми Ноември,"LINESTRING (22.0866883 41.4802538, 22.0871379 41.4803662)",,
180813411,residential,False,False,79.29100000000001,,,"LINESTRING (22.0866883 41.4802538, 22.0867013 41.4801543, 22.0864718 41.4795658)",,
33778501,residential,False,False,66.587,,Димче Мирчев,"LINESTRING (22.0888639 41.4856729, 22.0892069 41.4862138)",,
180813450,residential,False,True,33.05,,,"LINESTRING (22.0888639 41.4856729, 22.0885322 41.485836)",,
33778501,residential,False,True,80.04700000000001,,Димче Мирчев,"LINESTRING (22.0888639 41.4856729, 22.0885658 41.4852758, 22.0884514 41.485148, 22.0883562 41.4850637)",,
33778501,residential,False,True,44.12,,Димче Мирчев,"LINESTRING (22.0883562 41.4850637, 22.0879435 41.484815)",,
33778501,residential,False,False,80.047,,Димче Мирчев,"LINESTRING (22.0883562 41.4850637, 22.0884514 41.485148, 22.0885658 41.4852758, 22.0888639 41.4856729)",,
180813415,residential,False,False,74.89,,Гоце Делчев,"LINESTRING (22.0883562 41.4850637, 22.0886624 41.4847919, 22.0889343 41.4845479)",,
180813415,residential,False,True,154.856,,Гоце Делчев,"LINESTRING (22.0883562 41.4850637, 22.0878108 41.4855919, 22.0876315 41.4857428, 22.0875654 41.4858497, 22.0875099 41.4862526)",,
239321268,residential,False,False,68.292,,Илинденска,"LINESTRING (22.0843922 41.4809125, 22.0846774 41.4803367)",,
259918373,residential,False,False,82.961,,Едвард Кардељ,"LINESTRING (22.0843922 41.4809125, 22.0834012 41.4809862)",,
300485302,residential,False,True,44.388,,Едвард Кардељ,"LINESTRING (22.0843922 41.4809125, 22.0846514 41.4809207, 22.0849163 41.4809714)",,
180813431,residential,False,True,165.054,,,"LINESTRING (22.0873844 41.4788946, 22.0880356 41.4802965)",,
259918373,residential,False,False,122.804,,Едвард Кардељ,"LINESTRING (22.0834012 41.4809862, 22.0819442 41.4811542)",,
259918373,residential,False,True,82.961,,Едвард Кардељ,"LINESTRING (22.0834012 41.4809862, 22.0843922 41.4809125)",,
"[252311374, 239321270]",residential,False,False,185.239,,,"LINESTRING (22.0834012 41.4809862, 22.0835723 41.4820032, 22.0839156 41.4819871, 22.0839498 41.4823694)",,
180813421,residential,False,True,66.996,,Фемо Кулаков,"LINESTRING (22.0884224 41.481529, 22.0891588 41.4812868)",,
300485305,residential,False,False,26.137,,8ми Ноември,"LINESTRING (22.0877175 41.4803697, 22.0874105 41.4804182)",,
300485305,residential,False,True,27.721,,8ми Ноември,"LINESTRING (22.0877175 41.4803697, 22.0880356 41.4802965)",,
