osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,bridge,junction
33909511,2,R1303,Народен Херој Кузман Јосифоски-Питу,secondary,50,False,False,85.58200000000001,"LINESTRING (21.5514682 41.3436608, 21.5515709 41.3435296, 21.5516692 41.3433634, 21.5517653 41.3431911, 21.5518282 41.3430621, 21.5518618 41.3429932, 21.5518798 41.3429576)",,,
33909511,2,R1303,Народен Херој Кузман Јосифоски-Питу,secondary,50,False,True,59.257,"LINESTRING (21.5514682 41.3436608, 21.5512591 41.3438876, 21.5510757 41.3441047)",,,
"[414804572, 414804573, 414804574]",,,Стеван Димески-Ништакот,"['residential', 'living_street']",,False,True,54.429,"LINESTRING (21.5514682 41.3436608, 21.5515464 41.3436944, 21.5516245 41.343728, 21.5520214 41.3437965, 21.5520858 41.3438005)",yes,,
863260047,2,,Андон Слабејкоски-Берберот,residential,30,True,False,279.14599999999996,"LINESTRING (21.5514682 41.3436608, 21.5513926 41.3435774, 21.55103 41.3431769, 21.5504656 41.3425568, 21.5502188 41.3422893, 21.5499252 41.3419267, 21.5497382 41.3416726, 21.5498084 41.3416311, 21.5498785 41.3415895)",,,
332167248,,L50812,Димо Димоски-Наредникот,tertiary,,True,False,73.062,"LINESTRING (21.5502382 41.340371, 21.5499427 41.3407725, 21.5498093 41.3409437)",,,
859738408,,,Димо Димоски-Наредникот,living_street,,False,False,312.447,"LINESTRING (21.5502382 41.340371, 21.5509356 41.3406299, 21.5509829 41.3406686, 21.5510964 41.3409439, 21.5511396 41.3409941, 21.551547 41.3411678, 21.5515901 41.3411615, 21.5516159 41.3411407, 21.5518839 41.340757, 21.5518903 41.3407215, 21.551884 41.3406879, 21.5518624 41.3406603, 21.551841 41.340641, 21.5513861 41.3404735, 21.5513692 41.3404317, 21.5513796 41.3403913, 21.5516094 41.3400451)",,,
33909721,2,R1303,Сотир Ѓорѓиоски-Сотка,secondary,50,False,False,68.63,"LINESTRING (21.5520412 41.342657, 21.552341 41.3420823)",,,
41450468,2,R1303,Сотир Ѓорѓиоски-Сотка,secondary,50,False,True,36.039,"LINESTRING (21.5520412 41.342657, 21.5518798 41.3429576)",,yes,
342166003,,L50813,9. Септември,tertiary,,True,False,128.372,"LINESTRING (21.5520412 41.342657, 21.5521404 41.3426729, 21.5527734 41.3427746, 21.5535531 41.342865)",,,
253959386,2,R1312,Ѓорѓи Делчев-Гоце,secondary,50,True,False,218.719,"LINESTRING (21.5557154 41.3472611, 21.5556234 41.3472158, 21.5546367 41.34673, 21.5536414 41.3462418, 21.5535232 41.3461838)",,,
1124225844,,,Браќа Ламески,living_street,,True,False,57.914,"LINESTRING (21.5557154 41.3472611, 21.5556633 41.3473183, 21.5554278 41.347577, 21.5553372 41.3476973)",,,
33909511,2,R1303,Народен Херој Кузман Јосифоски-Питу,secondary,50,False,True,52.546,"LINESTRING (21.5510757 41.3441047, 21.5507234 41.3444963)",,,
