osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,bridge,junction
167520446,True,Тане Цалески,tertiary,False,76.892,"LINESTRING (20.9611572 41.5120166, 20.9611608 41.5127081)",40,1,,
397238953,False,Санде Штерјоски,residential,False,170.604,"LINESTRING (20.9611572 41.5120166, 20.961277 41.5120278, 20.96149 41.5120364, 20.9617572 41.512035, 20.9620307 41.5120661, 20.9625779 41.5121873, 20.9631361 41.5123529)",,,,
167520440,False,4. Јули,residential,True,31.049,"LINESTRING (20.9538096 41.5105806, 20.9534563 41.5104913)",,,,
991655291,False,4. Јули,residential,False,112.988,"LINESTRING (20.9538096 41.5105806, 20.9550245 41.5110332)",,,,
"[194917545, 991652204]",False,Елисије Поповски-Марко,residential,False,430.13800000000003,"LINESTRING (20.9538096 41.5105806, 20.953859 41.510657, 20.9538189 41.5117288, 20.9538585 41.5117997, 20.9538103 41.5118567, 20.9538202 41.5124563, 20.9537821 41.5124743, 20.9537416 41.5124529, 20.9537314 41.5118601, 20.9536879 41.5117997, 20.9537332 41.5117288, 20.9537631 41.5106535, 20.9538096 41.5105806)",,,,
"[194917545, 991652204]",False,Елисије Поповски-Марко,residential,True,430.1380000000001,"LINESTRING (20.9538096 41.5105806, 20.9537631 41.5106535, 20.9537332 41.5117288, 20.9536879 41.5117997, 20.9537314 41.5118601, 20.9537416 41.5124529, 20.9537821 41.5124743, 20.9538202 41.5124563, 20.9538103 41.5118567, 20.9538585 41.5117997, 20.9538189 41.5117288, 20.953859 41.510657, 20.9538096 41.5105806)",,,,
991655292,False,Елисије Поповски-Марко,residential,True,169.961,"LINESTRING (20.9538096 41.5105806, 20.9538575 41.5104677, 20.9538304 41.5103315, 20.953813 41.5101716, 20.9538927 41.5099238, 20.9539643 41.5097474, 20.9539849 41.5095936, 20.9539734 41.5090756)",,,,
703505681,True,Булевар Ослободување,tertiary,False,201.31199999999998,"LINESTRING (20.9611601 41.5127956, 20.9609585 41.5127948, 20.9600613 41.5127865, 20.9589683 41.5127765, 20.9587425 41.5127749)",50,2,,
167520446,True,Тане Цалески,tertiary,False,9.73,"LINESTRING (20.9611608 41.5127081, 20.9611601 41.5127956)",40,1,,
703505682,True,Булевар Ослободување,tertiary,False,157.54200000000003,"LINESTRING (20.9611608 41.5127081, 20.961214 41.5127144, 20.9613317 41.5127149, 20.962772 41.5127217, 20.9628126 41.5127219, 20.9628736 41.5127033, 20.9629105 41.5126963, 20.96295 41.5126973, 20.9630448 41.5127093)",,2,,
983395230,False,Тане Цалески,residential,False,83.215,"LINESTRING (20.9611202 41.5109815, 20.9602312 41.5113234)",40,1,,
167520446,True,Тане Цалески,tertiary,False,118.46799999999999,"LINESTRING (20.9611202 41.5109815, 20.9610294 41.5111035, 20.9609917 41.5112757, 20.9610471 41.5115486, 20.9611572 41.5120166)",40,1,,
983395231,False,Александар Македонски,tertiary,False,33.361,"LINESTRING (20.9622045 41.5105352, 20.9620279 41.5102659)",,,,
167520445,True,Тане Цалески,tertiary,False,103.07199999999999,"LINESTRING (20.9622045 41.5105352, 20.9616748 41.5107435, 20.9613843 41.5108591, 20.9611202 41.5109815)",40,1,,
1164920493,False,Борис Кидрич,tertiary,True,70.689,"LINESTRING (20.953333 41.5068689, 20.9540562 41.5072018)",40,,,
167520448,False,4ти Јули,residential,False,249.832,"LINESTRING (20.953333 41.5068689, 20.9533801 41.5071736, 20.9533787 41.5073079, 20.953384 41.507388, 20.9533601 41.5074221, 20.9533223 41.5074523, 20.9532692 41.5074782, 20.9532024 41.5075269, 20.9531833 41.5076065, 20.9531907 41.5077036, 20.9531169 41.5083954, 20.9530784 41.509051)",,,,
1164920493,False,Борис Кидрич,tertiary,False,41.091,"LINESTRING (20.953333 41.5068689, 20.9532799 41.5068447, 20.9529318 41.506654)",40,,,
167520440,False,4. Јули,residential,False,40.768,"LINESTRING (20.9530344 41.5103055, 20.9532145 41.5103903, 20.9534563 41.5104913)",,,,
167520440,False,4. Јули,residential,True,139.619,"LINESTRING (20.9530344 41.5103055, 20.953024 41.5102329, 20.9530784 41.509051)",,,,
226911855,False,,residential,False,45.498000000000005,"LINESTRING (20.9530344 41.5103055, 20.952945 41.5104881, 20.9529301 41.5107025)",,,,
260932807,False,Elisije Popovski - Marko,residential,False,104.321,"LINESTRING (20.9538886 41.5081396, 20.9539456 41.5087301, 20.9539628 41.5089245, 20.9539734 41.5090756)",,,,
198626445,False,Левче Стефаноски - Тарзан,residential,True,15.73,"LINESTRING (20.9604878 41.507766, 20.9605874 41.5078862)",30,2,,
230454375,False,,residential,True,113.658,"LINESTRING (20.9604878 41.507766, 20.9604643 41.506744)",,,,
198626445,False,Левче Стефаноски - Тарзан,residential,False,125.475,"LINESTRING (20.9604878 41.507766, 20.9606182 41.5075671, 20.9607776 41.507398, 20.9608694 41.5071945, 20.9609509 41.5067133)",30,2,,
198626425,False,4ти Јули,residential,False,119.146,"LINESTRING (20.95706 41.5073188, 20.9568311 41.5083765)",,,,
198626425,False,4ти Јули,residential,True,88.874,"LINESTRING (20.95706 41.5073188, 20.9570911 41.5071784, 20.9571024 41.5070715, 20.9570802 41.5068164, 20.9570028 41.5065281)",,,,
226990174,False,Димитар Влахов,residential,False,142.26500000000001,"LINESTRING (20.95706 41.5073188, 20.9571903 41.5073687, 20.9573036 41.5074767, 20.957588 41.5078364, 20.9577943 41.5082082, 20.9578472 41.5084163)",,,,
226990174,False,Димитар Влахов,residential,True,91.55,"LINESTRING (20.95706 41.5073188, 20.9565271 41.5071294, 20.9560958 41.5069262)",,,,
198626437,False,,residential,True,126.115,"LINESTRING (20.957728 41.5047449, 20.95655 41.5047402, 20.9562136 41.5047363)",,,,
198626445,False,Левче Стефаноски - Тарзан,residential,False,15.73,"LINESTRING (20.9605874 41.5078862, 20.9604878 41.507766)",30,2,,
198626402,False,11 Септември,tertiary,True,73.203,"LINESTRING (20.9542366 41.5064404, 20.9543743 41.5070906)",30,2,,
198626402,False,11 Септември,tertiary,False,185.61100000000002,"LINESTRING (20.9542366 41.5064404, 20.9541818 41.5061599, 20.9541378 41.5059639, 20.954111 41.5058101, 20.9541063 41.5055462, 20.9541141 41.5053014, 20.9541338 41.5047785)",30,2,,
198626425,False,4ти Јули,residential,False,108.923,"LINESTRING (20.9542366 41.5064404, 20.9543631 41.5064041, 20.9545819 41.5063614, 20.9547821 41.5062935, 20.9549877 41.5062043, 20.9554109 41.5060207)",,,,
198626401,False,Пиринска,residential,False,63.001,"LINESTRING (20.9615076 41.5067022, 20.962263 41.5066706)",,,,
198626401,False,Пиринска,residential,True,46.374,"LINESTRING (20.9615076 41.5067022, 20.9609509 41.5067133)",,,,
198626419,False,Александар Македонски,residential,False,180.927,"LINESTRING (20.9615076 41.5067022, 20.9615437 41.5076583, 20.9615979 41.5083277)",,,,
198626419,False,Александар Македонски,residential,True,228.26299999999998,"LINESTRING (20.9615076 41.5067022, 20.9615868 41.5063397, 20.9616365 41.5059952, 20.961788 41.5053514, 20.9618946 41.5046708)",,,,
198626437,False,,residential,False,84.914,"LINESTRING (20.9541338 41.5047785, 20.9551531 41.5047574)",,,,
198626437,False,,residential,True,60.782,"LINESTRING (20.9541338 41.5047785, 20.9534039 41.5047777)",,,,
198626402,False,11 Септември,tertiary,True,185.61100000000002,"LINESTRING (20.9541338 41.5047785, 20.9541141 41.5053014, 20.9541063 41.5055462, 20.954111 41.5058101, 20.9541378 41.5059639, 20.9541818 41.5061599, 20.9542366 41.5064404)",30,2,,
198626398,False,Арсо Војвода,residential,True,93.287,"LINESTRING (20.9607744 41.5046638, 20.9618946 41.5046708)",,,,
"[260933741, 198626398]",False,"['Арсо Војвода', 'Живко Туфекџиоски']",residential,False,347.425,"LINESTRING (20.9607744 41.5046638, 20.9600788 41.5046825, 20.9593878 41.5046804, 20.9593409 41.5067658)",30,2,,
198626445,False,Левче Стефаноски - Тарзан,residential,True,82.57400000000001,"LINESTRING (20.9607744 41.5046638, 20.9608374 41.5047635, 20.9608783 41.5050022, 20.9608926 41.5053937)",30,2,,
198626398,False,Арсо Војвода,residential,False,93.287,"LINESTRING (20.9618946 41.5046708, 20.9607744 41.5046638)",,,,
198626419,False,Александар Македонски,residential,False,228.263,"LINESTRING (20.9618946 41.5046708, 20.961788 41.5053514, 20.9616365 41.5059952, 20.9615868 41.5063397, 20.9615076 41.5067022)",,,,
230454383,False,,unclassified,False,186.522,"LINESTRING (20.9618946 41.5046708, 20.963062 41.5047609, 20.9641245 41.504828)",,,,
198626425,False,4ти Јули,residential,False,177.62800000000001,"LINESTRING (20.9554109 41.5060207, 20.9557463 41.5058777, 20.9559994 41.5058143, 20.9562117 41.5058235, 20.9563136 41.5058619, 20.9563914 41.5058887, 20.9564812 41.5059292, 20.9566327 41.5060447, 20.9567902 41.5062122, 20.9569342 41.5064019, 20.9570028 41.5065281)",,,,
198626425,False,4ти Јули,residential,True,108.923,"LINESTRING (20.9554109 41.5060207, 20.9549877 41.5062043, 20.9547821 41.5062935, 20.9545819 41.5063614, 20.9543631 41.5064041, 20.9542366 41.5064404)",,,,
226990174,False,Димитар Влахов,residential,False,116.445,"LINESTRING (20.9554109 41.5060207, 20.9554514 41.5060802, 20.955957 41.5068242, 20.9560958 41.5069262)",,,,
198626431,False,Рудничка,tertiary,True,114.047,"LINESTRING (20.9586884 41.5057621, 20.9586444 41.5059661, 20.9585814 41.5063035, 20.9584812 41.5067759)",50,,,
230454379,False,,residential,True,122.26599999999999,"LINESTRING (20.9586884 41.5057621, 20.9588282 41.5057953, 20.958855 41.5058594, 20.9588703 41.5059163, 20.9588637 41.5067808)",,,,
198626401,False,Пиринска,residential,False,46.374,"LINESTRING (20.9609509 41.5067133, 20.9615076 41.5067022)",,,,
198626401,False,Пиринска,residential,True,40.705,"LINESTRING (20.9609509 41.5067133, 20.9606021 41.5067278, 20.9604643 41.506744)",,,,
198626445,False,Левче Стефаноски - Тарзан,residential,False,147.388,"LINESTRING (20.9609509 41.5067133, 20.9609839 41.506638, 20.9609752 41.5065265, 20.9609499 41.5060873, 20.9609087 41.5055494, 20.9608926 41.5053937)",30,2,,
198626445,False,Левче Стефаноски - Тарзан,residential,True,125.475,"LINESTRING (20.9609509 41.5067133, 20.9608694 41.5071945, 20.9607776 41.507398, 20.9606182 41.5075671, 20.9604878 41.507766)",30,2,,
198626401,False,Пиринска,residential,False,60.23,"LINESTRING (20.9593409 41.5067658, 20.960064 41.5067533)",,,,
198626401,False,Пиринска,residential,True,39.772,"LINESTRING (20.9593409 41.5067658, 20.9588637 41.5067808)",,,,
"[260933741, 198626398]",False,"['Арсо Војвода', 'Живко Туфекџиоски']",residential,True,347.425,"LINESTRING (20.9593409 41.5067658, 20.9593878 41.5046804, 20.9600788 41.5046825, 20.9607744 41.5046638)",30,2,,
198626401,False,Пиринска,residential,False,31.856,"LINESTRING (20.9584812 41.5067759, 20.9588637 41.5067808)",,,,
198626414,False,Мирко Милески,residential,False,245.861,"LINESTRING (20.9584812 41.5067759, 20.9587853 41.5070829, 20.9590415 41.5073348, 20.9592774 41.5076172, 20.9594652 41.5078877, 20.959724 41.5082861, 20.9599754 41.508674)",40,,,
198626414,False,Мирко Милески,residential,True,45.28,"LINESTRING (20.9584812 41.5067759, 20.9584201 41.5067005, 20.9581727 41.5064408)",40,,,
198626431,False,Рудничка,tertiary,False,114.047,"LINESTRING (20.9584812 41.5067759, 20.9585814 41.5063035, 20.9586444 41.5059661, 20.9586884 41.5057621)",50,,,
226973435,True,Рудничка,tertiary,False,226.6,"LINESTRING (20.9584812 41.5067759, 20.9584913 41.5070761, 20.9585555 41.508813)",40,,,
198626437,False,,residential,False,60.782,"LINESTRING (20.9534039 41.5047777, 20.9541338 41.5047785)",,,,
198626441,False,Мара Угринова-Гина,residential,False,15.156,"LINESTRING (20.9534039 41.5047777, 20.9534043 41.5046414)",,,,
"[198626441, 1164920486]",False,Мара Угринова-Гина,residential,True,218.94,"LINESTRING (20.9534039 41.5047777, 20.9533759 41.50644, 20.9533117 41.506435, 20.953225 41.5064188, 20.9531165 41.5063914, 20.9530014 41.5063305)",,,,
983395231,False,Александар Македонски,tertiary,False,37.909,"LINESTRING (20.9620279 41.5102659, 20.9618046 41.5099688)",,,,
983395231,False,Александар Македонски,tertiary,True,33.361,"LINESTRING (20.9620279 41.5102659, 20.9622045 41.5105352)",,,,
260934756,False,29 Ноември,residential,True,115.357,"LINESTRING (20.9620279 41.5102659, 20.9621045 41.5102324, 20.9622402 41.5102084, 20.9623995 41.5101942, 20.9625198 41.510195, 20.9627335 41.5102514, 20.9629722 41.5103298, 20.9633211 41.5104591)",40,,,
198626414,False,Мирко Милески,residential,True,113.975,"LINESTRING (20.9606613 41.5095589, 20.9603463 41.5092126, 20.9599754 41.508674)",40,,,
226973436,False,Борис Кидрич,tertiary,False,94.35000000000001,"LINESTRING (20.9606613 41.5095589, 20.9610611 41.5096755, 20.9612489 41.5097302, 20.9614444 41.5097688, 20.9617446 41.5097761)",,,,
226973436,False,Борис Кидрич,tertiary,True,162.914,"LINESTRING (20.9606613 41.5095589, 20.9596422 41.5092703, 20.9588416 41.5090212)",,,,
226905000,False,Мито Јовески,residential,False,26.146,"LINESTRING (20.9541375 41.5127161, 20.9541665 41.5128123, 20.9541789 41.5129485)",,,,
226905000,False,Мито Јовески,residential,True,26.146,"LINESTRING (20.9541789 41.5129485, 20.9541665 41.5128123, 20.9541375 41.5127161)",,,,
226911467,False,,residential,False,90.655,"LINESTRING (20.963524 41.5096581, 20.9633211 41.5104591)",,,,
226911466,False,,residential,True,148.65999999999997,"LINESTRING (20.963524 41.5096581, 20.9632852 41.5096427, 20.9629915 41.5097064, 20.9625953 41.5097784, 20.9622361 41.50985, 20.9620026 41.509904, 20.9618046 41.5099688)",,,,
226911467,False,,residential,True,90.655,"LINESTRING (20.9633211 41.5104591, 20.963524 41.5096581)",,,,
260934756,False,29 Ноември,residential,True,62.072,"LINESTRING (20.9633211 41.5104591, 20.9640296 41.5106327)",40,,,
226911467,False,,residential,False,137.16799999999998,"LINESTRING (20.9633211 41.5104591, 20.9632314 41.5108997, 20.9632314 41.511029, 20.9632705 41.5111753, 20.9633389 41.511307, 20.9633753 41.5113855, 20.963039 41.5115189)",,,,
260934756,False,29 Ноември,residential,False,115.357,"LINESTRING (20.9633211 41.5104591, 20.9629722 41.5103298, 20.9627335 41.5102514, 20.9625198 41.510195, 20.9623995 41.5101942, 20.9622402 41.5102084, 20.9621045 41.5102324, 20.9620279 41.5102659)",40,,,
192126055,True,Александар Македонски,tertiary,False,129.593,"LINESTRING (20.963039 41.5115189, 20.9627854 41.5112099, 20.9622045 41.5105352)",,,,
226911467,False,,residential,True,137.168,"LINESTRING (20.963039 41.5115189, 20.9633753 41.5113855, 20.9633389 41.511307, 20.9632705 41.5111753, 20.9632314 41.511029, 20.9632314 41.5108997, 20.9633211 41.5104591)",,,,
260934756,False,29 Ноември,residential,False,62.072,"LINESTRING (20.9640296 41.5106327, 20.9633211 41.5104591)",40,,,
226911468,False,,residential,False,48.553,"LINESTRING (20.9640296 41.5106327, 20.9639814 41.5107385, 20.963921 41.5108419, 20.9638212 41.5110403)",,,,
226911468,False,,residential,True,59.70399999999999,"LINESTRING (20.9640296 41.5106327, 20.9640746 41.5105065, 20.9641403 41.5103669, 20.9642546 41.5101232)",,,,
226911468,False,,residential,True,48.553000000000004,"LINESTRING (20.9638212 41.5110403, 20.963921 41.5108419, 20.9639814 41.5107385, 20.9640296 41.5106327)",,,,
226911468,False,,residential,False,59.704,"LINESTRING (20.9642546 41.5101232, 20.9641403 41.5103669, 20.9640746 41.5105065, 20.9640296 41.5106327)",,,,
226911850,False,11 Октомври,residential,False,15.08,"LINESTRING (20.9587771 41.513324, 20.9586032 41.5132861)",,,,
442613085,True,Јанко Михајлоски,residential,False,66.64200000000001,"LINESTRING (20.9587771 41.513324, 20.9587732 41.5132586, 20.9587551 41.5131793, 20.9587238 41.5130736, 20.9587342 41.513038, 20.9587736 41.5130077, 20.9587839 41.5129786, 20.9587653 41.5128671, 20.9587246 41.512834, 20.9586305 41.5127984)",40,,,
38478681,True,Булевар Ослободување,tertiary,False,24.125,"LINESTRING (20.9563928 41.5127417, 20.9561031 41.5127379)",50,2,,
226911850,False,11 Октомври,residential,True,18.071,"LINESTRING (20.9563928 41.5127417, 20.9563642 41.5129028)",,,,
226911850,False,11 Октомври,residential,False,18.071,"LINESTRING (20.9563642 41.5129028, 20.9563928 41.5127417)",,,,
226911851,False,,residential,False,57.914,"LINESTRING (20.9563642 41.5129028, 20.9560889 41.5133811)",,,,
226911850,False,11 Октомври,residential,True,46.801,"LINESTRING (20.9563642 41.5129028, 20.9564471 41.5129921, 20.9566328 41.5130513, 20.9568424 41.5130872)",,,,
226911851,False,,residential,True,57.914,"LINESTRING (20.9560889 41.5133811, 20.9563642 41.5129028)",,,,
226911850,False,11 Октомври,residential,False,46.801,"LINESTRING (20.9568424 41.5130872, 20.9566328 41.5130513, 20.9564471 41.5129921, 20.9563642 41.5129028)",,,,
226911850,False,11 Октомври,residential,True,20.164,"LINESTRING (20.9568424 41.5130872, 20.9569382 41.5130993, 20.9570829 41.5131065)",,,,
226911850,False,11 Октомври,residential,True,30.827,"LINESTRING (20.9570829 41.5131065, 20.9574511 41.5131355)",,,,
226911850,False,11 Октомври,residential,False,20.164,"LINESTRING (20.9570829 41.5131065, 20.9569382 41.5130993, 20.9568424 41.5130872)",,,,
226911850,False,11 Октомври,residential,False,30.827,"LINESTRING (20.9574511 41.5131355, 20.9570829 41.5131065)",,,,
226911850,False,11 Октомври,residential,True,97.66399999999999,"LINESTRING (20.9574511 41.5131355, 20.957907 41.5131651, 20.9583705 41.5132347, 20.9586032 41.5132861)",,,,
226911855,False,,residential,False,24.25,"LINESTRING (20.9534083 41.5107064, 20.9534563 41.5104913)",,,,
226911855,False,,residential,True,39.826,"LINESTRING (20.9534083 41.5107064, 20.9530961 41.5107066, 20.9529301 41.5107025)",,,,
227215118,False,,living_street,True,49.80500000000001,"LINESTRING (20.9534083 41.5107064, 20.9534038 41.5108053, 20.9533959 41.5109586, 20.9533914 41.5111541)",,,,
167520440,False,4. Јули,residential,False,31.049,"LINESTRING (20.9534563 41.5104913, 20.9538096 41.5105806)",,,,
226911855,False,,residential,True,24.25,"LINESTRING (20.9534563 41.5104913, 20.9534083 41.5107064)",,,,
167520440,False,4. Јули,residential,True,40.768,"LINESTRING (20.9534563 41.5104913, 20.9532145 41.5103903, 20.9530344 41.5103055)",,,,
99182644,False,11 Септември,tertiary,False,61.354,"LINESTRING (20.95494 41.5096465, 20.9548084 41.5091036)",40,,,
226911856,False,,residential,False,101.9,"LINESTRING (20.95494 41.5096465, 20.9561633 41.5096716)",,,,
99182644,False,11 Септември,tertiary,True,54.802,"LINESTRING (20.95494 41.5096465, 20.9550207 41.5099784, 20.9550388 41.5101333)",40,,,
226911856,False,,residential,True,44.722,"LINESTRING (20.9567002 41.5096822, 20.9561633 41.5096716)",,,,
1164926493,False,4ти Јули,residential,False,185.861,"LINESTRING (20.9567002 41.5096822, 20.9567482 41.5099204, 20.9568572 41.5103357, 20.9569259 41.5106374, 20.9569039 41.510893, 20.9568832 41.5109656, 20.9568119 41.5110467, 20.9566575 41.511213, 20.9565809 41.5112553)",,,,
1164926493,False,4ти Јули,residential,True,127.29599999999999,"LINESTRING (20.9567002 41.5096822, 20.9566887 41.5093553, 20.9566934 41.5090826, 20.9567291 41.5087825, 20.9567823 41.508542)",,,,
226911856,False,,residential,False,44.722,"LINESTRING (20.9561633 41.5096716, 20.9567002 41.5096822)",,,,
226911856,False,,residential,True,101.9,"LINESTRING (20.9561633 41.5096716, 20.95494 41.5096465)",,,,
226911857,False,,unclassified,False,124.76499999999999,"LINESTRING (20.9561633 41.5096716, 20.9561299 41.5097855, 20.9560921 41.5099225, 20.956024 41.5101368, 20.955989 41.5103205, 20.955963 41.510454, 20.9558951 41.5106013, 20.9558606 41.5106552, 20.9558231 41.5106846, 20.9557317 41.5106878)",,,,
226911857,False,,unclassified,True,124.765,"LINESTRING (20.9557317 41.5106878, 20.9558231 41.5106846, 20.9558606 41.5106552, 20.9558951 41.5106013, 20.955963 41.510454, 20.955989 41.5103205, 20.956024 41.5101368, 20.9560921 41.5099225, 20.9561299 41.5097855, 20.9561633 41.5096716)",,,,
198626437,False,,residential,False,126.115,"LINESTRING (20.9562136 41.5047363, 20.95655 41.5047402, 20.957728 41.5047449)",,,,
198626437,False,,residential,True,88.345,"LINESTRING (20.9562136 41.5047363, 20.9556699 41.5047448, 20.9551531 41.5047574)",,,,
198626414,False,Мирко Милески,residential,False,206.82999999999998,"LINESTRING (20.9565563 41.5050336, 20.957613 41.5058645, 20.9579108 41.5061723, 20.9581727 41.5064408)",40,,,
198626425,False,4ти Јули,residential,True,119.146,"LINESTRING (20.9568311 41.5083765, 20.95706 41.5073188)",,,,
1164926495,True,,tertiary,False,11.382000000000001,"LINESTRING (20.9568311 41.5083765, 20.9568719 41.5083917, 20.9569014 41.5084177, 20.9569148 41.5084503)",,,,
227215117,True,,tertiary,False,16.01,"LINESTRING (20.9585555 41.508813, 20.9585901 41.5088257, 20.9586186 41.508845, 20.9586389 41.5088694, 20.9586494 41.5088971, 20.9586493 41.5089259)",,,,roundabout
227215117,True,,tertiary,False,5.509,"LINESTRING (20.9586168 41.5089792, 20.958601 41.5089908, 20.958583 41.5090003, 20.9585632 41.5090075)",,,,roundabout
"[38478736, 703505685]",True,Рудничка,tertiary,False,404.15000000000003,"LINESTRING (20.9585632 41.5090075, 20.9585729 41.5094454, 20.9585728 41.5096694, 20.9585699 41.509898, 20.9585697 41.5105888, 20.9585802 41.5110989, 20.9585936 41.5115159, 20.9586069 41.5117884, 20.9586229 41.5120481, 20.958629 41.5123187, 20.9586422 41.5126412)",,,,
227215117,True,,tertiary,False,10.289000000000001,"LINESTRING (20.9585632 41.5090075, 20.958523 41.5090144, 20.958482 41.5090121, 20.9584436 41.5090009)",,,,roundabout
198626414,False,Мирко Милески,residential,False,45.28,"LINESTRING (20.9581727 41.5064408, 20.9584201 41.5067005, 20.9584812 41.5067759)",40,,,
