osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,width,junction
66652930,2,Ристо Фршинин,secondary,40,False,False,67.54,,"LINESTRING (22.5035114 41.1384997, 22.5042955 41.1386419)",,
697848134,,Јосиф Јосифовски,secondary,,False,False,51.328,R1108,"LINESTRING (22.5035114 41.1384997, 22.5029487 41.1383167)",,
227544886,,Димитар Влахов,residential,,False,True,93.751,,"LINESTRING (22.5035114 41.1384997, 22.5036731 41.1382476, 22.5037559 41.1381038, 22.5038223 41.1379592, 22.5038875 41.1377106)",,
223293571,,,residential,,False,False,43.7,,"LINESTRING (22.5051854 41.1385197, 22.5053012 41.1381365)",,
391342011,2,Ристо Фршинин,residential,40,False,False,51.974,,"LINESTRING (22.5051854 41.1385197, 22.505786 41.1386375)",,
391342011,2,Ристо Фршинин,residential,40,False,True,57.66,,"LINESTRING (22.5051854 41.1385197, 22.5049371 41.1385161, 22.5047127 41.1385399, 22.5045082 41.1385863)",,
391342011,2,Ристо Фршинин,residential,40,False,True,23.144,,"LINESTRING (22.5078548 41.1391618, 22.5075942 41.1390925)",,
66655681,,Илинденска,residential,,False,False,83.519,,"LINESTRING (22.5078548 41.1391618, 22.5083222 41.1392847, 22.5085844 41.1393525, 22.5087982 41.1394054)",,
66655682,2,Мирче Ацев,residential,40,False,True,153.214,,"LINESTRING (22.5078548 41.1391618, 22.5078198 41.1392734, 22.50779 41.1395043, 22.5077614 41.1396971, 22.5076305 41.1405285)",,
66661746,,Рајко Жинзифов,residential,,False,False,84.00800000000001,,"LINESTRING (22.5078548 41.1391618, 22.5079092 41.1390506, 22.5079879 41.1388454, 22.5081549 41.1384411)",,
66652996,,Самоилова,residential,,False,True,93.545,,"LINESTRING (22.5081549 41.1384411, 22.5091806 41.1387743)",,
66652996,,Самоилова,residential,,False,False,53.988,,"LINESTRING (22.5081549 41.1384411, 22.5077389 41.1383243, 22.5075466 41.138281)",,
"[223296089, 66661746]",,"['Рајко Жинзифов', 'Илија Миов']",residential,,False,False,142.29299999999998,,"LINESTRING (22.5081549 41.1384411, 22.5084344 41.1377527, 22.5084279 41.1376998, 22.5084153 41.1376667, 22.5083557 41.1376411, 22.5078155 41.1375345)",,
66661746,,Рајко Жинзифов,residential,,False,True,84.00800000000001,,"LINESTRING (22.5081549 41.1384411, 22.5079879 41.1388454, 22.5079092 41.1390506, 22.5078548 41.1391618)",,
66652934,,Мечкин Камен,residential,,False,False,57.714,,"LINESTRING (22.5091806 41.1387743, 22.5089236 41.1392559)",,
66652996,,Самоилова,residential,,False,False,93.545,,"LINESTRING (22.5091806 41.1387743, 22.5081549 41.1384411)",,
66652934,,Мечкин Камен,residential,,False,True,19.788,,"LINESTRING (22.5087982 41.1394054, 22.5088727 41.1393353, 22.5089236 41.1392559)",,
66655681,,Илинденска,residential,,False,True,83.519,,"LINESTRING (22.5087982 41.1394054, 22.5085844 41.1393525, 22.5083222 41.1392847, 22.5078548 41.1391618)",,
728856949,,Ѓоко Тутушев,residential,,False,False,196.553,,"LINESTRING (22.5087982 41.1394054, 22.508736 41.1395635, 22.5086771 41.1397198, 22.5086193 41.1398605, 22.5086068 41.1399939, 22.5086059 41.1401897, 22.5086003 41.140381, 22.5085683 41.1405463, 22.5085167 41.1406928, 22.508449 41.1408412, 22.5083846 41.1409705, 22.5082685 41.1411027)",,
180715650,,Маршал Тито,tertiary,,False,False,58.096,,"LINESTRING (22.5077803 41.1416347, 22.507175 41.1413794)",,
180715650,,Маршал Тито,tertiary,,False,True,17.673,,"LINESTRING (22.5077803 41.1416347, 22.5079588 41.1417195)",,
728856949,,Ѓоко Тутушев,residential,,False,True,71.914,,"LINESTRING (22.5077803 41.1416347, 22.5081351 41.1412547, 22.5082685 41.1411027)",,
