osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,ref,junction
194789605,Јна,tertiary,False,False,46.245,"LINESTRING (20.9022567 41.795004, 20.902808 41.7949405)",,,,
86819796,Novo Maalo,residential,False,False,166.214,"LINESTRING (20.903713 41.794815, 20.9044217 41.7962133)",,,,
194789605,Јна,tertiary,False,False,51.856,"LINESTRING (20.903713 41.794815, 20.9043288 41.7947331)",,,,
194789605,Јна,tertiary,False,True,36.158,"LINESTRING (20.903713 41.794815, 20.9032833 41.7948708)",,,,
86296471,,residential,False,True,31.128,"LINESTRING (20.9051302 41.7946339, 20.9050849 41.794356)",,,,
194789605,Јна,tertiary,False,False,31.06,"LINESTRING (20.9051302 41.7946339, 20.9054958 41.7945728)",,,,
194789605,Јна,tertiary,False,True,67.346,"LINESTRING (20.9051302 41.7946339, 20.9043288 41.7947331)",,,,
194789605,Јна,tertiary,False,False,43.135,"LINESTRING (20.905981 41.7944862, 20.9064881 41.7943993)",,,,
194789605,Јна,tertiary,False,True,41.36,"LINESTRING (20.905981 41.7944862, 20.9054958 41.7945728)",,,,
267650660,,residential,False,True,68.055,"LINESTRING (20.905981 41.7944862, 20.9061801 41.7949882, 20.9062917 41.7949579)",,,,
34155567,Борис Кидрич,tertiary,False,False,8.775,"LINESTRING (20.9126732 41.7963989, 20.9126177 41.7963317)",,,,
193610129,Булевар Гоце Делчев,secondary,True,False,158.172,"LINESTRING (20.9126732 41.7963989, 20.9107662 41.7963521)",2,,,
26772245,Браќа Гиноски,tertiary,False,False,9.366,"LINESTRING (20.9072491 41.788832, 20.9072698 41.7889148)",,,,
26772245,Браќа Гиноски,tertiary,False,True,6.153,"LINESTRING (20.9072491 41.788832, 20.9072269 41.7887792)",,,,
253537350,Драге Тодороски,tertiary,False,False,114.181,"LINESTRING (20.9072491 41.788832, 20.9085856 41.7885842)",,,,
31715708,Tode Bogandovski,residential,False,False,27.6,"LINESTRING (20.9129164 41.7943277, 20.912821 41.7940899)",,,,
31715708,Tode Bogandovski,residential,False,True,39.396,"LINESTRING (20.9129164 41.7943277, 20.9129416 41.7946815)",,,,
267429745,,residential,False,True,56.67100000000001,"LINESTRING (20.9129164 41.7943277, 20.91318 41.794305, 20.9134622 41.7942546, 20.9135889 41.7942685)",,,,
31715708,Tode Bogandovski,residential,False,True,27.6,"LINESTRING (20.912821 41.7940899, 20.9129164 41.7943277)",,,,
31715708,Tode Bogandovski,residential,False,False,73.648,"LINESTRING (20.912821 41.7940899, 20.9126491 41.7937419, 20.9126171 41.7934514)",,,,
