osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,bridge,access
670618783,False,1,Adarshnagar Road,residential,False,83.779,"LINESTRING (84.8781168 27.0091537, 84.8773409 27.0094534)",,,
222682253,False,1,Adarshnagar Marg,tertiary,False,69.877,"LINESTRING (84.8773409 27.0094534, 84.876732 27.0097706)",,,
670618783,False,1,Adarshnagar Road,residential,True,83.779,"LINESTRING (84.8773409 27.0094534, 84.8781168 27.0091537)",,,
196476610,False,,Street No. 3,tertiary,False,111.844,"LINESTRING (84.8773409 27.0094534, 84.8778191 27.0099801, 84.8780253 27.0102523)",,,
196476605,False,,Street No. 2,unclassified,True,134.19,"LINESTRING (84.876732 27.0097706, 84.8773844 27.0108282)",,,
222682253,False,1,Adarshnagar Marg,tertiary,False,112.649,"LINESTRING (84.876732 27.0097706, 84.8757327 27.010254)",,,
222682253,False,1,Adarshnagar Marg,tertiary,True,69.877,"LINESTRING (84.876732 27.0097706, 84.8773409 27.0094534)",,,
222682253,False,1,Adarshnagar Marg,tertiary,True,112.649,"LINESTRING (84.8757327 27.010254, 84.876732 27.0097706)",,,
847390214,False,,Tribhuvan Rajmarg,primary,False,132.378,"LINESTRING (84.8757327 27.010254, 84.8764279 27.0112707)",NH41,,
847390214,False,,Tribhuvan Rajmarg,primary,True,118.5,"LINESTRING (84.8757327 27.010254, 84.8751137 27.0093421)",NH41,,
222682253,False,1,Adarshnagar Marg,tertiary,False,174.18200000000002,"LINESTRING (84.8757327 27.010254, 84.8747841 27.0106278, 84.8741134 27.0108635)",,,
222682253,False,1,Adarshnagar Marg,tertiary,True,151.492,"LINESTRING (84.8726658 27.0113026, 84.8741134 27.0108635)",,,
196476600,False,,,tertiary,True,84.60900000000001,"LINESTRING (84.8726658 27.0113026, 84.8728305 27.0117049, 84.8729637 27.0120157)",,,
222637542,False,,,residential,True,82.493,"LINESTRING (84.8726658 27.0113026, 84.8725899 27.011114, 84.8725056 27.0109053, 84.872384 27.0106045)",,,
196476605,False,,Street No. 2,unclassified,False,5.621,"LINESTRING (84.8781739 27.0124515, 84.8781205 27.0124344)",,,
196476605,False,,Street No. 2,unclassified,True,32.203,"LINESTRING (84.8781739 27.0124515, 84.8782332 27.0126877, 84.8782434 27.0127344)",,,
222647068,False,,,residential,True,100.72800000000001,"LINESTRING (84.8781739 27.0124515, 84.8783204 27.0124189, 84.8785135 27.0123616, 84.8787576 27.0122588, 84.8791195 27.012124)",,,
847390214,False,,Tribhuvan Rajmarg,primary,False,96.673,"LINESTRING (84.8773822 27.0127252, 84.8778723 27.013477)",NH41,,
847390214,False,,Tribhuvan Rajmarg,primary,True,132.667,"LINESTRING (84.8773822 27.0127252, 84.8766836 27.0117073)",NH41,,
1079817030,False,,,unclassified,True,62.196,"LINESTRING (84.8773822 27.0127252, 84.8779472 27.0124813)",,,
196476592,False,,,tertiary,False,210.697,"LINESTRING (84.8773822 27.0127252, 84.8764175 27.0130018, 84.8754529 27.0131585, 84.8753256 27.0131926)",,,
196476600,False,,,tertiary,False,26.958,"LINESTRING (84.8753256 27.0131926, 84.8750643 27.0132603)",,,
196476592,False,,,tertiary,False,228.248,"LINESTRING (84.8753256 27.0131926, 84.8753863 27.0133857, 84.8757719 27.0147432, 84.875291 27.0148868)",,,
196476592,False,,,tertiary,True,210.697,"LINESTRING (84.8753256 27.0131926, 84.8754529 27.0131585, 84.8764175 27.0130018, 84.8773822 27.0127252)",,,
222646729,False,,,residential,True,44.789,"LINESTRING (84.8782807 27.0133042, 84.8778723 27.013477)",,,
196476605,False,,Street No. 2,unclassified,False,66.34,"LINESTRING (84.8782807 27.0133042, 84.8781762 27.0130999, 84.8782401 27.0128561, 84.8782434 27.0127344)",,,
196476605,False,,Street No. 2,unclassified,True,93.275,"LINESTRING (84.8782807 27.0133042, 84.8784184 27.0135181, 84.8785633 27.0137952, 84.8787187 27.0140461)",,,
222646729,False,,,residential,False,130.232,"LINESTRING (84.8782807 27.0133042, 84.8786222 27.0131883, 84.8789668 27.0130651, 84.8793183 27.0129236, 84.8794894 27.0128457)",,,
196476591,False,,Railway Line Marg,secondary,False,8.445,"LINESTRING (84.880416 27.0136386, 84.8804963 27.0136131)",,,
196476610,False,,Street No. 3,tertiary,True,56.74,"LINESTRING (84.880416 27.0136386, 84.8798983 27.0134203)",,,
196476591,False,,Railway Line Marg,secondary,True,171.757,"LINESTRING (84.880416 27.0136386, 84.8795761 27.0140741, 84.8792501 27.0143026, 84.8790217 27.0145356)",,,
196476591,False,,Railway Line Marg,secondary,True,36.908,"LINESTRING (84.8790217 27.0145356, 84.8789439 27.0148602)",,,
196476591,False,,Railway Line Marg,secondary,False,171.757,"LINESTRING (84.8790217 27.0145356, 84.8792501 27.0143026, 84.8795761 27.0140741, 84.880416 27.0136386)",,,
196476605,False,,Street No. 2,unclassified,False,32.288000000000004,"LINESTRING (84.8790217 27.0145356, 84.8789602 27.0144285, 84.8788958 27.0142684)",,,
196476592,False,,,tertiary,False,43.426,"LINESTRING (84.875291 27.0148868, 84.8754365 27.0152552)",,,
222638247,False,,,residential,True,74.87,"LINESTRING (84.875291 27.0148868, 84.8745738 27.0150992)",,,
196476592,False,,,tertiary,True,228.248,"LINESTRING (84.875291 27.0148868, 84.8757719 27.0147432, 84.8753863 27.0133857, 84.8753256 27.0131926)",,,
222646126,False,,,secondary,True,57.689,"LINESTRING (84.8770719 27.0164844, 84.8772967 27.016963)",,,
1079817031,False,1,Way to Red Cross Building and CDO Office,tertiary,True,55.037,"LINESTRING (84.8770719 27.0164844, 84.876545 27.0166414)",,,
