osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,ref,access
612835627,Budhabare Road,residential,False,False,31.399,"LINESTRING (83.5126614 27.6240391, 83.5127098 27.62376)",,,,,
612838984,Kumari Road,residential,False,True,42.496,"LINESTRING (83.5126614 27.6240391, 83.512339 27.624293)",,,,,
612838984,Kumari Road,residential,False,False,52.873000000000005,"LINESTRING (83.5126614 27.6240391, 83.5127439 27.6239965, 83.5129176 27.6239008, 83.5130979 27.623765)",,,,,
612837593,,residential,False,True,48.297,"LINESTRING (83.5175399 27.6230233, 83.5172859 27.6226518)",,,,,
612837592,,residential,False,True,47.726,"LINESTRING (83.5171972 27.6231839, 83.5169317 27.6228249)",,,,,
612837592,,residential,False,False,47.726,"LINESTRING (83.5169317 27.6228249, 83.5171972 27.6231839)",,,,,
612838984,Kumari Road,residential,False,True,8.532,"LINESTRING (83.5169317 27.6228249, 83.5168539 27.6228586)",,,,,
612838984,Kumari Road,residential,False,False,39.872,"LINESTRING (83.5169317 27.6228249, 83.5169482 27.6228178, 83.517168 27.6227041, 83.5172859 27.6226518)",,,,,
612837595,,residential,False,True,162.563,"LINESTRING (83.5142563 27.6224457, 83.5141519 27.6226126, 83.5140433 27.6228636, 83.5138883 27.6231386, 83.5137449 27.6233099, 83.5136506 27.6234146, 83.5136151 27.6234976, 83.5134539 27.6237136)",,,,,
612837595,,residential,False,False,162.563,"LINESTRING (83.5134539 27.6237136, 83.5136151 27.6234976, 83.5136506 27.6234146, 83.5137449 27.6233099, 83.5138883 27.6231386, 83.5140433 27.6228636, 83.5141519 27.6226126, 83.5142563 27.6224457)",,,,,
612838984,Kumari Road,residential,False,False,232.76399999999998,"LINESTRING (83.5134539 27.6237136, 83.5134783 27.6237205, 83.5135817 27.6237007, 83.5137016 27.6236687, 83.513791 27.6236223, 83.5139811 27.6235861, 83.514128 27.6235625, 83.514302 27.6235534, 83.5144188 27.6235334, 83.5145521 27.6235011, 83.5151326 27.6233921, 83.5157566 27.6232938)",,,,,
612838984,Kumari Road,residential,False,True,37.375,"LINESTRING (83.5134539 27.6237136, 83.5132702 27.6237034, 83.5131865 27.6237049, 83.5130979 27.623765)",,,,,
612837596,,residential,False,True,50.04,"LINESTRING (83.5133682 27.6233911, 83.5131828 27.6235802, 83.5131496 27.6236542, 83.5130979 27.623765)",,,,,
612837596,,residential,False,False,50.040000000000006,"LINESTRING (83.5130979 27.623765, 83.5131496 27.6236542, 83.5131828 27.6235802, 83.5133682 27.6233911)",,,,,
612838984,Kumari Road,residential,False,False,37.375,"LINESTRING (83.5130979 27.623765, 83.5131865 27.6237049, 83.5132702 27.6237034, 83.5134539 27.6237136)",,,,,
612838984,Kumari Road,residential,False,True,52.873000000000005,"LINESTRING (83.5130979 27.623765, 83.5129176 27.6239008, 83.5127439 27.6239965, 83.5126614 27.6240391)",,,,,
612838187,,residential,False,True,197.502,"LINESTRING (83.5161494 27.6213878, 83.5162483 27.6220108, 83.5162427 27.6227032, 83.5161673 27.6231529)",,,,,
612838186,,residential,False,True,324.995,"LINESTRING (83.5175138 27.622586, 83.517287 27.6217818, 83.5171262 27.6212548, 83.5169543 27.6212973, 83.517228 27.6221875, 83.5172859 27.6226518)",,,,,
612838984,Kumari Road,residential,False,True,23.689,"LINESTRING (83.5175138 27.622586, 83.5174219 27.6226213, 83.5172859 27.6226518)",,,,,
612837593,,residential,False,False,48.297,"LINESTRING (83.5172859 27.6226518, 83.5175399 27.6230233)",,,,,
612838186,,residential,False,False,324.995,"LINESTRING (83.5172859 27.6226518, 83.517228 27.6221875, 83.5169543 27.6212973, 83.5171262 27.6212548, 83.517287 27.6217818, 83.5175138 27.622586)",,,,,
612838984,Kumari Road,residential,False,False,23.689,"LINESTRING (83.5172859 27.6226518, 83.5174219 27.6226213, 83.5175138 27.622586)",,,,,
612838984,Kumari Road,residential,False,True,39.872,"LINESTRING (83.5172859 27.6226518, 83.517168 27.6227041, 83.5169482 27.6228178, 83.5169317 27.6228249)",,,,,
612838187,,residential,False,False,197.502,"LINESTRING (83.5161673 27.6231529, 83.5162427 27.6227032, 83.5162483 27.6220108, 83.5161494 27.6213878)",,,,,
612838984,Kumari Road,residential,False,False,75.275,"LINESTRING (83.5161673 27.6231529, 83.5163466 27.6230645, 83.5164937 27.6229938, 83.5167251 27.6229144, 83.5168539 27.6228586)",,,,,
612838984,Kumari Road,residential,False,True,43.827,"LINESTRING (83.5161673 27.6231529, 83.5159813 27.6232445, 83.5158918 27.6232714, 83.5157566 27.6232938)",,,,,
612838188,,residential,False,True,101.93700000000001,"LINESTRING (83.5139948 27.6216362, 83.5139532 27.62154, 83.5138795 27.6213594, 83.5138553 27.6213201, 83.5138272 27.6213035, 83.5137843 27.6212857, 83.5136273 27.6212726, 83.5134195 27.6212572, 83.5132183 27.6212286)",,,,,
