osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,junction
170015061,False,2,NH14,Kunauli Road(Way To Rajbiraj),secondary,False,54.674,,"LINESTRING (86.749383 26.5359177, 86.7493235 26.5354289)",
275620441,False,2,F3,Hanuman Nagar Road(Way to Rajbiraj),primary,True,52.915,40,"LINESTRING (86.749383 26.5359177, 86.7499084 26.5358435)",
331220909,False,2,NH14,Hanuman Nagar Marg,primary,False,50.06,40,"LINESTRING (86.749383 26.5359177, 86.7488828 26.5359669)",
253434830,False,,,,residential,False,55.39,,"LINESTRING (86.7483251 26.5360228, 86.7482876 26.5355258)",
331220909,False,2,NH14,Hanuman Nagar Marg,primary,False,53.757,40,"LINESTRING (86.7483251 26.5360228, 86.748353 26.5365056)",
331220909,False,2,NH14,Hanuman Nagar Marg,primary,True,55.82899999999999,40,"LINESTRING (86.7483251 26.5360228, 86.7485371 26.5360004, 86.7488828 26.5359669)",
253435251,False,,,,residential,False,95.638,,"LINESTRING (86.7484531 26.537617, 86.7494135 26.5376559)",
276703616,False,,NH14,,primary,True,91.933,,"LINESTRING (86.7484531 26.537617, 86.7485118 26.5384421)",
170015099,False,,,,primary,False,49.72,,"LINESTRING (86.7484531 26.537617, 86.7483154 26.5376255, 86.7479542 26.5376437)",
331220909,False,2,NH14,Hanuman Nagar Marg,primary,True,123.988,40,"LINESTRING (86.7484531 26.537617, 86.7484415 26.5374764, 86.7483949 26.5369142, 86.748353 26.5365056)",
170015086,False,,NH05,Adalat Marg,secondary,False,43.131,,"LINESTRING (86.7461816 26.5377122, 86.7461951 26.5380999)",
170015099,False,,,,primary,True,71.618,,"LINESTRING (86.7461816 26.5377122, 86.7469011 26.53769)",
275631785,False,,NH05,Shirakha Marg (Hulaki Marg),primary,False,32.768,,"LINESTRING (86.7461816 26.5377122, 86.7458523 26.5377192)",
346562348,False,,NH14,,primary,False,2.797,,"LINESTRING (86.7487668 26.5433593, 86.7487637 26.5433343)",
331220908,False,,NH05,,primary,True,44.238,,"LINESTRING (86.7487668 26.5433593, 86.7483469 26.543394, 86.748324 26.5433962)",
170015086,False,,NH05,Adalat Marg,secondary,False,101.514,,"LINESTRING (86.7464323 26.5435041, 86.7474473 26.5434094)",
275631362,False,,,Panitayanki Marg,unclassified,False,24.627,,"LINESTRING (86.7464323 26.5435041, 86.7462214 26.5436201)",
170015086,False,,NH05,Adalat Marg,secondary,True,259.543,,"LINESTRING (86.7464323 26.5435041, 86.7463503 26.5422224, 86.7462985 26.5411731)",
170015086,False,,NH05,Adalat Marg,secondary,True,101.514,,"LINESTRING (86.7474473 26.5434094, 86.7464323 26.5435041)",
331220908,False,,NH05,,primary,False,43.146,,"LINESTRING (86.7474473 26.5434094, 86.7478807 26.543394)",
253434831,False,,,,residential,False,54.94,,"LINESTRING (86.7488828 26.5359669, 86.7488333 26.5354748)",
331220909,False,2,NH14,Hanuman Nagar Marg,primary,True,50.06,40,"LINESTRING (86.7488828 26.5359669, 86.749383 26.5359177)",
331220909,False,2,NH14,Hanuman Nagar Marg,primary,False,55.82899999999999,40,"LINESTRING (86.7488828 26.5359669, 86.7485371 26.5360004, 86.7483251 26.5360228)",
170015061,False,2,NH14,Kunauli Road(Way To Rajbiraj),secondary,True,54.674,,"LINESTRING (86.7493235 26.5354289, 86.749383 26.5359177)",
253434832,False,,,,residential,False,49.032,,"LINESTRING (86.7493235 26.5354289, 86.7488333 26.5354748)",
275627620,False,,,,residential,True,37.712,,"LINESTRING (86.7479542 26.5376437, 86.7479892 26.5379814)",
170015099,False,,,,primary,False,104.89099999999999,,"LINESTRING (86.7479542 26.5376437, 86.7471007 26.5376839, 86.7469011 26.53769)",
170015099,False,,,,primary,True,49.72,,"LINESTRING (86.7479542 26.5376437, 86.7483154 26.5376255, 86.7484531 26.537617)",
331220909,False,2,NH14,Hanuman Nagar Marg,primary,True,53.757,40,"LINESTRING (86.748353 26.5365056, 86.7483251 26.5360228)",
253436724,False,,,,residential,True,226.673,,"LINESTRING (86.748353 26.5365056, 86.7496193 26.5364975, 86.7498767 26.5364821, 86.7500009 26.5362789, 86.7499084 26.5358435)",
331220909,False,2,NH14,Hanuman Nagar Marg,primary,False,123.988,40,"LINESTRING (86.748353 26.5365056, 86.7483949 26.5369142, 86.7484415 26.5374764, 86.7484531 26.537617)",
