osmid,oneway,lanes,ref,highway,reversed,length,geometry,junction,maxspeed
43646777,True,2,P4219,tertiary,False,29.057000000000002,"LINESTRING (-6.0738287 34.8478396, -6.0736879 34.8478495, -6.0735109 34.8478543)",,
43646812,True,,P4208;P4219,tertiary,False,8.949,"LINESTRING (-6.0738287 34.8478396, -6.0738128 34.8478631, -6.0738059 34.8478893, -6.0738086 34.847916)",roundabout,
264203235,False,2,P4219,tertiary,False,319.89900000000006,"LINESTRING (-6.0735109 34.8478543, -6.073232 34.8478191, -6.07278 34.8477696, -6.0723107 34.8477245, -6.0717246 34.8476694, -6.0710715 34.8476056, -6.0703406 34.8475396, -6.0700308 34.8475099)",,
435970901,True,2,P4219,tertiary,False,28.025,"LINESTRING (-6.0735109 34.8478543, -6.0736002 34.8478748, -6.0736731 34.8478882, -6.0738086 34.847916)",,
43646812,True,,P4208;P4219,tertiary,False,14.973,"LINESTRING (-6.0739642 34.8479786, -6.0739917 34.8479639, -6.0740127 34.8479432, -6.0740256 34.8479184, -6.0740291 34.8478917, -6.074023 34.8478652)",roundabout,
435970902,True,,P4208,tertiary,False,15.345,"LINESTRING (-6.0739293 34.8481136, -6.0739642 34.8479786)",,
264203236,False,,P4208,tertiary,False,60.849000000000004,"LINESTRING (-6.0739293 34.8481136, -6.0739306 34.8481418, -6.0739392 34.8482052, -6.0740409 34.8486527)",,
264203236,False,,P4208,tertiary,True,60.849,"LINESTRING (-6.0740409 34.8486527, -6.0739392 34.8482052, -6.0739306 34.8481418, -6.0739293 34.8481136)",,
435970836,True,,P4208,tertiary,False,68.197,"LINESTRING (-6.0740409 34.8486527, -6.0740036 34.8489175, -6.0739575 34.8490804, -6.0738776 34.8492475)",,
43646785,True,,P4208,tertiary,False,75.971,"LINESTRING (-6.0742329 34.8493165, -6.0741792 34.849157, -6.0740958 34.8489195, -6.0740409 34.8486527)",,
43646804,True,,P4217;P4208,tertiary,False,38.424,"LINESTRING (-6.0742329 34.8493165, -6.0741951 34.849268, -6.0741412 34.8492311, -6.0740762 34.8492094, -6.0740062 34.8492049, -6.0739379 34.849218, -6.0738776 34.8492475)",roundabout,
43646804,True,,P4217;P4208,tertiary,False,14.655999999999999,"LINESTRING (-6.0738776 34.8492475, -6.0738406 34.8492793, -6.0738137 34.8493172, -6.0737982 34.8493593)",roundabout,
43646788,True,,P4208,tertiary,False,48.556,"LINESTRING (-6.0737982 34.8493593, -6.0735091 34.8495043, -6.0733527 34.8495975)",,
43646804,True,,P4217;P4208,tertiary,False,25.167,"LINESTRING (-6.0737982 34.8493593, -6.0737966 34.8494159, -6.0738155 34.8494703, -6.0738533 34.8495176, -6.0739066 34.8495535)",roundabout,
435970837,True,,P4208,tertiary,False,50.781,"LINESTRING (-6.0733527 34.8495975, -6.0739066 34.8495535)",,
43643257,False,,P4208,tertiary,True,125.812,"LINESTRING (-6.0733527 34.8495975, -6.0729818 34.8497055, -6.0722543 34.8499279, -6.0720532 34.8499741)",,
43646783,True,,P4208,tertiary,False,18.686,"LINESTRING (-6.0738408 34.8479621, -6.0738893 34.8480491, -6.0739293 34.8481136)",,
43646812,True,,P4208;P4219,tertiary,False,12.067999999999998,"LINESTRING (-6.0738408 34.8479621, -6.0738679 34.8479776, -6.0738994 34.8479859, -6.0739325 34.8479862, -6.0739642 34.8479786)",roundabout,
43646795,True,1,RP4217,tertiary,False,45.875,"LINESTRING (-6.074067 34.8495765, -6.0742594 34.8496683, -6.0745008 34.849785)",,60
43646804,True,,P4217;P4208,tertiary,False,27.048000000000002,"LINESTRING (-6.074067 34.8495765, -6.0741365 34.8495554, -6.0741941 34.8495172, -6.0742339 34.8494658, -6.0742516 34.8494068)",roundabout,
43646804,True,,P4217;P4208,tertiary,False,10.262,"LINESTRING (-6.0742516 34.8494068, -6.074249 34.8493607, -6.0742329 34.8493165)",roundabout,
43646804,True,,P4217;P4208,tertiary,False,15.151,"LINESTRING (-6.0739066 34.8495535, -6.0739573 34.8495718, -6.0740118 34.8495796, -6.074067 34.8495765)",roundabout,
264203234,True,2,P4208,tertiary,False,16.963,"LINESTRING (-6.074023 34.8478652, -6.0740765 34.8477191)",,60
43646812,True,,P4208;P4219,tertiary,False,12.914,"LINESTRING (-6.074023 34.8478652, -6.0740062 34.8478396, -6.0739805 34.8478197, -6.0739485 34.8478073, -6.0739134 34.8478037)",roundabout,
43646812,True,,P4208;P4219,tertiary,False,8.954,"LINESTRING (-6.0739134 34.8478037, -6.0738812 34.8478086, -6.0738522 34.8478209, -6.0738287 34.8478396)",roundabout,
435970903,True,2,P4208,tertiary,False,17.652,"LINESTRING (-6.0740765 34.8477191, -6.0740078 34.8477614, -6.0739134 34.8478037)",,60
264203235,False,2,P4219,tertiary,False,24.308,"LINESTRING (-6.0700308 34.8475099, -6.0697652 34.8474933)",,
264203235,False,2,P4219,tertiary,True,319.899,"LINESTRING (-6.0700308 34.8475099, -6.0703406 34.8475396, -6.0710715 34.8476056, -6.0717246 34.8476694, -6.0723107 34.8477245, -6.07278 34.8477696, -6.073232 34.8478191, -6.0735109 34.8478543)",,
733338198,False,,,residential,True,64.245,"LINESTRING (-6.0700308 34.8475099, -6.0700053 34.8476584, -6.0699597 34.8478367, -6.0698853 34.8480746)",,
264203235,False,2,P4219,tertiary,True,16.683,"LINESTRING (-6.06645 34.8469816, -6.0666069 34.8470586)",,
264203235,False,2,P4219,tertiary,False,185.829,"LINESTRING (-6.06645 34.8469816, -6.0660316 34.8467669, -6.0657339 34.8466007, -6.0655247 34.8465039, -6.0653061 34.8464202, -6.0649158 34.8462915, -6.0646588 34.8461986)",,
409785463,False,,,residential,False,79.37,"LINESTRING (-6.06645 34.8469816, -6.0662462 34.847205, -6.0661376 34.8473205, -6.0660075 34.8474262, -6.065868 34.8475043)",,
409785466,False,,,residential,True,30.498,"LINESTRING (-6.0646588 34.8461986, -6.0643935 34.8463654)",,
264203235,False,2,P4219,tertiary,False,78.928,"LINESTRING (-6.0646588 34.8461986, -6.0643646 34.8460262, -6.0643123 34.8459525, -6.0642949 34.8458721, -6.0642909 34.845772, -6.064319 34.8456278)",,
264203235,False,2,P4219,tertiary,True,185.829,"LINESTRING (-6.0646588 34.8461986, -6.0649158 34.8462915, -6.0653061 34.8464202, -6.0655247 34.8465039, -6.0657339 34.8466007, -6.0660316 34.8467669, -6.06645 34.8469816)",,
43643257,False,,P4208,tertiary,False,125.812,"LINESTRING (-6.0720532 34.8499741, -6.0722543 34.8499279, -6.0729818 34.8497055, -6.0733527 34.8495975)",,
43643257,False,,P4208,tertiary,True,267.991,"LINESTRING (-6.0720532 34.8499741, -6.0711062 34.8502551, -6.0708623 34.8503274, -6.0702231 34.8505063, -6.0699932 34.8505706, -6.0696728 34.8506552, -6.0692802 34.8507673)",,
733338199,False,,,residential,False,271.19499999999994,"LINESTRING (-6.0720532 34.8499741, -6.0717809 34.8497188, -6.0714269 34.849437, -6.0710943 34.8491839, -6.0708019 34.8489704, -6.0704559 34.8487436, -6.0702547 34.8486501, -6.0701072 34.8485939, -6.0698269 34.8485389, -6.0697357 34.8485158)",,
409785421,False,,P4215,tertiary,False,91.072,"LINESTRING (-6.0651397 34.8448823, -6.0643566 34.84539)",,
"[733338186, 1259351862]",False,,,residential,"[False, True]",139.41,"LINESTRING (-6.0651397 34.8448823, -6.0653142 34.8449893, -6.0654473 34.8450611, -6.065695 34.8451512, -6.0657741 34.8451985, -6.0658774 34.8452591, -6.0661979 34.845433, -6.0663776 34.8455078, -6.0664384 34.8455347)",,
409785421,False,,P4215,tertiary,True,91.072,"LINESTRING (-6.0643566 34.84539, -6.0651397 34.8448823)",,
264203235,False,2,P4219,tertiary,True,26.683999999999997,"LINESTRING (-6.0643566 34.84539, -6.0643418 34.8455199, -6.064319 34.8456278)",,
409785408,False,,,residential,False,31.084000000000003,"LINESTRING (-6.0643794 34.8509833, -6.0643257 34.850849, -6.0642855 34.8507148)",,
"[409785408, 262484755]",False,,,residential,True,152.02800000000002,"LINESTRING (-6.0643794 34.8509833, -6.0645068 34.8510086, -6.0646355 34.8510548, -6.0648608 34.8511814, -6.0652031 34.8513965, -6.0653892 34.8515292, -6.0654911 34.8516139, -6.0655917 34.8517405, -6.0656534 34.8518197)",,
